date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,199.25,3.167,92.0,73.333,45.0,6.625,12.125,14.667,2.542,,0.333,14.083,58.0,7.708,-27.0,205.875
2011-01-02,189.875,2.0,88.0,65.417,40.0,3.708,4.348,4.826,0.478,,0.083,7.333,72.0,22.5,-15.0,193.583
2011-01-03,191.208,1.917,68.0,46.667,28.0,4.0,6.125,6.708,0.583,,0.042,3.833,60.0,23.208,-12.0,195.208
2011-01-04,195.458,2.5,77.0,58.208,37.0,5.417,7.75,8.708,0.958,,0.375,7.125,61.0,7.375,-29.0,200.875
2011-01-05,191.042,2.042,85.0,60.875,33.0,4.542,9.667,10.792,1.125,,0.208,6.625,15.0,-4.417,-26.0,195.583
2011-01-06,190.591,2.565,80.0,56.458,28.0,6.136,11.5,13.708,2.208,,0.478,6.708,66.0,15.042,-36.0,196.727
2011-01-07,190.042,2.0,66.0,55.208,42.0,1.125,5.292,6.375,1.083,,0.042,4.667,26.0,8.417,-8.0,191.167
2011-01-08,192.25,2.167,66.0,51.5,36.0,2.083,6.208,7.083,0.875,,0.167,4.833,40.0,9.667,-19.0,194.333
2011-01-09,194.875,2.375,88.0,65.417,43.0,3.667,11.739,13.348,1.609,,0.542,10.125,58.0,10.083,-31.0,198.542
2011-01-10,191.125,2.333,93.0,56.958,32.0,3.583,12.333,14.0,1.667,,0.25,8.292,74.0,27.208,3.0,194.708
2011-01-11,191.958,2.25,81.0,60.875,34.0,3.708,12.75,15.792,3.042,,0.292,10.375,42.0,0.167,-28.0,195.667
2011-01-12,190.667,2.5,71.0,46.292,31.0,3.958,12.833,16.458,3.625,,0.333,5.583,32.0,-13.125,-47.0,194.625
2011-01-13,190.727,2.783,76.0,55.917,27.0,11.5,17.25,24.292,7.042,,0.522,9.333,90.0,7.083,-61.0,202.227
2011-01-14,190.333,2.333,69.0,47.042,35.0,8.667,6.542,7.958,1.417,,0.875,9.0,23.0,0.167,-15.0,199.0
2011-01-15,189.958,2.042,59.0,47.708,32.0,7.167,5.083,5.917,0.833,,1.0,9.042,40.0,9.583,-10.0,197.125
