date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,197.167,6.125,15.375,17.75,33.792,16.042,22.042,212.542
2011-01-02,192.708,4.167,11.292,12.375,20.625,8.25,13.375,204.0
2011-01-03,191.5,4.542,11.045,15.652,26.217,10.565,11.25,202.545
2011-01-04,192.542,5.0,11.958,15.333,26.25,10.917,11.833,204.5
2011-01-05,190.739,3.667,8.043,12.417,20.417,8.0,10.875,198.783
2011-01-06,195.708,6.208,21.375,30.875,62.0,31.125,18.667,217.083
2011-01-07,194.75,4.917,12.083,20.708,43.542,22.833,11.333,206.833
2011-01-08,197.208,4.917,15.792,17.083,26.625,9.542,16.917,213.0
2011-01-09,195.083,5.0,14.125,20.083,32.292,12.208,18.833,209.208
2011-01-10,195.875,5.917,19.5,29.652,62.87,33.217,22.875,215.375
2011-01-11,194.0,5.083,15.75,21.625,48.25,26.625,19.625,209.75
2011-01-12,193.792,5.042,13.75,24.682,46.227,21.545,18.0,207.542
2011-01-13,198.667,7.25,23.708,33.667,95.042,61.375,21.292,222.375
2011-01-14,199.917,6.5,16.125,23.125,54.25,31.125,14.708,216.042
2011-01-15,199.333,6.083,15.458,21.708,36.375,14.667,23.708,214.792
2011-01-16,200.75,7.292,19.292,31.25,77.958,46.708,30.708,220.042
2011-01-17,195.875,5.875,17.458,29.565,60.304,30.739,21.292,213.333
2011-01-18,197.958,6.5,24.458,33.042,72.083,39.042,27.75,222.417
2011-01-19,195.125,5.125,17.875,22.583,48.458,25.875,24.375,213.0
2011-01-20,191.125,3.75,10.125,18.083,28.958,10.875,14.667,201.25
2011-01-21,191.667,4.208,9.833,17.5,31.375,13.875,12.583,201.5
2011-01-22,191.542,4.25,10.167,12.125,22.292,10.167,9.208,201.708
2011-01-23,199.0,6.042,21.708,17.667,53.042,35.375,17.042,220.708
2011-01-24,195.208,5.167,15.75,26.0,41.565,15.565,16.083,210.958
2011-01-25,195.619,5.826,18.905,27.476,65.857,38.381,26.1,214.524
2011-01-26,192.125,5.375,13.708,24.167,49.958,25.792,,205.833
2011-01-27,197.042,6.208,19.542,27.458,64.292,36.833,18.4,216.583
2011-01-28,194.083,5.083,14.792,22.292,38.792,16.5,17.5,208.875
2011-01-29,191.708,4.208,10.625,14.167,22.667,8.5,12.542,202.333
2011-01-30,193.333,5.625,13.5,25.5,60.167,34.667,14.125,206.833
2011-01-31,194.292,5.833,15.875,28.087,60.391,32.304,17.083,210.167
2011-02-01,192.083,5.13,15.958,23.125,46.083,22.958,12.917,208.042
2011-02-02,189.333,4.333,9.708,17.292,32.625,15.333,10.958,199.042
2011-02-03,196.611,7.087,22.5,34.81,78.857,44.048,18.714,219.111
2011-02-04,196.773,6.417,20.273,27.75,66.708,38.958,18.375,217.045
2011-02-05,196.167,5.542,14.0,17.875,27.333,9.458,19.667,210.167
2011-02-06,198.042,7.522,22.458,31.957,74.696,42.739,54.583,220.5
2011-02-07,197.5,8.25,26.167,27.375,73.208,45.833,26.792,223.667
2011-02-08,192.417,5.25,13.625,21.391,42.391,21.0,12.875,206.042
2011-02-09,190.833,4.0,9.208,19.708,33.375,13.667,10.875,200.042
2011-02-10,193.792,5.458,16.958,27.696,60.826,33.13,16.375,210.75
2011-02-11,192.727,4.542,10.318,17.75,30.667,12.917,13.792,203.045
2011-02-12,193.875,4.542,11.25,15.348,26.435,11.087,14.292,205.125
2011-02-13,194.875,5.304,13.542,24.625,43.25,18.625,21.708,208.417
