date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,80.0,60.333,36.0,12.958,14.208,1.25,,13.667,80.0,19.5,-18.0
2011-01-02,83.0,53.0,17.0,7.75,9.25,1.5,,7.625,107.0,38.417,-20.0
2011-01-03,69.0,43.458,15.0,11.304,12.217,0.913,,4.458,94.0,27.292,-33.0
2011-01-04,68.0,46.125,26.0,11.833,14.167,2.333,,5.125,95.0,29.958,-24.0
2011-01-05,57.0,36.25,24.0,6.364,7.227,0.864,,4.417,63.0,33.5,-4.0
2011-01-06,74.0,51.042,21.0,23.0,38.542,15.542,,12.792,95.0,19.042,-41.0
2011-01-07,75.0,47.792,20.0,15.667,26.625,10.958,,6.042,78.0,20.5,-30.0
2011-01-08,73.0,52.042,23.0,15.125,18.75,3.625,,8.292,74.0,6.333,-46.0
2011-01-09,72.0,52.0,27.0,14.833,18.208,3.375,,13.25,84.0,21.5,-35.0
2011-01-10,80.0,56.875,33.0,22.739,36.391,13.652,,19.583,83.0,31.75,-23.0
2011-01-11,71.0,47.417,27.0,17.25,26.083,8.833,,9.375,85.0,36.542,6.0
2011-01-12,59.0,40.583,24.0,21.75,32.75,11.0,,8.333,55.0,0.083,-47.0
2011-01-13,71.0,46.667,22.0,28.333,62.333,34.0,,14.292,112.0,20.083,-60.0
2011-01-14,76.0,44.917,18.0,19.5,35.625,16.125,,10.208,66.0,12.5,-39.0
2011-01-15,67.0,50.375,30.0,19.583,27.417,7.833,,17.667,69.0,9.417,-47.0
2011-01-16,73.0,52.583,31.0,26.042,50.458,24.417,,20.625,44.0,10.458,-26.0
2011-01-17,67.0,50.625,28.0,23.522,43.217,19.696,,15.708,68.0,19.208,-18.0
2011-01-18,77.0,56.583,31.0,26.542,52.167,25.625,,19.75,79.0,13.458,-43.0
2011-01-19,73.0,56.25,35.0,17.857,37.333,19.476,,18.783,98.0,37.833,-24.0
2011-01-20,85.0,79.625,65.0,8.5,9.75,1.25,,11.792,30.0,23.875,16.0
2011-01-21,89.0,81.708,67.0,10.375,11.667,1.292,,6.75,35.0,25.5,20.0
2011-01-22,89.0,77.917,63.0,7.083,12.667,5.583,,4.042,76.0,47.833,20.0
2011-01-23,94.0,79.833,59.0,13.167,36.875,23.708,,11.875,75.0,31.375,-2.0
2011-01-24,89.0,66.917,33.0,19.348,29.0,9.652,,12.875,50.0,9.458,-23.0
2011-01-25,86.0,56.917,14.0,19.125,42.417,23.292,,11.458,85.0,20.542,-30.0
2011-01-26,80.0,49.5,17.0,21.083,39.292,18.208,,8.958,51.0,0.833,-38.0
2011-01-27,74.0,56.125,30.0,23.625,48.75,25.125,,13.458,53.0,-8.125,-60.0
2011-01-28,74.0,47.125,24.0,16.333,27.417,11.083,,13.5,42.0,1.542,-33.0
2011-01-29,67.0,40.5,21.0,8.167,9.208,1.042,,5.958,43.0,0.0,-50.0
2011-01-30,68.0,40.5,16.0,18.292,25.458,7.167,,9.167,50.0,2.792,-48.0
2011-01-31,68.0,42.167,19.0,20.087,39.217,19.13,,9.625,80.0,7.375,-58.0
2011-02-01,71.0,42.375,24.0,16.864,34.864,18.0,,8.708,86.0,16.333,-51.0
2011-02-02,48.0,26.167,15.0,5.667,6.542,0.875,,4.958,33.0,9.5,-26.0
2011-02-03,68.0,40.75,14.0,22.667,41.083,18.417,,8.583,61.0,-4.417,-62.0
2011-02-04,71.0,39.417,14.0,15.652,39.522,23.87,,12.208,100.0,26.625,-58.0
2011-02-05,74.0,50.292,27.0,13.583,15.667,2.083,,17.75,80.0,30.667,-37.0
2011-02-06,88.0,74.292,50.0,24.478,37.826,13.348,,30.625,77.0,34.167,-18.0
2011-02-07,90.0,85.625,75.0,20.0,40.417,20.417,,21.458,100.0,67.917,43.0
2011-02-08,94.0,46.125,16.0,13.435,21.13,7.696,,7.958,89.0,47.917,-5.0
2011-02-09,65.0,38.458,17.0,16.958,23.875,6.917,,4.75,70.0,17.375,-26.0
2011-02-10,71.0,46.5,19.0,19.304,31.087,11.783,,12.5,97.0,28.583,-31.0
2011-02-11,72.0,42.542,12.0,13.708,16.917,3.208,,8.833,76.0,22.25,-27.0
2011-02-12,66.0,37.833,17.0,11.174,13.348,2.174,,8.708,75.0,16.375,-38.0
2011-02-13,59.0,45.083,24.0,21.25,30.875,9.625,,16.625,71.0,21.833,-37.0
2011-02-14,89.0,68.458,49.0,26.522,42.261,15.739,,28.417,64.0,33.542,-2.0
2011-02-15,89.0,73.333,45.0,22.5,49.773,27.273,,34.348,93.0,48.625,5.0
2011-02-16,77.0,58.042,33.0,22.417,35.333,12.917,,18.833,42.0,12.0,-9.0
2011-02-17,89.0,68.25,28.0,14.875,22.75,7.875,,16.958,70.0,15.917,-17.0
2011-02-18,88.0,50.625,19.0,10.609,12.696,2.087,,8.042,37.0,0.667,-39.0
2011-02-19,73.0,48.5,20.0,13.708,16.167,2.458,,9.667,63.0,-3.875,-66.0
2011-02-20,71.0,45.458,17.0,22.417,35.542,13.125,,11.083,95.0,18.917,-48.0
2011-02-21,72.0,45.167,20.0,23.792,40.542,16.75,,19.292,125.0,48.375,-33.0
2011-02-22,73.0,50.708,34.0,17.667,24.0,6.333,,22.208,100.0,56.5,2.0
2011-02-23,89.0,79.792,36.0,23.167,31.5,8.333,,23.792,110.0,65.875,39.0
2011-02-24,70.0,44.708,20.0,13.792,15.208,1.417,,21.083,139.0,89.125,30.0
2011-02-25,89.0,79.75,69.0,11.261,12.087,0.826,,10.458,55.0,36.875,15.0
2011-02-26,89.0,62.958,42.0,10.25,11.75,1.5,,9.292,66.0,36.958,4.0
2011-02-27,69.0,36.375,14.0,12.042,14.75,2.708,,6.625,64.0,25.208,-13.0
2011-02-28,73.0,50.458,27.0,20.75,34.75,14.0,,12.125,53.0,4.083,-51.0
2011-03-01,91.0,77.042,58.0,23.682,35.273,11.591,,11.292,118.0,59.458,0.0
2011-03-02,89.0,84.417,72.0,15.167,25.583,10.417,,14.792,64.0,48.125,31.0
2011-03-03,86.0,58.542,35.0,8.957,9.696,0.739,,11.708,102.0,57.125,28.0
2011-03-04,89.0,56.375,39.0,5.167,5.458,0.292,,15.083,79.0,41.708,9.0
2011-03-05,91.0,89.75,86.0,20.458,26.333,5.875,,9.833,102.0,53.5,8.0
2011-03-06,90.0,82.292,65.0,19.708,26.042,6.333,,20.5,145.0,104.5,61.0
2011-03-07,90.0,62.917,37.0,12.0,13.292,1.292,,24.292,150.0,115.917,89.0
2011-03-08,69.0,56.708,43.0,14.958,16.5,1.542,,22.125,111.0,88.5,69.0
2011-03-09,86.0,82.417,69.0,11.958,14.042,2.083,,12.375,83.0,59.0,40.0
2011-03-10,87.0,72.542,53.0,5.696,6.087,0.391,,3.25,79.0,48.625,29.0
2011-03-11,86.0,72.125,49.0,5.875,6.125,0.25,,7.333,84.0,48.625,25.0
2011-03-12,90.0,48.958,22.0,9.708,10.958,1.25,,4.208,94.0,43.208,0.0
2011-03-13,62.0,34.458,16.0,9.75,10.667,0.917,,3.542,99.0,52.5,7.0
2011-03-14,73.0,49.792,22.0,19.0,23.583,4.583,,9.696,100.0,43.292,-9.0
2011-03-15,86.0,47.208,15.0,19.458,36.25,16.792,,13.625,112.0,48.542,-8.0
2011-03-16,67.0,46.208,23.0,22.833,31.0,8.167,,16.917,103.0,45.208,-21.0
2011-03-17,93.0,79.583,57.0,23.13,30.913,7.783,,27.583,76.0,58.167,41.0
