date,CH4_mean,CO2_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2012-04-21,187.636,,86.0,71.125,63.0,10.364,9.25,9.958,0.708,0.083,13.042,11.4,9.292,7.4,198.0
2012-04-22,188.25,,99.0,77.25,64.0,11.583,12.208,12.75,0.542,2.292,13.875,10.7,9.258,7.3,199.833
2012-04-23,187.958,,100.0,99.958,99.0,18.042,19.875,21.708,1.833,0.0,15.333,14.2,12.392,9.8,206.0
2012-04-24,185.375,,100.0,65.125,32.0,15.875,13.833,15.125,1.292,0.667,20.75,24.0,17.175,12.8,201.25
2012-04-25,185.625,,98.0,69.75,47.0,16.333,14.75,15.75,1.0,1.083,28.875,19.5,15.738,12.9,201.958
2012-04-26,184.042,,100.0,87.0,66.0,16.25,14.348,15.13,0.783,0.417,30.75,18.6,15.633,13.0,200.292
2012-04-27,184.25,,100.0,99.417,92.0,12.542,9.75,10.125,0.375,0.043,8.208,14.7,13.842,13.0,196.792
2012-04-28,189.045,,93.0,69.333,51.0,14.455,13.875,14.958,1.083,0.5,13.0,23.1,16.754,12.0,203.5
2012-04-29,191.75,,92.0,64.208,37.0,20.75,16.792,17.917,1.125,1.042,29.625,25.5,18.888,11.4,212.5
2012-04-30,189.667,,97.0,78.5,52.0,16.417,12.5,13.458,0.958,1.167,32.542,22.6,18.983,16.1,206.083
2012-05-01,183.5,,97.0,80.833,38.0,13.542,13.042,13.917,0.875,0.083,18.583,23.8,18.767,16.9,197.042
2012-05-02,182.875,,100.0,90.25,70.0,13.375,10.625,11.25,0.625,0.208,17.542,19.4,17.192,15.6,196.25
2012-05-03,180.958,,100.0,99.667,95.0,10.5,6.609,6.783,0.174,0.0,4.542,17.0,15.738,14.2,191.458
2012-05-04,179.667,,100.0,89.833,66.0,12.708,9.833,10.958,1.125,0.087,4.792,20.0,16.971,15.6,192.375
2012-05-05,187.409,,96.0,55.167,26.0,15.818,10.042,10.833,0.792,0.458,7.625,26.1,19.888,14.5,203.227
2012-05-06,191.042,,90.0,69.708,41.0,15.417,9.125,9.458,0.333,0.708,15.417,22.0,16.608,11.5,206.458
2012-05-07,191.476,,91.0,55.958,24.0,13.238,8.7,9.6,0.9,0.667,12.435,22.1,15.758,9.2,204.714
2012-05-08,190.75,,81.0,57.417,38.0,17.042,,,,2.625,25.792,23.5,18.783,13.0,207.792
2012-05-09,190.875,,98.0,71.083,50.0,16.458,,,,1.958,34.167,21.2,17.267,14.7,207.333
2012-05-10,190.292,,98.0,65.875,42.0,15.542,,,,1.125,19.583,19.6,15.129,12.6,205.833
2012-05-11,187.958,,85.0,48.375,28.0,11.917,,,,0.826,7.208,20.0,15.35,11.1,199.875
2012-05-12,189.591,,65.0,39.708,21.0,13.136,,,,2.0,5.75,18.7,14.25,10.7,202.727
2012-05-13,189.083,,66.0,39.417,22.0,13.417,,,,0.958,10.167,21.5,15.596,8.8,202.5
2012-05-14,191.833,,85.0,58.75,31.0,16.333,,,,1.542,19.833,24.0,17.725,11.6,208.167
2012-05-15,188.167,,100.0,96.625,88.0,22.708,,,,0.958,15.833,16.8,16.383,15.9,210.875
2012-05-16,189.333,,100.0,58.333,20.0,19.708,,,,1.125,18.0,26.1,20.242,14.8,209.042
2012-05-17,190.917,,94.0,62.75,45.0,18.833,,,,2.208,33.917,24.0,18.912,14.3,209.75
2012-05-18,189.5,,99.0,68.167,38.0,16.333,,,,0.609,18.792,19.5,15.421,12.6,205.833
2012-05-19,192.636,,66.0,46.042,25.0,17.636,,,,1.75,21.25,24.7,18.279,10.7,210.273
2012-05-20,194.333,,83.0,51.667,27.0,18.458,,,,4.417,23.917,24.9,20.104,14.6,212.792
2012-05-21,192.727,,88.0,58.667,33.0,14.818,7.727,8.182,0.455,0.792,21.708,24.2,18.646,14.8,207.545
2012-05-22,188.25,,96.0,83.625,66.0,10.25,8.261,8.957,0.696,0.042,11.042,14.8,13.621,12.6,198.5
2012-05-23,184.917,,84.0,66.667,38.0,10.375,7.958,8.833,0.875,0.083,6.917,24.7,17.75,13.4,195.292
2012-05-24,188.625,,93.0,63.042,30.0,18.458,16.792,18.333,1.542,1.583,27.417,25.9,20.067,13.9,207.083
2012-05-25,191.417,,95.0,85.958,72.0,17.083,17.792,19.292,1.5,1.696,38.417,20.8,18.354,15.3,208.5
2012-05-26,190.682,,96.0,59.417,27.0,16.045,14.083,15.5,1.417,2.167,20.5,24.2,19.242,13.8,206.727
2012-05-27,191.792,,86.0,55.125,22.0,16.5,10.667,11.292,0.625,2.417,20.792,26.2,19.775,14.0,208.292
2012-05-28,192.042,,95.0,75.917,36.0,17.458,12.0,13.167,1.167,1.917,18.375,24.4,18.004,15.1,209.5
2012-05-29,193.5,,98.0,77.792,34.0,17.708,12.435,14.0,1.565,0.375,21.875,24.9,17.954,14.2,211.208
2012-05-30,190.708,,99.0,69.917,42.0,16.917,10.833,12.083,1.25,0.167,16.833,22.8,17.829,13.8,207.625
2012-05-31,190.875,,91.0,61.417,43.0,18.833,13.375,14.417,1.042,1.208,22.75,22.6,18.85,15.7,209.708
2012-06-01,190.292,,99.0,77.417,40.0,21.167,13.522,14.739,1.208,0.261,20.417,23.5,19.025,16.9,211.458
2012-06-02,190.636,,95.0,56.292,30.0,14.864,11.833,12.917,1.083,0.792,17.625,25.6,20.117,15.1,205.5
2012-06-03,190.25,,99.0,81.792,46.0,13.042,8.792,9.583,0.792,0.625,24.167,23.6,18.304,15.4,203.292
2012-06-04,190.75,,99.0,66.5,35.0,15.667,13.458,14.833,1.375,0.833,17.167,26.5,21.021,15.1,206.417
2012-06-05,191.5,,92.0,72.833,42.0,19.958,19.826,22.565,2.739,1.833,19.958,23.7,20.179,17.8,211.458
2012-06-06,191.095,,97.0,80.0,62.0,14.905,15.273,16.455,1.182,1.476,12.364,19.6,18.275,16.8,206.0
2012-06-07,194.5,,95.0,66.5,40.0,17.833,19.958,22.75,2.792,2.174,19.25,24.8,19.954,14.0,212.333
2012-06-08,193.458,,95.0,67.667,37.0,14.083,15.75,16.917,1.167,1.833,28.333,28.3,22.583,16.5,207.542
2012-06-09,186.545,,100.0,97.0,89.0,17.545,10.0,10.583,0.583,0.333,13.625,20.4,17.733,16.9,204.091
2012-06-10,185.625,,97.0,71.875,54.0,16.0,5.208,5.292,0.083,0.375,3.417,23.7,20.504,17.7,201.625
2012-06-11,189.292,,97.0,76.833,64.0,18.25,10.083,11.083,1.0,0.458,8.542,22.4,19.129,16.3,207.542
2012-06-12,188.0,,99.0,84.333,71.0,17.125,10.565,11.348,0.783,0.667,12.042,18.3,16.033,14.3,205.125
2012-06-13,188.083,,96.0,77.75,59.0,15.875,8.167,8.958,0.792,0.25,8.917,20.5,16.717,14.2,203.958
2012-06-14,189.958,,96.0,78.417,66.0,17.208,11.917,13.75,1.833,0.696,17.417,19.5,15.962,13.2,207.167
2012-06-15,191.792,,86.0,72.125,53.0,20.458,15.833,18.083,2.25,1.042,18.708,23.8,18.029,14.0,212.25
2012-06-16,191.364,,100.0,95.292,85.0,18.136,16.5,18.958,2.458,0.5,18.583,19.2,17.938,16.6,209.5
2012-06-17,193.75,,100.0,72.417,31.0,16.5,9.833,11.167,1.333,0.375,16.542,28.7,22.708,18.0,210.25
2012-06-18,193.167,,64.0,53.917,41.0,16.0,11.958,12.708,0.75,1.0,15.625,27.2,23.396,18.6,209.167
2012-06-19,188.762,,100.0,90.458,66.0,15.619,10.238,10.81,0.571,0.273,22.917,22.6,21.3,20.4,204.381
2012-06-20,180.458,,100.0,73.792,47.0,18.792,9.917,11.208,1.292,0.375,13.958,30.4,24.825,20.4,199.25
2012-06-21,193.875,,92.0,74.333,55.0,25.292,18.083,20.458,2.375,1.087,21.5,27.1,23.292,20.5,219.167
2012-06-22,193.417,,100.0,86.667,67.0,17.5,11.083,11.708,0.625,0.083,14.667,24.2,20.5,17.5,210.917
2012-06-23,191.955,,93.0,71.708,45.0,15.091,13.083,14.208,1.125,0.875,18.25,25.1,21.462,18.0,207.045
2012-06-24,192.667,,96.0,70.333,45.0,10.667,7.917,8.333,0.417,0.708,14.833,25.8,20.508,16.5,203.333
2012-06-25,185.0,,99.0,90.25,83.0,9.375,11.042,13.125,2.083,0.167,13.125,17.0,16.225,15.4,194.375
2012-06-26,191.625,,92.0,61.792,34.0,9.542,11.043,12.174,1.13,0.583,13.042,24.3,17.958,12.1,201.167
2012-06-27,192.5,,98.0,61.792,30.0,10.958,14.167,15.583,1.417,0.75,16.25,25.4,18.825,12.9,203.458
2012-06-28,197.292,,91.0,66.75,35.0,13.208,15.792,17.208,1.417,1.652,21.875,24.9,20.246,14.0,210.5
2012-06-29,186.083,,96.0,68.25,40.0,9.958,10.875,12.208,1.333,0.625,7.875,27.3,22.162,18.6,196.042
2012-06-30,188.864,,90.0,64.125,39.0,15.864,11.333,13.875,2.542,0.667,8.417,27.9,22.875,19.4,204.727
2012-07-01,188.083,,100.0,79.167,56.0,16.292,9.833,10.708,0.875,0.625,17.333,25.4,21.367,18.2,204.375
2012-07-02,185.125,,100.0,76.833,50.0,16.75,8.958,9.958,1.0,0.625,8.208,28.1,22.404,18.3,201.875
2012-07-03,187.875,,99.0,84.958,70.0,23.042,15.957,17.652,1.696,1.25,23.917,25.5,22.354,20.3,210.917
2012-07-04,189.684,,100.0,68.417,44.0,20.263,13.381,13.905,0.524,1.0,22.043,29.8,25.083,19.7,209.947
2012-07-05,196.792,,98.0,78.25,60.0,22.625,16.565,17.435,0.87,1.478,39.292,29.4,25.112,21.7,219.417
2012-07-06,198.875,,100.0,76.417,41.0,25.083,19.083,19.833,0.75,1.0,42.25,30.6,25.446,21.7,223.958
2012-07-07,192.909,,100.0,98.292,94.0,6.455,7.25,7.333,0.083,0.083,12.875,22.3,20.558,19.0,199.364
2012-07-08,189.417,,100.0,85.917,61.0,5.167,8.042,9.167,1.125,0.208,7.375,26.1,21.554,18.7,194.583
2012-07-09,192.542,,99.0,76.125,48.0,8.375,12.042,13.917,1.875,0.375,22.0,28.2,23.238,18.5,200.917
2012-07-10,199.417,,99.0,68.125,40.0,10.833,15.542,17.167,1.625,1.708,26.417,30.9,25.817,20.0,210.25
2012-07-11,193.333,,94.0,72.0,45.0,13.292,17.333,20.417,3.083,3.958,28.792,30.6,25.983,22.3,206.625
2012-07-12,181.667,,100.0,93.958,79.0,9.083,12.174,19.609,7.435,0.304,18.208,26.2,24.617,23.3,190.75
2012-07-13,189.5,,100.0,90.167,68.0,14.0,17.833,22.25,4.417,0.375,27.833,30.0,25.567,22.5,203.5
2012-07-14,186.545,,100.0,85.458,65.0,14.227,17.417,19.667,2.25,0.792,29.167,30.7,26.704,23.3,200.773
2012-07-15,188.917,,100.0,82.917,58.0,13.917,12.375,15.917,3.542,0.75,31.625,32.4,27.029,23.0,202.833
2012-07-16,187.458,,98.0,70.542,38.0,15.25,12.208,17.375,5.167,0.75,17.083,34.3,28.638,24.1,202.708
2012-07-17,192.167,,95.0,74.917,34.0,17.417,14.25,18.958,4.708,1.0,23.833,36.2,28.546,25.3,209.583
2012-07-18,196.773,,100.0,83.458,66.0,13.045,16.083,18.375,2.292,0.583,26.583,30.8,26.817,23.8,209.818
2012-07-19,191.091,,94.0,74.583,41.0,12.364,12.304,14.217,1.913,1.304,21.792,33.1,24.896,18.7,203.455
2012-07-20,183.667,,91.0,83.0,74.0,9.042,10.417,12.0,1.583,0.333,13.583,19.9,18.383,17.0,192.708
2012-07-21,185.75,,100.0,86.083,71.0,10.167,10.833,12.625,1.792,0.292,12.75,20.7,18.162,15.7,195.917
2012-07-22,187.667,,100.0,93.625,83.0,11.417,9.625,11.542,1.917,0.083,19.167,21.2,18.988,17.5,199.083
2012-07-23,188.75,,100.0,80.833,49.0,14.125,12.833,14.5,1.667,0.458,18.75,28.5,23.138,19.0,202.875
2012-07-24,197.542,,97.0,74.917,49.0,18.583,19.042,21.167,2.125,0.917,28.667,30.8,25.954,21.3,216.125
2012-07-25,208.833,,97.0,70.625,45.0,25.417,20.042,22.292,2.25,1.0,46.458,32.4,28.271,24.0,234.25
2012-07-26,193.364,,88.0,68.125,33.0,11.636,14.348,15.435,1.087,1.261,35.083,35.1,28.95,25.4,205.0
2012-07-27,199.25,,89.0,62.5,35.0,14.833,16.75,17.375,0.625,2.542,47.208,35.7,30.246,25.2,214.083
2012-07-28,191.375,,100.0,75.167,36.0,16.208,14.917,16.333,1.417,1.826,39.0,35.4,28.883,23.9,207.583
2012-07-29,191.333,,99.0,71.125,45.0,13.417,11.083,12.083,1.0,1.042,23.542,33.9,28.767,24.2,204.75
2012-07-30,181.25,,91.0,70.333,42.0,11.958,13.875,19.25,5.375,1.875,20.417,33.6,28.971,25.9,193.208
2012-07-31,181.625,,96.0,68.542,30.0,11.542,13.125,18.583,5.458,1.292,17.917,33.8,28.25,24.5,193.167
2012-08-01,182.958,,96.0,70.875,41.0,11.583,12.667,15.833,3.167,0.708,19.292,33.7,28.538,24.6,194.542
2012-08-02,186.091,,96.0,68.292,35.0,23.273,14.13,18.261,4.13,1.478,19.458,35.2,29.438,24.9,209.364
2012-08-03,189.375,,95.0,70.333,41.0,18.708,11.5,14.542,3.042,0.625,17.542,34.0,28.467,24.9,208.083
2012-08-04,183.292,,97.0,72.75,42.0,15.917,10.125,14.208,4.083,0.292,12.833,32.2,27.829,23.5,199.208
2012-08-05,183.458,,98.0,68.042,36.0,18.042,12.875,17.375,4.5,1.167,21.75,35.4,29.154,24.9,201.5
2012-08-06,187.571,,96.0,89.125,72.0,21.619,14.273,20.091,5.818,1.091,20.696,29.6,26.325,24.3,209.19
2012-08-07,195.375,,96.0,69.958,37.0,20.875,14.125,17.417,3.292,0.75,16.833,32.9,26.675,22.9,216.25
2012-08-08,189.5,,86.0,64.917,40.0,16.583,9.833,10.708,0.875,0.583,12.25,28.4,24.312,21.6,206.083
2012-08-09,188.227,,86.0,64.625,36.0,11.818,10.522,12.0,1.478,0.826,11.792,29.7,24.667,21.0,200.045
2012-08-10,191.417,,91.0,70.667,44.0,15.792,15.875,17.792,1.917,1.333,22.458,30.5,25.692,21.0,207.208
2012-08-11,195.417,,100.0,84.458,51.0,14.708,11.542,12.625,1.083,0.792,29.458,31.7,25.775,22.1,210.125
2012-08-12,191.875,,100.0,83.583,59.0,13.333,9.583,11.792,2.208,0.708,19.875,30.8,26.196,22.5,205.208
2012-08-13,184.667,,95.0,71.375,39.0,15.5,11.458,15.458,4.0,0.625,17.333,34.6,28.7,24.5,200.167
2012-08-14,192.792,,98.0,82.708,61.0,13.917,10.208,13.083,2.875,0.25,16.042,30.7,26.983,24.2,206.708
2012-08-15,189.958,,95.0,80.833,56.0,12.792,9.0,11.667,2.667,0.667,18.833,31.7,27.425,24.4,202.75
2012-08-16,191.409,,96.0,73.542,45.0,18.955,10.304,15.087,4.783,1.304,18.417,34.7,28.875,24.8,210.364
2012-08-17,190.5,,91.0,70.833,40.0,19.042,11.417,13.75,2.333,1.125,19.917,35.4,28.658,25.9,209.542
2012-08-18,191.458,,100.0,89.75,66.0,18.75,11.667,14.167,2.5,0.917,22.708,30.0,25.788,23.2,210.208
2012-08-19,187.625,,100.0,72.167,40.0,20.208,10.167,13.708,3.542,1.333,15.083,32.7,27.492,23.8,207.833
2012-08-20,187.833,,94.0,64.25,25.0,20.958,11.542,15.208,3.667,1.0,13.833,33.7,28.217,23.7,208.792
2012-08-21,195.043,,97.0,66.708,33.0,22.609,16.333,21.25,4.917,1.0,18.125,34.5,28.771,22.9,217.652
2012-08-22,182.125,,95.0,71.5,41.0,19.667,13.083,18.5,5.417,1.333,16.875,34.0,28.583,25.3,201.792
2012-08-23,188.182,,92.0,67.792,38.0,18.0,13.826,19.391,5.565,1.696,17.542,34.8,29.162,24.7,206.182
2012-08-24,188.917,,92.0,63.375,38.0,18.167,15.333,19.5,4.167,1.333,16.208,33.9,28.921,24.1,207.083
2012-08-25,189.708,,96.0,66.375,32.0,18.125,13.583,18.667,5.083,1.5,14.583,34.7,28.696,23.5,207.833
2012-08-26,184.542,,95.0,68.583,35.0,15.083,9.375,12.708,3.333,1.167,14.458,34.2,28.471,24.6,199.625
2012-08-27,187.5,,97.0,67.208,32.0,16.958,12.375,15.667,3.292,0.875,17.75,34.2,28.675,23.4,204.458
2012-08-28,190.792,,93.0,67.625,38.0,19.75,14.917,19.833,4.917,1.792,19.208,32.6,28.012,24.1,210.542
2012-08-29,189.667,,94.0,72.458,41.0,18.542,15.042,19.125,4.083,1.375,22.042,32.5,27.775,23.6,208.208
2012-08-30,188.773,,95.0,70.625,41.0,16.682,16.0,19.174,3.174,2.087,26.083,34.4,28.879,24.2,205.455
2012-08-31,182.792,,97.0,71.417,37.0,14.75,12.208,15.375,3.167,1.125,20.542,34.2,28.562,25.1,197.542
2012-09-01,184.167,,97.0,71.167,45.0,13.208,7.958,10.542,2.583,0.542,10.542,30.1,26.708,23.3,197.375
2012-09-02,180.958,,98.0,82.583,47.0,12.042,6.125,7.25,1.125,0.167,7.667,30.2,24.838,21.9,193.0
2012-09-03,184.333,,100.0,85.0,51.0,13.042,10.25,11.583,1.333,0.792,10.042,30.6,24.258,21.4,197.375
2012-09-04,186.048,,100.0,89.708,57.0,16.19,15.091,17.545,2.455,0.409,13.435,30.8,24.2,21.4,202.238
2012-09-05,194.083,,100.0,72.0,36.0,16.917,14.833,17.417,2.583,0.625,17.833,32.4,26.812,21.2,211.0
2012-09-06,193.409,,98.0,85.875,55.0,19.864,16.087,18.957,2.87,0.87,22.917,31.3,24.65,21.8,213.273
2012-09-07,193.875,,100.0,69.542,38.0,16.833,13.042,15.958,2.917,0.5,10.292,31.0,25.367,19.2,210.708
2012-09-08,193.667,,97.0,78.292,47.0,17.5,13.208,15.333,2.125,1.083,22.083,30.6,25.971,21.5,211.167
2012-09-09,185.583,,98.0,72.125,42.0,17.583,10.417,13.625,3.208,0.708,15.792,31.7,27.088,24.0,203.167
2012-09-10,187.5,,97.0,69.542,40.0,19.792,13.875,16.458,2.583,1.167,17.917,31.5,27.042,22.8,207.292
2012-09-11,184.292,,99.0,70.208,39.0,18.0,12.208,15.25,3.042,0.917,15.708,31.8,26.962,23.1,202.292
2012-09-12,182.333,,90.0,67.417,39.0,14.458,10.125,10.833,0.708,1.875,15.167,31.2,25.912,22.5,196.792
2012-09-13,184.364,,86.0,58.375,33.0,23.545,14.13,15.13,1.0,1.478,18.792,33.5,27.308,21.4,207.909
2012-09-14,187.167,,95.0,69.542,33.0,27.083,15.042,16.5,1.458,1.542,24.833,31.5,26.838,22.9,214.25
2012-09-15,185.458,,97.0,77.792,41.0,26.25,13.583,16.375,2.792,1.0,17.042,31.4,26.275,22.8,211.708
2012-09-16,184.833,,100.0,88.042,63.0,25.792,9.792,11.417,1.625,0.667,18.5,30.2,25.796,22.5,210.625
2012-09-17,183.458,,100.0,83.0,58.0,24.333,8.458,10.625,2.167,0.792,17.083,30.0,26.379,23.5,207.792
2012-09-18,182.0,,100.0,82.25,49.0,24.435,10.875,15.25,4.375,0.8,15.292,30.5,26.212,23.4,206.435
2012-09-19,181.667,,100.0,92.375,74.0,24.792,14.792,20.292,5.5,0.783,14.333,27.7,25.283,23.5,206.458
2012-09-20,185.045,,100.0,88.417,61.0,12.545,9.783,12.783,3.0,0.417,12.333,29.2,24.129,20.6,197.591
2012-09-21,190.208,,98.0,87.792,70.0,9.708,10.0,10.583,0.583,0.0,13.75,25.3,21.633,19.6,199.917
2012-09-22,188.5,,100.0,75.875,46.0,10.125,8.708,9.208,0.5,0.25,10.625,25.6,21.292,18.2,198.625
2012-09-23,187.417,,100.0,95.75,79.0,8.167,5.292,5.375,0.083,0.333,9.792,20.4,18.483,16.8,195.583
2012-09-24,186.417,,100.0,79.417,46.0,12.0,10.25,11.208,0.958,0.0,7.167,26.5,20.525,16.6,198.417
2012-09-25,188.542,,96.0,82.25,68.0,10.625,11.5,13.167,1.667,0.167,9.792,21.7,19.179,16.9,199.167
2012-09-26,191.292,,95.0,62.333,29.0,10.917,9.125,9.75,0.625,0.696,8.5,25.4,20.408,15.6,202.208
2012-09-27,185.955,,83.0,63.792,41.0,12.682,7.739,8.217,0.478,0.0,8.875,22.8,18.917,15.0,198.636
2012-09-28,181.792,,84.0,65.833,55.0,11.125,5.083,5.25,0.167,0.0,5.458,24.6,21.038,17.9,192.917
2012-09-29,180.625,,94.0,79.583,56.0,15.875,8.667,9.542,0.875,0.125,10.833,28.6,23.712,20.5,196.5
2012-09-30,180.083,,100.0,82.167,44.0,14.958,6.917,7.208,0.292,0.417,19.792,28.3,23.833,20.5,195.042
2012-10-01,180.042,,90.0,67.083,39.0,15.542,9.208,9.833,0.625,0.0,7.875,30.8,24.767,20.7,195.583
2012-10-02,183.917,,97.0,85.0,67.0,13.75,7.875,8.25,0.375,0.042,8.583,24.5,20.6,18.9,197.667
2012-10-03,184.95,,93.0,86.042,81.0,14.0,5.227,5.5,0.273,0.0,8.409,21.0,19.154,17.1,198.95
2012-10-04,184.182,,91.0,65.708,44.0,12.864,9.348,10.609,1.261,0.0,5.542,26.4,21.596,17.2,197.045
2012-10-05,190.25,,91.0,68.042,38.0,14.75,14.583,16.583,2.0,0.917,12.875,27.8,22.512,18.1,205.0
2012-10-06,186.875,,95.0,74.667,43.0,10.042,8.167,8.583,0.417,0.458,13.375,26.4,21.5,18.2,196.917
2012-10-07,187.417,,100.0,86.333,61.0,10.667,7.708,8.25,0.542,0.333,10.542,21.6,17.662,15.3,198.083
2012-10-08,189.458,,79.0,59.75,32.0,8.0,5.625,6.208,0.583,0.25,8.083,22.9,17.621,13.6,197.458
2012-10-09,188.667,,86.0,59.208,32.0,11.167,7.083,7.375,0.292,0.25,8.708,22.3,17.292,13.0,199.833
2012-10-10,188.75,,78.0,57.167,42.0,11.75,8.958,9.542,0.583,0.826,7.125,21.0,17.404,13.9,200.5
2012-10-11,185.591,,100.0,76.0,41.0,10.955,10.696,11.696,1.0,0.125,10.667,25.2,18.933,15.7,196.545
2012-10-12,187.208,,100.0,66.167,34.0,14.917,15.417,17.833,2.417,0.208,10.333,22.4,17.358,14.0,202.125
2012-10-13,190.208,,69.0,46.083,28.0,13.875,15.583,18.25,2.667,0.417,12.792,22.4,17.012,10.5,204.083
2012-10-14,190.208,,82.0,57.125,33.0,11.583,9.875,10.792,0.917,0.667,17.417,21.4,16.408,11.3,201.792
2012-10-15,190.125,,86.0,57.25,28.0,12.958,11.458,12.667,1.208,0.375,19.042,25.4,18.592,13.9,203.083
2012-10-16,189.833,,69.0,49.125,23.0,11.958,13.333,15.208,1.875,0.417,15.75,22.0,16.55,12.9,201.792
2012-10-17,190.25,,100.0,80.333,35.0,16.167,17.958,20.625,2.667,0.478,20.875,21.6,15.062,8.8,206.417
2012-10-18,193.636,,100.0,98.042,92.0,22.364,17.783,25.13,7.348,0.0,11.875,17.5,15.654,11.3,216.0
2012-10-19,189.727,,100.0,57.875,26.0,11.545,10.083,11.667,1.583,0.292,5.708,19.8,14.425,10.9,201.273
2012-10-20,196.208,,83.0,59.292,36.0,13.792,17.5,21.125,3.625,1.292,13.875,19.6,14.488,7.8,210.0
2012-10-21,201.083,,93.0,60.583,25.0,16.167,16.458,19.417,2.958,1.333,20.458,24.5,17.104,10.4,217.25
2012-10-22,194.458,,97.0,66.417,53.0,19.333,16.792,18.667,1.875,0.792,35.0,21.5,16.833,12.1,213.792
2012-10-23,190.542,,100.0,94.167,83.0,24.833,21.875,26.125,4.25,0.5,22.625,18.4,15.658,12.2,215.375
2012-10-24,192.25,,100.0,61.333,29.0,17.792,18.25,21.542,3.292,0.739,9.5,18.6,13.558,9.3,210.042
2012-10-25,191.818,,89.0,61.208,42.0,21.091,18.478,23.304,4.826,2.167,14.0,18.9,13.942,9.7,212.909
2012-10-26,189.208,,90.0,63.042,34.0,16.458,13.0,14.917,1.917,1.542,16.833,21.5,15.958,10.4,205.667
2012-10-27,189.208,,73.0,60.875,33.0,12.375,9.0,9.833,0.833,1.125,17.708,18.9,15.046,12.4,201.583
2012-10-28,189.708,,100.0,90.167,68.0,14.792,11.625,13.167,1.542,0.667,11.208,15.0,13.688,11.9,204.5
2012-10-29,186.542,,100.0,65.042,27.0,13.5,8.833,9.958,1.125,0.5,10.583,21.4,15.812,11.9,200.042
2012-10-30,189.125,,88.0,58.458,37.0,19.542,22.333,28.917,6.583,2.167,13.375,16.5,12.021,7.9,208.667
2012-10-31,192.667,,91.0,78.542,53.0,16.375,16.458,20.792,4.333,1.783,10.792,14.7,10.804,7.4,209.042
2012-11-01,190.136,,96.0,65.875,31.0,16.364,18.783,23.478,4.696,1.667,12.417,16.7,12.292,6.1,206.5
2012-11-02,193.875,,80.0,50.0,22.0,16.333,18.708,26.208,7.5,0.667,7.625,15.9,11.317,6.8,210.208
2012-11-03,197.208,,79.0,56.25,30.0,17.292,15.333,19.125,3.792,0.625,6.917,15.7,9.654,4.3,214.5
2012-11-04,197.708,,79.0,54.083,29.0,19.542,16.958,19.958,3.0,0.792,8.875,16.3,10.704,4.5,217.25
2012-11-05,194.333,,99.0,71.208,45.0,18.083,19.583,24.125,4.542,2.667,14.333,15.2,10.971,6.0,212.417
2012-11-06,190.0,,100.0,100.0,100.0,13.647,11.25,12.25,1.0,0.5,11.0,15.0,13.488,11.5,203.647
2012-11-07,191.455,,100.0,78.042,42.0,17.091,21.182,32.0,10.818,1.042,11.583,20.2,13.846,9.1,208.545
2012-11-08,195.708,,95.0,59.625,24.0,19.917,20.609,29.913,9.304,2.167,10.208,23.1,13.488,6.5,215.625
2012-11-09,197.167,,85.0,49.833,25.0,20.917,22.792,32.542,9.75,1.609,12.833,24.1,14.504,8.0,218.083
2012-11-10,195.083,,75.0,51.833,23.0,17.833,15.917,20.708,4.792,0.792,11.625,23.5,13.788,6.5,212.917
2012-11-11,193.625,,100.0,80.958,60.0,13.5,11.375,12.5,1.125,0.435,7.833,15.8,12.329,9.3,207.125
2012-11-12,190.625,,100.0,86.0,59.0,18.0,15.833,19.75,3.917,0.417,8.042,24.0,14.9,11.4,208.625
2012-11-13,193.292,,94.0,72.833,41.0,20.333,22.5,30.625,8.125,1.565,22.625,18.6,12.971,9.1,213.625
2012-11-14,193.318,,92.0,58.625,22.0,12.955,18.333,24.292,5.958,1.583,12.667,19.7,11.888,6.5,206.273
2012-11-15,204.083,,69.0,48.292,25.0,13.375,22.304,30.957,8.652,2.348,8.333,16.3,9.358,4.2,217.458
2012-11-16,197.833,,74.0,48.542,26.0,16.792,23.292,34.0,10.708,0.875,8.417,17.7,10.6,5.4,214.625
2012-11-17,200.792,,100.0,89.833,74.0,18.208,20.708,31.417,10.708,0.304,23.5,10.0,7.612,5.2,219.0
2012-11-18,196.792,,100.0,61.958,24.0,15.083,15.917,21.25,5.333,0.458,6.708,18.8,10.079,4.3,211.875
2012-11-19,198.739,,87.0,61.542,50.0,11.478,19.0,23.7,4.7,1.0,14.583,7.8,5.788,2.8,210.217
2012-11-20,201.542,,96.0,58.583,23.0,12.0,17.833,29.667,11.833,0.667,12.083,20.3,9.721,2.3,213.542
2012-11-21,195.909,,81.0,46.708,17.0,23.045,21.958,36.75,14.792,1.174,8.042,18.4,8.925,2.8,218.955
2012-11-22,193.875,,85.0,55.583,28.0,21.0,19.826,27.783,7.957,1.375,15.75,18.8,9.583,4.6,214.875
2012-11-23,197.333,,91.0,82.25,71.0,29.25,19.458,34.375,14.917,1.167,27.292,12.1,8.646,5.0,226.583
2012-11-24,190.042,,81.0,51.542,30.0,15.792,11.043,12.174,1.13,0.25,6.333,16.1,9.346,6.2,205.833
