date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2013-03-05,75.0,68.714,60.0,4.25,5.25,1.0,12.5,7.667,15.75,8.2,5.943,3.6
2013-03-06,76.0,57.458,31.0,3.375,4.375,1.0,9.75,5.042,12.667,7.7,3.808,1.4
2013-03-07,78.0,58.458,31.0,13.696,16.304,2.609,9.208,5.333,12.042,9.5,3.733,-0.3
2013-03-08,72.0,55.75,33.0,8.833,10.25,1.417,9.917,5.0,12.292,8.9,4.738,0.0
2013-03-09,82.0,56.708,34.0,10.0,11.333,1.333,16.625,7.708,19.667,11.1,6.554,2.4
2013-03-10,71.0,55.583,33.0,4.042,5.042,1.0,6.458,3.917,9.292,6.9,3.542,1.2
2013-03-11,86.0,54.458,29.0,21.136,24.773,3.636,12.591,4.857,15.545,10.9,5.742,-0.7
2013-03-12,88.0,55.375,32.0,32.0,51.917,19.917,20.625,8.708,24.417,16.9,10.175,2.3
2013-03-13,99.0,90.417,71.0,19.125,22.917,3.792,13.958,6.333,16.0,12.8,9.933,7.4
2013-03-14,73.0,58.417,37.0,3.478,4.478,1.0,6.583,3.708,8.5,9.0,6.321,3.5
2013-03-15,87.0,56.083,30.0,15.208,16.917,1.708,18.292,4.625,20.208,11.4,6.392,1.1
2013-03-16,87.0,62.333,41.0,18.375,22.0,3.625,35.625,7.542,45.167,16.7,10.162,2.3
2013-03-17,87.0,60.667,24.0,28.583,33.083,4.5,47.292,6.958,60.333,20.3,12.883,6.2
2013-03-18,84.0,75.375,67.0,32.208,41.5,9.292,37.708,6.87,52.208,16.9,12.9,9.5
2013-03-19,76.0,47.5,20.0,9.083,10.333,1.25,17.5,4.875,24.333,17.4,11.762,6.8
2013-03-20,99.0,92.125,72.0,12.708,14.292,1.583,6.792,4.125,9.917,12.5,10.321,7.3
2013-03-21,77.0,60.25,34.0,2.478,3.565,1.087,4.792,2.917,7.083,9.9,6.75,4.6
2013-03-22,71.0,49.917,22.0,6.375,7.583,1.208,7.625,3.292,10.167,12.9,7.892,3.8
2013-03-23,84.0,57.333,32.0,18.042,21.667,3.625,21.208,5.625,26.458,16.2,9.971,3.0
2013-03-24,84.0,48.625,15.0,31.917,37.292,5.375,43.25,6.458,50.542,19.8,12.708,5.1
2013-03-25,65.0,52.875,37.0,41.773,54.455,12.682,32.13,6.333,41.727,19.3,15.667,11.1
2013-03-26,99.0,97.375,78.0,37.208,48.875,11.667,23.083,1.0,27.333,14.1,13.15,12.0
2013-03-27,99.0,74.042,40.0,15.167,27.25,12.083,17.0,1.375,22.958,16.1,13.621,9.6
2013-03-28,94.0,57.042,14.0,27.391,33.391,6.0,28.583,2.25,35.125,22.5,14.058,6.6
2013-03-29,94.0,63.292,41.0,23.125,28.417,5.292,19.792,1.958,28.875,22.4,16.321,11.0
2013-03-30,99.0,85.625,61.0,8.583,9.708,1.125,7.667,1.208,14.583,16.5,14.8,13.0
2013-03-31,80.0,49.083,22.0,5.208,6.208,1.0,14.667,1.542,22.167,18.6,13.142,8.4
2014-01-01,94.0,68.167,35.0,3.708,4.708,1.0,5.833,1.083,7.5,4.7,2.3,-0.4
2014-01-02,89.0,67.708,45.0,3.348,4.435,1.087,6.417,1.083,8.542,5.7,1.904,-0.3
2014-01-03,91.0,70.875,36.0,10.25,13.625,3.375,5.333,1.125,6.833,8.7,3.25,-0.7
2014-01-04,92.0,73.0,51.0,21.583,27.333,5.75,14.917,2.083,16.167,11.1,5.479,0.6
2014-01-05,92.0,67.667,28.0,24.875,36.625,11.75,23.792,2.208,28.292,12.6,7.438,3.6
2014-01-06,99.0,81.667,72.0,23.917,32.292,8.375,21.25,1.913,23.958,11.3,7.646,5.4
2014-01-07,74.0,62.292,44.0,6.958,8.25,1.292,6.667,1.25,9.458,8.6,5.375,3.6
2014-01-08,72.0,66.167,48.0,7.042,8.25,1.208,13.208,1.5,15.667,7.7,4.771,3.0
2014-01-09,85.0,69.375,42.0,11.087,13.522,2.435,8.792,1.333,10.625,8.4,5.421,3.5
2014-01-10,81.0,59.542,38.0,12.083,13.542,1.458,11.917,1.375,13.792,9.9,5.992,3.7
2014-01-11,77.0,60.083,35.0,11.667,13.5,1.833,13.667,2.208,15.542,10.1,5.721,2.4
2014-01-12,73.0,61.25,35.0,3.292,4.292,1.0,6.125,1.958,8.458,7.4,4.471,2.4
2014-01-13,84.0,63.625,44.0,17.619,21.0,3.381,8.409,1.0,9.615,8.5,5.338,1.7
2014-01-14,90.0,69.5,47.0,35.292,57.25,21.958,20.083,1.667,24.0,8.8,4.942,0.2
2014-01-15,99.0,82.833,63.0,15.542,18.208,2.667,8.917,1.25,10.333,8.7,7.204,5.9
2014-01-16,90.0,68.708,35.0,23.696,32.391,8.696,25.5,1.958,31.875,10.2,6.942,4.3
2014-01-17,92.0,68.333,43.0,12.042,18.708,6.667,20.042,2.042,21.333,8.9,5.162,2.9
2014-01-18,97.0,71.333,41.0,13.0,15.833,2.833,10.25,1.417,11.75,8.7,4.792,1.2
2014-01-19,87.0,61.417,33.0,17.417,28.292,10.875,19.875,2.083,21.917,11.8,6.746,2.7
2014-01-20,81.0,66.292,43.0,16.042,19.583,3.542,21.0,1.696,22.875,9.9,5.712,2.8
2014-01-21,89.0,62.875,33.0,29.667,41.458,11.792,26.958,1.875,29.208,11.0,6.033,0.6
2014-01-22,99.0,94.125,81.0,23.75,28.042,4.292,13.75,1.333,13.208,10.2,8.738,7.4
2014-01-23,95.0,70.708,47.0,5.522,6.522,1.0,6.792,1.125,9.167,8.4,6.558,4.6
2014-01-24,88.0,62.208,34.0,16.292,20.917,4.625,11.875,1.542,13.708,11.0,6.504,1.7
2014-01-25,94.0,65.083,33.0,20.042,25.458,5.417,22.167,1.875,24.833,12.0,7.067,2.1
2014-01-26,99.0,82.583,56.0,27.208,32.542,5.333,24.292,1.542,24.792,11.3,8.058,5.3
2014-01-27,99.0,84.0,66.0,20.19,32.048,11.857,14.696,1.762,14.227,12.8,9.13,4.5
2014-01-28,77.0,60.208,34.0,5.375,6.458,1.083,7.042,1.375,8.5,7.0,3.679,1.5
2014-01-29,79.0,65.917,51.0,17.208,20.0,2.792,8.125,1.458,9.333,5.7,3.662,0.9
2014-01-30,98.0,88.458,60.0,23.478,28.391,4.913,8.458,1.0,8.75,6.6,4.975,3.5
2014-01-31,85.0,63.0,38.0,4.333,5.333,1.0,9.958,1.417,10.542,5.9,3.738,1.3
2014-02-01,80.0,60.875,38.0,4.667,5.667,1.0,9.167,1.292,9.917,6.5,3.467,0.7
2014-02-02,78.0,64.333,46.0,10.958,12.375,1.417,8.583,1.0,10.5,6.5,4.258,2.1
2014-02-03,71.0,61.417,47.0,13.708,15.208,1.5,9.375,1.0,11.708,7.5,5.475,3.9
2014-02-04,73.0,56.708,29.0,16.25,20.875,4.625,12.042,1.333,13.875,9.6,6.246,3.3
2014-02-05,82.0,68.208,49.0,16.625,18.5,1.875,12.917,1.458,12.25,9.0,5.879,4.2
2014-02-06,85.0,62.167,29.0,8.348,9.783,1.435,5.458,1.0,7.417,9.8,5.346,2.0
2014-02-07,90.0,60.542,30.0,25.625,34.958,9.333,17.875,2.458,20.333,10.8,5.408,-0.2
2014-02-08,94.0,66.458,38.0,16.875,20.333,3.458,22.5,2.167,23.208,11.9,5.742,1.2
2014-02-09,72.0,48.25,33.0,5.792,7.333,1.542,7.667,1.042,9.042,4.4,1.717,-0.9
