date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,5.583,6.125,0.542,,10.167,80.0,29.458,-29.0
2011-01-02,2.375,2.375,0.0,,13.5,48.0,18.542,0.0
2011-01-03,3.083,3.458,0.375,,15.667,33.0,13.708,-14.0
2011-01-04,2.333,2.5,0.167,,22.542,40.0,3.458,-19.0
2011-01-05,2.348,2.913,0.565,,7.417,26.0,-5.875,-25.0
2011-01-06,6.87,9.043,2.174,,10.0,64.0,9.083,-33.0
2011-01-07,2.625,3.542,0.917,,7.917,33.0,12.125,-7.0
2011-01-08,2.708,3.042,0.333,,12.167,37.0,2.0,-35.0
2011-01-09,4.125,4.667,0.542,,15.458,63.0,21.667,-14.0
2011-01-10,11.167,17.25,6.083,,21.875,69.0,16.458,-30.0
2011-01-11,5.833,7.208,1.375,,21.833,59.0,21.417,-19.0
2011-01-12,7.955,9.318,1.364,,7.667,29.0,-4.5,-32.0
2011-01-13,6.833,8.875,2.042,,9.917,61.0,21.042,-20.0
2011-01-14,6.625,8.5,1.875,,24.167,38.0,14.208,-9.0
2011-01-15,3.0,3.833,0.833,,11.208,48.0,17.125,-25.0
2011-01-16,2.417,2.875,0.458,,11.708,25.0,17.042,7.0
2011-01-17,4.417,5.708,1.292,,10.333,51.0,17.125,-37.0
2011-01-18,12.25,17.542,5.292,,13.708,83.0,4.625,-56.0
2011-01-19,10.0,14.0,4.0,,9.45,59.0,20.667,-11.0
2011-01-20,2.667,2.958,0.292,,8.458,60.0,42.958,21.0
2011-01-21,2.583,2.917,0.333,,10.458,55.0,44.625,27.0
2011-01-22,2.542,2.917,0.375,,8.583,87.0,48.75,9.0
2011-01-23,2.958,3.792,0.833,,5.208,48.0,24.292,-4.0
2011-01-24,3.792,5.0,1.208,,7.958,11.0,-10.875,-27.0
2011-01-25,4.696,5.739,1.043,,16.13,19.0,-14.458,-37.0
2011-01-26,4.864,6.182,1.318,,8.625,12.0,-20.0,-47.0
