date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,195.875,14.875,18.125,20.25,2.125,,1.583,12.708,210.75
2011-01-02,194.696,8.87,9.333,10.375,1.042,,2.333,13.5,203.565
2011-01-03,194.75,9.875,14.583,16.167,1.583,,2.958,18.042,204.625
2011-01-04,195.333,9.375,13.167,14.875,1.708,,5.25,21.417,204.708
2011-01-05,194.652,15.957,20.875,25.0,4.125,,1.292,13.292,210.609
2011-01-06,199.792,24.167,32.875,56.5,23.625,,1.792,18.0,223.958
2011-01-07,194.333,12.417,12.625,14.375,1.75,,1.0,5.833,206.75
2011-01-08,194.783,13.0,17.292,19.792,2.5,,1.5,6.875,207.783
2011-01-09,200.167,22.458,24.042,32.083,8.042,,2.458,21.208,222.625
2011-01-10,204.167,33.458,38.708,70.833,32.125,,3.917,41.75,237.625
2011-01-11,194.478,14.478,20.292,26.5,6.208,,7.75,21.542,208.957
2011-01-12,195.792,14.917,23.75,29.792,6.042,,,7.292,210.708
2011-01-13,199.87,26.609,31.304,57.739,26.435,,,15.609,226.478
2011-01-14,197.208,15.417,21.542,25.292,3.75,,,37.083,212.625
2011-01-15,196.292,14.75,18.625,21.917,3.292,,,15.833,211.042
2011-01-16,192.727,10.909,15.87,19.478,3.609,,,9.87,203.636
2011-01-17,195.333,19.375,25.458,34.0,8.542,,,13.375,214.708
2011-01-18,199.25,34.083,37.208,60.958,23.75,,,14.125,233.333
2011-01-19,194.13,25.913,36.125,52.792,16.667,,,16.125,220.043
2011-01-20,192.208,16.417,25.083,32.125,7.042,,,12.083,208.625
2011-01-21,192.833,19.083,25.917,31.583,5.667,,,17.792,211.917
2011-01-22,197.13,20.304,26.333,32.708,6.375,,,13.0,217.435
2011-01-23,192.625,12.208,14.5,18.125,3.625,,,4.913,204.833
2011-01-24,192.583,13.292,19.0,23.625,4.625,,,7.958,205.875
2011-01-25,193.565,12.565,21.583,26.917,5.333,,,14.583,206.13
2011-01-26,194.565,14.087,21.292,26.292,5.0,,,7.542,208.652
2011-01-27,197.083,19.708,29.292,37.333,8.042,,,26.042,216.792
2011-01-28,195.478,16.826,23.25,27.042,3.792,,,19.25,212.304
2011-01-29,194.542,11.25,12.625,13.917,1.292,,,7.583,205.792
2011-01-30,195.792,16.042,24.524,30.333,5.81,,,10.478,211.833
2011-01-31,195.826,20.913,29.167,41.625,12.458,,,10.792,216.739
2011-02-01,199.458,25.375,27.458,49.833,22.375,,2.95,21.8,224.833
2011-02-02,192.0,9.625,14.0,17.083,3.083,,2.083,7.542,201.625
2011-02-03,195.087,15.0,25.333,34.875,9.542,,2.833,9.75,210.087
2011-02-04,194.667,14.458,22.583,27.458,4.875,,5.292,25.208,209.125
2011-02-05,198.625,16.833,21.958,26.333,4.375,,7.292,36.875,215.458
2011-02-06,197.261,25.783,32.708,42.875,10.167,,4.625,39.875,223.043
2011-02-07,195.083,21.125,29.042,37.417,8.375,,2.375,16.458,216.208
2011-02-08,191.667,10.333,16.0,20.667,4.667,,2.917,12.333,202.0
2011-02-09,192.609,11.043,20.958,25.958,5.0,,3.417,11.167,203.652
2011-02-10,194.13,15.261,25.75,35.375,9.625,,3.667,12.792,209.391
2011-02-11,192.542,10.292,15.75,17.958,2.208,,2.458,13.625,202.833
2011-02-12,194.25,12.5,14.042,15.917,1.875,,2.75,8.708,206.75
2011-02-13,195.522,20.565,32.792,42.458,9.667,,2.542,18.958,216.087
2011-02-14,198.458,33.917,38.958,63.792,24.833,,2.167,31.208,232.375
2011-02-15,199.792,33.042,31.667,60.167,28.5,,2.375,32.667,232.833
2011-02-16,194.087,16.261,27.182,33.864,6.682,,3.304,12.5,210.348
2011-02-17,192.167,11.708,18.75,23.583,4.833,,2.625,11.833,203.875
2011-02-18,193.458,9.917,12.875,14.75,1.875,,1.542,6.833,203.375
