date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,74.0,62.333,52.0,11.833,18.083,6.25,,17.125,11.7,7.538,3.1
2011-01-02,79.0,57.333,46.0,4.167,5.875,1.708,,14.375,9.8,7.754,6.2
2011-01-03,75.0,54.375,43.0,8.083,13.333,5.25,,16.625,9.2,7.367,4.4
2011-01-04,86.0,55.167,38.0,6.833,10.667,3.833,,21.708,8.3,6.071,4.5
2011-01-05,85.0,67.792,56.0,11.714,22.143,10.429,,14.818,7.9,5.629,3.7
2011-01-06,72.0,54.875,45.0,9.792,17.208,7.417,,14.792,9.3,7.529,5.5
2011-01-07,67.0,57.583,47.0,11.042,18.458,7.417,,11.0,8.2,6.621,3.4
2011-01-08,75.0,62.125,48.0,14.75,25.958,11.208,,12.208,8.3,4.621,0.9
2011-01-09,74.0,61.708,48.0,17.583,32.0,14.417,,18.917,10.7,7.467,3.9
2011-01-10,87.0,70.625,55.0,22.333,49.458,27.125,,32.0,9.9,6.425,2.8
2011-01-11,69.0,54.083,43.0,7.958,13.708,5.75,,22.042,9.4,7.658,3.9
2011-01-12,64.0,54.292,45.0,19.19,38.286,19.095,,12.0,6.6,4.333,1.6
2011-01-13,73.0,57.333,44.0,13.25,26.458,13.208,,21.458,9.1,7.342,5.0
2011-01-14,59.0,52.917,48.0,10.333,19.125,8.792,,36.375,9.6,8.113,7.1
2011-01-15,71.0,58.042,51.0,13.25,23.792,10.542,,14.333,9.2,7.329,4.3
2011-01-16,76.0,54.708,44.0,19.125,36.292,17.167,,15.208,7.3,6.183,4.7
2011-01-17,87.0,63.917,42.0,18.208,42.708,24.5,,14.875,10.0,6.071,2.5
2011-01-18,74.0,62.375,48.0,30.318,68.227,37.909,,18.391,9.7,5.204,0.7
2011-01-19,96.0,77.542,58.0,31.13,70.609,39.478,,33.792,9.1,6.733,4.7
2011-01-20,97.0,83.75,73.0,24.292,44.25,19.958,,15.6,11.0,8.525,5.8
2011-01-21,95.0,90.167,75.0,22.208,38.958,16.75,,17.875,10.7,8.679,7.6
2011-01-22,100.0,86.292,72.0,16.625,28.917,12.292,,14.417,10.6,7.692,4.6
2011-01-23,92.0,66.667,50.0,10.167,20.083,9.917,,11.0,10.3,7.912,4.8
2011-01-24,70.0,53.375,40.0,6.083,13.5,7.417,,11.417,5.6,4.417,3.3
2011-01-25,74.0,52.375,39.0,7.083,13.958,6.875,,13.875,6.2,3.892,2.0
2011-01-26,64.0,53.625,38.0,7.455,15.318,7.864,,11.542,6.1,4.017,2.0
2011-01-27,64.0,55.333,48.0,13.25,23.75,10.5,,17.583,8.1,5.796,2.8
2011-01-28,71.0,61.5,55.0,14.708,24.125,9.417,,18.833,8.6,6.171,3.0
2011-01-29,75.0,60.125,47.0,12.625,19.667,7.042,,10.958,6.8,4.658,2.4
2011-01-30,75.0,62.958,49.0,16.0,35.542,19.542,,11.083,7.2,4.333,1.2
2011-01-31,62.0,51.5,41.0,11.75,21.417,9.667,,13.083,7.0,4.6,1.9
2011-02-01,89.0,58.542,40.0,10.625,17.208,6.583,,17.542,8.3,5.458,2.7
2011-02-02,62.0,51.958,43.0,6.048,12.095,6.048,,11.864,3.5,2.125,0.6
2011-02-03,70.0,56.542,45.0,12.042,21.417,9.375,,12.292,4.9,2.592,0.0
2011-02-04,72.0,52.75,41.0,12.667,25.792,13.125,,18.667,7.8,5.45,2.8
2011-02-05,73.0,59.583,43.0,17.708,28.875,11.167,,25.542,9.0,5.442,1.0
2011-02-06,97.0,89.792,76.0,32.292,67.167,34.875,,29.333,10.5,7.925,5.5
2011-02-07,100.0,85.125,51.0,22.208,41.042,18.833,,14.375,10.8,9.146,6.7
2011-02-08,61.0,51.833,39.0,5.875,12.375,6.5,,12.917,6.5,4.067,1.5
2011-02-09,71.0,52.792,45.0,8.304,16.348,8.043,,11.542,5.1,3.467,1.5
2011-02-10,71.0,56.458,47.0,14.957,30.696,15.739,,13.333,7.1,4.696,0.6
2011-02-11,72.0,54.375,43.0,11.542,22.417,10.875,,12.625,7.5,5.554,1.6
2011-02-12,75.0,58.0,46.0,12.125,19.292,7.167,,12.958,8.0,5.025,1.1
2011-02-13,96.0,76.0,54.0,28.353,55.706,27.353,,18.25,7.4,5.438,3.3
2011-02-14,99.0,97.0,95.0,36.435,82.478,46.043,,17.542,7.8,6.729,5.5
2011-02-15,100.0,86.708,64.0,23.652,54.261,30.609,,16.375,8.2,6.183,4.3
2011-02-16,78.0,59.667,47.0,21.182,42.909,21.727,,14.739,7.5,5.008,2.1
2011-02-17,59.0,50.667,38.0,6.391,13.348,6.957,,13.25,7.4,5.088,2.9
2011-02-18,75.0,62.875,51.0,10.87,18.739,7.87,,10.667,4.5,2.7,0.7
2011-02-19,77.0,61.75,48.0,13.348,23.652,10.304,,13.042,6.5,3.238,-0.9
2011-02-20,83.0,58.708,40.0,19.609,38.174,18.565,,14.292,7.6,4.312,1.1
2011-02-21,76.0,57.083,47.0,32.043,59.913,27.87,,16.708,9.1,6.325,2.1
2011-02-22,93.0,74.208,52.0,34.348,59.261,24.913,,25.917,11.5,8.983,6.3
2011-02-23,100.0,90.375,62.0,28.5,53.818,25.318,,21.833,12.4,10.475,8.7
2011-02-24,70.0,58.083,43.0,20.208,30.333,10.125,,27.583,12.0,9.421,7.5
2011-02-25,93.0,84.875,65.0,26.542,46.042,19.5,,25.125,8.5,7.817,6.1
2011-02-26,94.0,63.458,47.0,9.167,13.042,3.875,,13.125,7.3,5.738,2.8
2011-02-27,76.0,58.75,43.0,19.417,37.583,18.167,,14.708,7.1,3.542,0.1
2011-02-28,64.0,48.792,32.0,23.792,40.333,16.542,,16.375,9.5,5.1,0.3
2011-03-01,87.0,77.833,65.0,39.909,71.955,32.045,,27.609,13.3,10.021,6.8
2011-03-02,100.0,90.125,75.0,32.583,72.042,39.458,,23.125,12.7,11.292,10.0
2011-03-03,80.0,59.5,47.0,14.0,21.833,7.833,,16.875,12.4,9.879,7.6
2011-03-04,97.0,77.125,57.0,17.917,28.917,11.0,,23.25,10.2,8.204,5.6
2011-03-05,100.0,99.833,97.0,34.5,61.417,26.917,,15.958,12.5,11.346,9.4
2011-03-06,100.0,83.708,64.0,23.25,44.333,21.083,,16.958,17.8,14.188,11.1
2011-03-07,84.0,66.5,54.0,23.958,38.375,14.417,,24.833,12.9,11.712,10.1
2011-03-08,75.0,62.917,50.0,26.591,44.409,17.818,,25.875,12.7,10.433,6.9
2011-03-09,94.0,85.625,54.0,24.958,41.792,16.833,,18.042,10.7,7.692,6.5
2011-03-10,96.0,68.333,50.0,12.042,16.083,4.042,,13.833,10.9,8.821,6.9
2011-03-11,79.0,56.833,43.0,9.292,14.75,5.458,,16.542,10.9,6.471,2.1
2011-03-12,86.0,60.417,45.0,9.125,15.042,5.917,,14.042,8.0,5.108,3.3
2011-03-13,69.0,57.458,44.0,16.417,28.458,12.042,,13.667,7.9,5.242,3.4
2011-03-14,79.0,51.25,18.0,20.667,37.708,17.042,,14.125,10.6,5.933,1.3
2011-03-15,81.0,54.75,32.0,18.696,29.348,10.652,,19.917,10.8,7.675,4.3
2011-03-16,67.0,49.125,34.0,34.667,57.524,22.857,,18.261,12.0,8.029,2.1
2011-03-17,100.0,89.542,59.0,39.542,66.0,26.458,,28.0,16.9,12.95,9.6
2011-03-18,99.0,95.375,91.0,23.917,37.292,13.375,,26.292,14.3,12.588,9.9
2011-03-19,99.0,62.042,46.0,14.167,22.042,7.875,,13.833,10.5,8.654,5.5
2011-03-20,62.0,49.583,31.0,13.167,21.583,8.417,,12.458,12.0,8.075,3.8
2011-03-21,64.0,47.208,33.0,12.0,18.75,6.75,,14.25,11.9,8.321,4.9
2011-03-22,80.0,53.708,40.0,29.045,49.955,20.909,,18.833,15.5,11.321,5.2
