date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,195.125,4.792,19.708,16.625,22.333,5.708,14.125,5.5,11.125,214.833
2011-01-02,191.625,4.375,13.042,7.458,8.167,0.708,11.167,6.167,9.375,204.667
2011-01-03,191.333,4.957,13.542,12.458,13.667,1.208,16.25,6.958,10.042,204.875
2011-01-04,194.5,5.292,12.591,10.458,11.583,1.125,20.5,8.667,17.417,207.091
2011-01-05,196.538,4.708,23.154,16.542,20.375,3.833,7.333,4.833,7.625,219.692
2011-01-06,202.75,6.875,37.083,30.591,69.455,38.864,14.125,5.958,12.5,239.833
2011-01-07,197.875,4.25,20.708,12.625,16.0,3.375,5.917,4.667,6.042,218.583
2011-01-08,199.0,5.333,25.458,16.833,24.417,7.583,7.25,4.583,4.417,224.458
2011-01-09,203.0,6.542,32.789,24.625,36.125,11.5,17.542,6.667,18.042,235.789
2011-01-10,207.5,9.609,46.636,39.708,90.917,51.208,31.125,7.667,27.708,254.136
2011-01-11,195.409,5.208,18.727,19.208,24.917,5.708,20.167,6.875,20.792,214.136
2011-01-12,200.0,5.75,25.5,25.292,39.458,14.167,8.958,5.292,6.875,225.5
2011-01-13,205.125,7.625,39.333,28.364,74.545,46.182,17.542,5.565,18.333,244.458
2011-01-14,197.833,6.708,23.083,22.042,28.875,6.833,30.708,6.5,24.917,220.917
2011-01-15,198.391,5.167,23.826,19.083,24.333,5.25,12.5,3.917,12.083,222.217
2011-01-16,198.476,5.75,22.714,22.625,43.958,21.333,10.333,3.5,11.667,221.19
2011-01-17,202.857,7.043,29.714,30.792,68.667,37.875,12.75,3.5,11.958,232.571
2011-01-18,199.4,8.458,43.5,41.042,101.417,60.375,14.875,3.708,8.125,242.9
2011-01-19,197.208,7.917,42.625,40.042,98.833,58.792,14.458,3.375,15.667,239.833
2011-01-20,192.333,7.583,30.792,33.091,75.773,42.682,7.958,2.833,8.917,223.125
2011-01-21,195.708,7.458,33.875,31.125,62.75,31.625,12.583,2.667,10.083,229.583
2011-01-22,200.13,5.917,30.391,27.125,41.333,14.208,14.75,3.875,11.917,230.522
2011-01-23,191.667,3.708,17.833,12.542,15.5,2.958,3.542,3.25,4.333,209.5
