date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-02-17,189.957,2.5,68.0,52.25,40.0,14.13,18.792,28.667,9.875,0.0,5.542,11.167,8.4,5.388,3.0,204.087
2011-02-18,194.565,2.435,68.0,59.042,41.0,16.217,14.083,18.5,4.417,0.0,4.083,8.042,5.8,2.962,0.8,210.783
2011-02-19,195.261,3.458,77.0,60.833,42.0,10.478,14.667,18.125,3.458,0.0,4.625,9.208,7.2,3.321,-1.8,205.739
2011-02-20,198.696,4.792,84.0,57.625,38.0,21.261,31.083,48.25,17.167,0.0,6.125,14.792,8.6,4.429,-0.2,219.957
2011-02-21,200.304,6.583,72.0,57.292,49.0,35.087,42.292,80.417,38.125,0.0,9.583,29.458,8.4,6.008,2.0,235.391
2011-02-22,197.696,4.652,90.0,68.875,46.0,26.304,27.565,35.435,7.87,1.0,5.913,26.609,12.0,8.904,5.3,224.0
2011-02-23,196.87,5.5,95.0,86.125,60.0,31.391,32.833,65.0,32.167,23.0,7.5,25.75,11.5,10.292,8.6,228.261
2011-02-24,194.652,3.583,67.0,51.875,35.0,12.696,12.708,14.875,2.167,0.0,7.5,31.667,13.6,10.242,7.6,207.348
2011-02-25,195.957,4.609,86.0,77.292,62.0,19.478,28.667,42.458,13.792,2.0,6.417,32.833,8.5,7.742,6.8,215.435
2011-02-26,201.261,2.458,85.0,61.333,46.0,13.304,10.833,13.292,2.458,0.0,4.042,14.0,8.0,5.821,2.7,214.565
2011-02-27,197.652,3.333,76.0,59.167,41.0,17.043,18.833,27.125,8.292,0.0,4.167,14.292,7.5,3.35,0.7,214.696
2011-02-28,195.087,2.833,70.0,47.375,29.0,16.087,18.25,22.458,4.208,0.0,4.542,12.375,9.4,5.171,-0.2,211.174
2011-03-01,198.478,5.667,82.0,71.667,54.0,50.783,45.348,86.0,40.652,0.0,8.083,39.083,13.9,10.096,6.4,249.261
2011-03-02,196.391,5.083,93.0,81.042,69.0,29.826,29.417,55.417,26.0,5.0,5.792,26.333,11.9,11.108,9.6,226.217
2011-03-03,194.522,2.913,70.0,54.667,38.0,10.696,9.167,11.167,2.0,0.0,5.5,15.833,14.1,10.358,7.8,205.217
2011-03-04,195.522,3.792,90.0,72.625,51.0,12.565,11.708,14.125,2.417,2.0,4.125,18.625,10.1,8.275,6.0,208.087
2011-03-05,193.696,4.667,94.0,92.292,88.0,22.435,28.875,48.917,20.042,34.0,4.167,13.083,12.2,11.229,9.9,216.13
2011-03-06,199.696,6.042,96.0,81.083,66.0,32.174,34.25,80.417,46.167,8.0,7.292,27.208,16.8,13.542,11.1,231.87
2011-03-07,197.048,5.174,80.0,62.208,48.0,14.333,22.087,28.522,6.435,0.0,7.87,33.348,13.4,11.771,9.8,211.381
2011-03-08,198.522,6.0,79.0,58.792,40.0,21.261,24.917,36.542,11.625,0.0,8.042,33.583,14.6,10.621,6.2,219.783
2011-03-09,194.826,4.75,88.0,79.75,55.0,16.609,16.5,19.708,3.208,21.0,4.292,18.792,10.2,7.288,5.8,211.435
2011-03-10,193.261,3.174,87.0,65.333,51.0,13.609,12.792,15.5,2.708,0.0,4.5,15.208,10.6,8.55,6.4,206.87
2011-03-11,192.565,2.958,75.0,53.583,37.0,13.261,9.292,13.292,4.0,0.0,5.542,14.583,11.6,6.867,2.4,205.826
2011-03-12,192.826,2.542,68.0,57.25,44.0,13.913,16.125,22.0,5.875,0.0,4.792,11.833,8.4,5.312,3.4,206.739
2011-03-13,193.478,2.458,64.0,52.333,38.0,10.348,18.25,23.667,5.417,0.0,4.75,11.875,8.6,5.721,3.4,203.826
2011-03-14,195.182,3.652,79.0,46.917,19.0,17.727,25.652,34.565,8.913,0.0,5.609,12.304,10.4,6.475,1.0,212.909
2011-03-15,193.478,3.375,75.0,52.0,33.0,14.957,22.375,31.25,8.875,0.0,8.0,25.042,11.2,7.942,4.4,208.435
2011-03-16,197.217,4.792,71.0,45.708,25.0,29.348,34.042,54.208,20.167,0.0,7.458,18.333,13.0,8.133,2.0,226.565
2011-03-17,198.348,5.565,91.0,80.25,50.0,39.783,37.333,51.75,14.417,7.0,5.542,32.042,16.4,12.983,9.2,238.13
2011-03-18,196.304,6.25,88.0,84.875,74.0,20.348,25.25,33.542,8.292,3.0,7.125,41.375,13.8,12.496,9.9,216.652
2011-03-19,194.522,2.833,89.0,56.167,41.0,14.348,17.292,22.792,5.5,0.0,5.25,13.333,10.8,8.871,5.2,208.87
2011-03-20,192.304,2.708,72.0,51.042,26.0,10.783,14.667,17.958,3.292,0.0,5.667,13.708,11.4,7.904,2.6,203.087
2011-03-21,192.957,2.667,64.0,45.875,27.0,12.913,19.583,24.417,4.833,0.0,5.5,18.417,12.0,8.846,6.0,205.87
2011-03-22,197.435,4.542,70.0,52.917,42.0,26.957,35.458,52.458,17.0,0.0,9.417,25.875,14.8,10.629,4.4,224.391
2011-03-23,194.583,3.571,94.0,81.333,53.0,14.0,27.667,37.762,10.095,27.0,4.304,15.565,13.8,11.362,8.8,208.583
2011-03-24,191.522,4.261,93.0,68.042,54.0,9.217,18.292,22.833,4.542,0.0,7.0,18.833,13.6,11.538,8.6,200.739
2011-03-25,193.174,2.458,72.0,52.542,38.0,11.565,9.375,11.667,2.292,2.0,5.833,14.958,11.6,8.758,6.5,204.739
2011-03-26,195.435,2.542,72.0,54.75,38.0,15.217,20.792,26.542,5.75,0.0,6.458,12.625,11.0,8.275,5.6,210.652
2011-03-27,198.739,4.042,68.0,48.917,28.0,17.043,31.333,40.292,8.958,0.0,7.583,23.708,13.8,10.117,4.4,215.783
2011-03-28,197.81,3.913,69.0,55.958,40.0,20.095,29.955,36.864,6.909,0.0,9.304,32.739,15.9,11.554,7.4,217.905
2011-03-29,197.261,4.083,74.0,52.5,25.0,17.087,32.458,40.958,8.5,0.0,9.208,26.208,15.0,11.142,5.5,214.348
2011-03-30,192.087,3.042,65.0,50.875,36.0,16.348,16.75,20.5,3.75,0.0,5.458,12.958,21.2,15.567,8.0,208.435
2011-03-31,188.0,2.13,87.0,67.875,48.0,9.522,10.417,12.083,1.667,15.0,5.0,10.167,18.8,12.854,6.0,197.522
2011-04-01,194.478,5.458,69.0,49.667,23.0,25.348,31.75,38.125,6.375,0.0,10.333,36.833,19.2,14.242,7.8,219.826
2011-04-02,198.217,5.958,78.0,55.458,33.0,29.87,28.625,40.333,11.708,0.0,11.125,36.75,19.6,14.25,9.2,228.087
2011-04-03,190.696,2.333,55.0,45.292,36.0,6.565,5.083,6.5,1.417,0.0,5.25,9.458,12.5,9.008,7.2,197.261
2011-04-04,191.913,2.667,61.0,39.417,19.0,8.478,9.458,11.917,2.458,0.0,4.708,11.375,15.6,10.371,4.6,200.391
2011-04-05,195.043,4.0,65.0,46.25,23.0,22.522,28.458,36.875,8.417,0.0,8.125,19.0,17.4,11.338,4.4,217.565
2011-04-06,194.273,4.273,69.0,50.583,29.0,26.545,30.261,38.435,8.174,0.0,8.304,21.739,18.6,13.904,7.4,220.818
2011-04-07,191.826,3.167,67.0,52.667,36.0,21.0,17.208,23.792,6.583,0.0,6.792,13.5,22.8,17.625,12.3,212.826
2011-04-08,187.652,3.083,93.0,72.417,47.0,22.913,18.375,24.5,6.125,12.0,5.417,18.917,20.8,17.712,16.2,210.565
2011-04-09,191.304,3.833,96.0,80.833,60.0,22.739,17.833,28.042,10.208,19.0,5.458,19.708,18.8,16.083,14.0,214.043
2011-04-10,193.043,4.25,85.0,51.625,30.0,16.348,13.167,15.708,2.542,0.0,9.083,30.958,19.6,15.85,10.5,209.391
2011-04-11,195.696,5.0,67.0,51.833,30.0,21.783,25.542,36.917,11.375,0.0,10.708,30.792,19.7,13.992,9.9,217.478
2011-04-12,191.913,3.542,64.0,46.458,32.0,14.0,19.167,23.958,4.792,0.0,6.458,29.042,15.6,12.575,9.2,205.913
2011-04-13,193.13,4.409,71.0,54.458,33.0,22.478,27.217,35.0,7.783,0.0,8.409,28.955,19.7,14.896,8.2,215.609
2011-04-14,194.217,4.958,75.0,54.875,29.0,25.522,36.75,46.375,9.625,0.0,13.208,37.875,21.2,16.708,11.2,219.739
2011-04-15,194.217,4.667,82.0,68.125,45.0,32.217,29.417,35.625,6.208,0.0,10.208,38.917,21.2,17.446,13.6,226.435
2011-04-16,192.696,4.125,91.0,66.042,47.0,18.957,18.958,27.792,8.833,0.0,8.333,42.208,19.2,15.912,10.2,211.652
2011-04-17,191.087,3.042,65.0,49.125,24.0,11.391,18.25,22.792,4.542,0.0,9.5,19.292,18.5,13.712,7.7,202.478
2011-04-18,192.565,3.958,88.0,70.542,52.0,20.739,22.833,31.458,8.625,9.0,6.833,26.0,20.7,14.971,11.4,213.304
2011-04-19,190.043,3.292,86.0,69.083,47.0,12.043,18.5,24.167,5.667,2.0,5.625,13.5,15.6,12.962,11.3,202.087
2011-04-20,190.043,2.591,76.0,61.333,47.0,13.696,15.409,19.955,4.545,0.0,4.478,8.304,15.7,12.579,9.8,203.739
2011-04-21,192.174,3.833,81.0,60.417,38.0,23.261,34.542,43.458,8.917,0.0,6.792,21.583,19.6,14.408,7.8,215.435
2011-04-22,197.391,5.833,90.0,77.375,56.0,46.739,39.042,49.625,10.583,7.0,4.458,36.542,18.2,15.488,13.6,244.13
2011-04-23,193.045,4.542,94.0,87.167,74.0,26.591,26.458,35.25,8.792,30.0,3.208,21.875,17.2,14.792,12.0,219.636
2011-04-24,191.696,3.792,88.0,60.958,45.0,10.043,13.833,15.542,1.708,0.0,5.167,22.833,18.4,14.796,9.6,201.739
2011-04-25,192.043,4.167,68.0,54.75,42.0,15.696,33.167,39.5,6.333,1.0,6.417,25.167,18.4,15.442,12.4,207.739
2011-04-26,190.87,3.708,73.0,57.333,36.0,19.826,18.708,23.583,4.875,0.0,5.625,30.125,24.4,19.05,11.8,210.696
2011-04-27,185.174,2.591,91.0,69.5,49.0,5.565,8.087,9.348,1.261,19.0,4.522,25.087,26.5,21.25,14.5,190.739
2011-04-28,190.478,3.833,92.0,70.958,52.0,10.783,24.125,28.875,4.75,0.0,7.417,24.583,19.8,15.729,13.2,201.261
2011-04-29,191.304,4.167,79.0,57.292,39.0,10.043,16.208,18.583,2.375,0.0,7.5,16.75,20.1,16.271,11.6,201.348
2011-04-30,190.652,3.667,71.0,47.625,28.0,17.957,12.0,14.25,2.25,0.0,7.25,23.0,25.7,20.275,13.0,208.609
2011-05-01,190.435,3.917,86.0,72.833,50.0,18.087,17.458,21.417,3.958,4.0,6.333,26.667,22.2,19.562,17.2,208.522
2011-05-02,193.087,4.25,72.0,47.708,32.0,19.217,22.25,26.167,3.917,0.0,8.083,112.333,22.9,19.754,15.8,212.304
2011-05-03,194.957,5.042,82.0,56.708,39.0,25.696,21.583,24.708,3.125,0.0,6.708,140.458,21.8,18.096,15.6,220.652
2011-05-04,194.217,4.957,84.0,54.75,32.0,18.957,19.958,24.083,4.125,0.0,9.667,88.167,23.2,18.854,13.6,213.174
2011-05-05,190.174,3.25,64.0,47.25,28.0,11.435,18.042,21.25,3.208,0.0,8.042,24.667,24.0,18.975,15.1,201.609
2011-05-06,192.304,4.083,70.0,56.25,35.0,25.217,25.583,30.833,5.25,0.0,8.708,39.625,26.0,20.358,15.0,217.522
2011-05-07,185.0,2.792,80.0,61.042,45.0,11.087,13.292,15.792,2.5,0.0,7.167,13.167,27.2,22.596,19.8,196.087
2011-05-08,186.0,3.208,89.0,66.708,42.0,11.478,15.25,18.917,3.667,0.0,9.25,25.333,27.2,22.662,18.4,197.478
2011-05-09,192.217,5.292,80.0,56.417,33.0,26.522,32.25,40.042,7.792,0.0,11.583,44.792,25.6,22.6,18.4,218.739
2011-05-10,183.565,3.875,93.0,83.375,65.0,34.478,24.833,48.542,23.708,7.0,7.375,35.542,28.1,23.746,20.2,218.043
2011-05-11,183.476,3.636,96.0,90.875,82.0,28.095,21.0,52.435,31.435,48.0,5.217,23.087,25.1,23.271,20.8,211.571
2011-05-12,185.0,3.25,97.0,85.042,63.0,26.783,17.625,23.208,5.583,29.0,4.708,13.958,26.7,23.071,21.0,211.783
2011-05-13,187.957,3.417,86.0,60.417,39.0,6.826,22.083,26.542,4.458,0.0,8.292,40.875,23.0,21.092,18.9,194.783
2011-05-14,189.174,3.208,64.0,45.375,29.0,10.739,21.0,24.542,3.542,0.0,9.333,31.042,24.9,21.462,18.2,199.913
2011-05-15,192.087,3.833,62.0,41.083,26.0,15.13,13.208,15.625,2.417,0.0,8.375,28.167,25.6,21.879,15.0,207.217
2011-05-16,189.913,3.583,68.0,51.542,37.0,15.478,24.125,28.417,4.292,0.0,8.875,34.0,26.4,22.629,17.7,205.391
2011-05-17,190.565,3.875,77.0,59.375,39.0,16.609,23.125,27.25,4.125,1.0,9.833,39.583,25.4,21.1,17.0,207.174
2011-05-18,194.143,4.318,85.0,52.25,28.0,20.619,25.217,29.739,4.522,0.0,9.864,32.773,25.8,21.008,15.1,214.762
2011-05-19,191.391,4.0,67.0,51.208,35.0,20.348,28.75,34.458,5.708,0.0,12.25,37.458,27.5,22.696,16.4,211.739
2011-05-20,188.652,3.375,77.0,61.083,44.0,17.652,24.333,29.0,4.667,0.0,9.792,28.0,26.6,22.683,18.0,206.304
2011-05-21,185.913,3.042,79.0,65.917,48.0,24.913,15.375,18.5,3.125,0.0,8.375,18.167,28.6,24.879,19.1,210.826
2011-05-22,184.364,2.583,88.0,70.667,58.0,13.5,8.208,10.042,1.833,9.0,5.958,9.458,26.3,22.404,18.6,197.864
2011-05-23,188.652,3.0,94.0,81.167,65.0,16.0,16.25,18.625,2.375,26.0,4.917,9.75,18.4,17.083,15.4,204.652
2011-05-24,187.043,3.042,95.0,78.542,58.0,10.913,15.917,18.375,2.458,22.0,4.958,6.25,23.0,18.762,15.2,197.957
2011-05-25,189.048,3.667,82.0,64.875,42.0,20.381,28.136,33.955,5.818,0.0,8.591,17.0,25.2,20.779,15.6,209.429
2011-05-26,190.609,3.625,86.0,66.375,45.0,22.87,23.833,31.958,8.125,3.0,9.208,21.0,24.2,21.388,18.6,213.478
2011-05-27,187.609,2.708,92.0,77.625,63.0,12.739,9.917,11.417,1.5,11.0,4.333,6.25,22.2,19.533,17.8,200.348
2011-05-28,192.522,4.75,96.0,93.25,89.0,32.217,25.042,30.625,5.583,23.0,4.083,16.708,21.8,20.279,18.4,224.739
2011-05-29,186.783,3.25,96.0,93.875,88.0,16.348,11.917,13.958,2.042,89.0,3.625,5.667,21.4,19.971,17.4,203.13
2011-05-30,190.348,2.333,95.0,77.292,64.0,26.043,16.375,19.375,3.0,32.0,5.125,9.583,22.5,19.575,17.0,216.391
2011-05-31,186.826,3.042,77.0,65.25,53.0,16.435,17.833,20.25,2.417,0.0,5.875,10.125,23.8,20.358,17.2,203.261
2011-06-01,189.739,3.455,95.0,85.458,71.0,23.261,19.043,22.826,3.783,25.0,4.565,11.261,21.0,19.3,18.0,213.0
2011-06-02,189.043,3.958,95.0,82.583,63.0,26.913,27.917,34.875,6.958,2.0,7.5,20.042,24.7,21.058,18.2,215.957
2011-06-03,190.348,4.583,92.0,76.25,56.0,25.435,29.875,37.458,7.583,0.0,10.125,40.625,26.3,22.883,19.4,215.783
2011-06-04,188.565,4.792,92.0,71.042,54.0,21.348,22.5,29.833,7.333,0.0,11.875,42.167,28.3,24.5,20.7,209.913
2011-06-05,188.174,4.0,85.0,75.375,58.0,23.0,17.542,20.625,3.083,0.0,10.542,28.417,26.7,23.129,21.2,211.174
2011-06-06,191.739,5.083,88.0,63.375,47.0,15.087,32.583,44.917,12.333,0.0,12.917,32.375,27.3,23.846,19.0,206.826
2011-06-07,190.652,4.375,79.0,64.542,43.0,24.565,22.083,25.5,3.417,0.0,9.167,24.167,27.6,23.65,21.7,215.217
2011-06-08,186.864,3.182,86.0,71.125,56.0,11.273,18.826,21.565,2.739,2.0,9.043,15.261,26.4,23.346,19.8,198.136
2011-06-09,186.087,3.75,89.0,78.667,63.0,25.174,29.375,36.958,7.583,0.0,11.75,27.208,27.2,24.517,22.4,211.261
2011-06-10,191.348,5.083,95.0,84.5,68.0,48.652,39.75,56.792,17.042,26.0,11.458,47.917,25.9,23.983,22.5,240.0
2011-06-11,184.391,3.417,97.0,87.958,77.0,16.0,25.042,38.583,13.542,35.0,10.0,19.042,25.2,23.567,22.0,200.391
2011-06-12,197.913,5.708,95.0,86.292,65.0,34.435,23.458,28.625,5.167,32.0,9.75,43.25,25.0,22.438,20.4,232.348
2011-06-13,189.261,4.167,95.0,77.875,60.0,15.87,27.375,34.25,6.875,7.0,9.875,17.708,26.4,23.158,20.0,205.13
2011-06-14,189.043,3.958,89.0,67.792,46.0,21.783,29.625,37.333,7.708,0.0,11.25,29.375,28.1,24.504,22.3,210.826
2011-06-15,193.261,4.5,83.0,60.583,39.0,26.174,32.318,38.864,6.545,0.0,10.826,21.348,28.2,24.042,20.6,219.435
2011-06-16,190.652,3.792,94.0,83.25,72.0,21.435,14.458,16.583,2.125,24.0,6.833,17.458,23.4,21.375,19.6,212.087
2011-06-17,188.783,3.792,96.0,82.167,66.0,21.304,26.917,33.667,6.75,8.0,8.292,14.125,25.7,22.825,19.6,210.087
2011-06-18,192.174,5.5,96.0,90.292,79.0,42.478,33.542,44.958,11.417,27.0,9.417,44.167,24.6,22.929,22.0,234.652
2011-06-19,193.304,5.0,97.0,88.083,74.0,33.783,27.542,39.417,11.875,4.0,10.417,35.083,26.2,23.629,22.1,227.087
2011-06-20,189.955,4.292,96.0,92.083,83.0,28.091,27.208,36.958,9.75,30.0,7.125,16.292,25.6,23.508,22.6,218.045
2011-06-21,182.87,3.5,96.0,80.875,63.0,30.957,23.783,36.435,12.652,17.0,8.391,18.652,30.0,26.371,23.0,213.826
2011-06-22,186.043,4.261,92.0,78.083,64.0,53.391,28.083,56.625,28.542,0.0,14.542,40.958,30.2,27.533,24.6,239.435
2011-06-23,178.913,2.375,87.0,68.0,53.0,20.043,7.833,15.583,7.75,0.0,6.25,17.583,34.8,30.908,26.4,198.957
2011-06-24,176.304,1.625,72.0,64.292,52.0,7.391,8.25,14.25,6.0,0.0,6.917,16.208,34.4,31.558,29.3,183.696
2011-06-25,177.435,2.5,81.0,68.083,52.0,15.13,12.917,28.708,15.792,0.0,10.542,20.083,33.8,30.879,28.6,192.565
2011-06-26,179.565,2.5,85.0,59.292,40.0,27.609,6.292,11.833,5.542,0.0,8.292,12.375,36.3,31.912,28.1,207.174
2011-06-27,176.565,1.792,73.0,61.625,51.0,6.87,3.375,5.083,1.708,0.0,5.708,9.708,34.6,31.771,29.4,183.435
2011-06-28,176.826,2.167,79.0,62.625,48.0,12.565,12.75,21.375,8.625,0.0,7.542,17.0,34.6,31.758,28.0,189.391
2011-06-29,179.565,2.727,87.0,65.75,47.0,27.957,20.957,32.391,11.435,0.0,9.913,29.667,35.6,31.5,27.1,207.522
2011-06-30,180.0,3.667,82.0,65.958,48.0,17.043,23.375,34.083,10.708,0.0,11.417,30.625,34.8,31.038,28.0,197.043
2011-07-01,179.783,2.542,88.0,83.5,74.0,16.261,21.375,34.0,12.625,9.0,8.292,25.042,29.4,27.275,26.3,196.043
2011-07-02,181.565,3.167,92.0,76.875,63.0,9.174,17.958,24.333,6.375,2.0,8.25,21.833,31.2,28.146,25.6,190.739
2011-07-03,187.826,4.625,85.0,74.167,53.0,23.391,16.708,19.833,3.125,1.0,10.583,47.375,32.2,29.117,26.6,211.217
2011-07-04,179.957,3.0,93.0,75.833,57.0,19.696,14.292,18.75,4.458,22.0,7.083,43.125,34.0,29.475,25.2,199.652
2011-07-05,186.0,3.958,94.0,72.542,58.0,12.87,24.583,32.542,7.958,6.0,10.417,33.625,31.0,28.588,25.4,198.87
2011-07-06,194.8,3.857,86.0,69.5,43.0,20.35,17.696,21.87,4.174,5.0,8.391,31.043,33.2,28.7,25.9,215.15
2011-07-07,181.174,3.292,94.0,89.667,85.0,22.217,15.875,39.958,24.083,24.0,6.167,23.333,28.1,26.717,25.0,203.391
2011-07-08,183.652,3.625,95.0,69.542,54.0,34.0,14.708,34.042,19.333,0.0,8.792,21.25,35.0,31.112,26.4,217.652
2011-07-09,177.435,2.75,83.0,71.917,54.0,29.087,14.042,27.042,13.0,0.0,10.583,19.417,33.6,30.7,28.7,206.522
2011-07-10,180.87,2.75,87.0,66.75,47.0,24.0,12.75,21.292,8.542,0.0,8.958,12.167,35.2,31.208,27.0,204.87
2011-07-11,182.087,3.125,87.0,67.917,46.0,20.13,19.125,30.375,11.25,0.0,10.0,17.292,34.7,31.142,28.1,202.217
2011-07-12,184.435,3.125,90.0,80.625,60.0,27.696,18.333,38.833,20.5,7.0,7.917,17.167,31.4,27.896,25.2,212.13
