date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,15.375,16.875,1.5,,12.667,10.8,7.096,2.8
2011-01-02,6.875,7.0,0.125,,11.208,8.9,6.488,4.4
2011-01-03,11.0,11.652,0.652,,15.0,7.6,6.175,3.9
2011-01-04,9.435,10.174,0.739,,19.87,7.7,4.979,2.6
2011-01-05,16.583,19.5,2.917,,6.625,7.1,4.125,1.1
2011-01-06,30.375,61.583,31.208,,15.208,9.1,5.733,1.6
2011-01-07,10.083,11.292,1.208,,5.875,8.3,5.704,3.8
2011-01-08,16.042,18.667,2.625,,7.875,7.5,5.071,3.0
2011-01-09,21.917,30.042,8.125,,18.458,10.2,6.342,3.0
2011-01-10,36.773,65.364,28.591,,35.667,10.7,7.158,3.0
2011-01-11,18.708,23.583,4.875,,22.5,9.6,6.521,2.2
2011-01-12,22.333,30.583,8.25,,7.542,6.0,4.012,1.4
2011-01-13,27.0,57.083,30.083,,16.792,9.4,6.358,2.9
2011-01-14,20.583,23.042,2.458,,30.208,8.3,6.521,5.0
2011-01-15,19.833,24.583,4.75,,14.083,8.1,6.404,4.1
2011-01-16,14.042,15.458,1.417,,10.417,6.7,5.633,4.7
2011-01-17,19.818,25.455,5.636,,11.375,9.7,6.183,3.4
2011-01-18,33.75,53.833,20.083,,13.25,11.1,6.025,1.4
2011-01-19,30.75,42.0,11.25,,14.583,7.9,6.275,5.2
2011-01-20,20.083,22.875,2.792,,7.875,9.8,7.792,5.3
2011-01-21,24.0,27.25,3.25,,15.792,9.1,7.733,6.8
2011-01-22,24.042,29.25,5.208,,15.75,11.2,7.958,4.5
2011-01-23,11.708,13.5,1.792,,3.75,10.0,7.138,4.0
2011-01-24,13.118,14.706,1.588,,4.917,5.8,3.55,1.9
2011-01-25,15.826,18.87,3.043,,13.125,5.9,2.979,1.1
2011-01-26,17.043,20.391,3.348,,6.375,5.3,2.604,-0.4
2011-01-27,26.565,34.435,7.87,,21.458,7.5,4.212,1.0
2011-01-28,19.217,21.87,2.652,,17.75,8.0,4.896,3.2
2011-01-29,9.087,9.957,0.87,,5.375,5.9,3.638,2.1
2011-01-30,23.913,29.652,5.739,,7.542,6.0,3.667,1.5
2011-01-31,22.375,31.25,8.875,,8.292,7.0,3.7,1.0
2011-02-01,21.875,43.625,21.75,,16.792,8.5,4.329,0.3
2011-02-02,9.348,11.304,1.957,,5.522,3.3,0.762,-1.3
2011-02-03,20.167,27.625,7.458,,9.083,4.8,1.558,-2.3
2011-02-04,19.667,24.083,4.417,,17.458,7.2,4.908,2.6
2011-02-05,18.708,21.917,3.208,,31.167,9.1,5.912,1.7
2011-02-06,25.696,30.174,4.478,,26.167,9.8,7.267,4.8
2011-02-07,25.875,30.5,4.625,,11.417,9.9,8.617,6.4
2011-02-08,12.25,14.333,2.083,,9.75,5.9,3.6,0.3
2011-02-09,15.609,17.652,2.043,,9.25,4.5,2.392,-0.2
2011-02-10,22.75,33.292,10.542,,11.542,6.4,3.817,0.8
2011-02-11,11.542,12.667,1.125,,8.083,6.9,4.588,2.0
2011-02-12,11.417,12.75,1.333,,9.542,7.5,4.638,2.1
2011-02-13,31.636,39.636,8.0,,14.667,5.8,4.058,2.4
2011-02-14,34.958,57.125,22.167,,17.625,7.2,5.817,4.4
2011-02-15,27.958,54.792,26.833,,20.125,8.2,5.192,3.3
2011-02-16,26.0,32.833,6.833,,12.708,8.1,4.479,2.1
2011-02-17,15.417,19.0,3.583,,9.125,6.6,3.896,1.8
2011-02-18,9.542,11.792,2.25,,5.5,4.8,1.908,0.3
2011-02-19,18.708,22.75,4.042,,10.083,6.7,2.525,-1.4
2011-02-20,35.043,62.348,27.304,,13.792,8.6,4.683,0.6
2011-02-21,46.957,86.957,40.0,,28.25,8.7,5.9,2.0
2011-02-22,24.0,27.625,3.625,,21.458,11.8,8.804,5.8
2011-02-23,21.833,32.083,10.25,,13.583,12.0,10.508,8.9
2011-02-24,12.25,13.5,1.25,,26.083,12.2,9.121,6.5
2011-02-25,25.625,34.417,8.792,,24.75,8.7,7.383,6.4
2011-02-26,6.0,6.75,0.75,,8.292,6.4,5.058,2.4
2011-02-27,12.739,14.957,2.217,,10.083,6.7,3.15,1.0
2011-02-28,19.417,21.375,1.958,,8.75,8.6,4.492,-0.4
2011-03-01,31.696,40.0,8.304,,14.917,15.0,10.1,5.4
2011-03-02,27.083,41.083,14.0,,16.583,11.6,10.55,8.8
2011-03-03,8.458,8.958,0.5,,14.042,12.5,9.346,7.2
2011-03-04,13.375,14.0,0.625,,13.708,9.6,7.521,5.0
2011-03-05,25.783,36.87,11.087,,13.292,12.6,11.117,9.7
2011-03-06,29.524,45.19,15.667,,16.652,16.6,13.588,11.4
2011-03-07,14.833,16.208,1.375,,30.042,12.9,11.258,8.7
2011-03-08,18.208,21.083,2.875,,27.542,14.6,10.146,6.8
2011-03-09,21.417,23.417,2.0,,19.167,9.3,7.125,6.1
2011-03-10,12.458,13.875,1.417,,13.042,10.3,8.096,5.8
2011-03-11,8.5,10.125,1.625,,12.542,9.8,5.95,2.3
2011-03-12,10.217,12.261,2.043,,10.208,6.7,3.879,1.8
2011-03-13,13.667,14.722,1.056,,10.455,7.2,4.342,1.8
2011-03-14,31.125,39.583,8.458,,14.778,10.3,6.196,1.3
2011-03-15,23.333,39.833,16.5,,18.583,10.8,7.083,4.5
2011-03-16,31.167,37.208,6.042,,14.042,14.2,8.567,2.8
2011-03-17,30.958,47.833,16.875,,18.708,14.2,11.975,9.7
2011-03-18,30.5,55.0,24.5,,37.583,13.2,12.229,10.1
2011-03-19,8.0,8.957,0.957,,6.458,10.0,7.488,4.2
2011-03-20,14.792,16.542,1.75,,11.542,10.8,7.058,2.4
2011-03-21,13.583,14.667,1.083,,11.375,11.5,7.888,4.3
2011-03-22,34.792,45.792,11.0,,20.042,13.8,9.817,4.2
2011-03-23,18.217,19.217,1.0,,10.833,11.6,10.217,8.1
2011-03-24,15.208,16.625,1.417,,16.167,12.8,10.258,7.6
2011-03-25,7.542,8.5,0.958,,12.458,10.5,7.208,5.0
2011-03-26,15.087,17.043,1.957,,10.292,8.1,6.167,3.1
2011-03-27,29.417,36.375,6.958,,20.958,13.5,8.983,4.2
2011-03-28,29.583,56.417,26.833,,30.042,15.0,10.596,6.7
2011-03-29,29.25,40.208,10.958,,19.625,15.9,11.183,5.8
2011-03-30,26.391,44.304,17.913,,16.478,20.0,14.55,7.5
2011-03-31,15.542,17.583,2.042,,10.25,17.4,11.483,6.0
2011-04-01,33.5,38.75,5.25,,28.25,18.4,13.162,6.3
2011-04-02,30.75,41.167,10.417,,34.292,18.2,12.583,7.3
2011-04-03,3.75,3.875,0.125,,8.625,10.5,7.712,6.0
2011-04-04,9.043,10.391,1.348,,8.458,13.4,8.754,4.3
2011-04-05,21.5,26.25,4.75,,15.458,17.3,10.996,5.4
2011-04-06,27.0,31.435,4.435,,18.208,18.6,13.112,6.4
2011-04-07,30.0,38.042,8.042,,16.625,20.6,16.308,11.1
2011-04-08,30.833,35.667,4.833,,20.125,18.1,15.696,14.4
2011-04-09,14.25,15.417,1.167,,14.167,18.3,15.154,13.2
2011-04-10,15.667,16.25,0.583,,33.708,19.0,15.158,10.9
2011-04-11,25.696,30.609,4.913,,33.0,18.1,12.592,8.1
2011-04-12,16.9,17.9,1.0,,28.609,14.5,11.371,7.4
2011-04-13,27.875,34.792,6.917,,29.583,19.3,14.304,8.1
2011-04-14,31.667,40.125,8.458,,33.708,21.6,16.35,10.8
2011-04-15,34.958,43.333,8.375,,37.458,19.6,16.804,14.4
2011-04-16,16.208,19.208,3.0,,29.708,18.0,14.554,8.8
2011-04-17,7.667,8.333,0.667,,13.958,19.6,13.175,7.1
2011-04-18,14.292,15.083,0.792,,21.583,21.6,14.917,10.7
2011-04-19,11.043,12.174,1.13,,10.5,14.0,11.204,9.6
2011-04-20,12.783,13.826,1.043,,6.174,13.1,10.688,8.7
2011-04-21,28.083,34.25,6.167,,17.583,20.2,13.621,6.5
2011-04-22,39.333,46.292,6.958,,30.583,16.4,14.138,12.8
2011-04-23,23.708,29.917,6.208,,18.708,15.7,13.717,11.5
2011-04-24,13.75,15.25,1.5,,21.667,17.2,13.008,8.6
2011-04-25,18.75,22.958,4.208,,17.25,17.3,13.075,9.3
2011-04-26,19.409,22.364,2.955,,25.875,23.8,17.117,10.7
2011-04-27,12.333,13.583,1.25,,24.083,24.3,20.35,13.8
2011-04-28,12.542,13.667,1.125,,18.875,17.5,13.838,11.2
2011-04-29,17.75,20.208,2.458,,15.75,18.1,14.429,10.0
2011-04-30,20.958,23.583,2.625,,23.917,24.5,18.188,11.7
2011-05-01,18.292,20.208,1.917,,24.792,19.2,17.542,15.5
2011-05-02,13.875,16.75,2.875,,126.458,23.3,18.783,14.4
2011-05-03,17.826,19.087,1.261,,131.167,20.4,17.188,13.8
2011-05-04,17.0,21.167,4.167,,81.833,22.5,17.888,13.3
2011-05-05,9.375,9.708,0.333,,21.75,23.3,17.7,12.4
2011-05-06,14.652,15.391,0.739,,31.174,24.0,19.025,13.9
2011-05-07,5.542,6.0,0.458,,13.292,26.2,20.933,17.7
2011-05-08,8.542,9.417,0.875,,25.25,25.7,21.738,18.6
2011-05-09,17.208,19.375,2.167,,36.542,26.0,21.388,16.6
2011-05-10,18.409,27.591,9.182,,33.043,24.2,22.262,20.6
2011-05-11,23.0,31.125,8.125,,9.833,23.3,21.154,19.1
2011-05-12,15.625,17.375,1.75,,5.25,22.3,20.792,19.4
