date,CO_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean
2011-01-30,6.333,35.0,49.429,14.429,4.429,8.667
2011-01-31,4.583,25.375,43.167,17.792,4.542,11.292
2011-02-01,5.696,26.364,59.227,32.864,11.304,18.217
2011-02-02,3.542,12.292,17.0,4.708,5.696,6.304
2011-02-03,5.375,25.292,42.208,16.917,4.625,13.917
2011-02-04,5.167,21.13,30.478,9.348,6.625,22.75
2011-02-05,5.348,19.957,25.304,5.348,8.167,36.708
2011-02-06,4.708,22.792,27.292,4.5,5.5,29.458
2011-02-07,5.435,26.565,36.739,10.174,4.238,16.381
2011-02-08,3.458,15.042,20.542,5.5,4.917,15.167
2011-02-09,3.708,17.417,23.167,5.75,4.833,11.625
2011-02-10,4.25,25.292,40.25,14.958,4.875,14.542
2011-02-11,3.375,12.13,15.13,3.0,4.292,12.208
2011-02-12,3.522,12.174,14.652,2.478,4.0,12.5
2011-02-13,4.333,26.417,32.125,5.708,3.333,16.167
2011-02-14,5.875,31.958,54.25,22.292,3.5,22.208
2011-02-15,5.958,24.875,54.375,29.5,4.333,22.083
2011-02-16,4.417,28.292,43.792,15.5,5.167,17.75
2011-02-17,3.625,18.125,23.75,5.625,4.478,12.0
2011-02-18,3.167,9.435,11.652,2.217,3.75,7.042
2011-02-19,3.739,16.087,20.565,4.478,3.708,13.0
2011-02-20,6.625,34.583,63.458,28.875,4.833,17.208
2011-02-21,7.826,46.13,88.478,42.348,7.913,33.478
2011-02-22,4.083,19.125,22.417,3.292,6.167,24.333
2011-02-23,5.125,23.542,36.375,12.833,4.458,15.708
2011-02-24,3.875,11.708,13.208,1.5,5.261,29.609
2011-02-25,5.208,25.0,34.913,9.913,4.625,26.542
2011-02-26,3.174,9.087,10.478,1.391,3.167,11.208
2011-02-27,3.208,13.5,15.625,2.125,3.458,12.25
2011-02-28,3.458,18.792,22.5,3.708,3.25,14.292
2011-03-01,4.792,31.053,40.316,9.263,4.458,20.417
2011-03-02,4.958,26.25,44.083,17.833,4.478,19.217
2011-03-03,3.125,7.043,7.87,0.826,3.917,13.542
2011-03-04,3.522,10.583,11.875,1.292,3.25,16.0
2011-03-05,5.292,25.625,41.0,15.375,3.0,17.174
2011-03-06,6.583,30.833,52.792,21.958,5.5,18.542
2011-03-07,5.208,14.167,15.792,1.625,5.583,32.583
2011-03-08,5.833,17.292,20.667,3.375,5.75,27.0
2011-03-09,5.083,19.0,20.833,1.833,3.522,20.87
2011-03-10,4.0,13.391,15.609,2.217,3.208,13.75
2011-03-11,3.739,11.5,13.375,1.875,4.375,16.125
2011-03-12,3.583,14.417,17.5,3.083,4.542,14.0
2011-03-13,3.375,15.417,17.458,2.042,3.583,10.292
2011-03-14,4.708,31.917,42.333,10.417,5.167,17.125
2011-03-15,4.792,24.333,44.458,20.125,5.5,19.875
2011-03-16,4.333,31.348,41.826,10.478,4.522,16.957
2011-03-17,5.958,26.739,41.348,14.609,3.75,21.5
2011-03-18,8.478,31.708,54.333,22.625,6.333,42.042
2011-03-19,2.708,8.958,10.208,1.25,4.042,6.875
2011-03-20,3.375,14.75,16.917,2.167,4.875,13.292
2011-03-21,3.042,15.875,17.708,1.833,4.792,13.0
2011-03-22,4.708,32.5,40.75,8.25,7.333,24.5
2011-03-23,3.458,19.625,22.208,2.583,3.417,15.125
2011-03-24,5.083,19.087,22.348,3.261,5.5,19.667
2011-03-25,3.435,9.208,10.625,1.417,4.958,15.0
2011-03-26,3.75,18.375,21.25,2.875,4.417,15.458
2011-03-27,5.25,35.042,50.25,15.208,7.0,24.833
2011-03-28,6.292,29.0,55.583,26.583,7.292,34.708
2011-03-29,5.0,32.083,43.208,11.125,7.625,25.958
2011-03-30,4.783,27.286,44.19,16.905,6.182,20.136
