date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,195.0,20.522,8.417,9.458,1.042,,13.542,215.522
2011-01-02,194.217,13.348,2.125,2.208,0.083,,14.25,207.565
2011-01-03,191.957,13.826,4.292,4.625,0.333,,15.792,205.783
2011-01-04,194.87,12.87,3.708,3.917,0.208,,21.875,207.739
2011-01-05,193.565,17.348,9.583,10.625,1.042,,13.0,210.913
2011-01-06,191.727,15.136,8.727,9.591,0.864,,13.217,206.864
2011-01-07,193.957,14.348,6.167,6.667,0.5,,10.375,208.304
2011-01-08,195.261,17.826,8.917,9.958,1.042,,12.667,213.087
2011-01-09,196.391,21.87,13.208,15.333,2.125,,18.917,218.261
2011-01-10,195.217,20.609,15.208,18.625,3.417,,29.208,215.826
2011-01-11,193.0,13.565,6.708,7.208,0.5,,21.5,206.565
2011-01-12,194.565,16.217,10.792,12.625,1.833,,11.0,210.783
2011-01-13,192.762,15.429,9.682,11.227,1.545,,15.917,208.19
2011-01-14,195.522,14.696,7.708,8.333,0.625,,35.458,210.217
2011-01-15,194.348,15.957,8.917,9.958,1.042,,12.125,210.304
2011-01-16,195.435,19.174,11.125,11.917,0.792,,14.25,214.609
2011-01-17,192.739,17.609,9.792,11.042,1.25,,11.792,210.348
2011-01-18,198.947,60.421,30.652,47.478,16.826,,19.0,259.368
2011-01-19,197.652,39.87,24.917,33.458,8.542,,19.333,237.522
2011-01-20,192.391,22.826,14.217,15.348,1.13,,10.417,215.217
2011-01-21,194.261,24.435,16.417,17.667,1.25,,14.625,218.696
2011-01-22,193.826,19.652,11.125,13.25,2.125,,12.708,213.478
2011-01-23,193.957,15.087,8.667,9.667,1.0,,9.875,209.043
2011-01-24,191.783,13.0,4.375,5.0,0.625,,10.708,204.783
2011-01-25,193.13,12.826,5.458,6.375,0.917,,15.0,205.957
2011-01-26,192.364,26.455,6.0,6.688,0.688,,8.826,218.818
2011-01-27,194.217,15.522,10.043,11.435,1.391,,21.167,209.739
2011-01-28,195.435,15.696,10.348,11.304,0.957,,24.125,211.13
2011-01-29,196.217,16.783,7.783,8.652,0.87,,10.0,213.0
