date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,THC_mean
2016-03-20,197.696,17.522,16.125,17.125,1.0,34.292,7.958,215.217
2016-03-21,191.417,12.292,15.667,17.5,1.833,9.625,4.125,203.708
2016-03-22,193.913,11.783,11.458,12.917,1.458,15.792,4.792,205.696
2016-03-23,196.957,24.478,23.917,28.583,4.667,17.417,5.542,221.435
2016-03-24,193.783,7.696,8.458,9.167,0.708,9.333,4.125,201.478
2016-03-25,195.25,14.333,14.292,15.417,1.125,12.792,5.042,209.583
2016-03-26,196.957,15.565,12.739,13.87,1.13,13.417,4.833,212.522
2016-03-27,193.375,7.833,9.833,11.208,1.375,8.792,4.208,201.208
2016-03-28,197.739,17.609,17.083,19.25,2.167,15.083,5.583,215.348
2016-03-29,199.565,26.783,18.696,20.261,1.565,25.0,5.957,226.348
2016-03-30,196.696,23.522,18.708,21.458,2.75,25.167,7.417,220.217
2016-03-31,192.583,10.5,12.125,12.708,0.583,16.083,3.917,203.083
2016-08-23,,,6.625,6.625,0.0,,7.75,
2016-08-24,,,11.958,13.042,1.083,7.571,6.333,
2016-08-25,,,9.25,11.292,2.042,6.25,4.208,
2016-08-26,,,10.292,12.667,2.375,7.583,4.458,
2016-08-27,,,5.0,5.292,0.292,2.833,3.625,
2016-08-28,,,4.826,5.348,0.522,3.625,3.333,
2016-08-29,189.714,3.857,13.478,15.348,1.87,2.583,2.783,193.571
2016-08-30,191.957,14.304,6.667,7.25,0.583,4.042,4.542,206.261
2016-08-31,193.75,10.458,6.125,6.75,0.625,7.958,5.0,204.208
2016-09-01,200.174,28.87,15.208,16.25,1.042,17.375,6.875,229.043
2016-09-02,198.25,34.375,13.417,14.292,0.875,17.625,6.083,232.625
2016-09-03,189.478,20.174,5.083,5.792,0.708,6.333,3.0,209.652
2016-09-04,188.083,22.125,5.087,5.957,0.87,2.792,2.708,210.208
2016-09-05,194.522,29.739,15.042,17.625,2.583,4.25,3.958,224.261
2016-09-06,194.208,33.25,11.458,14.792,3.333,4.458,2.833,227.458
2016-09-07,190.174,30.348,10.167,12.083,1.917,4.375,3.292,220.522
2016-09-08,191.333,24.667,9.292,10.292,1.0,1.833,2.833,216.0
2016-09-09,194.545,18.318,8.583,9.208,0.625,10.522,4.583,212.864
2016-09-10,196.417,23.625,9.042,10.083,1.042,9.5,4.458,220.042
2016-09-11,194.696,23.0,8.522,9.0,0.478,12.917,5.125,217.696
2016-09-12,196.458,23.958,9.5,10.792,1.292,13.333,4.0,220.417
2016-09-13,193.826,34.13,15.875,19.0,3.125,2.208,2.833,227.957
2016-09-14,197.182,32.0,18.609,20.609,2.0,6.375,3.591,229.182
2016-09-15,194.304,28.783,13.833,15.375,1.542,6.292,3.875,223.087
2016-09-16,195.458,32.292,17.417,19.292,1.875,10.833,4.875,227.75
2016-09-17,194.087,29.13,12.208,13.792,1.583,11.542,4.667,223.217
2016-09-18,185.458,21.375,5.478,6.696,1.217,1.25,2.292,206.833
2016-09-19,190.739,21.609,7.333,9.458,2.125,1.292,2.917,212.348
2016-09-20,189.708,16.625,9.333,10.042,0.708,,3.25,206.333
2016-09-21,194.217,25.304,17.542,19.208,1.667,3.0,3.75,219.522
2016-09-22,194.625,24.875,13.0,14.458,1.458,2.542,3.375,219.5
2016-09-23,191.545,21.545,13.5,14.542,1.042,2.458,4.083,213.091
2016-09-24,196.375,27.917,15.417,17.5,2.083,5.125,3.792,224.292
2016-09-25,189.435,20.522,10.522,11.304,0.783,4.417,4.958,209.957
2016-09-26,189.292,26.208,13.625,15.917,2.292,6.667,3.875,215.5
2016-09-27,189.0,29.043,16.792,21.25,4.458,7.625,5.5,218.043
2016-09-28,190.696,31.565,14.826,19.174,4.348,5.833,3.565,222.261
2016-09-29,192.783,26.652,13.417,16.25,2.833,2.333,3.583,219.435
2016-09-30,197.958,29.125,16.375,17.792,1.417,9.417,5.625,227.083
2016-10-01,196.696,29.609,17.25,18.458,1.208,9.25,7.417,226.304
2016-10-02,197.25,29.625,15.609,16.478,0.87,20.167,8.542,226.875
2016-10-03,194.087,30.174,11.875,15.667,3.792,6.458,3.708,224.261
2016-10-04,193.125,29.625,13.417,18.458,5.042,5.917,4.333,222.75
2016-10-05,189.174,26.043,10.583,12.833,2.25,7.083,4.042,215.217
2016-10-06,190.174,13.783,8.333,9.042,0.708,3.5,4.333,203.957
2016-10-07,199.435,33.913,14.458,15.833,1.375,6.958,4.833,233.348
2016-10-08,190.417,17.083,6.667,7.583,0.917,2.917,3.417,207.5
2016-10-09,190.043,10.261,4.304,4.391,0.087,2.833,3.625,200.304
2016-10-10,196.292,13.333,6.667,7.125,0.458,2.083,3.708,209.625
2016-10-11,193.478,17.957,12.083,14.0,1.917,2.917,3.958,211.435
2016-10-12,194.652,22.696,13.435,15.478,2.043,6.957,4.261,217.348
2016-10-13,193.0,12.0,8.875,9.625,0.75,7.833,4.5,205.0
2016-10-14,195.792,29.458,17.208,19.0,1.792,10.542,4.875,225.25
2016-10-15,195.13,26.043,12.458,14.167,1.708,12.5,5.25,221.174
2016-10-16,191.75,12.875,5.652,6.087,0.435,11.667,4.792,204.625
2016-10-17,192.0,25.261,13.25,14.75,1.5,5.083,4.292,217.261
2016-10-18,193.609,27.565,12.435,14.87,2.435,6.792,4.417,221.174
2016-10-19,194.826,29.87,19.5,21.292,1.792,11.917,5.958,224.696
2016-10-20,194.833,19.125,11.792,12.958,1.167,16.208,5.333,213.958
2016-10-21,191.609,12.217,8.708,9.375,0.667,10.083,5.167,203.826
2016-10-22,197.292,34.0,21.0,22.75,1.75,17.583,5.375,231.292
2016-10-23,192.609,11.783,7.174,7.348,0.174,8.208,4.333,204.391
2016-10-24,193.208,13.667,10.417,12.083,1.667,6.083,3.958,206.875
2016-10-25,194.286,31.857,18.913,21.957,3.043,7.083,3.304,226.143
2016-10-26,193.708,30.25,19.75,25.25,5.5,8.917,5.583,223.958
2016-10-27,192.609,9.652,8.917,9.833,0.917,8.75,4.792,202.261
2016-10-28,200.042,42.792,27.417,33.208,5.792,13.792,4.542,242.833
2016-10-29,193.783,11.739,10.083,11.25,1.167,8.833,4.042,205.522
2016-10-30,198.833,16.417,10.739,11.391,0.652,12.042,4.458,215.25
2016-10-31,197.435,27.696,22.375,25.292,2.917,12.667,4.542,225.13
2016-11-01,191.542,12.708,10.708,12.375,1.667,6.667,3.75,204.25
2016-11-02,195.773,21.909,14.167,16.083,1.917,6.042,3.75,217.682
2016-11-03,195.583,17.375,11.292,12.208,0.917,10.542,4.542,212.958
2016-11-04,198.13,21.913,20.042,25.292,5.25,14.292,5.125,220.043
2016-11-05,198.375,26.042,17.5,19.625,2.125,20.5,5.667,224.417
2016-11-06,201.609,21.13,12.652,13.696,1.043,20.0,4.583,222.739
2016-11-07,199.542,29.25,16.708,19.667,2.958,16.208,3.833,228.792
2016-11-08,201.545,45.545,24.652,34.261,9.609,16.708,3.562,247.091
2016-11-09,194.75,5.833,6.25,7.0,0.75,5.292,2.0,200.583
2016-11-10,195.174,23.522,16.083,18.292,2.208,8.292,2.875,218.696
2016-11-11,194.833,27.292,20.042,25.5,5.458,12.417,4.667,222.125
2016-11-12,201.217,45.043,19.583,23.208,3.625,16.875,5.042,246.261
2016-11-13,201.417,26.125,16.783,18.0,1.217,18.792,5.667,227.542
2016-11-14,199.0,39.565,21.333,25.375,4.042,12.042,4.417,238.565
2016-11-15,196.875,25.125,18.75,26.875,8.125,13.125,4.917,222.0
2016-11-16,193.571,13.905,9.273,10.136,0.864,11.3,3.773,207.476
2016-11-17,196.667,31.042,20.583,27.667,7.083,16.556,4.75,227.708
2016-11-18,197.348,35.0,21.375,24.708,3.333,16.792,4.458,232.348
2016-11-19,199.0,42.458,27.0,33.625,6.625,12.167,4.375,241.458
2016-11-20,200.522,22.174,15.957,18.304,2.348,,6.542,222.696
2016-11-21,204.304,47.435,25.708,36.667,10.958,18.417,4.13,251.739
2016-11-22,201.391,28.913,19.417,29.292,9.875,14.417,4.917,230.304
2016-11-23,194.208,8.542,5.958,6.125,0.167,2.667,3.417,202.75
2016-11-24,194.739,17.0,13.375,15.917,2.542,5.708,2.917,211.739
2016-11-25,197.75,35.0,19.708,29.792,10.083,6.792,3.292,232.75
2016-11-26,195.391,20.174,14.417,18.25,3.833,9.833,3.083,215.565
2016-11-27,194.583,19.208,16.087,17.348,1.261,6.542,3.0,213.792
2016-11-28,196.522,9.522,11.208,12.292,1.083,11.25,3.833,206.043
2016-11-29,199.652,22.87,15.708,19.333,3.625,9.125,3.167,222.522
2016-11-30,194.391,21.174,14.708,17.917,3.208,10.625,3.292,215.565
2016-12-01,196.083,27.708,20.833,28.5,7.667,13.292,4.458,223.792
2016-12-02,196.0,16.783,16.583,18.5,1.917,11.792,4.292,212.783
2016-12-03,201.042,38.667,26.5,33.917,7.417,16.208,4.708,239.708
2016-12-04,198.913,26.261,17.13,19.174,2.043,16.542,3.583,225.174
2016-12-05,192.542,15.792,17.292,19.833,2.542,11.958,5.667,208.333
2016-12-06,196.818,13.682,12.304,13.174,0.87,15.542,4.957,210.5
2016-12-07,198.708,24.292,16.458,21.292,4.833,7.917,3.375,223.0
2016-12-08,197.174,26.13,21.375,24.833,3.458,12.125,4.667,223.304
2016-12-09,199.417,32.458,20.125,30.75,10.625,17.667,4.958,231.875
2016-12-10,196.739,10.913,10.167,11.0,0.833,9.75,3.75,207.652
2016-12-11,200.375,15.292,11.478,13.261,1.783,7.333,3.083,215.667
2016-12-12,200.13,33.261,22.125,30.542,8.417,10.542,3.083,233.391
2016-12-13,200.25,43.292,27.458,43.5,16.042,13.708,3.167,243.542
2016-12-14,196.714,10.286,11.125,12.125,1.0,4.25,3.0,207.0
2016-12-15,199.458,22.25,16.583,20.708,4.125,6.542,2.625,221.708
2016-12-16,196.783,10.826,13.625,15.458,1.833,5.542,2.667,207.609
2016-12-17,200.458,22.583,20.292,26.833,6.542,9.708,3.625,223.042
2016-12-18,197.913,17.522,18.522,21.217,2.696,18.833,4.458,215.435
2016-12-19,201.125,40.542,29.083,44.75,15.667,23.042,5.625,241.667
2016-12-20,206.957,78.826,36.917,67.417,30.5,28.333,5.167,285.783
2016-12-21,202.696,63.391,29.652,52.217,22.565,22.217,4.304,266.087
2016-12-22,193.739,33.0,19.833,25.792,5.958,8.875,3.875,226.739
2016-12-23,193.083,11.75,8.5,9.167,0.667,6.583,4.292,204.833
2016-12-24,196.217,11.522,11.917,13.292,1.375,6.167,3.375,207.739
2016-12-25,198.875,17.333,11.783,13.174,1.391,5.667,2.792,216.208
2016-12-26,198.773,36.5,25.875,35.125,9.25,11.167,3.625,235.273
2016-12-27,193.583,19.083,16.917,19.75,2.833,6.0,3.417,212.667
2016-12-28,195.87,9.696,8.583,9.25,0.667,4.125,3.0,205.565
2016-12-29,197.417,17.125,14.333,17.833,3.5,7.542,4.0,214.542
2016-12-30,198.435,12.913,11.917,13.125,1.208,5.833,3.333,211.348
2016-12-31,199.75,17.083,14.208,16.208,2.0,9.333,3.833,216.833
2017-01-01,193.875,5.667,7.333,8.208,0.875,9.083,4.958,199.542
2017-01-02,194.652,6.261,7.458,8.125,0.667,8.708,5.125,200.913
2017-01-03,196.0,5.25,6.792,7.375,0.583,12.917,4.167,201.25
2017-01-04,197.348,10.435,13.292,15.625,2.333,4.625,3.417,207.783
2017-01-05,197.375,16.583,18.625,21.667,3.042,5.25,3.042,213.958
2017-01-06,196.304,15.957,16.125,21.292,5.167,10.333,4.0,212.261
2017-01-07,196.583,10.417,12.913,14.957,2.043,7.458,3.25,207.0
2017-01-08,197.304,18.391,18.292,20.875,2.583,7.917,3.042,215.696
2017-01-09,195.542,12.375,13.542,15.708,2.167,12.417,4.708,207.917
2017-01-10,195.522,10.304,14.208,16.042,1.833,9.667,5.083,205.826
2017-01-11,196.13,6.696,9.304,10.913,1.609,6.5,4.13,202.826
2017-01-12,195.13,7.261,9.417,11.0,1.583,6.083,3.75,202.391
2017-01-13,194.583,7.875,10.042,11.333,1.292,8.625,3.958,202.458
2017-01-14,197.391,12.565,12.478,14.478,2.0,7.167,3.25,209.957
2017-01-15,204.375,40.792,33.833,54.5,20.667,18.917,6.333,245.167
2017-01-16,210.043,66.87,42.042,77.083,35.042,27.083,7.417,276.913
2017-01-17,202.25,52.458,34.625,54.458,19.833,19.333,4.458,254.708
2017-01-18,197.571,19.857,22.619,26.905,4.286,9.958,5.348,217.429
2017-01-19,203.917,38.25,22.826,27.261,4.435,26.917,4.958,242.167
2017-01-20,200.826,30.87,19.87,25.609,5.739,19.458,5.0,231.696
2017-01-21,198.917,22.708,14.043,16.174,2.13,15.917,5.042,221.625
2017-01-22,198.304,22.739,23.957,26.913,2.957,12.333,3.75,221.043
2017-01-23,193.708,9.625,12.783,14.174,1.391,13.167,4.792,203.333
2017-01-24,194.045,6.773,8.217,9.522,1.304,5.792,4.0,200.818
2017-01-25,195.75,8.75,12.875,14.958,2.083,5.167,5.25,204.5
2017-01-26,194.348,7.739,10.625,12.667,2.042,6.125,6.833,202.087
2017-01-27,197.125,9.75,12.5,14.833,2.333,7.208,3.958,206.875
2017-01-28,201.913,24.087,20.739,23.522,2.783,15.833,4.042,226.0
2017-01-29,198.417,16.25,16.625,20.625,4.0,17.375,5.208,214.667
2017-01-30,196.174,6.261,11.417,13.25,1.833,11.167,4.458,202.435
2017-01-31,197.696,12.609,19.826,22.652,2.826,13.125,5.217,210.304
2017-02-01,199.522,29.739,31.0,36.542,5.542,17.208,4.125,229.261
2017-02-02,203.25,39.375,33.583,49.875,16.292,22.125,5.708,242.625
2017-02-03,202.174,27.565,23.583,36.25,12.667,16.458,5.583,229.739
2017-02-04,195.208,5.333,7.739,8.565,0.826,9.042,4.583,200.542
2017-02-05,194.87,6.087,7.708,8.792,1.083,8.375,4.125,200.957
2017-02-06,194.458,5.792,8.0,9.292,1.292,8.0,4.0,200.25
2017-02-07,193.913,6.478,9.542,10.875,1.333,9.667,5.042,200.391
2017-02-08,196.478,13.13,16.833,19.0,2.167,12.792,5.583,209.609
2017-02-09,202.478,33.913,30.083,38.208,8.125,27.75,6.625,236.391
2017-02-10,203.375,37.208,32.25,37.625,5.375,32.167,5.542,240.583
2017-02-11,196.13,8.783,11.522,12.522,1.0,13.833,5.375,204.913
2017-02-12,196.667,6.625,8.208,9.167,0.958,13.25,4.75,203.292
2017-02-13,194.087,6.652,9.583,10.792,1.208,9.708,4.25,200.739
2017-02-14,198.478,28.478,26.056,30.778,4.722,13.13,5.652,226.957
2017-02-15,202.522,33.783,30.391,45.696,15.304,19.458,7.25,236.304
2017-02-16,197.167,16.833,23.261,28.13,4.87,16.833,7.125,214.0
2017-02-17,195.652,9.652,13.913,15.522,1.609,15.917,5.875,205.304
2017-02-18,195.583,5.917,7.087,7.87,0.783,6.083,3.5,201.5
2017-02-19,200.957,27.174,33.348,47.0,13.652,14.417,5.833,228.13
2017-02-20,195.625,22.167,19.913,23.261,3.348,21.0,5.417,217.792
2017-02-21,196.739,19.652,19.391,22.348,2.957,14.292,5.083,216.391
2017-02-22,196.045,16.864,19.2,21.9,2.7,10.875,4.875,212.909
2017-02-23,198.783,26.043,22.167,28.292,6.125,15.5,5.542,224.826
2017-02-24,199.792,19.75,17.75,22.875,5.125,28.5,5.958,219.542
2017-02-25,194.739,8.478,7.174,7.696,0.522,22.0,4.0,203.217
2017-02-26,197.783,18.696,19.696,22.13,2.435,26.875,5.696,216.478
2017-02-27,200.0,31.391,25.583,32.0,6.417,16.708,5.417,231.391
2017-02-28,194.917,27.042,19.167,22.583,3.417,20.25,5.458,221.958
2017-03-01,193.348,9.087,9.167,10.0,0.833,13.625,4.625,202.435
2017-03-02,197.917,14.208,18.083,20.25,2.167,16.375,5.917,212.125
2017-03-03,198.565,27.391,24.083,27.542,3.458,19.917,6.875,225.957
2017-03-04,197.708,22.708,19.826,21.783,1.957,16.583,8.458,220.417
2017-03-05,197.217,32.957,23.667,35.25,11.583,13.083,5.375,230.174
2017-03-06,195.625,4.958,7.0,8.958,1.958,6.583,3.083,200.583
2017-03-07,194.478,16.391,11.75,14.792,3.042,10.75,3.25,210.87
2017-03-08,190.087,15.609,12.739,14.826,2.087,3.542,3.0,205.696
2017-03-09,193.609,6.304,8.875,9.875,1.0,4.0,3.0,199.913
2017-03-10,195.75,6.667,8.75,9.875,1.125,8.042,3.583,202.417
2017-03-11,196.87,13.826,12.261,14.13,1.87,16.417,5.25,210.696
2017-03-12,198.875,21.042,22.917,27.5,4.583,23.167,5.958,219.917
2017-03-13,199.909,32.682,26.043,31.043,5.0,19.0,7.522,232.591
2017-03-14,198.667,45.167,27.083,31.167,4.083,20.5,8.292,243.833
2017-03-15,193.217,26.087,16.458,20.333,3.875,18.333,6.75,219.304
2017-03-16,191.833,9.167,10.167,11.542,1.375,5.125,3.75,201.0
2017-03-17,196.565,9.391,13.583,15.458,1.875,8.083,4.667,205.957
2017-03-18,198.625,15.792,15.739,17.043,1.304,10.292,6.583,214.417
2017-03-19,199.143,37.095,29.167,37.375,8.208,13.609,5.25,236.238
2017-03-20,193.5,7.333,9.167,10.542,1.375,4.292,3.0,200.833
2017-03-21,191.957,9.696,5.958,6.542,0.583,1.958,2.0,201.652
2017-03-22,192.0,9.292,11.042,12.667,1.625,2.792,2.913,201.292
2017-03-23,195.435,11.348,15.125,17.333,2.208,8.125,4.542,206.783
2017-03-24,198.083,18.583,21.042,23.917,2.875,13.083,5.917,216.667
2017-03-25,200.435,17.913,19.478,20.87,1.391,38.167,8.75,218.348
2017-03-26,202.333,27.75,25.375,27.792,2.417,41.417,9.75,230.083
2017-03-27,201.696,37.87,28.5,31.292,2.792,36.75,10.958,239.565
2017-03-28,200.217,32.913,26.609,29.609,3.0,34.5,11.696,233.13
2017-03-29,200.261,27.826,21.333,23.75,2.417,30.5,11.458,228.087
2017-03-30,194.958,5.375,8.875,10.375,1.5,14.75,5.333,200.333
2017-03-31,195.783,19.0,17.833,19.833,2.0,15.875,6.375,214.783
2017-04-01,192.522,6.391,9.125,10.25,1.125,8.167,2.958,198.913
2017-04-02,194.167,10.083,8.435,9.261,0.826,9.708,3.833,204.25
2017-04-03,195.435,12.348,14.542,16.333,1.792,16.083,5.792,207.783
2017-04-04,197.792,20.833,20.5,21.917,1.417,21.75,7.208,218.625
2017-04-05,197.409,38.227,23.375,25.042,1.667,19.826,6.792,235.636
2017-04-06,191.792,23.625,12.0,13.375,1.375,9.458,4.917,215.417
2017-04-07,194.783,37.087,24.792,28.875,4.083,8.792,5.125,231.87
2017-04-08,193.167,26.917,19.708,24.708,5.0,11.292,6.208,220.083
2017-04-09,193.261,9.261,9.522,10.043,0.522,11.25,5.458,202.522
2017-04-10,195.292,15.75,9.583,10.708,1.125,9.458,3.667,211.042
2017-04-11,190.652,13.783,10.833,11.75,0.917,3.708,3.208,204.435
2017-04-12,192.391,11.609,13.391,14.783,1.391,10.083,4.522,204.0
2017-04-13,196.391,23.565,14.958,16.917,1.958,14.875,4.958,219.957
2017-04-14,197.542,35.333,19.083,22.792,3.708,20.333,8.625,232.875
2017-04-15,192.261,12.391,9.708,10.5,0.792,13.167,7.125,204.652
2017-04-16,194.125,21.333,14.435,15.696,1.261,15.083,7.958,215.458
2017-04-17,192.913,24.087,15.625,17.708,2.083,10.958,5.333,217.0
2017-04-18,187.583,9.417,8.958,9.958,1.0,6.083,4.75,197.0
2017-04-19,196.0,18.048,11.227,12.091,0.864,15.917,5.682,214.048
2017-04-20,198.042,25.667,21.667,23.25,1.583,17.75,6.708,223.708
2017-04-21,198.174,32.826,24.417,27.583,3.167,19.667,7.875,231.0
2017-04-22,192.792,9.917,6.625,6.875,0.25,12.875,5.792,202.708
2017-04-23,194.391,10.957,7.739,8.348,0.609,8.833,5.208,205.348
2017-04-24,193.565,13.913,12.0,13.478,1.478,9.5,5.696,207.478
2017-04-25,192.174,18.478,10.375,11.542,1.167,8.292,5.458,210.652
2017-04-26,192.333,22.333,16.667,19.083,2.417,7.833,5.083,214.667
2017-04-27,193.565,9.87,9.917,10.833,0.917,8.917,5.125,203.435
2017-04-28,195.458,18.417,13.25,15.375,2.125,12.583,6.167,213.875
2017-04-29,196.957,20.609,13.875,14.875,1.0,15.792,6.917,217.565
2017-04-30,197.375,24.292,15.174,16.522,1.348,19.0,9.083,221.667
2017-05-01,201.682,24.955,18.917,20.917,2.0,21.333,9.583,226.636
2017-05-02,196.583,15.208,15.625,16.792,1.167,8.625,7.333,211.792
2017-05-03,194.609,16.435,13.542,14.292,0.75,11.083,7.958,211.043
2017-05-04,190.875,10.167,4.792,5.167,0.375,6.292,5.208,201.042
2017-05-05,190.0,13.609,8.292,9.083,0.792,6.333,6.667,203.609
2017-05-06,192.792,19.625,14.875,16.917,2.042,9.625,6.75,212.417
2017-05-07,194.478,15.478,13.043,14.217,1.174,20.458,8.083,209.957
2017-05-08,194.583,16.458,14.875,16.083,1.208,30.667,9.25,211.042
2017-05-09,195.174,27.478,16.708,18.5,1.792,17.375,7.542,222.652
2017-05-10,193.783,17.174,11.565,12.739,1.174,8.391,5.727,210.957
2017-05-11,196.043,17.304,17.833,19.042,1.208,16.708,9.208,213.348
2017-05-12,197.542,23.792,22.208,23.833,1.625,28.083,12.458,221.333
2017-05-13,194.609,17.174,10.125,10.792,0.667,8.75,5.042,211.783
2017-05-14,195.542,20.792,10.826,11.87,1.043,15.5,7.083,216.333
2017-05-15,195.0,15.565,15.0,16.417,1.417,16.542,9.25,210.565
2017-05-16,196.826,21.783,18.625,19.875,1.25,13.125,8.167,218.609
