date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,194.565,70.0,58.125,41.0,14.826,13.292,15.125,1.833,5.5,16.375,10.2,6.142,1.9,209.391
2011-01-02,189.667,79.0,56.708,44.0,5.167,6.875,7.375,0.5,5.5,11.792,8.2,5.746,4.1,194.833
2011-01-03,190.174,66.0,54.333,40.0,7.609,8.333,8.792,0.458,6.708,16.167,6.7,5.425,3.1,197.783
2011-01-04,190.875,72.0,53.625,34.0,7.458,7.042,7.417,0.375,8.625,20.167,6.2,4.325,2.1,198.333
2011-01-05,193.565,83.0,69.583,55.0,14.13,18.708,22.833,4.125,5.375,11.625,5.4,3.275,1.8,207.696
2011-01-06,192.417,82.0,56.5,41.0,12.542,17.167,22.25,5.083,6.208,13.292,7.3,5.371,1.9,204.958
2011-01-07,193.087,66.0,56.542,42.0,6.0,13.217,14.957,1.739,3.958,7.458,6.1,4.554,3.4,199.087
2011-01-08,196.833,72.0,58.792,45.0,12.625,17.917,21.292,3.375,4.333,9.625,6.1,3.954,1.5,209.458
2011-01-09,196.826,75.0,60.75,47.0,17.696,19.958,24.917,4.958,6.583,19.833,8.9,5.65,2.6,214.522
2011-01-10,199.81,82.0,63.792,46.0,26.952,28.667,48.905,20.238,6.957,32.391,8.7,5.671,1.8,226.762
2011-01-11,191.522,60.0,53.792,43.0,7.522,13.125,14.417,1.292,7.958,22.333,7.7,5.75,1.6,199.043
2011-01-12,194.292,63.0,51.667,42.0,9.542,19.208,22.333,3.125,4.75,8.417,5.0,3.154,1.0,203.833
2011-01-13,190.478,81.0,54.875,40.0,11.435,16.25,18.917,2.667,8.333,17.875,7.5,5.875,3.5,201.913
2011-01-14,192.833,60.0,54.917,48.0,12.0,16.435,18.348,1.913,10.75,37.208,7.3,5.954,4.8,204.833
2011-01-15,194.261,70.0,58.458,50.0,13.348,15.375,17.125,1.75,5.333,14.583,6.7,5.429,2.8,207.609
2011-01-16,192.042,82.0,56.375,45.0,10.292,17.261,19.217,1.957,4.348,12.0,5.0,4.317,2.1,202.333
2011-01-17,192.043,83.0,58.917,34.0,13.826,20.083,28.458,8.375,4.0,11.292,7.9,4.662,1.9,205.87
2011-01-18,201.875,78.0,57.25,32.0,45.5,39.458,72.375,32.917,7.042,26.292,9.3,4.875,0.1,247.375
2011-01-19,194.826,92.0,73.875,54.0,31.739,32.542,49.208,16.667,5.708,20.625,6.3,5.2,4.2,226.565
2011-01-20,189.625,90.0,79.042,71.0,14.792,20.083,23.292,3.208,4.583,8.75,8.4,6.833,4.5,204.417
2011-01-21,191.565,93.0,84.458,69.0,17.609,23.609,27.0,3.391,4.042,15.833,8.4,6.788,6.1,209.174
2011-01-22,193.208,96.0,80.875,68.0,18.125,21.5,25.125,3.625,5.417,15.667,9.3,6.725,3.4,211.333
2011-01-23,191.227,80.0,65.417,49.0,10.545,14.652,16.696,2.043,4.913,6.304,8.4,6.25,3.1,201.773
2011-01-24,188.792,65.0,53.583,40.0,4.292,10.042,11.167,1.125,7.292,7.25,4.2,2.6,1.3,193.083
2011-01-25,189.913,65.0,52.042,34.0,3.739,9.708,10.875,1.167,13.125,15.083,4.0,2.125,0.4,193.652
2011-01-26,190.917,67.0,53.625,37.0,4.667,12.375,14.167,1.792,13.111,9.417,4.3,2.062,-0.3,195.583
2011-01-27,191.043,69.0,55.792,43.0,10.043,14.292,16.083,1.792,9.875,22.958,6.0,3.95,1.3,201.087
2011-01-28,191.5,67.0,59.75,44.0,9.333,15.87,17.13,1.261,8.917,25.167,6.4,4.354,2.7,200.833
2011-01-29,193.217,80.0,62.333,44.0,11.174,13.208,14.5,1.292,4.542,8.417,4.5,2.692,0.7,204.391
2011-01-30,193.917,76.0,62.125,44.0,13.833,18.917,27.833,8.917,4.958,7.875,5.4,2.879,0.0,207.75
2011-01-31,190.609,67.0,53.583,40.0,8.696,15.042,16.833,1.792,5.25,11.208,5.3,3.062,1.3,199.304
2011-02-01,192.167,85.0,54.125,32.0,11.708,18.25,21.125,2.875,6.667,18.417,6.6,3.575,0.5,203.875
2011-02-02,190.81,65.0,49.875,34.0,4.905,10.652,12.261,1.609,4.619,8.391,1.9,0.229,-1.0,195.714
2011-02-03,191.458,72.0,54.875,42.0,6.875,14.042,15.792,1.75,6.083,11.042,3.1,1.0,-2.7,198.333
