date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,197.043,17.522,17.0,22.625,5.625,,17.917,214.565
2011-01-02,191.043,7.174,8.292,11.625,3.333,,13.333,198.217
2011-01-03,191.565,9.435,15.13,22.348,7.217,,18.667,201.0
2011-01-04,191.478,6.478,9.333,13.542,4.208,,21.208,197.957
2011-01-05,195.087,17.435,24.333,40.875,16.542,,14.375,212.522
2011-01-06,198.636,23.864,27.391,64.0,36.609,,18.696,222.5
2011-01-07,194.739,13.913,19.167,34.667,15.5,,9.208,208.652
2011-01-08,200.217,24.261,21.833,33.875,12.042,,13.25,224.478
2011-01-09,199.696,23.826,23.708,37.792,14.083,,22.75,223.522
2011-01-10,200.2,32.55,35.364,76.227,40.864,,35.417,232.75
2011-01-11,192.522,11.0,17.875,29.958,12.083,,24.042,203.522
2011-01-12,197.087,23.348,31.125,59.458,28.333,,13.208,220.435
2011-01-13,194.783,24.783,25.375,55.25,29.875,,21.292,219.565
2011-01-14,196.348,15.348,26.5,45.583,19.083,,40.333,211.696
2011-01-15,197.609,22.696,23.292,38.75,15.458,,19.542,220.304
2011-01-16,193.565,15.261,17.417,22.083,4.667,,14.125,208.826
2011-01-17,193.957,21.609,22.435,36.087,13.652,,14.417,215.565
2011-01-18,200.5,43.318,36.478,61.261,24.783,,22.542,243.818
2011-01-19,196.087,34.304,32.0,55.333,23.333,,28.042,230.391
2011-01-20,190.087,20.043,20.833,26.458,5.625,,14.167,210.13
2011-01-21,192.609,24.174,24.833,32.417,7.583,,21.917,216.783
2011-01-22,194.0,21.043,23.833,34.667,10.833,,20.667,215.043
2011-01-23,193.0,10.783,18.083,34.667,16.583,,9.625,203.783
2011-01-24,191.45,8.5,17.857,32.667,14.81,,10.083,199.95
2011-01-25,191.826,8.13,17.0,30.167,13.167,,17.292,199.957
2011-01-26,193.391,12.565,23.667,46.042,22.375,,12.417,205.957
2011-01-27,195.095,16.286,26.5,48.292,21.792,,25.792,211.381
2011-01-28,195.435,16.565,27.25,42.25,15.0,,26.208,212.0
2011-01-29,195.565,13.217,16.167,19.917,3.75,,10.042,208.783
2011-01-30,198.739,20.913,31.75,64.667,32.917,,12.333,219.652
2011-01-31,193.348,15.174,24.87,44.043,19.174,,13.667,208.522
2011-02-01,195.565,17.957,25.042,42.625,17.583,,20.542,213.522
2011-02-02,192.565,8.043,14.208,24.667,10.458,,9.458,200.609
2011-02-03,196.727,16.818,29.565,60.87,31.304,,14.708,213.545
2011-02-04,193.826,10.348,18.083,29.958,11.875,,20.333,204.174
2011-02-05,198.522,19.565,27.042,37.0,9.958,,37.75,218.087
2011-02-06,199.75,37.6,35.957,57.739,21.783,,35.522,237.35
2011-02-07,196.609,29.174,35.087,67.13,32.043,,20.667,225.783
2011-02-08,193.087,8.261,15.292,28.458,13.167,,13.875,201.348
2011-02-09,194.478,8.696,16.083,29.083,13.0,,12.875,203.174
2011-02-10,194.261,19.739,29.708,61.375,31.667,,16.583,214.0
2011-02-11,193.478,13.261,23.75,39.5,15.75,,14.333,206.739
2011-02-12,194.217,11.13,17.417,23.792,6.375,,14.708,205.348
2011-02-13,198.696,35.348,35.542,55.208,19.667,,25.25,234.043
2011-02-14,202.652,51.217,40.174,89.609,49.435,,24.292,253.87
2011-02-15,202.913,48.826,34.875,84.417,49.542,,29.833,251.739
2011-02-16,196.13,26.0,34.792,75.542,40.75,,20.667,222.13
2011-02-17,191.682,15.318,23.0,49.812,26.812,,14.042,207.0
2011-02-18,194.739,11.217,,,,,10.042,205.957
2011-02-19,198.174,15.478,,,,,14.0,213.652
2011-02-20,199.045,29.636,41.778,72.889,31.111,,17.833,228.682
2011-02-21,200.435,40.304,47.042,88.708,41.667,,29.958,240.739
2011-02-22,197.0,27.652,31.25,44.75,13.5,,24.917,224.652
2011-02-23,195.87,27.087,20.167,42.417,22.25,,23.458,222.957
2011-02-24,194.348,17.478,9.375,11.667,2.292,,30.958,211.826
2011-02-25,197.174,25.261,20.625,34.958,14.333,,33.625,222.435
2011-02-26,195.087,12.565,3.25,3.833,0.583,,13.542,207.652
2011-02-27,198.957,19.435,12.292,22.542,10.25,,16.458,218.391
2011-02-28,195.217,16.391,14.042,16.958,2.917,,13.125,211.609
2011-03-01,200.696,48.261,47.917,77.917,30.0,,31.583,248.957
2011-03-02,195.739,33.87,33.25,67.208,33.958,,26.167,229.609
2011-03-03,193.043,11.87,14.917,20.167,5.25,,19.083,204.913
2011-03-04,196.304,13.565,15.333,18.333,3.0,,20.25,209.87
2011-03-05,196.522,36.913,36.875,68.917,32.042,,18.708,233.435
2011-03-06,202.333,40.619,37.435,90.783,53.348,,32.125,242.952
2011-03-07,196.522,16.696,21.565,29.87,8.304,,32.292,213.217
2011-03-08,199.565,23.13,30.042,42.667,12.625,,33.292,222.696
2011-03-09,195.826,21.174,27.333,36.0,8.667,19.208,22.667,217.0
2011-03-10,193.565,15.304,21.417,33.042,11.625,13.292,17.958,208.87
2011-03-11,193.391,11.783,15.5,22.458,6.958,16.667,17.875,205.174
2011-03-12,193.957,8.957,19.208,30.667,11.458,12.375,12.792,202.913
2011-03-13,193.864,12.818,25.864,41.818,15.955,11.75,13.13,206.682
2011-03-14,194.714,24.857,31.739,52.304,20.565,12.375,14.667,219.571
2011-03-15,195.652,19.739,29.375,48.375,19.0,19.208,22.958,215.391
2011-03-16,198.652,31.652,40.583,65.917,25.333,17.042,21.917,230.304
2011-03-17,197.522,43.0,39.292,59.25,19.958,17.333,31.625,240.522
2011-03-18,196.609,25.217,30.75,44.167,13.417,21.25,37.375,221.826
2011-03-19,195.409,12.773,20.65,31.55,10.9,5.583,9.917,208.182
2011-03-20,195.739,15.826,21.875,29.292,7.417,13.167,16.25,211.565
2011-03-21,193.043,15.348,26.0,41.217,15.217,13.542,16.542,208.391
2011-03-22,197.304,30.739,40.375,65.167,24.792,20.542,26.625,228.043
2011-03-23,191.087,24.87,27.333,36.5,9.167,11.958,19.917,215.957
2011-03-24,188.913,8.565,15.208,20.333,5.125,15.833,20.5,197.478
2011-03-25,194.391,8.261,12.583,18.125,5.542,14.583,17.042,202.652
2011-03-26,197.739,11.522,26.542,41.0,14.458,13.667,16.167,209.261
2011-03-27,199.391,27.217,39.5,62.208,22.708,21.583,25.667,226.609
2011-03-28,196.391,23.087,35.87,58.87,23.0,25.583,30.583,219.478
2011-03-29,198.045,26.864,41.087,60.565,19.478,22.083,26.435,224.909
2011-03-30,190.043,13.783,22.417,30.625,8.208,12.0,16.5,203.826
2011-03-31,189.87,9.435,17.833,24.542,6.708,7.375,14.583,199.304
2011-04-01,194.053,22.316,39.095,47.857,8.762,,34.565,216.368
2011-04-02,195.826,31.174,35.174,46.391,11.217,,37.083,227.0
2011-04-03,190.087,6.217,9.13,11.696,2.565,,12.417,196.304
2011-04-04,192.826,15.174,23.261,32.783,9.522,,13.208,208.0
2011-04-05,194.087,23.87,34.391,46.783,12.391,,20.833,217.957
2011-04-06,193.565,26.783,36.913,50.826,13.913,,23.25,220.348
2011-04-07,190.87,18.826,27.87,37.826,9.957,,16.25,209.696
2011-04-08,192.591,32.045,34.455,47.545,13.091,,20.583,224.636
2011-04-09,191.826,23.174,26.292,49.25,22.958,,18.625,215.0
2011-04-10,194.304,19.478,22.667,26.667,4.0,,36.917,213.783
2011-04-11,193.957,18.087,29.042,41.042,12.0,,33.75,212.043
2011-04-12,192.783,20.826,30.375,47.125,16.75,,32.083,213.609
2011-04-13,194.609,24.043,34.958,46.875,11.917,,31.833,218.652
2011-04-14,195.913,33.261,42.826,58.391,15.565,,40.417,229.174
2011-04-15,193.045,26.682,31.913,40.957,9.043,,38.5,219.727
2011-04-16,193.348,21.435,20.583,32.292,11.708,,41.333,214.783
2011-04-17,194.304,17.565,24.458,31.625,7.167,,21.667,211.87
2011-04-18,192.609,19.435,24.875,33.958,9.083,,25.583,212.043
2011-04-19,191.13,11.696,20.25,29.792,9.542,,14.458,202.826
2011-04-20,190.739,10.652,18.458,28.333,9.875,,9.792,201.391
2011-04-21,193.909,25.636,31.944,47.5,15.556,,22.957,219.545
2011-04-22,195.957,35.435,32.5,39.833,7.333,,31.75,231.391
2011-04-23,193.13,25.087,24.583,33.0,8.417,,20.917,218.217
2011-04-24,194.0,16.043,18.375,23.0,4.625,,25.542,210.043
2011-04-25,194.13,17.478,26.792,35.542,8.75,,26.375,211.609
2011-04-26,191.043,17.0,21.375,28.292,6.917,,30.542,208.043
2011-04-27,187.304,13.87,19.792,28.333,8.542,,27.792,201.174
2011-04-28,190.091,13.045,18.818,25.682,6.864,,22.917,203.136
2011-04-29,192.348,17.609,21.875,29.458,7.583,,20.083,209.957
