date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,191.292,11.042,15.917,16.958,1.042,0.708,11.5,202.333
2011-01-02,188.542,6.375,8.087,8.261,0.174,1.333,12.25,194.917
2011-01-03,187.542,6.458,11.417,12.292,0.875,1.833,14.042,194.0
2011-01-04,188.941,5.588,9.706,11.176,1.471,4.882,26.765,194.529
2011-01-05,190.4,9.6,20.0,24.6,4.6,0.0,6.182,200.0
2011-01-06,194.739,20.435,29.833,54.292,24.458,0.87,13.208,215.174
2011-01-07,188.75,5.583,8.75,9.542,0.792,0.292,6.042,194.333
2011-01-08,192.208,13.458,17.208,19.458,2.25,0.0,5.75,205.667
2011-01-09,194.083,14.375,18.826,24.739,5.913,1.875,15.333,208.458
2011-01-10,199.091,29.045,36.455,61.909,25.455,2.304,28.0,228.136
2011-01-11,188.125,7.833,14.792,17.125,2.333,2.208,20.917,195.958
2011-01-12,190.458,11.625,22.417,32.083,9.667,1.125,6.417,202.083
2011-01-13,193.957,24.652,24.583,53.25,28.667,1.304,15.25,218.609
2011-01-14,192.833,11.792,17.833,20.542,2.708,3.125,28.417,204.625
2011-01-15,192.0,13.208,14.083,17.208,3.125,1.0,11.333,205.208
2011-01-16,190.083,10.125,12.043,12.913,0.87,0.0,8.625,200.208
2011-01-17,192.273,17.091,22.444,35.5,13.056,0.043,12.261,209.364
2011-01-18,194.583,27.833,33.542,50.292,16.75,0.625,11.958,222.417
2011-01-19,191.625,25.833,32.792,48.042,15.25,0.75,15.917,217.458
2011-01-20,187.478,16.13,20.083,22.875,2.792,0.043,8.25,203.609
2011-01-21,190.0,14.75,24.5,28.042,3.542,0.0,14.125,204.75
2011-01-22,191.625,16.083,24.5,29.667,5.167,0.792,11.125,207.708
2011-01-23,187.875,8.333,12.391,14.87,2.478,0.292,3.958,196.208
2011-01-24,186.773,5.864,12.81,15.286,2.476,0.217,4.565,192.636
2011-01-25,188.417,7.042,14.875,17.5,2.625,1.625,13.042,195.458
2011-01-26,189.417,8.042,16.375,19.0,2.625,0.458,5.167,197.458
2011-01-27,191.5,10.727,23.917,30.375,6.458,2.565,19.875,202.227
2011-01-28,,,17.292,18.958,1.667,1.958,16.875,
2011-01-29,,,12.083,12.75,0.667,0.333,7.25,
2011-01-30,,,23.565,30.565,7.0,0.833,7.167,
2011-01-31,190.4,13.3,22.0,27.45,5.45,0.435,8.429,203.7
2011-02-01,194.042,20.583,24.833,44.292,19.458,2.25,16.417,214.625
2011-02-02,188.958,3.375,10.083,11.833,1.75,1.083,6.333,192.333
2011-02-03,195.478,10.913,28.792,40.292,11.5,1.348,10.625,206.391
2011-02-04,191.913,9.304,24.333,36.042,11.708,2.708,20.0,201.217
2011-02-05,193.417,11.042,19.875,22.833,2.958,4.167,30.833,204.458
2011-02-06,190.435,14.739,28.667,33.095,4.429,2.318,30.682,205.174
2011-02-07,188.667,10.875,24.958,30.583,5.625,0.917,12.833,199.542
2011-02-08,185.292,2.5,10.75,13.125,2.375,0.667,7.542,187.792
2011-02-09,187.708,4.667,17.25,21.833,4.583,1.083,10.333,192.375
2011-02-10,189.826,8.739,22.625,33.458,10.833,1.565,10.417,198.565
2011-02-11,188.87,9.696,10.792,12.0,1.208,1.375,9.458,198.565
2011-02-12,190.458,9.875,11.0,11.667,0.667,1.167,10.958,200.333
2011-02-13,193.375,22.417,29.739,37.304,7.565,0.875,16.625,215.792
2011-02-14,194.545,28.909,34.737,52.368,17.632,0.619,18.391,223.455
2011-02-15,193.75,24.292,24.5,42.25,17.75,0.583,19.125,218.042
2011-02-16,190.792,14.917,24.333,31.625,7.292,1.458,12.5,205.708
2011-02-17,187.87,9.957,13.792,16.625,2.833,0.739,9.833,197.826
2011-02-18,189.375,6.583,6.391,6.87,0.478,0.292,5.25,195.958
2011-02-19,194.5,13.0,16.958,19.375,2.417,0.417,11.042,207.5
2011-02-20,196.5,20.083,31.375,45.667,14.292,0.792,13.583,216.583
2011-02-21,196.043,27.0,40.045,57.864,17.818,2.318,22.043,223.043
2011-02-22,189.042,22.792,22.208,24.917,2.708,1.667,22.375,211.833
2011-02-23,189.542,20.0,22.208,30.083,7.875,0.75,17.333,209.542
2011-02-24,188.391,12.348,8.875,9.333,0.458,1.783,23.917,200.739
2011-02-25,192.739,16.652,22.304,25.087,2.783,1.375,22.125,209.391
2011-02-26,188.958,6.5,5.875,5.875,0.0,0.417,10.208,195.458
2011-02-27,191.625,15.708,11.625,12.667,1.042,0.083,10.625,207.333
2011-02-28,193.125,24.25,21.773,26.591,4.818,0.391,9.957,217.375
2011-03-01,190.917,29.167,30.609,36.174,5.565,0.833,15.667,220.083
2011-03-02,191.652,25.783,25.5,40.292,14.792,0.696,17.042,217.435
2011-03-03,188.391,13.565,5.375,5.375,0.0,0.583,14.042,201.957
2011-03-04,190.667,36.667,12.696,13.435,0.739,0.208,15.708,227.333
2011-03-05,193.043,28.217,27.273,38.591,11.318,0.13,16.087,221.261
2011-03-06,192.75,23.875,31.458,48.167,16.708,2.0,17.917,216.625
2011-03-07,191.417,14.708,13.043,13.87,0.826,1.417,28.0,206.125
2011-03-08,191.792,23.583,16.042,17.375,1.333,1.125,27.542,215.375
2011-03-09,190.783,15.391,19.917,21.292,1.375,0.391,19.125,206.174
2011-03-10,188.208,10.083,7.217,7.304,0.087,0.25,12.667,198.292
2011-03-11,188.917,6.375,8.5,9.042,0.542,1.25,11.958,195.292
2011-03-12,190.458,5.167,9.417,10.208,0.792,0.917,11.417,195.625
2011-03-13,191.273,7.455,13.81,14.762,0.952,0.318,9.818,198.727
2011-03-14,193.625,18.875,29.083,35.208,6.125,1.458,13.75,212.5
2011-03-15,195.042,18.958,21.792,34.167,12.375,1.333,16.875,214.0
2011-03-16,192.957,15.87,23.375,28.708,5.333,0.913,11.708,208.826
2011-03-17,191.125,23.625,26.333,32.125,5.792,0.625,17.875,214.75
2011-03-18,199.083,28.833,27.042,49.167,22.125,2.167,29.5,227.917
2011-03-19,188.773,4.682,7.591,8.045,0.455,0.348,6.174,193.455
2011-03-20,193.208,9.042,14.261,16.217,1.957,0.792,11.458,202.25
2011-03-21,191.375,5.083,10.375,10.917,0.542,1.125,11.375,196.458
2011-03-22,195.0,22.458,28.833,35.125,6.292,2.792,19.0,217.458
2011-03-23,189.261,14.435,22.875,24.458,1.583,0.217,13.542,203.696
2011-03-24,191.435,8.826,17.667,18.417,0.75,1.0,13.958,200.261
2011-03-25,192.167,4.667,6.5,6.75,0.25,0.333,12.417,196.833
2011-03-26,194.833,8.5,12.87,14.0,1.13,0.652,9.826,203.333
2011-03-27,200.042,19.125,29.826,40.0,10.174,2.25,20.625,219.167
2011-03-28,198.25,22.25,26.292,41.458,15.167,2.333,30.583,220.5
2011-03-29,198.75,18.125,27.458,33.792,6.333,1.708,17.708,216.875
2011-03-30,195.0,22.87,23.708,32.208,8.5,1.261,17.167,217.87
2011-03-31,188.917,6.125,11.833,12.292,0.458,0.083,10.708,195.042
2011-04-01,192.261,20.043,28.708,30.708,2.0,2.043,24.542,212.304
2011-04-02,189.708,21.5,23.417,25.75,2.333,2.174,30.333,211.208
2011-04-03,187.167,3.042,4.0,4.083,0.083,0.0,6.958,190.208
2011-04-04,189.045,6.818,11.591,13.591,2.0,0.136,8.261,195.864
2011-04-05,190.375,15.375,21.792,24.667,2.875,0.75,13.708,205.75
2011-04-06,189.375,14.5,22.5,24.125,1.625,1.391,16.542,203.875
2011-04-07,188.375,20.5,26.542,29.208,2.667,1.458,15.75,208.875
2011-04-08,188.478,22.696,31.304,35.609,4.304,0.348,21.917,211.174
2011-04-09,185.667,15.25,11.833,12.333,0.5,0.042,13.583,200.917
2011-04-10,189.375,14.125,15.792,16.0,0.208,1.826,29.25,203.5
2011-04-11,188.818,15.227,19.304,21.609,2.304,1.87,25.696,204.045
2011-04-12,188.583,14.458,21.261,22.957,1.696,1.522,23.875,203.042
2011-04-13,190.292,25.333,30.125,33.667,3.542,2.417,24.792,215.625
2011-04-14,189.167,26.667,30.583,33.5,2.917,3.87,32.625,215.833
2011-04-15,187.391,26.783,30.5,33.75,3.25,3.217,36.375,214.174
2011-04-16,188.0,13.696,14.435,16.087,1.652,0.652,29.708,201.696
2011-04-17,187.708,6.625,7.75,8.083,0.333,0.375,12.083,194.333
2011-04-18,187.042,12.375,17.727,19.0,1.273,0.864,19.174,199.417
2011-04-19,187.875,10.042,15.875,17.25,1.375,0.458,11.333,197.917
2011-04-20,190.125,7.417,10.913,11.478,0.565,0.0,5.458,197.542
2011-04-21,192.792,17.417,26.833,30.375,3.542,1.083,16.708,210.208
2011-04-22,193.391,28.87,36.042,40.917,4.875,0.652,31.208,222.261
2011-04-23,188.435,19.217,20.917,23.583,2.667,0.083,21.75,207.652
2011-04-24,190.458,11.583,16.087,18.478,2.391,0.652,17.375,202.042
2011-04-25,189.583,15.167,19.87,22.826,2.957,0.391,17.13,204.75
2011-04-26,189.208,20.75,26.083,29.417,3.333,1.304,26.083,209.958
2011-04-27,187.0,20.583,22.958,25.25,2.292,0.875,28.625,207.583
2011-04-28,185.5,9.167,13.913,15.087,1.174,0.609,20.5,194.667
2011-04-29,189.043,12.174,20.125,22.208,2.083,1.565,17.708,201.217
2011-04-30,189.875,20.125,24.208,25.917,1.708,1.696,24.667,210.0
2011-05-01,189.167,19.042,16.542,20.083,3.542,0.125,26.25,208.208
2011-05-02,186.917,10.458,12.261,13.826,1.565,0.565,100.125,197.375
2011-05-03,189.208,14.125,17.75,18.542,0.792,0.417,89.5,203.333
2011-05-04,190.0,14.042,14.542,16.583,2.042,0.913,47.5,204.042
2011-05-05,185.958,8.25,8.083,8.083,0.0,0.333,16.875,194.208
2011-05-06,185.13,11.609,14.087,14.913,0.826,0.783,27.5,196.739
2011-05-07,181.833,5.792,6.125,6.375,0.25,0.708,13.708,187.625
2011-05-08,183.417,7.042,8.75,9.417,0.667,1.696,22.125,190.458
2011-05-09,186.458,12.25,16.875,18.333,1.458,1.708,33.0,198.708
2011-05-10,181.136,15.091,21.524,30.952,9.429,0.955,53.0,196.227
2011-05-11,181.125,20.708,22.208,28.208,6.0,0.0,22.25,201.833
2011-05-12,180.958,13.708,13.667,15.25,1.583,0.0,18.25,194.667
2011-05-13,183.174,9.87,18.0,19.75,1.75,1.043,33.708,193.043
2011-05-14,188.125,7.083,16.261,16.87,0.609,2.478,29.0,195.208
2011-05-15,191.208,9.75,15.708,16.417,0.708,1.25,24.375,200.958
2011-05-16,190.5,10.167,22.435,24.043,1.609,1.773,28.348,200.667
2011-05-17,190.0,13.708,22.167,23.708,1.542,1.542,30.667,203.708
2011-05-18,192.833,17.25,26.609,29.174,2.565,1.696,28.083,210.083
2011-05-19,190.833,16.125,24.75,26.583,1.833,2.167,33.125,206.958
2011-05-20,188.478,14.913,21.625,25.042,3.417,1.478,27.333,203.391
2011-05-21,182.583,14.75,16.625,19.458,2.833,1.083,17.292,197.333
2011-05-22,181.375,6.958,7.261,8.13,0.87,0.391,7.667,188.333
2011-05-23,185.708,10.667,12.333,13.208,0.875,0.0,8.75,196.375
2011-05-24,184.708,13.125,9.909,10.409,0.5,0.0,5.217,197.833
