date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean
2011-01-01,18.875,23.75,4.875,4.083,10.917
2011-01-02,7.167,8.417,1.25,4.333,11.125
2011-01-03,10.458,12.167,1.708,4.667,8.417
2011-01-04,9.0,10.667,1.667,7.125,20.292
2011-01-05,22.417,30.625,8.208,3.75,10.417
2011-01-06,25.917,44.708,18.792,4.5,18.958
2011-01-07,12.958,15.958,3.0,2.75,8.625
2011-01-08,17.917,22.125,4.208,3.083,9.583
2011-01-09,23.708,30.417,6.708,5.375,15.667
2011-01-10,32.125,57.417,25.292,6.292,30.833
2011-01-11,16.217,19.87,3.652,5.261,19.13
2011-01-12,22.542,29.375,6.833,4.042,3.833
2011-01-13,21.0,27.292,6.292,5.708,11.833
2011-01-14,21.333,24.958,3.625,8.792,40.875
2011-01-15,18.542,22.458,3.917,4.292,10.292
2011-01-16,18.292,23.083,4.792,2.875,13.542
2011-01-17,21.167,29.083,7.917,3.292,12.583
2011-01-18,39.542,70.75,31.208,5.083,23.583
2011-01-19,34.0,50.739,16.739,3.348,14.739
2011-01-20,20.583,25.417,4.833,2.583,12.417
2011-01-21,24.0,28.042,4.042,2.25,16.25
2011-01-22,24.25,29.917,5.667,3.917,15.292
2011-01-23,17.708,22.875,5.167,3.708,6.917
2011-01-24,15.708,20.292,4.583,4.304,7.652
2011-01-25,13.875,17.375,3.5,4.875,16.792
2011-01-26,15.652,20.478,4.826,3.583,8.125
2011-01-27,18.792,22.708,3.917,7.083,21.833
2011-01-28,22.125,25.833,3.708,8.083,18.25
2011-01-29,15.042,17.125,2.083,3.667,6.875
2011-01-30,24.25,34.167,9.917,4.125,7.458
2011-01-31,19.375,23.625,4.25,4.0,7.208
2011-02-01,22.458,30.375,7.917,5.167,16.0
2011-02-02,13.083,17.417,4.333,3.333,14.167
2011-02-03,18.261,27.826,9.565,3.696,4.682
2011-02-04,14.625,18.333,3.708,6.958,21.917
2011-02-05,19.583,22.875,3.292,8.917,29.875
2011-02-06,33.625,52.208,18.583,5.542,34.5
2011-02-07,28.75,42.0,13.25,4.25,14.917
2011-02-08,13.542,17.458,3.917,4.125,14.542
2011-02-09,12.5,15.292,2.792,3.333,9.625
2011-02-10,21.625,29.833,8.208,4.708,12.75
2011-02-11,16.375,19.167,2.792,4.417,7.083
2011-02-12,15.583,18.0,2.417,4.333,6.083
2011-02-13,35.125,48.292,13.167,3.167,16.333
2011-02-14,39.333,78.667,39.333,3.0,29.75
2011-02-15,31.708,78.667,46.958,3.5,32.125
2011-02-16,23.261,31.609,8.348,4.565,9.087
2011-02-17,13.667,16.75,3.083,3.583,11.125
