date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,17.833,20.125,2.292,,2.667,15.125,110.0,64.667,18.0
2011-01-02,8.125,9.042,0.917,,3.125,15.208,84.0,57.667,41.0
2011-01-03,13.435,15.435,2.0,,2.0,18.167,74.0,55.167,38.0
2011-01-04,10.458,12.125,1.667,,2.556,23.958,72.0,40.417,17.0
2011-01-05,16.25,19.833,3.583,,,9.0,66.0,34.708,6.0
2011-01-06,26.913,45.913,19.0,,3.167,12.591,95.0,50.958,7.0
2011-01-07,15.667,20.708,5.042,,2.167,5.833,75.0,49.917,26.0
2011-01-08,14.917,18.583,3.667,,2.0,6.333,77.0,43.167,16.0
2011-01-09,19.25,26.083,6.833,,3.708,14.333,110.0,59.833,28.0
2011-01-10,34.087,66.826,32.739,,4.167,27.667,110.0,64.458,20.0
2011-01-11,13.783,16.565,2.783,,4.458,23.25,97.0,59.333,17.0
2011-01-12,26.333,45.75,19.417,,2.833,7.042,71.0,34.167,3.0
2011-01-13,27.0,68.958,41.958,,3.542,14.625,98.0,56.875,18.0
2011-01-14,20.042,23.833,3.792,,5.292,28.958,79.0,56.75,43.0
2011-01-15,15.625,20.792,5.167,,2.917,11.333,82.0,57.292,31.0
2011-01-16,10.25,11.375,1.125,,2.292,8.958,57.0,51.792,44.0
2011-01-17,19.318,28.773,9.455,,2.696,11.917,91.0,53.042,20.0
2011-01-18,30.625,50.167,19.542,,2.75,11.833,106.0,50.25,-4.0
2011-01-19,27.167,39.792,12.625,,2.708,12.333,77.0,55.417,40.0
2011-01-20,12.0,13.375,1.375,,1.958,6.417,94.0,75.136,53.0
2011-01-21,17.5,20.083,2.583,,2.0,11.875,86.0,74.792,65.0
2011-01-22,21.417,26.917,5.5,,2.5,14.292,115.0,75.25,37.0
2011-01-23,12.125,14.083,1.958,,2.25,4.458,92.0,64.333,32.0
2011-01-24,14.391,17.652,3.261,,2.083,5.542,58.0,29.083,12.0
2011-01-25,16.0,18.75,2.75,,3.167,14.208,56.0,24.167,1.0
2011-01-26,16.826,19.913,3.087,,2.208,6.25,53.0,20.042,-9.0
2011-01-27,22.708,30.0,7.292,,4.458,21.042,79.0,37.542,9.0
2011-01-28,16.333,19.083,2.75,,4.333,17.875,78.0,43.917,25.0
2011-01-29,9.042,10.0,0.958,,3.542,5.708,57.0,32.542,17.0
2011-01-30,26.0,41.708,15.708,,2.833,8.0,58.0,28.333,4.0
2011-01-31,21.783,27.957,6.174,,2.542,7.625,66.0,29.792,2.0
2011-02-01,23.667,53.625,29.958,,3.958,15.458,90.0,34.583,-11.0
2011-02-02,11.75,14.125,2.375,,2.667,6.125,30.0,2.792,-16.0
2011-02-03,29.391,47.261,17.87,,2.913,10.13,49.0,10.917,-32.0
2011-02-04,22.833,32.25,9.417,,4.083,16.875,79.0,46.167,16.0
2011-02-05,17.75,20.542,2.792,,6.083,30.667,88.0,58.0,15.0
2011-02-06,24.667,29.667,5.0,,4.25,30.125,94.0,70.0,47.0
2011-02-07,24.609,31.217,6.609,,2.348,13.25,102.0,84.292,56.0
2011-02-08,12.3,14.2,1.9,,2.292,,54.0,30.5,0.0
2011-02-09,,,,,2.625,16.375,52.0,20.292,-14.0
2011-02-10,,,,,2.864,12.409,69.0,35.958,-2.0
2011-02-11,,,,,3.5,10.857,72.0,40.455,15.0
2011-02-12,11.435,12.696,1.261,,3.333,11.958,78.0,40.458,16.0
2011-02-13,27.435,32.522,5.087,,3.083,18.667,58.0,38.292,22.0
2011-02-14,32.261,49.696,17.435,,3.125,17.083,69.0,54.083,40.0
2011-02-15,24.87,46.174,21.304,,3.292,15.417,78.0,47.792,25.0
2011-02-16,33.364,54.091,20.727,,3.579,18.25,81.0,42.125,15.0
2011-02-17,15.083,18.667,3.583,,2.667,9.417,67.0,34.125,-3.0
2011-02-18,9.458,10.958,1.5,,2.542,8.333,36.0,12.75,-9.0
2011-02-19,14.375,17.083,2.708,,2.375,8.375,79.0,19.917,-27.0
2011-02-20,32.0,47.708,15.708,,3.042,14.042,87.0,39.625,-8.0
2011-02-21,37.542,63.833,26.292,,4.667,25.75,88.0,54.458,4.0
2011-02-22,20.696,23.304,2.609,,4.435,20.667,114.0,85.375,51.0
2011-02-23,19.652,27.391,7.739,,2.917,15.625,130.0,105.875,86.0
2011-02-24,8.958,9.542,0.583,,4.417,31.208,123.0,87.542,62.0
2011-02-25,24.792,29.708,4.917,,3.292,28.25,82.0,69.417,56.0
2011-02-26,7.625,8.167,0.542,,2.667,11.792,58.0,44.0,11.0
2011-02-27,11.167,12.833,1.667,,2.917,12.667,62.0,28.667,5.0
2011-02-28,19.9,24.35,4.45,,2.739,8.292,87.0,44.542,-10.0
2011-03-01,30.957,38.087,7.13,,3.208,17.167,155.0,98.583,48.0
2011-03-02,27.292,42.125,14.833,,3.167,20.5,115.0,101.167,84.0
2011-03-03,4.917,5.25,0.333,,2.833,18.375,124.0,89.292,64.0
2011-03-04,7.75,8.125,0.375,,2.5,16.375,98.0,76.25,43.0
2011-03-05,23.826,41.478,17.652,,2.667,14.261,128.0,109.19,94.0
2011-03-06,32.25,51.458,19.208,,4.083,22.875,176.0,134.292,111.0
2011-03-07,12.958,13.917,0.958,,4.708,35.0,127.0,109.0,81.0
2011-03-08,12.957,15.391,2.435,,4.75,26.167,149.0,99.0,66.0
2011-03-09,20.083,21.875,1.792,,3.167,20.913,88.0,70.25,60.0
2011-03-10,8.625,9.042,0.417,,2.375,9.208,103.0,79.583,57.0
2011-03-11,10.75,11.75,1.0,,2.917,10.792,100.0,53.333,20.0
2011-03-12,10.318,11.227,0.909,,2.714,8.125,66.0,35.542,6.0
2011-03-13,16.833,19.458,2.625,,3.167,7.417,82.0,41.042,12.0
2011-03-14,29.917,38.833,8.917,,3.708,10.958,102.0,57.708,6.0
2011-03-15,23.783,40.957,17.174,,4.0,14.958,95.0,59.042,25.0
2011-03-16,24.333,30.333,6.0,,3.333,11.167,138.0,79.25,13.0
2011-03-17,23.958,34.292,10.333,,3.083,17.917,141.0,115.583,93.0
2011-03-18,26.5,51.125,24.625,,3.875,25.917,133.0,117.958,100.0
2011-03-19,7.913,9.043,1.13,,3.25,8.714,96.0,69.417,33.0
2011-03-20,15.75,17.958,2.208,,3.708,9.208,111.0,67.0,16.0
2011-03-21,16.292,18.167,1.875,,3.417,9.792,124.0,75.167,40.0
2011-03-22,32.739,47.348,14.609,,5.417,17.042,142.0,94.417,28.0
2011-03-23,22.125,24.25,2.125,,2.75,15.417,114.0,98.833,78.0
2011-03-24,18.542,20.167,1.625,,3.25,12.583,129.0,97.083,71.0
2011-03-25,7.417,8.667,1.25,,3.125,11.125,105.0,66.167,43.0
2011-03-26,14.0,17.042,3.042,,2.682,8.083,96.0,57.875,28.0
2011-03-27,33.545,44.545,11.0,,4.87,17.783,138.0,87.0,31.0
2011-03-28,27.125,45.208,18.083,,5.125,24.708,166.0,98.708,54.0
2011-03-29,30.174,40.478,10.304,,4.417,16.458,170.0,109.75,45.0
2011-03-30,26.875,38.583,11.708,,4.833,14.5,196.0,142.167,71.0
2011-03-31,18.0,20.0,2.0,,3.167,10.125,170.0,107.625,49.0
2011-04-01,31.5,36.583,5.083,,5.292,25.875,194.0,127.042,48.0
2011-04-02,25.958,33.0,7.042,,5.958,29.833,189.0,119.583,70.0
2011-04-03,2.625,2.75,0.125,,2.917,7.5,104.0,73.583,57.0
2011-04-04,11.083,14.042,2.958,,3.083,9.083,130.0,82.333,25.0
2011-04-05,18.333,22.476,4.143,,4.091,16.524,180.0,105.833,41.0
2011-04-06,24.435,27.913,3.478,,4.708,18.708,196.0,129.167,50.0
2011-04-07,27.042,31.667,4.625,,4.792,18.167,209.0,158.75,105.0
2011-04-08,37.792,50.792,13.0,,3.958,25.833,166.0,147.875,131.0
2011-04-09,9.833,10.208,0.375,,3.208,15.083,188.0,148.25,128.0
2011-04-10,12.958,13.208,0.25,,5.292,30.417,197.0,146.792,86.0
2011-04-11,20.917,24.5,3.583,,5.25,26.333,193.0,117.875,76.0
2011-04-12,24.9,27.45,2.55,,4.0,24.826,152.0,104.333,45.0
2011-04-13,30.875,41.708,10.833,,5.125,26.042,196.0,136.667,65.0
2011-04-14,30.458,37.583,7.125,,7.125,34.208,223.0,161.25,93.0
2011-04-15,31.583,37.417,5.833,,7.042,36.375,196.0,161.792,131.0
2011-04-16,14.042,15.333,1.292,,4.583,31.958,186.0,141.333,81.0
2011-04-17,7.25,7.5,0.25,,3.5,14.375,196.0,128.875,47.0
2011-04-18,17.0,17.87,0.87,,3.875,26.647,213.0,145.792,105.0
2011-04-19,17.696,19.304,1.609,,3.375,13.722,146.0,108.583,89.0
2011-04-20,12.208,13.833,1.625,,2.458,7.25,129.0,97.917,70.0
2011-04-21,25.375,31.208,5.833,,4.208,17.708,202.0,130.708,51.0
2011-04-22,34.667,39.958,5.292,,4.292,30.208,157.0,133.792,115.0
2011-04-23,18.25,20.958,2.708,,3.083,23.208,149.0,129.792,92.0
2011-04-24,14.667,16.5,1.833,,3.833,18.75,169.0,119.875,68.0
2011-04-25,23.292,28.75,5.458,,3.792,19.708,163.0,119.0,77.0
2011-04-26,27.045,31.045,4.0,,4.348,26.739,227.0,160.167,96.0
2011-04-27,28.917,37.208,8.292,,3.167,28.667,243.0,191.708,137.0
2011-04-28,16.75,17.667,0.917,,3.917,22.125,173.0,134.375,103.0
2011-04-29,18.792,20.583,1.792,,4.042,17.083,179.0,136.125,80.0
2011-04-30,20.583,21.792,1.208,,4.208,24.125,235.0,171.042,101.0
2011-05-01,14.875,18.208,3.333,,2.917,25.208,192.0,166.5,145.0
2011-05-02,12.333,13.667,1.333,,2.792,77.458,231.0,182.625,125.0
2011-05-03,16.0,16.826,0.826,,3.417,74.167,200.0,165.542,129.0
2011-05-04,13.5,15.667,2.167,,4.0,48.708,235.0,174.75,118.0
2011-05-05,7.833,8.208,0.375,,3.125,18.375,243.0,173.875,121.0
2011-05-06,14.783,15.783,1.0,,3.833,27.87,244.0,186.875,126.0
2011-05-07,6.542,6.792,0.25,,3.0,16.0,267.0,210.042,181.0
2011-05-08,9.875,11.75,1.875,,4.167,26.583,262.0,215.25,180.0
2011-05-09,16.292,17.542,1.25,,4.75,36.125,271.0,216.417,154.0
2011-05-10,19.727,28.773,9.045,,3.913,52.455,246.0,223.167,212.0
2011-05-11,21.042,27.625,6.583,,2.25,14.083,219.0,204.458,186.0
2011-05-12,16.375,18.417,2.042,,2.083,10.167,225.0,206.208,194.0
2011-05-13,18.875,20.583,1.708,,3.917,29.958,241.0,207.25,177.0
2011-05-14,18.833,19.958,1.125,,5.333,28.167,244.0,192.875,156.0
2011-05-15,15.458,16.583,1.125,,4.625,25.5,242.0,195.875,124.0
2011-05-16,25.708,27.958,2.25,,5.25,30.792,253.0,206.875,157.0
2011-05-17,26.818,30.182,3.364,,5.125,32.174,249.0,197.042,150.0
2011-05-18,27.708,30.917,3.208,,5.583,30.0,263.0,200.333,129.0
2011-05-19,27.958,31.083,3.125,,6.292,33.583,267.0,211.042,150.0
2011-05-20,23.375,27.583,4.208,,5.083,28.083,270.0,220.0,173.0
2011-05-21,17.5,21.083,3.583,,4.375,19.542,275.0,235.667,187.0
2011-05-22,7.333,8.25,0.917,,3.0,10.042,238.0,203.542,163.0
2011-05-23,10.625,11.833,1.208,,2.458,10.667,166.0,152.75,141.0
2011-05-24,9.826,10.522,0.696,,2.292,8.417,231.0,180.75,142.0
2011-05-25,22.667,25.25,2.583,,4.292,17.292,286.0,209.625,151.0
2011-05-26,12.957,13.565,0.609,,4.364,20.958,233.0,203.625,181.0
2011-05-27,8.917,9.25,0.333,,2.625,10.667,193.0,177.375,168.0
2011-05-28,14.875,16.042,1.167,,2.208,10.917,202.0,190.5,174.0
2011-05-29,5.542,5.875,0.333,,2.042,6.375,202.0,189.583,167.0
2011-05-30,5.167,5.583,0.417,,2.0,7.333,197.0,177.917,164.0
2011-05-31,15.0,16.045,1.045,,2.667,9.652,227.0,189.25,155.0
2011-06-01,13.667,14.708,1.042,,2.375,11.625,191.0,177.292,165.0
2011-06-02,17.583,19.667,2.083,,3.0,17.167,241.0,198.417,164.0
2011-06-03,20.958,23.292,2.333,,4.833,32.875,273.0,226.375,187.0
2011-06-04,17.25,19.75,2.5,,5.417,40.625,280.0,234.875,195.0
2011-06-05,15.458,16.875,1.417,,5.875,27.292,253.0,226.583,203.0
2011-06-06,19.167,20.667,1.5,,6.25,32.917,279.0,231.75,171.0
2011-06-07,19.727,21.545,1.818,,5.217,29.478,266.0,225.292,200.0
2011-06-08,13.458,13.875,0.417,,4.958,19.542,272.0,228.333,192.0
2011-06-09,16.833,18.0,1.167,,5.25,20.125,278.0,241.25,217.0
2011-06-10,24.083,26.5,2.417,,5.5,35.0,258.0,235.125,210.0
2011-06-11,10.458,11.375,0.917,,3.625,16.875,252.0,225.125,207.0
2011-06-12,14.208,14.833,0.625,,4.75,30.167,246.0,212.458,190.0
2011-06-13,19.087,20.783,1.696,,4.375,20.792,258.0,222.292,184.0
2011-06-14,10.174,11.0,0.826,,4.125,19.5,274.0,232.583,197.0
2011-06-15,15.375,17.167,1.792,,4.917,15.875,277.0,230.0,184.0
2011-06-16,18.375,20.708,2.333,,3.833,19.333,214.0,200.625,182.0
2011-06-17,17.625,18.583,0.958,,4.25,14.875,267.0,228.208,184.0
2011-06-18,22.75,24.833,2.083,,4.667,22.0,244.0,222.875,213.0
2011-06-19,15.167,16.542,1.375,,4.083,21.25,267.0,233.125,211.0
2011-06-20,22.667,28.375,5.708,,3.333,15.333,250.0,224.375,207.0
2011-06-21,25.364,34.455,9.091,,4.0,19.458,292.0,256.667,221.0
2011-06-22,19.625,33.125,13.5,,5.292,30.5,314.0,272.292,232.0
2011-06-23,10.667,16.75,6.083,,3.708,23.208,320.0,281.875,256.0
2011-06-24,10.667,16.833,6.167,,3.708,21.542,325.0,287.417,259.0
2011-06-25,8.833,13.708,4.875,,3.208,18.458,337.0,299.333,268.0
2011-06-26,8.917,12.917,4.0,,2.958,18.875,342.0,295.167,257.0
2011-06-27,10.208,15.417,5.208,,2.875,16.75,324.0,298.208,271.0
2011-06-28,10.682,15.364,4.682,,3.625,18.667,337.0,300.208,268.0
2011-06-29,17.583,24.208,6.625,,5.708,28.833,360.0,311.083,265.0
2011-06-30,18.583,23.583,5.0,,5.708,31.25,343.0,303.125,270.0
2011-07-01,24.042,32.917,8.875,,5.25,27.833,284.0,266.625,253.0
2011-07-02,17.0,18.75,1.75,,4.25,21.708,306.0,279.75,256.0
2011-07-03,14.167,15.458,1.292,,4.917,36.083,313.0,280.708,248.0
2011-07-04,16.0,18.417,2.417,,4.125,34.958,308.0,278.5,240.0
2011-07-05,17.727,19.364,1.636,,4.0,27.783,318.0,278.5,243.0
2011-07-06,18.042,19.083,1.042,,4.167,29.875,332.0,270.583,239.0
2011-07-07,17.292,32.208,14.917,,2.792,23.083,259.0,249.417,235.0
2011-07-08,14.042,27.25,13.208,,3.833,21.75,334.0,293.208,253.0
2011-07-09,9.583,14.917,5.333,,3.5,13.792,349.0,307.583,278.0
2011-07-10,8.667,13.583,4.917,,3.833,13.667,373.0,309.5,260.0
2011-07-11,10.292,14.0,3.708,,3.542,14.375,346.0,302.792,273.0
