date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,15.167,17.917,2.75,,3.0,21.417,11.5,7.767,3.3
2011-01-02,6.583,7.042,0.458,,3.917,16.917,9.4,7.162,5.3
2011-01-03,11.5,12.542,1.042,,4.375,23.208,8.2,6.546,4.0
2011-01-04,8.714,9.714,1.0,,7.217,32.652,8.3,5.379,2.8
2011-01-05,17.75,22.75,5.0,,2.25,16.333,7.3,4.054,0.8
2011-01-06,29.375,55.292,25.917,,3.375,22.375,10.1,6.367,2.2
2011-01-07,10.167,11.542,1.375,,2.0,11.583,8.5,5.992,4.5
2011-01-08,14.417,17.167,2.75,,2.208,15.25,8.5,5.762,3.4
2011-01-09,21.5,29.25,7.75,,4.083,25.5,10.9,7.058,4.4
2011-01-10,34.583,70.917,36.333,,5.375,42.583,11.2,7.3,2.6
2011-01-11,16.458,22.917,6.458,,4.667,30.542,10.5,6.929,2.7
2011-01-12,23.0,32.391,9.391,,2.783,16.043,7.1,4.312,1.2
2011-01-13,24.167,53.875,29.708,,4.25,25.375,10.8,6.762,2.8
2011-01-14,17.792,21.25,3.458,,6.292,39.667,8.8,6.846,5.2
2011-01-15,15.542,19.292,3.75,,3.167,21.083,8.9,6.688,3.7
2011-01-16,11.583,15.0,3.417,,2.542,18.708,6.8,6.217,5.5
2011-01-17,23.458,35.5,12.042,,2.5,22.25,10.7,6.646,3.1
2011-01-18,34.652,60.043,25.391,,2.875,22.0,11.2,6.429,1.2
2011-01-19,31.261,46.0,14.739,,2.261,22.348,8.5,6.946,6.0
2011-01-20,19.75,25.625,5.875,,1.375,18.333,10.6,8.596,6.3
2011-01-21,22.292,27.25,4.958,,1.25,22.833,9.9,8.546,7.1
2011-01-22,22.917,30.792,7.875,,2.75,22.708,11.4,8.446,5.1
2011-01-23,9.708,11.5,1.792,,1.75,10.5,10.9,7.717,4.8
2011-01-24,13.417,16.542,3.125,,2.0,7.417,6.6,4.058,2.6
2011-01-25,17.333,22.25,4.917,,3.458,20.5,6.3,3.338,1.0
2011-01-26,17.864,22.545,4.682,,2.136,13.826,6.6,2.908,-0.3
2011-01-27,27.917,38.042,10.125,,4.667,33.25,8.4,4.362,0.1
2011-01-28,17.625,20.792,3.167,,3.125,25.25,9.3,5.121,2.2
2011-01-29,11.125,12.917,1.792,,1.75,11.708,7.2,4.125,2.1
2011-01-30,22.5,30.458,7.958,,1.75,17.083,7.1,3.958,1.4
2011-01-31,27.0,43.0,16.0,,2.167,14.833,7.9,3.646,0.4
2011-02-01,20.87,43.696,22.826,,3.5,20.833,9.1,4.867,0.2
2011-02-02,9.524,10.952,1.429,,2.636,9.348,4.5,1.142,-1.1
2011-02-03,22.958,33.5,10.542,,3.458,15.917,6.1,1.908,-2.9
2011-02-04,21.375,27.583,6.208,,5.458,25.875,7.8,5.129,1.5
2011-02-05,19.292,24.667,5.375,,7.5,43.083,9.3,6.483,1.8
2011-02-06,30.042,41.25,11.208,,5.125,41.708,10.3,8.175,5.9
2011-02-07,24.917,31.417,6.5,,3.167,26.458,10.8,9.538,6.9
2011-02-08,11.458,14.625,3.167,,3.292,12.667,6.6,4.279,0.6
2011-02-09,18.0,23.565,5.565,,4.13,15.957,5.9,2.996,0.1
2011-02-10,23.542,35.917,12.375,,4.458,19.458,7.2,4.154,0.4
2011-02-11,13.625,16.292,2.667,,3.417,15.667,7.6,5.079,1.9
2011-02-12,12.583,15.167,2.583,,3.375,14.792,8.5,4.825,0.7
2011-02-13,30.0,39.333,9.333,,3.25,21.708,6.6,5.075,3.6
2011-02-14,37.625,65.542,27.917,,2.708,30.542,8.1,6.671,5.0
2011-02-15,28.348,56.783,28.435,,3.125,33.333,8.2,5.783,3.4
2011-02-16,25.0,32.0,7.0,,3.87,21.391,8.4,4.971,2.0
2011-02-17,14.917,18.333,3.417,,3.708,16.958,8.0,4.471,2.3
2011-02-18,10.375,12.125,1.75,,2.208,10.458,6.1,2.417,0.5
