date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,200.0,22.292,23.391,32.739,9.348,16.875,222.292
2011-01-02,189.261,7.13,11.083,14.167,3.083,10.208,196.391
2011-01-03,188.542,8.875,15.917,19.917,4.0,16.625,197.417
2011-01-04,188.652,7.13,14.87,19.696,4.826,18.957,195.783
2011-01-05,190.5,16.458,31.083,50.042,18.958,9.417,206.958
2011-01-06,192.292,23.042,35.167,65.583,30.417,16.333,215.333
2011-01-07,191.542,11.958,22.13,35.522,13.391,5.125,203.5
2011-01-08,193.826,14.957,18.583,23.583,5.0,6.583,208.783
2011-01-09,199.792,25.708,29.875,45.5,15.625,20.833,225.5
2011-01-10,193.875,28.208,35.292,60.125,24.833,29.542,222.083
2011-01-11,189.5,15.292,28.75,49.083,20.333,24.292,204.792
2011-01-12,191.636,21.591,29.364,42.409,13.045,7.739,213.227
2011-01-13,191.042,24.75,33.652,62.478,28.826,18.333,215.792
2011-01-14,192.957,16.913,31.667,50.833,19.167,36.958,209.87
2011-01-15,194.292,22.458,24.583,33.333,8.75,15.667,216.75
2011-01-16,190.625,12.708,25.708,41.875,16.167,10.0,203.333
2011-01-17,190.333,18.125,25.75,37.333,11.583,8.667,208.458
2011-01-18,205.048,58.238,44.05,117.55,73.5,20.857,263.286
2011-01-19,194.708,34.208,35.217,74.783,39.565,17.708,228.917
2011-01-20,187.348,16.435,28.292,43.667,15.375,6.167,203.783
2011-01-21,189.214,16.429,29.708,46.833,17.125,11.5,205.643
2011-01-22,191.375,19.875,23.417,30.458,7.042,13.375,211.25
2011-01-23,189.958,14.75,28.792,53.333,24.542,7.083,204.708
2011-01-24,188.542,13.083,28.958,51.667,22.708,7.917,201.625
2011-01-25,189.917,11.792,30.261,53.174,22.913,14.667,201.708
2011-01-26,191.652,14.565,30.696,50.957,20.261,9.13,206.217
2011-01-27,192.917,20.583,39.417,72.042,32.625,26.083,213.5
2011-01-28,193.833,19.458,33.25,48.75,15.5,24.0,213.292
2011-01-29,192.292,16.208,17.917,23.0,5.083,6.542,208.5
2011-01-30,195.042,23.5,33.958,57.5,23.542,9.125,218.542
2011-01-31,191.042,17.958,36.087,63.522,27.435,10.917,209.0
2011-02-01,191.261,22.522,34.25,56.458,22.208,20.292,213.783
2011-02-02,190.682,10.091,24.227,39.318,15.091,7.409,200.773
2011-02-03,194.708,17.25,32.875,54.583,21.708,12.292,211.958
2011-02-04,192.0,11.833,26.792,40.0,13.208,20.708,203.833
2011-02-05,195.75,15.458,22.042,25.333,3.292,38.042,211.208
2011-02-06,196.5,29.083,39.391,76.174,36.783,30.208,225.583
2011-02-07,193.87,22.957,40.458,80.333,39.875,17.792,216.826
