date,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,14.083,16.125,2.042,14.708
2011-01-02,9.125,10.458,1.333,12.333
2011-01-03,14.708,17.667,2.958,17.375
2011-01-04,10.917,13.625,2.708,20.625
2011-01-05,27.042,38.5,11.458,10.5
2011-01-06,30.261,54.739,24.478,15.667
2011-01-07,21.667,28.542,6.875,8.5
2011-01-08,17.708,20.458,2.75,8.583
2011-01-09,21.458,28.333,6.875,19.375
2011-01-10,33.75,58.083,24.333,29.875
2011-01-11,22.353,32.118,9.765,22.368
2011-01-12,27.957,43.043,15.087,11.125
2011-01-13,27.375,51.417,24.042,19.042
2011-01-14,28.833,41.625,12.792,40.167
2011-01-15,21.333,26.583,5.25,16.0
2011-01-16,13.625,14.5,0.875,12.0
2011-01-17,16.958,20.292,3.333,10.417
2011-01-18,29.783,39.304,9.522,18.458
2011-01-19,27.542,37.417,9.875,20.0
2011-01-20,18.875,20.292,1.417,8.625
2011-01-21,19.792,21.5,1.708,14.625
2011-01-22,21.208,25.875,4.667,15.5
2011-01-23,24.792,41.583,16.792,9.5
2011-01-24,20.476,32.143,11.667,7.0
2011-01-25,21.208,34.375,13.167,17.875
2011-01-26,27.208,47.417,20.208,10.083
2011-01-27,31.333,49.5,18.167,26.042
2011-01-28,28.333,37.75,9.417,25.375
2011-01-29,12.875,13.625,0.75,8.0
2011-01-30,29.478,51.13,21.652,11.667
2011-01-31,28.125,45.375,17.25,10.75
2011-02-01,25.958,38.083,12.125,17.375
2011-02-02,17.167,25.792,8.625,7.792
2011-02-03,34.042,61.375,27.333,12.875
2011-02-04,22.917,34.792,11.875,19.625
2011-02-05,23.217,26.652,3.435,39.083
2011-02-06,28.0,39.042,11.042,36.875
2011-02-07,36.042,67.458,31.417,17.708
2011-02-08,18.542,29.292,10.75,10.542
2011-02-09,21.292,34.458,13.167,6.625
2011-02-10,32.455,56.0,23.545,16.045
2011-02-11,24.565,33.043,8.478,11.667
2011-02-12,17.75,21.333,3.583,13.0
2011-02-13,29.125,39.417,10.292,20.542
2011-02-14,34.833,58.5,23.667,22.958
