date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,99.0,90.292,68.0,,,,,2.5,7.1,5.517,3.1
2011-01-02,99.0,81.75,60.0,,,,,1.083,6.1,4.083,2.7
2011-01-03,99.0,79.333,56.0,3.238,3.571,0.333,,3.667,6.7,4.429,2.4
2011-01-04,99.0,78.125,62.0,2.75,2.875,0.042,,2.167,5.6,3.021,1.2
2011-01-05,99.0,86.292,65.0,4.833,5.708,0.917,,0.833,4.5,3.308,1.3
2011-01-06,98.0,84.583,54.0,5.167,6.458,1.25,,0.417,7.7,4.012,1.9
2011-01-07,99.0,87.958,61.0,3.958,4.833,0.792,,0.208,6.6,3.633,1.4
2011-01-08,89.0,75.125,49.0,2.375,2.917,0.25,,0.125,9.5,5.208,1.7
2011-01-09,98.0,80.708,56.0,5.167,5.583,0.417,,3.417,10.0,6.488,4.4
2011-01-10,92.0,76.833,64.0,6.167,7.208,1.042,,4.542,9.0,6.467,4.2
2011-01-11,99.0,75.917,56.0,,,,,0.857,7.9,4.529,0.6
2011-01-12,99.0,87.167,70.0,,,,,0.417,5.9,3.35,0.5
2011-01-13,90.0,68.625,57.0,,,,,4.0,6.9,5.742,3.8
2011-01-14,85.0,66.792,57.0,,,,,2.375,8.1,6.033,3.6
2011-01-15,92.0,81.958,63.0,,,,,0.542,7.4,4.875,3.0
2011-01-16,92.0,82.542,68.0,,,,,0.625,6.8,5.121,3.6
2011-01-17,98.0,79.042,46.0,,,,,0.125,9.6,4.392,1.0
2011-01-18,88.0,70.375,43.0,,,,,0.75,12.3,6.025,0.1
2011-01-19,99.0,94.5,79.0,,,,,0.143,7.7,6.496,5.3
2011-01-20,96.0,82.958,66.0,,,,,0.167,10.4,7.975,6.1
2011-01-21,98.0,87.458,69.0,,,,,0.125,9.9,6.783,3.8
2011-01-22,98.0,89.0,69.0,,,,,0.292,9.0,5.829,2.4
2011-01-23,98.0,75.625,57.0,,,,,0.125,6.3,4.075,2.6
2011-01-24,85.0,66.625,59.0,,,,,0.667,3.0,2.004,0.6
2011-01-25,90.0,71.0,57.0,,,,,1.917,2.3,0.925,-0.7
2011-01-26,97.0,73.458,58.0,,,,,2.25,4.1,1.692,-1.5
2011-01-27,85.0,68.167,46.0,4.5,5.05,0.5,,3.45,7.5,4.354,1.8
2011-01-28,89.0,72.125,56.0,3.333,3.625,0.25,,2.083,7.2,4.354,1.8
2011-01-29,99.0,94.5,80.0,2.208,2.5,0.208,,0.333,5.7,2.346,1.1
2011-01-30,99.0,82.167,56.0,3.458,4.917,1.125,,0.667,5.7,2.162,0.4
2011-01-31,74.0,58.292,48.0,4.0,4.625,0.792,,1.542,6.1,3.762,0.3
2011-02-01,93.0,68.708,53.0,2.458,2.708,0.167,,3.083,5.7,3.054,1.1
2011-02-02,99.0,79.625,63.0,1.625,1.833,0.167,,1.042,1.2,-1.225,-2.7
2011-02-03,99.0,79.583,59.0,1.917,2.208,0.292,,1.0,3.0,1.108,-1.6
2011-02-04,82.0,66.833,59.0,4.143,4.429,0.286,,5.238,6.1,3.817,1.5
2011-02-05,88.0,74.75,59.0,4.167,4.292,0.25,,3.333,8.8,4.212,0.4
2011-02-06,99.0,91.292,80.0,12.333,17.375,4.875,,1.208,8.0,4.3,0.6
2011-02-07,99.0,80.958,60.0,5.208,5.625,0.375,,1.75,8.9,5.512,2.7
2011-02-08,91.0,71.75,63.0,2.333,2.625,0.083,,0.875,2.7,0.458,-2.2
2011-02-09,87.0,67.583,62.0,1.5,1.6,0.0,,1.0,2.6,1.5,0.3
2011-02-10,88.0,70.708,57.0,3.667,4.167,0.417,,0.714,5.8,2.992,0.6
2011-02-11,94.0,72.417,54.0,3.125,3.625,0.375,,0.5,7.2,3.012,-0.5
2011-02-12,85.0,71.125,50.0,3.143,3.714,0.667,,1.048,7.6,3.029,-0.6
2011-02-13,99.0,95.083,84.0,10.083,11.917,1.833,,0.667,3.8,2.942,1.5
2011-02-14,99.0,96.333,81.0,9.875,13.208,3.208,,0.375,8.7,5.333,3.4
2011-02-15,99.0,94.125,80.0,7.125,9.083,1.958,,0.542,6.5,4.367,0.8
2011-02-16,92.0,72.667,54.0,3.167,3.833,0.708,,0.375,5.8,3.479,1.1
2011-02-17,85.0,65.208,53.0,3.083,3.667,0.417,,1.417,5.0,2.442,-0.7
2011-02-18,99.0,95.25,79.0,3.158,3.895,0.632,,0.857,0.6,-0.496,-1.6
2011-02-19,99.0,93.917,86.0,1.875,2.458,0.417,,0.708,1.7,0.221,-1.5
2011-02-20,92.0,77.25,55.0,6.143,7.476,1.476,,0.571,7.6,2.979,-0.4
2011-02-21,99.0,81.292,52.0,8.955,11.636,2.636,,1.958,9.6,5.042,1.6
2011-02-22,99.0,89.875,64.0,8.304,11.87,3.391,,0.739,11.1,5.35,0.2
2011-02-23,99.0,82.792,66.0,2.792,3.375,0.333,,1.292,12.6,9.112,6.5
2011-02-24,88.0,69.0,55.0,4.75,5.75,1.125,,1.958,9.3,6.662,2.7
2011-02-25,99.0,90.458,73.0,4.167,4.875,0.792,,0.458,8.7,5.875,3.8
2011-02-26,93.0,74.792,55.0,1.792,2.333,0.542,,0.208,5.3,3.517,0.3
2011-02-27,99.0,88.375,69.0,4.667,6.667,2.042,,0.125,4.3,1.538,-0.9
2011-02-28,94.0,78.333,56.0,7.238,9.333,1.905,,0.381,4.6,0.943,-1.6
2011-03-01,90.0,77.417,54.0,6.75,8.583,1.792,,0.375,12.8,7.183,1.8
2011-03-02,92.0,87.458,77.0,6.708,7.208,0.542,,0.0,8.4,7.804,6.8
2011-03-03,86.0,70.5,48.0,5.208,5.875,0.583,,0.583,11.2,7.825,5.5
2011-03-04,92.0,78.208,62.0,4.583,5.125,0.625,,0.0,7.0,5.7,4.1
2011-03-05,92.0,89.542,81.0,8.25,9.625,1.25,,0.208,10.8,8.629,6.0
2011-03-06,92.0,81.167,66.0,7.067,8.267,1.133,,0.267,14.6,10.992,9.1
2011-03-07,82.0,63.875,49.0,9.381,11.286,1.667,,2.81,12.1,9.025,5.7
