date,NO2_mean,NOX_mean,NO_mean
2011-01-01,5.391,6.087,0.957
2011-01-02,4.125,7.0,2.875
2011-01-03,4.042,4.917,0.917
2011-01-04,3.625,4.667,1.083
2011-01-05,3.167,5.125,2.042
2011-01-06,7.375,11.083,3.792
2011-01-07,5.375,9.042,3.958
2011-01-08,4.583,7.708,3.083
2011-01-09,7.348,9.522,2.304
2011-01-10,12.0,17.583,5.583
2011-01-11,4.167,5.792,1.708
2011-01-12,8.167,13.042,4.792
2011-01-13,4.875,6.375,1.542
2011-01-14,5.167,6.833,1.708
2011-01-15,6.25,9.583,3.333
2011-01-16,6.875,11.458,4.708
2011-01-17,7.304,12.478,5.217
2011-01-18,12.375,20.958,8.875
2011-01-19,8.292,13.083,4.958
2011-01-20,7.167,11.958,4.917
2011-01-21,7.042,11.542,4.583
2011-01-22,5.75,9.583,3.708
2011-01-23,1.833,2.917,1.125
2011-01-24,2.042,3.375,1.5
2011-01-25,3.0,4.304,1.478
2011-01-26,2.708,4.75,2.0
2011-01-27,6.625,9.167,2.583
2011-01-28,5.833,9.0,3.125
2011-01-29,4.417,6.833,2.583
2011-01-30,4.875,8.083,3.375
2011-01-31,6.208,9.208,3.208
2011-02-01,3.458,4.458,1.208
2011-02-02,2.522,3.957,1.609
2011-02-03,4.208,6.083,1.792
2011-02-04,3.7,4.5,0.7
2011-02-05,9.444,13.444,4.111
2011-02-06,12.792,20.458,7.75
2011-02-07,4.875,6.458,1.833
2011-02-08,2.917,4.292,1.292
2011-02-09,2.5,4.333,1.792
2011-02-10,6.043,10.087,4.043
2011-02-11,3.412,4.941,1.706
2011-02-12,6.0,9.125,3.333
2011-02-13,12.833,21.25,8.458
2011-02-14,15.292,27.917,12.75
2011-02-15,9.458,15.375,5.917
2011-02-16,5.091,7.909,2.864
2011-02-17,3.042,4.333,1.333
2011-02-18,5.0,6.913,1.913
2011-02-19,8.25,11.167,3.0
2011-02-20,9.458,14.167,4.75
2011-02-21,12.208,19.208,7.083
2011-02-22,11.042,16.833,5.958
2011-02-23,5.292,7.792,2.583
2011-02-24,7.333,11.417,4.125
2011-02-25,6.292,9.208,2.917
2011-02-26,5.652,8.783,3.13
2011-02-27,6.542,12.042,5.5
2011-02-28,7.917,13.042,5.208
2011-03-01,10.375,17.167,6.833
2011-03-02,7.583,10.708,3.208
2011-03-03,5.125,8.542,3.417
2011-03-04,5.167,8.458,3.375
2011-03-05,10.913,16.435,5.652
2011-03-06,5.833,7.167,1.25
2011-03-07,11.458,15.292,3.875
2011-03-08,8.583,13.333,4.625
2011-03-09,6.708,10.167,3.542
2011-03-10,7.542,10.875,3.375
2011-03-11,3.5,5.292,1.792
2011-03-12,3.375,5.458,2.083
2011-03-13,6.478,9.913,3.565
2011-03-14,7.208,11.417,4.083
2011-03-15,6.667,9.792,3.125
2011-03-16,14.208,20.708,6.625
2011-03-17,3.625,4.875,1.375
2011-03-18,8.333,10.667,2.5
2011-03-19,5.5,8.75,3.208
2011-03-20,6.792,9.833,3.25
2011-03-21,6.435,10.0,3.565
2011-03-22,11.083,15.292,4.333
2011-03-23,7.042,10.333,3.167
2011-03-24,2.25,3.0,0.708
2011-03-25,2.208,3.542,1.25
2011-03-26,5.25,7.667,2.5
2011-03-27,5.583,7.708,2.208
2011-03-28,6.25,8.333,2.125
2011-03-29,6.913,10.565,3.696
2011-03-30,2.792,4.125,1.292
2011-03-31,2.583,3.917,1.292
2011-04-01,9.25,12.75,3.625
2011-04-02,6.042,8.625,2.667
2011-04-03,3.083,5.458,2.417
2011-04-04,4.174,7.609,3.478
2011-04-05,7.333,11.417,4.208
2011-04-06,9.875,14.583,4.667
2011-04-07,4.667,6.792,2.167
2011-04-08,9.167,12.583,3.375
2011-04-09,4.542,6.375,1.917
2011-04-10,7.917,10.417,2.292
2011-04-11,7.5,9.583,2.167
2011-04-12,6.304,9.696,3.478
2011-04-13,5.167,6.667,1.625
2011-04-14,6.75,8.25,1.5
2011-04-15,7.375,10.292,2.917
2011-04-16,4.583,6.375,1.917
2011-04-17,4.958,8.167,3.167
2011-04-18,5.542,7.625,2.25
2011-04-19,1.652,2.913,1.261
2011-04-20,5.87,9.217,3.348
2011-04-21,7.083,10.0,3.125
2011-04-22,9.5,13.292,3.875
2011-04-23,4.208,5.75,1.708
2011-04-24,3.792,5.0,1.292
2011-04-25,4.917,6.292,1.542
2011-04-26,8.167,10.792,2.667
2011-04-27,5.833,7.417,1.708
2011-04-28,5.545,7.545,1.955
2011-04-29,6.333,8.458,2.167
