date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,99.0,84.333,63.0,4.875,4.875,0.0,,4.333,9.3,7.279,5.1
2011-01-02,99.0,68.542,51.0,3.375,3.5,0.083,,1.25,7.8,5.242,0.5
2011-01-03,99.0,70.042,48.0,4.125,4.125,0.0,,5.5,7.7,6.029,3.9
2011-01-04,99.0,80.25,59.0,3.208,3.292,0.0,,2.708,5.7,3.579,2.1
2011-01-05,63.0,55.833,44.0,2.476,2.714,0.238,,1.095,7.5,5.504,4.2
2011-01-06,97.0,67.542,46.0,5.375,6.333,0.917,,1.208,8.1,6.038,3.9
2011-01-07,99.0,82.583,64.0,2.542,3.292,0.583,,0.25,7.1,4.475,2.2
2011-01-08,97.0,62.208,38.0,2.375,2.875,0.333,,0.458,11.0,7.083,3.8
2011-01-09,92.0,60.75,47.0,6.75,7.0,0.333,,7.292,9.6,8.338,7.2
2011-01-10,95.0,74.125,57.0,10.25,11.458,1.042,,6.417,8.7,7.05,5.6
2011-01-11,99.0,69.333,51.0,4.25,4.583,0.292,,1.708,7.6,5.088,1.4
2011-01-12,99.0,84.542,52.0,6.083,7.333,1.208,,0.75,7.2,3.85,0.9
2011-01-13,78.0,63.25,51.0,4.81,5.333,0.476,,5.476,7.7,6.2,4.5
2011-01-14,77.0,54.917,48.0,5.917,6.292,0.375,,3.583,9.4,7.296,3.9
2011-01-15,83.0,64.875,51.0,4.333,4.917,0.542,,1.167,8.7,6.592,3.3
2011-01-16,88.0,76.708,67.0,5.375,6.208,0.833,,0.667,7.1,5.083,3.2
2011-01-17,89.0,65.792,46.0,4.083,5.042,0.875,,0.25,11.7,6.788,2.9
2011-01-18,81.0,61.208,45.0,7.875,9.625,1.625,,0.833,11.8,7.696,2.5
2011-01-19,99.0,96.375,87.0,5.875,7.125,1.083,,0.75,8.8,7.429,6.2
2011-01-20,94.0,77.042,58.0,3.708,4.583,0.75,,0.208,11.7,8.533,6.2
2011-01-21,97.0,80.625,57.0,5.0,5.81,0.952,,0.333,12.0,7.579,4.1
2011-01-22,99.0,84.542,56.0,4.083,4.833,0.625,,0.708,9.2,6.854,3.7
2011-01-23,96.0,63.125,48.0,1.542,1.792,0.083,,0.25,7.4,5.029,2.7
2011-01-24,89.0,60.167,52.0,1.667,1.875,0.125,,1.167,2.9,2.15,1.2
2011-01-25,85.0,63.625,47.0,2.25,2.583,0.167,,2.208,3.3,2.046,0.8
2011-01-26,99.0,62.917,48.0,2.292,2.667,0.208,,2.0,5.1,2.75,-0.1
2011-01-27,99.0,72.5,50.0,4.917,5.208,0.167,,3.625,7.0,4.721,2.8
2011-01-28,99.0,65.417,47.0,4.417,4.792,0.333,,2.792,8.4,5.704,2.3
2011-01-29,99.0,77.458,48.0,2.81,3.333,0.381,,1.714,7.1,4.496,2.4
2011-01-30,99.0,67.375,39.0,2.833,3.458,0.583,,0.625,6.8,4.188,1.4
2011-01-31,60.0,48.042,39.0,4.417,5.167,0.583,,2.917,6.9,4.975,2.6
2011-02-01,95.0,64.208,50.0,2.583,2.792,0.25,,3.25,7.9,4.075,1.2
2011-02-02,99.0,82.167,53.0,1.292,1.667,0.333,,0.917,1.8,-0.712,-3.2
2011-02-03,83.0,77.125,68.0,3.611,3.778,0.167,,1.167,2.9,1.558,-0.5
