date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,98.0,79.167,61.0,2.75,2.917,0.083,,0.708,84.0,58.792,18.0
2011-01-02,98.0,81.917,59.0,2.375,2.5,0.0,,0.0,60.0,37.375,18.0
2011-01-03,88.0,79.292,61.0,2.19,2.524,0.0,,1.429,68.0,39.458,20.0
2011-01-04,98.0,82.25,59.0,2.667,2.75,0.042,,0.292,43.0,20.958,3.0
2011-01-05,98.0,94.167,80.0,3.087,3.478,0.348,,0.0,36.0,16.708,1.0
2011-01-06,97.0,76.375,49.0,3.417,4.042,0.583,,0.0,83.0,38.083,14.0
2011-01-07,98.0,95.333,90.0,3.0,3.667,0.583,,0.0,41.0,23.958,9.0
2011-01-08,96.0,72.833,36.0,2.125,2.458,0.333,,0.167,95.0,43.167,1.0
2011-01-09,96.0,86.125,56.0,4.0,4.458,0.5,,0.792,90.0,50.792,29.0
2011-01-10,90.0,74.083,44.0,4.833,6.0,1.042,,2.792,105.0,56.875,26.0
2011-01-11,98.0,85.625,56.0,3.0,3.286,0.476,,0.0,71.0,35.583,1.0
2011-01-12,98.0,82.833,53.0,2.667,3.5,0.75,,0.0,65.0,30.333,2.0
2011-01-13,96.0,78.292,56.0,2.583,2.792,0.208,,0.958,57.0,42.958,29.0
2011-01-14,95.0,84.0,60.0,4.167,5.0,0.792,,0.042,68.0,36.792,15.0
2011-01-15,98.0,84.917,55.0,2.042,2.208,0.333,,0.0,74.0,40.708,16.0
2011-01-16,98.0,76.167,54.0,4.667,5.833,1.125,,0.0,66.0,50.5,35.0
2011-01-17,94.0,74.167,36.0,3.333,4.333,1.0,,0.208,98.0,49.542,-2.0
2011-01-18,97.0,72.792,37.0,4.708,6.25,1.542,,0.292,119.0,48.875,-21.0
2011-01-19,98.0,93.167,83.0,,,,,0.0,78.0,62.375,46.0
2011-01-20,95.0,74.625,56.0,,,,,0.429,99.0,82.458,56.0
2011-01-21,98.0,84.917,60.0,,,,,0.542,99.0,67.417,32.0
2011-01-22,98.0,91.542,65.0,,,,,0.375,90.0,54.417,15.0
2011-01-23,98.0,89.0,72.0,,,,,0.0,56.0,23.0,-3.0
2011-01-24,98.0,84.708,69.0,,,,,0.0,26.0,4.25,-7.0
2011-01-25,97.0,85.958,73.0,,,,,0.0,16.0,-3.875,-16.0
2011-01-26,98.0,83.5,64.0,,,,,0.167,31.0,2.833,-16.0
2011-01-27,98.0,76.917,38.0,,,,,4.619,73.0,23.042,-1.0
2011-01-28,98.0,83.583,55.0,,,,,2.708,64.0,27.417,2.0
2011-01-29,98.0,95.917,87.0,,,,,2.0,36.0,15.458,2.0
2011-01-30,98.0,90.792,71.0,,,,,1.75,40.0,10.792,0.0
2011-01-31,82.0,61.75,39.0,,,,,2.792,57.0,22.75,-6.0
2011-02-01,98.0,66.792,41.0,,,,,4.417,47.0,26.708,1.0
2011-02-02,96.0,80.125,60.0,,,,,1.208,-3.0,-19.833,-35.0
2011-02-03,97.0,82.083,50.0,,,,,1.739,29.0,0.083,-34.0
2011-02-04,87.0,70.458,51.0,,,,,4.857,54.0,22.208,3.0
2011-02-05,90.0,68.958,46.0,,,,,4.833,81.0,40.75,8.0
2011-02-06,98.0,90.167,69.0,,,,,2.5,80.0,36.417,-10.0
2011-02-07,98.0,86.417,54.0,,,,,3.583,81.0,47.792,8.0
2011-02-08,98.0,87.458,70.0,,,,,1.0,6.0,-7.5,-25.0
2011-02-09,87.0,71.125,51.0,,,,,0.958,24.0,3.375,-15.0
2011-02-10,94.0,75.125,52.0,,,,,0.692,59.0,18.958,-12.0
2011-02-11,97.0,82.708,54.0,2.933,3.333,0.267,,1.667,53.0,16.708,-18.0
2011-02-12,97.0,73.708,40.0,3.333,3.625,0.292,,2.083,76.0,22.458,-19.0
2011-02-13,98.0,94.333,78.0,5.75,6.333,0.583,,1.0,39.0,24.958,2.0
2011-02-14,98.0,94.875,79.0,5.708,6.833,1.0,,1.708,89.0,47.167,25.0
2011-02-15,98.0,84.708,64.0,4.292,5.375,1.125,,1.542,70.0,42.417,29.0
2011-02-16,93.0,71.292,48.0,2.667,2.917,0.292,,0.958,82.0,31.208,4.0
2011-02-17,98.0,77.167,50.0,2.565,2.696,0.13,,1.174,35.0,14.458,-16.0
2011-02-18,98.0,94.0,80.0,2.333,2.583,0.208,,0.458,15.0,-6.583,-16.0
2011-02-19,98.0,86.458,57.0,2.143,2.524,0.381,,2.429,36.0,7.75,-12.0
2011-02-20,92.0,71.083,40.0,4.333,4.833,0.389,,1.3,78.0,27.958,-6.0
2011-02-21,96.0,74.458,44.0,5.5,6.458,1.0,,2.25,101.0,51.917,5.0
2011-02-22,98.0,82.208,51.0,5.708,6.958,1.25,,3.522,108.0,58.958,-5.0
2011-02-23,98.0,80.083,59.0,4.792,5.375,0.583,,5.292,126.0,90.833,73.0
2011-02-24,87.0,61.375,47.0,4.458,4.917,0.458,,5.417,92.0,68.083,31.0
2011-02-25,97.0,87.0,58.0,3.458,3.625,0.125,,3.375,96.0,58.083,32.0
2011-02-26,94.0,66.792,47.0,3.083,3.208,0.0,,2.375,53.0,34.958,5.0
2011-02-27,98.0,88.8,71.0,4.571,5.524,1.048,,0.714,21.0,2.067,-19.0
2011-02-28,87.0,65.167,36.0,4.583,5.417,0.708,,0.417,72.0,22.917,-31.0
2011-03-01,90.0,78.083,54.0,4.917,6.292,1.5,,2.375,110.0,60.833,0.0
2011-03-02,90.0,83.542,64.0,4.375,4.875,0.417,,2.875,84.0,77.833,74.0
2011-03-03,81.0,63.417,49.0,3.458,3.875,0.375,,3.833,105.0,83.625,63.0
2011-03-04,92.0,78.917,59.0,3.333,3.583,0.292,,1.708,71.0,51.625,12.0
2011-03-05,92.0,89.292,83.0,6.222,7.111,0.944,,1.389,104.0,81.708,51.0
2011-03-06,90.0,77.583,56.0,4.095,4.857,0.81,,1.381,173.0,110.417,87.0
2011-03-07,90.0,67.5,46.0,6.542,7.0,0.708,,2.792,117.0,85.458,43.0
2011-03-08,91.0,67.917,37.0,5.208,6.125,1.0,,1.333,120.0,75.708,24.0
2011-03-09,73.0,64.958,54.0,5.75,6.083,0.417,,1.792,108.0,93.125,81.0
2011-03-10,95.0,78.0,63.0,3.875,4.333,0.167,,0.042,89.0,59.542,-3.0
2011-03-11,95.0,72.375,41.0,1.792,2.0,0.0,,0.25,83.0,23.375,-12.0
2011-03-12,95.0,85.0,60.0,2.542,2.792,0.167,,0.0,44.0,13.917,1.0
2011-03-13,94.0,77.542,48.0,3.667,4.083,0.667,,0.292,60.0,22.167,-3.0
2011-03-14,90.0,60.458,35.0,3.524,3.81,0.333,,4.238,119.0,57.5,-22.0
2011-03-15,93.0,67.75,44.0,5.5,5.875,0.583,,4.125,86.0,61.667,-2.0
2011-03-16,92.0,63.208,35.0,3.913,4.478,0.609,,2.957,134.0,68.667,-12.0
