date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,195.25,98.0,72.542,46.0,21.667,14.417,18.042,3.625,,10.458,8.3,2.579,-1.8,216.917
2011-01-02,191.5,98.0,65.75,35.0,17.0,9.458,12.958,3.5,,5.875,10.5,3.488,-1.7,208.5
2011-01-03,191.167,85.0,56.458,25.0,16.042,11.042,13.792,2.75,,0.583,10.7,2.662,-4.5,207.208
2011-01-04,191.522,92.0,68.917,44.0,18.783,14.364,19.5,5.136,,4.087,7.8,1.8,-3.3,210.304
2011-01-05,194.167,90.0,61.583,29.0,22.917,18.0,26.125,8.125,,3.083,8.1,0.729,-5.4,217.083
2011-01-06,194.87,96.0,70.625,34.0,28.391,23.25,40.583,17.333,,4.875,8.9,1.646,-4.9,223.261
2011-01-07,194.0,98.0,62.375,24.0,19.667,16.0,26.333,10.333,,2.333,8.1,1.621,-3.3,213.667
2011-01-08,194.458,88.0,58.833,30.0,17.292,11.708,14.667,2.958,,1.625,8.5,2.171,-5.0,211.75
2011-01-09,194.333,91.0,68.833,47.0,18.417,17.167,22.167,5.0,,8.5,8.6,2.746,-2.4,212.75
2011-01-10,195.583,99.0,78.125,48.0,25.958,25.917,48.208,22.292,,14.875,8.9,2.488,-3.5,221.542
2011-01-11,192.696,99.0,67.667,40.0,17.087,14.818,24.864,10.045,,8.304,8.8,3.058,-1.7,209.783
2011-01-12,194.042,82.0,55.833,32.0,18.292,21.292,30.458,9.167,,2.292,6.2,0.817,-5.5,212.333
2011-01-13,194.0,94.0,69.083,37.0,25.087,26.583,46.458,19.875,,10.208,10.0,2.038,-4.5,219.087
2011-01-14,195.375,99.0,67.333,38.0,21.0,19.75,30.5,10.75,,6.833,6.9,1.35,-4.4,216.375
2011-01-15,198.583,93.0,75.458,55.0,23.75,20.292,29.417,9.125,,11.417,5.0,0.488,-3.7,222.333
2011-01-16,195.625,93.0,67.958,47.0,20.125,23.625,33.417,9.792,,11.917,4.5,1.542,-1.5,215.75
2011-01-17,194.625,82.0,62.708,45.0,20.0,22.087,29.696,7.609,,15.043,6.6,2.233,-2.1,214.625
2011-01-18,198.042,99.0,74.417,51.0,28.875,32.478,57.304,24.826,,19.708,7.5,1.408,-4.9,226.917
2011-01-19,196.25,98.0,79.667,48.0,21.833,24.458,43.208,18.75,,16.583,8.7,3.788,-1.8,218.083
2011-01-20,190.652,98.0,94.625,83.0,10.696,6.792,8.375,1.583,,4.792,2.3,1.458,0.5,201.348
2011-01-21,189.333,98.0,96.292,92.0,12.0,8.875,10.75,1.875,,0.667,3.5,2.204,0.9,201.333
2011-01-22,190.375,98.0,92.542,77.0,18.125,10.875,19.333,8.458,,4.583,7.9,4.429,1.0,208.5
2011-01-23,192.5,99.0,91.5,71.0,27.667,23.625,57.083,33.458,,9.292,6.9,3.4,0.0,220.167
2011-01-24,193.083,98.0,82.042,51.0,21.25,21.0,33.0,12.0,,5.652,3.3,-0.175,-3.7,214.333
2011-01-25,191.042,98.0,73.542,34.0,20.542,16.0,29.043,13.043,,2.833,8.0,1.075,-4.4,211.583
2011-01-26,193.417,92.0,69.875,37.0,18.667,19.375,32.208,12.833,,5.083,4.5,-0.521,-4.8,212.083
2011-01-27,196.0,99.0,74.667,43.0,18.826,21.042,34.458,13.417,,10.0,5.1,-0.696,-6.3,214.826
2011-01-28,195.042,97.0,65.042,39.0,14.625,16.375,25.208,8.833,,8.667,4.6,-0.4,-4.7,209.667
2011-01-29,193.917,87.0,56.125,26.0,12.208,10.208,12.333,2.125,,5.0,5.4,0.446,-3.9,206.125
2011-01-30,194.292,90.0,61.167,30.0,14.333,17.208,23.875,6.667,,2.75,5.5,-0.525,-6.4,208.625
2011-01-31,196.0,98.0,67.375,39.0,20.792,24.0,40.87,16.87,,6.957,8.0,0.458,-6.2,216.792
2011-02-01,193.625,97.0,62.542,32.0,14.125,13.957,22.87,8.913,,9.208,10.8,2.304,-5.8,207.75
2011-02-02,193.917,94.0,51.792,26.0,13.167,14.042,20.833,6.792,,1.875,3.7,-0.667,-5.9,207.083
2011-02-03,195.391,92.0,60.208,30.0,18.478,19.792,30.208,10.417,,3.208,5.6,-0.483,-6.9,213.87
2011-02-04,195.167,94.0,61.792,29.0,23.25,25.708,37.25,11.542,,11.917,10.1,1.4,-6.1,218.417
2011-02-05,195.875,93.0,70.75,41.0,18.958,17.5,21.958,4.458,,10.583,8.0,1.875,-4.8,214.833
2011-02-06,197.542,98.0,94.708,84.0,25.042,26.542,48.542,22.0,,32.458,4.6,2.933,0.1,222.583
2011-02-07,193.87,99.0,95.125,85.0,29.0,23.435,49.261,25.826,,16.826,9.3,6.604,3.8,222.87
2011-02-08,191.75,97.0,69.875,40.0,15.875,17.391,26.13,8.739,,7.0,7.1,4.112,-0.9,207.625
2011-02-09,192.5,79.0,47.875,24.0,16.458,19.25,26.583,7.333,,2.5,7.2,1.658,-4.5,208.958
2011-02-10,193.043,90.0,67.042,38.0,19.609,22.458,32.708,10.25,,10.292,8.2,1.967,-4.0,212.652
2011-02-11,192.958,99.0,61.542,37.0,15.375,15.083,18.792,3.708,,7.125,7.2,2.375,-4.0,208.333
2011-02-12,193.292,92.0,59.542,30.0,15.583,13.0,15.25,2.25,,6.708,8.5,1.842,-3.6,208.875
2011-02-13,195.042,90.0,62.917,40.0,19.542,23.875,33.75,9.875,,15.792,7.5,2.296,-3.1,214.583
2011-02-14,194.208,98.0,86.083,69.0,22.0,24.913,33.565,8.652,,24.391,5.2,3.617,0.6,216.208
2011-02-15,192.375,98.0,72.5,46.0,19.375,18.652,33.174,14.522,,8.708,10.6,5.608,3.2,211.75
2011-02-16,192.292,89.0,64.25,48.0,16.292,22.125,26.25,4.125,,10.375,3.0,1.979,0.8,208.583
2011-02-17,192.783,98.0,79.0,37.0,19.826,21.375,29.292,7.917,,12.542,7.0,1.908,-1.8,212.609
2011-02-18,191.875,98.0,53.875,20.0,12.0,9.75,11.292,1.542,,4.083,5.5,0.429,-4.5,203.875
2011-02-19,194.292,92.0,65.375,29.0,15.333,13.083,15.583,2.5,,7.833,5.7,-0.254,-6.6,209.625
2011-02-20,194.583,98.0,64.5,26.0,18.458,18.458,27.417,8.958,,6.833,9.2,2.142,-5.2,213.042
2011-02-21,193.167,97.0,56.042,24.0,20.542,23.917,35.333,11.417,,9.583,11.7,4.846,-3.3,213.708
2011-02-22,194.458,98.0,68.75,54.0,16.875,22.818,26.864,4.045,,20.391,9.2,6.5,4.5,211.333
2011-02-23,193.375,98.0,92.042,74.0,20.667,19.458,25.667,6.208,,17.208,10.8,6.538,3.6,214.042
2011-02-24,195.957,98.0,62.917,30.0,17.652,18.292,23.083,4.792,,16.958,14.4,8.588,1.5,213.609
