date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,201.125,4.0,17.708,18.125,20.583,2.458,,1.0,13.208,218.833
2011-01-02,198.375,3.375,15.5,14.458,17.042,2.583,,0.667,14.0,213.875
2011-01-03,192.739,2.391,11.565,6.652,7.696,1.043,,0.208,3.5,204.304
2011-01-04,196.042,3.458,15.042,14.25,17.0,2.75,,0.87,6.125,211.083
2011-01-05,196.792,3.208,14.708,18.125,26.208,8.083,,0.333,2.625,211.5
2011-01-06,202.81,4.522,22.476,33.364,49.727,16.364,,2.364,12.478,225.286
2011-01-07,197.208,2.5,14.5,12.083,13.875,1.792,,0.583,3.875,211.708
2011-01-08,197.875,2.583,13.708,10.167,11.708,1.542,,0.583,4.917,211.583
2011-01-09,201.545,4.565,22.045,28.565,36.0,7.435,,1.583,17.75,223.591
2011-01-10,203.708,5.167,24.542,39.542,64.583,25.042,,2.435,18.167,228.25
2011-01-11,197.0,3.75,21.625,24.167,35.875,11.708,,1.292,18.625,218.625
2011-01-12,195.208,2.583,13.917,18.875,22.833,3.958,,0.667,6.167,209.125
2011-01-13,200.917,5.478,26.958,41.25,73.583,32.333,,2.792,15.625,227.875
2011-01-14,197.792,3.667,16.333,18.5,22.708,4.208,,1.042,7.167,214.125
2011-01-15,204.182,4.792,17.0,23.304,29.913,6.609,,1.708,10.958,221.182
2011-01-16,198.833,3.292,15.458,22.833,27.667,4.833,,1.0,12.583,214.292
2011-01-17,196.458,3.13,13.292,23.25,29.542,6.292,,1.0,13.625,209.75
2011-01-18,205.625,5.375,29.458,43.208,67.792,24.583,,2.167,28.583,235.083
2011-01-19,200.75,4.25,20.417,28.458,42.125,13.667,,1.5,23.083,221.167
2011-01-20,196.333,2.913,13.429,17.913,20.696,2.783,,0.348,20.13,209.762
2011-01-21,195.409,2.875,13.409,17.391,19.391,2.0,,0.0,7.458,208.818
2011-01-22,197.333,3.667,14.042,15.25,25.292,10.042,,0.0,4.208,211.375
2011-01-23,215.583,7.609,32.333,31.083,102.333,71.25,,0.625,15.958,247.917
2011-01-24,197.417,3.625,13.167,24.125,34.75,10.625,,0.75,5.917,210.583
2011-01-25,202.625,5.167,21.25,32.625,59.917,27.292,,1.208,17.917,223.875
2011-01-26,198.667,3.542,14.042,21.083,27.25,6.167,,0.833,8.0,212.708
2011-01-27,202.909,5.042,23.909,28.87,48.913,20.043,,1.208,14.167,226.818
2011-01-28,200.667,4.208,21.667,21.375,33.417,12.042,,1.348,12.333,222.333
2011-01-29,196.542,2.304,12.542,8.375,9.708,1.333,,1.0,2.208,209.083
2011-01-30,197.333,2.958,16.083,17.875,21.667,3.792,,1.0,6.667,213.417
2011-01-31,200.708,4.208,20.875,31.583,47.917,16.333,,1.833,14.0,221.583
2011-02-01,199.083,4.667,21.042,25.292,41.75,16.458,,1.958,13.125,220.125
2011-02-02,196.955,3.042,13.318,11.13,13.522,2.391,,1.167,2.333,210.273
2011-02-03,204.545,5.174,19.682,32.87,49.043,16.174,,3.182,6.348,224.227
2011-02-04,204.5,4.913,23.417,32.083,52.333,20.25,,1.5,11.5,227.917
2011-02-05,204.375,4.25,17.708,19.667,22.958,3.292,,2.75,18.042,222.083
2011-02-06,204.833,5.042,23.542,32.542,40.583,8.042,,1.208,41.708,228.375
2011-02-07,204.292,6.375,30.708,34.5,56.792,22.292,,0.417,42.875,235.0
2011-02-08,197.591,3.333,16.273,14.261,17.217,2.957,,0.958,7.708,213.864
2011-02-09,200.292,3.0,18.167,22.167,28.792,6.625,,0.739,3.292,218.458
2011-02-10,206.917,4.913,24.708,36.958,57.833,20.875,,2.625,12.333,231.625
2011-02-11,201.167,3.042,17.333,16.167,17.833,1.667,,1.0,10.625,218.5
2011-02-12,200.292,2.667,16.083,10.417,11.458,1.042,,0.708,10.125,216.375
2011-02-13,203.0,3.833,21.917,30.875,38.417,7.542,,1.75,15.292,224.917
2011-02-14,199.136,4.292,24.318,31.391,39.391,8.0,,1.125,38.833,223.455
2011-02-15,198.292,4.792,24.25,24.917,37.292,12.375,,1.217,28.333,222.542
2011-02-16,195.5,3.174,17.042,21.5,28.625,7.125,,0.667,15.583,212.542
2011-02-17,197.095,3.87,20.143,24.136,32.045,7.909,,0.818,22.273,217.238
2011-02-18,195.25,2.667,13.917,9.542,11.167,1.625,,0.667,5.917,209.167
2011-02-19,200.667,3.792,16.792,18.375,21.583,3.208,,1.583,8.833,217.458
2011-02-20,201.136,5.125,18.727,38.348,52.261,13.913,,2.208,15.958,219.864
2011-02-21,200.375,5.042,22.75,43.167,61.5,18.333,,2.696,19.333,223.125
2011-02-22,195.5,4.087,14.875,24.875,31.375,6.5,,2.833,23.958,210.375
2011-02-23,195.667,4.875,20.833,30.375,41.458,11.083,,0.875,36.958,216.5
2011-02-24,195.042,4.583,13.667,23.625,28.5,4.875,,3.625,23.417,208.708
2011-02-25,194.542,3.833,14.125,20.0,22.625,2.625,,0.542,17.375,208.667
2011-02-26,197.045,2.875,13.864,11.348,13.478,2.13,,0.458,5.833,210.909
2011-02-27,197.375,2.208,12.542,8.292,9.625,1.333,,0.565,8.25,209.917
2011-02-28,200.25,3.435,15.708,20.708,26.625,5.917,,1.292,5.708,215.958
2011-03-01,202.875,4.875,23.875,32.167,48.167,16.0,,0.667,23.0,226.75
2011-03-02,205.087,5.435,31.043,29.696,58.522,28.826,,0.522,23.957,236.13
2011-03-03,196.545,3.708,14.318,17.043,22.087,5.043,,0.75,6.875,210.864
2011-03-04,198.417,3.333,13.375,12.292,15.25,2.958,,0.783,16.75,211.792
2011-03-05,201.792,4.652,20.375,26.167,40.583,14.417,,0.042,10.5,222.167
2011-03-06,207.458,7.542,34.792,37.5,86.042,48.542,,1.125,37.792,242.25
2011-03-07,195.5,4.667,19.125,26.083,34.5,8.417,,1.25,39.375,214.625
2011-03-08,196.0,3.708,15.792,19.875,23.833,3.958,,1.125,13.333,211.792
2011-03-09,197.636,3.75,19.773,23.565,27.174,3.609,,0.167,18.083,217.409
2011-03-10,198.292,3.208,14.917,13.375,14.792,1.417,,0.0,5.458,213.208
2011-03-11,198.875,3.826,17.625,18.792,22.833,4.042,,1.125,11.833,216.5
2011-03-12,195.625,3.083,14.5,15.708,20.583,4.875,,0.75,4.5,210.125
2011-03-13,196.75,2.833,15.75,12.792,14.958,2.167,,0.542,4.875,212.5
2011-03-14,201.583,3.667,19.875,28.917,35.75,6.833,,2.042,14.5,221.458
2011-03-15,197.455,3.625,17.591,20.304,31.304,11.0,,1.0,18.792,215.045
2011-03-16,198.905,4.174,15.762,28.636,35.955,7.318,,2.318,13.318,214.667
2011-03-17,203.792,5.304,25.375,41.833,51.75,9.917,,0.542,52.5,229.167
2011-03-18,207.083,6.167,24.083,28.792,49.208,20.417,,0.917,46.958,231.167
2011-03-19,195.792,2.792,13.542,14.708,21.833,7.125,,0.333,11.917,209.333
2011-03-20,197.917,3.375,15.208,24.375,30.167,5.792,,1.833,12.75,213.125
2011-03-21,193.636,2.333,12.5,12.478,14.783,2.304,,0.583,6.875,206.136
2011-03-22,210.333,6.208,34.417,51.75,90.542,38.792,,2.522,31.833,244.75
2011-03-23,199.333,5.087,23.292,36.708,45.625,8.917,,1.0,42.083,222.625
2011-03-24,197.208,4.667,20.667,29.792,42.458,12.667,,0.167,16.583,217.875
2011-03-25,198.042,3.667,17.5,19.333,25.25,5.917,,0.833,6.792,215.542
2011-03-26,197.083,2.75,14.75,15.25,17.75,2.5,,0.708,6.25,211.833
2011-03-27,197.864,3.833,17.818,26.739,31.739,5.0,,2.042,13.042,215.682
2011-03-28,200.5,4.583,23.75,32.125,41.0,8.875,,2.217,31.333,224.25
2011-03-29,195.583,3.739,17.667,25.208,31.542,6.333,,1.667,15.458,213.25
2011-03-30,192.043,3.13,16.217,20.435,24.739,4.304,,0.957,8.826,208.261
2011-03-31,188.292,2.125,11.917,8.667,10.875,2.208,,0.583,12.208,200.208
2011-04-01,190.783,4.0,17.174,25.909,30.909,5.0,,1.682,14.609,207.957
2011-04-02,194.125,4.696,21.375,34.708,40.292,5.583,,1.667,24.125,215.5
