date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,202.125,4.958,72.0,52.875,41.0,22.625,18.304,25.087,6.783,,17.875,6.8,3.592,1.1,224.75
2011-01-02,195.458,3.542,68.0,51.708,32.0,17.917,14.583,17.583,3.0,,14.625,10.4,4.208,0.5,213.375
2011-01-03,193.13,2.792,54.0,37.25,20.0,13.174,9.75,10.333,0.583,,3.708,9.7,4.804,0.2,206.304
2011-01-04,195.458,3.826,64.0,50.167,37.0,16.375,16.5,19.167,2.667,,12.375,7.5,3.246,-0.7,211.833
2011-01-05,196.708,3.292,61.0,37.958,19.0,15.542,14.417,18.125,3.708,,7.167,8.0,3.267,-1.6,212.25
2011-01-06,203.636,5.652,70.0,48.708,28.0,28.773,33.783,53.826,20.043,,13.391,9.3,3.321,-2.1,232.409
2011-01-07,196.167,2.667,54.0,39.5,23.0,14.125,10.522,11.391,0.87,,4.417,7.7,4.104,-0.6,210.292
2011-01-08,197.25,2.75,47.0,37.083,25.0,16.0,10.708,11.708,1.0,,5.083,8.0,4.133,0.5,213.25
2011-01-09,201.609,5.417,67.0,52.917,37.0,27.478,24.792,40.167,15.375,,18.458,8.7,3.454,-0.5,229.087
2011-01-10,204.0,6.261,74.0,54.25,32.0,32.208,34.333,62.708,28.375,,19.458,9.2,4.296,-0.8,236.208
2011-01-11,196.083,3.708,69.0,48.208,29.0,23.958,21.25,37.875,16.625,,16.917,9.3,3.938,0.2,220.042
2011-01-12,194.696,3.304,48.0,35.875,23.0,17.478,19.435,24.261,4.826,,4.609,5.4,1.962,-1.2,212.174
2011-01-13,198.208,5.208,66.0,45.542,25.0,26.583,30.609,54.739,24.13,,14.875,10.1,3.529,-3.0,224.792
2011-01-14,196.958,4.25,57.0,41.458,29.0,17.875,15.292,22.25,6.958,,8.667,6.5,3.296,-0.4,214.833
2011-01-15,203.043,4.625,63.0,47.917,35.0,20.13,22.083,29.667,7.583,,13.208,5.8,2.7,-0.9,223.174
