date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2012-11-24,190.833,66.0,58.667,51.0,10.875,,4.417,9.333,12.0,10.421,8.3,201.708
2012-11-25,195.792,66.0,50.917,36.0,10.542,,3.292,7.167,12.7,9.612,6.2,206.333
2012-11-26,201.375,98.0,73.75,56.0,27.375,,4.864,22.042,12.3,9.029,7.1,228.75
2012-11-27,193.217,80.0,34.875,25.0,10.826,,1.083,5.792,13.8,11.05,7.4,204.043
2012-11-28,204.5,73.0,54.917,42.0,25.208,,2.875,14.125,8.6,7.425,6.3,229.708
2012-11-29,216.625,93.0,62.583,35.0,40.875,,6.636,27.042,17.0,10.529,5.0,257.5
2012-11-30,199.435,91.0,73.667,66.0,18.826,,3.091,19.652,12.5,10.688,9.6,218.261
2012-12-01,199.25,80.0,65.375,46.0,16.292,,2.0,10.75,10.2,7.404,4.6,215.542
2012-12-02,197.542,99.0,55.125,35.0,10.417,,3.682,6.167,8.1,5.688,3.3,207.958
2012-12-03,192.826,98.0,79.583,61.0,15.783,,0.417,9.167,8.7,6.529,3.6,208.609
2012-12-04,197.208,98.0,73.0,37.0,20.25,,0.375,10.708,11.9,9.742,7.9,217.458
2012-12-05,192.583,54.0,39.208,26.0,17.708,,2.864,8.333,14.2,10.312,6.2,210.292
2012-12-06,186.542,94.0,43.375,20.0,10.292,,0.0,7.417,17.4,11.658,7.4,196.833
2012-12-07,194.591,51.0,37.208,26.0,20.182,,2.5,10.261,12.6,8.692,5.9,214.773
2012-12-08,191.875,78.0,41.958,22.0,17.375,,2.0,12.167,15.8,9.733,6.1,209.25
2012-12-09,189.87,47.0,34.167,26.0,10.0,,2.292,7.125,9.9,6.471,3.4,199.87
2012-12-10,196.625,58.0,35.083,19.0,14.917,,1.208,5.5,11.1,5.954,2.4,211.542
2012-12-11,202.625,46.0,33.25,23.0,20.833,,3.091,8.292,11.8,7.362,2.4,223.458
2012-12-12,195.0,48.0,37.0,23.0,13.708,,1.458,6.875,12.7,7.629,4.4,208.708
2012-12-13,196.375,47.0,37.958,28.0,14.0,,1.833,7.125,12.2,7.429,3.6,210.375
2012-12-14,207.714,52.0,44.609,33.0,32.048,,4.15,23.652,12.2,7.596,3.3,239.762
2012-12-15,213.783,99.0,69.083,43.0,50.217,,4.625,56.042,9.1,7.95,7.0,264.0
2012-12-16,197.25,83.0,44.458,24.0,20.125,,2.25,19.625,18.7,12.625,7.7,217.375
2012-12-17,195.0,98.0,68.958,40.0,16.917,,2.0,18.125,9.2,8.083,6.3,211.917
2012-12-18,197.042,98.0,62.25,33.0,20.875,,3.125,18.958,15.8,10.642,7.4,217.917
2012-12-19,188.5,36.0,30.333,24.0,9.208,,2.0,4.333,8.9,5.983,3.9,197.708
2012-12-20,192.19,50.0,32.333,21.0,14.381,,2.85,7.043,11.0,6.642,3.5,206.571
2012-12-21,205.696,55.0,43.958,33.0,21.522,,2.458,13.083,9.6,6.717,3.2,227.217
2012-12-22,194.292,99.0,67.583,44.0,22.625,,1.042,19.083,10.7,6.821,3.7,216.917
2012-12-23,193.375,57.0,43.083,36.0,14.5,,3.045,10.583,9.3,7.121,4.7,207.875
2012-12-24,190.792,56.0,36.042,20.0,10.625,,1.75,6.958,8.4,5.383,2.6,201.417
2012-12-25,204.25,57.0,43.75,34.0,22.208,,3.125,13.583,10.5,5.579,1.2,226.458
2012-12-26,194.417,54.0,36.542,26.0,14.417,,1.318,5.75,7.3,4.525,1.1,208.833
2012-12-27,195.864,66.0,41.5,30.0,17.955,,2.522,10.087,6.7,3.912,0.6,213.818
2012-12-28,210.208,99.0,64.417,42.0,39.625,,2.125,25.875,7.8,4.392,1.7,249.833
2012-12-29,190.5,99.0,74.292,43.0,12.417,,1.727,9.5,11.7,7.492,3.7,202.917
2012-12-30,194.625,98.0,94.875,76.0,18.917,,1.042,12.958,8.3,7.267,6.5,213.542
2012-12-31,191.583,98.0,42.208,30.0,13.5,,1.958,6.042,11.2,8.754,5.2,205.083
2013-01-01,194.417,65.0,46.042,35.0,13.917,21.375,2.542,23.0,14.7,10.079,5.1,208.333
2013-01-02,193.609,58.0,42.25,31.0,11.478,9.042,1.818,12.167,12.2,8.4,5.5,205.087
2013-01-03,197.0,50.0,41.542,35.0,12.542,15.875,4.75,17.583,9.0,6.742,4.8,209.542
2013-01-04,199.333,62.0,44.667,33.0,17.458,16.25,2.417,17.125,11.5,7.35,4.3,216.792
2013-01-05,191.042,44.0,37.417,32.0,9.25,6.304,2.091,7.75,7.0,5.638,4.4,200.292
2013-01-06,190.348,42.0,34.417,21.0,9.913,5.375,1.25,8.333,10.4,6.054,3.5,200.261
2013-01-07,192.792,64.0,46.708,32.0,15.208,13.13,4.333,15.125,9.6,6.1,2.3,208.0
2013-01-08,216.957,90.0,63.208,40.0,27.174,29.792,5.167,30.333,13.4,8.208,4.1,244.13
2013-01-09,187.458,91.0,62.5,32.0,10.083,10.042,1.208,11.333,10.8,7.129,3.3,197.542
2013-01-10,188.818,37.0,27.875,17.0,10.045,5.565,0.435,6.174,6.6,4.192,1.7,198.864
2013-01-11,198.625,56.0,43.583,30.0,21.458,16.083,2.955,15.25,8.5,5.392,1.8,220.083
2013-01-12,199.667,54.0,49.167,41.0,21.167,18.75,2.292,19.208,9.6,6.2,2.7,220.833
2013-01-13,188.542,49.0,34.792,25.0,8.917,6.542,1.083,8.292,8.5,5.583,2.6,197.458
2013-01-14,190.217,42.0,31.25,25.0,8.217,7.5,1.227,8.958,8.4,4.604,2.0,198.435
2013-01-15,193.292,51.0,42.375,38.0,12.0,13.208,3.208,13.792,4.5,3.671,2.7,205.292
2013-01-16,198.792,58.0,45.042,31.0,17.792,15.958,2.417,16.25,8.0,5.158,0.9,216.583
2013-01-17,194.286,51.0,39.625,29.0,10.905,9.826,1.095,10.87,10.1,6.325,3.8,205.19
2013-01-18,198.875,61.0,45.167,35.0,10.833,18.458,4.25,17.375,7.8,5.517,3.9,209.708
2013-01-19,193.458,74.0,38.167,22.0,6.458,9.958,1.542,9.667,7.1,4.633,2.6,199.917
2013-01-20,206.217,61.0,43.167,26.0,25.478,21.0,9.091,20.833,8.1,5.312,2.4,231.696
2013-01-21,199.875,83.0,48.375,34.0,21.25,27.625,4.833,25.417,11.3,6.829,3.2,221.125
2013-01-22,195.042,84.0,48.833,28.0,11.0,21.375,5.208,20.667,9.8,5.904,2.6,206.042
2013-01-23,196.625,50.0,35.458,23.0,13.875,12.708,2.136,13.208,10.7,6.812,3.1,210.5
2013-01-24,202.952,56.0,47.667,41.0,24.0,24.957,2.391,23.391,12.6,7.804,3.2,226.952
2013-01-25,264.042,63.0,56.333,48.0,58.083,61.417,12.458,58.261,13.1,8.538,5.0,322.125
2013-01-26,192.391,87.0,51.0,27.0,8.913,9.625,1.182,12.375,14.2,10.183,2.9,201.304
2013-01-27,196.75,62.0,36.208,24.0,9.125,8.875,2.208,10.292,7.3,4.892,1.8,205.875
2013-01-28,199.625,51.0,38.542,23.0,18.083,15.667,2.542,17.208,14.8,9.075,2.7,217.708
2013-01-29,198.5,69.0,44.917,27.0,12.917,12.083,4.045,13.208,12.0,8.992,5.2,211.417
2013-01-30,205.542,91.0,69.042,57.0,25.125,21.042,2.042,23.083,15.6,11.075,6.7,230.667
2013-01-31,197.261,73.0,41.833,25.0,15.826,12.913,1.217,15.217,15.8,10.8,6.5,213.087
2013-02-01,203.043,77.0,50.667,34.0,15.0,19.667,4.591,20.833,11.9,8.4,5.7,218.043
2013-02-02,224.958,93.0,72.542,54.0,26.083,39.125,4.708,36.417,11.9,9.396,6.7,251.042
2013-02-03,212.792,94.0,75.083,58.0,38.917,61.25,4.875,61.167,16.8,13.179,9.3,251.708
2013-02-04,190.625,87.0,71.875,39.0,11.75,14.792,2.591,17.708,12.6,5.238,1.4,202.375
2013-02-05,191.75,39.0,32.083,26.0,8.458,5.0,0.958,6.75,4.9,1.996,0.3,200.208
2013-02-06,193.125,37.0,32.875,29.0,9.292,6.292,0.958,8.375,5.8,2.858,0.0,202.417
2013-02-07,193.045,47.0,36.333,26.0,8.864,10.696,3.889,13.261,7.1,4.329,1.8,201.909
2013-02-08,192.125,90.0,82.958,50.0,8.25,8.5,1.25,9.833,3.6,0.629,-0.3,200.375
2013-02-09,190.667,88.0,55.625,42.0,6.708,2.792,1.0,5.583,9.4,5.696,1.5,197.375
2013-02-10,195.0,49.0,38.042,26.0,9.917,10.875,1.636,13.542,9.1,6.304,3.9,204.917
2013-02-11,193.75,66.0,49.792,40.0,7.625,7.875,3.458,10.292,4.5,3.554,2.7,201.375
2013-02-12,193.125,54.0,47.708,42.0,7.083,6.333,2.167,8.792,8.1,5.025,3.2,200.208
2013-02-13,197.174,56.0,46.625,37.0,13.0,10.625,3.5,13.708,7.0,5.175,2.7,210.174
2013-02-14,196.333,91.0,79.708,38.0,13.429,11.045,1.0,12.087,5.3,1.671,0.0,209.762
2013-02-15,188.958,91.0,73.958,47.0,9.542,2.292,1.0,5.958,7.3,4.321,0.2,198.5
2013-02-16,191.375,52.0,39.0,27.0,8.708,10.667,1.545,13.417,10.8,7.729,5.8,200.083
2013-02-17,195.917,42.0,36.292,29.0,11.583,23.375,2.833,27.25,12.3,7.558,4.2,207.5
2013-02-18,192.083,42.0,33.708,27.0,8.833,10.75,1.0,13.917,8.6,4.992,3.0,200.917
2013-02-19,192.87,42.0,34.792,24.0,7.478,9.625,1.0,13.042,8.6,5.017,2.2,200.348
2013-02-20,196.083,54.0,42.0,31.0,9.625,19.042,3.667,22.5,7.4,5.062,2.1,205.708
2013-02-21,194.818,45.0,33.833,24.0,8.773,13.5,1.391,17.348,9.5,5.904,3.3,203.591
2013-02-22,194.458,41.0,34.083,27.0,7.75,9.125,1.273,12.833,9.9,5.696,2.6,202.208
2013-02-23,195.625,56.0,46.042,41.0,8.333,13.0,3.75,16.042,8.4,5.938,3.8,203.958
2013-02-24,195.917,61.0,50.875,40.0,9.167,14.542,4.667,18.0,8.6,6.55,4.8,205.083
2013-02-25,199.391,64.0,48.042,35.0,17.261,34.083,5.318,35.458,12.3,8.654,4.4,216.652
2013-02-26,198.75,69.0,47.958,29.0,12.292,43.75,6.042,49.458,14.6,10.033,6.3,211.042
2013-02-27,207.478,92.0,77.167,60.0,26.304,53.958,5.13,62.87,14.1,10.412,8.3,233.783
2013-02-28,196.917,93.0,62.792,35.0,12.625,21.75,2.864,30.583,18.7,14.242,10.1,209.542
2013-03-01,193.958,90.0,77.167,61.0,10.417,29.25,3.917,33.958,11.9,9.175,7.3,204.375
2013-03-02,191.292,89.0,85.75,82.0,8.0,13.542,1.708,15.375,7.2,5.9,5.2,199.292
2013-03-03,195.087,87.0,55.75,29.0,10.652,8.833,1.636,11.167,10.2,6.783,4.7,205.739
2013-03-04,201.708,73.0,47.5,36.0,10.292,15.083,3.917,18.125,9.9,6.883,2.6,212.0
2013-03-05,200.292,92.0,83.0,45.0,20.875,22.417,1.75,22.917,9.2,6.946,5.0,221.167
2013-03-06,192.125,42.0,30.333,22.0,9.542,8.5,1.0,11.958,8.4,5.692,3.3,201.667
2013-03-07,195.0,51.0,34.792,18.0,12.391,12.957,1.913,15.609,7.7,4.471,2.3,207.391
2013-03-08,195.708,50.0,37.375,25.0,13.792,13.667,2.292,16.292,9.0,6.079,2.6,209.5
2013-03-09,193.87,73.0,46.5,29.0,9.87,13.042,3.773,15.833,9.9,6.583,3.6,203.739
2013-03-10,192.417,70.0,35.542,19.0,9.083,8.875,1.25,12.125,8.0,5.171,2.3,201.5
2013-03-11,194.083,60.0,34.833,12.0,10.333,8.167,2.042,12.958,9.9,6.35,1.9,204.417
2013-03-12,204.917,60.0,43.042,32.0,25.083,35.333,5.955,41.833,16.6,11.108,4.6,230.0
2013-03-13,196.542,94.0,80.292,67.0,20.458,34.417,3.333,49.826,18.3,12.625,8.9,217.0
2013-03-14,188.0,73.0,48.0,30.0,8.824,5.381,1.739,9.81,13.6,10.075,6.6,196.824
2013-03-15,190.583,67.0,40.708,23.0,9.833,9.167,2.273,12.75,11.7,8.388,5.0,200.417
2013-03-16,195.083,67.0,47.458,35.0,12.75,23.917,2.542,29.833,17.4,11.142,5.0,207.833
2013-03-17,195.391,74.0,51.375,38.0,12.87,35.792,4.958,45.875,16.3,12.004,8.0,208.261
2013-03-18,190.833,76.0,64.0,47.0,12.083,26.875,1.273,36.583,19.3,15.162,9.3,202.917
2013-03-19,191.611,63.0,46.208,34.0,7.944,19.4,3.947,31.917,12.9,10.979,9.6,199.556
2013-03-20,191.542,92.0,83.167,63.0,13.833,9.143,0.792,11.286,10.1,8.317,7.1,205.375
2013-03-21,186.458,72.0,38.333,19.0,7.667,2.958,1.0,8.917,14.3,10.296,7.5,194.125
2013-03-22,190.667,58.0,36.667,21.0,8.083,7.208,2.042,13.792,13.1,9.508,5.5,198.75
2013-03-23,192.565,63.0,36.875,21.0,10.217,12.292,1.708,18.5,16.9,12.025,8.0,202.783
2013-03-24,195.083,64.0,39.875,23.0,14.458,20.708,3.273,27.708,17.9,13.592,9.3,209.542
2013-03-25,192.583,59.0,45.167,23.0,16.958,30.042,4.458,40.375,21.9,16.621,12.3,209.542
2013-03-26,198.609,87.0,60.125,40.0,17.304,24.87,6.478,35.304,18.8,16.142,14.4,215.913
2013-03-27,190.292,91.0,76.083,56.0,15.917,29.708,1.682,35.292,15.3,12.675,10.8,206.208
2013-03-28,199.0,78.0,54.167,26.0,22.545,30.333,3.833,38.958,19.7,14.679,9.3,221.545
2013-03-29,189.217,70.0,53.708,40.0,11.261,21.292,1.25,34.625,20.9,17.317,13.7,200.478
2013-03-30,184.417,94.0,79.667,42.0,10.25,10.917,1.455,24.833,18.8,16.467,15.2,194.667
2013-03-31,187.417,49.0,32.333,20.0,9.083,9.333,0.708,19.667,20.1,15.975,13.0,196.5
2013-04-01,195.542,83.0,59.75,32.0,12.542,20.583,5.545,20.792,14.9,11.142,6.9,208.083
2013-04-02,200.826,94.0,88.917,72.0,25.0,21.333,1.875,20.667,12.9,10.912,8.8,225.826
2013-04-03,188.727,95.0,73.792,49.0,12.682,4.375,1.0,6.696,16.4,13.638,11.7,201.409
2013-04-04,197.167,75.0,57.167,40.0,15.542,13.304,3.727,14.208,20.5,17.012,11.9,212.708
2013-04-05,199.958,81.0,67.042,52.0,17.333,23.667,3.583,28.917,22.1,17.983,14.0,217.292
2013-04-06,205.5,96.0,76.708,55.0,16.958,14.542,2.708,22.792,20.1,17.371,15.2,222.458
2013-04-07,187.167,94.0,58.5,29.0,10.667,7.875,1.0,12.833,21.6,17.592,12.6,197.833
2013-04-08,192.652,37.0,27.708,17.0,11.391,13.667,2.125,14.417,19.3,15.067,11.5,204.043
2013-04-09,198.292,56.0,44.208,28.0,15.167,22.042,5.417,26.083,21.6,16.825,11.7,213.458
2013-04-10,201.375,72.0,54.708,42.0,11.958,20.333,3.864,25.208,16.4,13.675,8.4,213.333
2013-04-11,198.727,77.0,64.542,55.0,12.5,15.227,3.696,17.174,12.0,9.675,6.9,211.227
2013-04-12,194.875,68.0,45.042,29.0,13.792,22.792,3.292,22.375,15.8,11.754,7.5,208.667
2013-04-13,196.375,63.0,51.042,35.0,12.417,14.833,4.182,16.292,15.9,12.196,8.1,208.792
2013-04-14,188.348,61.0,49.583,36.0,11.609,23.0,2.042,24.833,19.5,16.525,11.6,199.957
2013-04-15,189.833,65.0,55.25,43.0,12.375,27.167,3.917,34.542,20.9,17.262,12.9,202.208
2013-04-16,189.917,76.0,56.208,38.0,14.0,21.458,4.5,27.208,21.2,16.275,11.1,203.917
2013-04-17,186.0,73.0,58.625,48.0,14.333,31.75,2.042,41.083,22.5,20.6,17.4,200.333
2013-04-18,182.958,80.0,67.958,60.0,14.375,19.0,2.625,23.958,22.3,19.667,17.0,197.333
2013-04-19,186.318,78.0,44.958,20.0,12.045,18.304,1.667,20.522,19.5,14.254,10.4,198.364
2013-04-20,193.217,83.0,55.75,30.0,11.174,20.25,3.042,21.833,10.7,9.267,6.3,204.391
2013-04-21,191.833,89.0,73.5,38.0,10.875,8.667,1.458,8.667,10.0,7.546,5.8,202.708
2013-04-22,191.417,41.0,31.417,24.0,9.958,20.333,1.136,18.542,16.5,11.975,7.4,201.375
2013-04-23,195.333,52.0,41.75,28.0,14.875,26.0,3.375,25.167,17.9,14.375,9.3,210.208
2013-04-24,192.292,96.0,74.375,51.0,11.417,17.667,2.0,24.583,17.5,16.55,15.5,203.708
2013-04-25,189.5,92.0,48.583,26.0,13.083,22.958,3.273,24.958,21.3,17.771,13.2,202.583
2013-04-26,189.714,78.0,61.167,32.0,15.095,22.913,3.652,28.174,22.1,17.3,12.0,204.81
2013-04-27,194.0,67.0,37.125,25.0,13.542,17.917,1.958,17.583,19.9,15.562,11.4,207.542
2013-04-28,194.792,55.0,31.167,23.0,12.167,21.333,1.773,20.125,20.2,16.979,12.8,206.958
2013-04-29,200.375,60.0,40.125,23.0,14.042,26.542,3.792,25.458,21.2,17.833,13.1,214.417
2013-04-30,190.083,72.0,62.75,54.0,11.375,25.583,1.542,30.292,20.8,19.338,16.1,201.458
2013-05-01,190.667,84.0,64.458,49.0,9.667,23.375,4.136,35.958,18.1,14.288,11.7,200.333
2013-05-02,189.864,87.0,44.458,26.0,10.909,10.909,1.773,13.174,18.6,14.204,10.8,200.773
2013-05-03,191.583,67.0,43.542,32.0,10.958,13.625,3.042,12.958,18.5,14.804,11.6,202.542
2013-05-04,193.042,77.0,54.917,32.0,11.292,17.958,3.818,17.875,19.7,16.279,12.0,204.333
2013-05-05,193.625,71.0,49.5,27.0,13.333,21.5,3.708,23.583,22.4,18.092,14.6,206.958
2013-05-06,191.042,71.0,50.125,35.0,12.042,27.708,1.958,29.708,24.0,20.117,15.2,203.083
2013-05-07,188.958,42.0,31.917,21.0,7.542,12.25,1.0,13.458,19.8,15.783,10.9,196.5
2013-05-08,189.478,57.0,34.917,16.0,11.652,15.292,3.458,13.833,22.8,16.996,10.8,201.13
2013-05-09,202.875,67.0,49.625,32.0,19.417,21.708,5.75,23.917,23.1,19.358,15.0,222.292
2013-05-10,198.19,74.0,53.333,37.0,27.667,34.0,6.316,39.043,26.7,22.167,17.2,225.857
2013-05-11,190.083,94.0,84.542,65.0,18.708,19.5,1.708,24.833,20.6,19.242,17.8,208.792
2013-05-12,189.053,93.0,76.81,52.0,14.0,14.55,2.6,16.7,24.2,18.967,16.0,203.053
2013-05-13,195.292,90.0,77.083,57.0,15.542,18.667,5.227,22.5,23.1,19.05,15.6,210.833
2013-05-14,196.478,83.0,66.958,49.0,20.739,26.5,6.458,27.5,27.6,22.408,18.6,217.217
2013-05-15,196.375,89.0,71.333,49.0,14.833,27.833,6.708,31.083,24.3,20.471,17.3,211.208
2013-05-16,189.545,81.0,67.458,48.0,13.682,26.217,3.095,28.565,25.4,20.304,15.8,203.227
2013-05-17,191.25,83.0,62.75,36.0,12.167,19.875,3.25,22.417,22.5,17.696,13.4,203.417
2013-05-18,189.917,80.0,64.792,51.0,13.042,20.833,3.5,22.375,23.1,19.558,15.9,202.958
2013-05-19,187.042,90.0,64.792,53.0,11.375,15.042,2.818,18.458,22.5,19.85,16.9,198.417
2013-05-20,198.87,97.0,94.333,91.0,17.652,11.375,2.708,18.792,20.5,18.979,16.9,216.522
2013-05-21,192.333,93.0,74.083,56.0,15.833,20.0,4.375,21.708,26.0,22.762,20.3,208.167
2013-05-22,195.5,83.0,72.708,53.0,14.875,32.083,6.591,35.708,26.3,21.933,19.1,210.375
2013-05-23,196.5,80.0,53.083,42.0,15.625,30.417,4.917,30.333,24.8,22.071,19.8,212.125
2013-05-24,198.087,75.0,49.792,27.0,20.0,24.522,5.0,26.409,26.3,22.246,16.4,218.087
2013-05-25,196.125,83.0,67.5,50.0,12.25,16.208,3.045,20.583,21.8,18.075,14.3,208.375
2013-05-26,193.957,86.0,71.375,56.0,14.957,21.208,4.125,24.917,25.5,21.638,18.5,208.913
2013-05-27,188.417,78.0,64.75,48.0,12.958,20.042,3.958,22.083,25.7,22.183,19.6,201.375
2013-05-28,187.167,77.0,65.5,50.0,11.667,15.75,3.5,17.417,24.3,21.921,20.3,198.833
2013-05-29,185.667,81.0,72.75,57.0,11.625,18.583,4.583,25.042,23.1,21.612,20.7,197.292
2013-05-30,183.304,94.0,90.208,87.0,12.391,17.174,2.091,26.0,22.2,20.95,20.0,195.696
2013-05-31,188.125,91.0,57.792,37.0,13.0,21.292,4.773,24.208,26.3,22.454,18.8,201.125
2013-06-01,192.217,79.0,59.583,36.0,13.652,22.25,3.5,26.792,24.6,20.346,17.0,205.87
2013-06-02,185.583,79.0,65.583,50.0,8.542,16.792,1.833,17.792,21.7,18.412,15.0,194.125
2013-06-03,190.958,78.0,64.375,46.0,12.333,22.292,6.409,26.083,24.8,19.408,14.7,203.292
2013-06-04,195.375,82.0,65.833,41.0,17.792,29.583,5.25,31.417,27.2,22.717,19.1,213.167
2013-06-05,190.083,78.0,69.292,51.0,13.833,22.375,3.917,26.208,26.1,22.546,20.2,203.917
2013-06-06,187.792,83.0,67.833,53.0,12.042,20.375,6.409,22.417,24.6,22.312,20.4,199.833
2013-06-07,196.6,83.0,67.708,48.0,11.3,14.478,4.696,16.783,24.0,21.558,20.1,207.9
2013-06-08,188.292,78.0,64.542,46.0,14.583,20.375,2.0,20.708,25.7,22.162,19.3,202.875
2013-06-09,191.667,81.0,64.833,46.0,19.875,29.167,4.909,31.167,27.5,23.771,20.0,211.542
2013-06-10,187.667,85.0,71.083,59.0,15.042,27.458,6.0,28.667,26.0,23.075,21.0,202.708
2013-06-11,191.583,90.0,78.917,64.0,11.958,17.917,5.125,20.708,22.1,21.083,20.0,203.542
2013-06-12,188.958,94.0,89.708,83.0,12.75,15.542,2.455,19.958,23.5,20.992,19.1,201.708
2013-06-13,182.478,96.0,93.458,90.0,9.826,6.542,1.958,10.167,21.8,21.133,20.7,192.304
2013-06-14,195.0,96.0,89.083,74.0,14.5,13.545,3.087,16.957,26.4,23.129,20.6,209.5
2013-06-15,205.25,92.0,78.833,67.0,14.625,18.708,4.909,20.333,28.2,25.571,22.8,219.875
2013-06-16,186.375,93.0,85.5,75.0,11.667,10.208,2.167,12.458,25.7,22.896,21.1,198.042
2013-06-17,187.417,94.0,79.042,60.0,14.042,21.5,4.125,23.25,28.0,24.167,20.6,201.458
2013-06-18,181.167,87.0,73.875,63.0,20.333,34.208,4.318,38.083,29.8,26.579,23.6,201.5
2013-06-19,181.348,89.0,75.958,68.0,14.478,25.875,1.75,30.542,27.5,26.379,24.0,195.826
2013-06-20,192.167,93.0,88.542,80.0,17.75,11.125,1.5,16.625,23.5,21.967,20.4,209.917
2013-06-21,193.318,93.0,88.708,83.0,22.182,19.435,2.952,22.043,22.9,21.517,19.5,215.5
2013-06-22,191.125,90.0,74.833,59.0,20.917,19.542,3.875,21.792,26.9,22.788,19.4,212.042
2013-06-23,194.5,87.0,73.208,59.0,16.917,28.625,3.625,27.5,26.6,23.746,20.2,211.417
2013-06-24,197.25,92.0,75.0,61.0,17.583,30.292,3.273,31.292,27.6,23.646,20.6,214.833
2013-06-25,202.565,90.0,77.875,59.0,17.696,35.875,4.833,36.0,27.0,23.871,22.2,220.261
2013-06-26,192.958,95.0,89.208,81.0,14.417,24.083,5.083,26.5,23.1,21.508,19.7,207.375
2013-06-27,187.292,90.0,64.5,42.0,11.292,14.25,3.318,13.792,27.4,22.942,19.3,198.583
2013-06-28,196.429,83.0,74.333,65.0,12.857,21.609,6.091,22.391,25.4,22.121,19.5,209.286
2013-06-29,196.208,85.0,71.042,41.0,16.625,20.958,4.5,21.042,28.4,23.967,21.6,212.833
2013-06-30,194.375,90.0,73.333,56.0,14.25,17.958,3.682,18.458,27.5,24.021,21.6,208.625
2013-07-01,185.304,80.0,71.375,64.0,13.087,17.25,3.833,18.208,25.4,23.546,21.9,198.391
2013-07-02,183.833,81.0,65.75,48.0,11.042,19.292,5.125,19.25,27.5,24.154,21.7,194.875
2013-07-03,180.625,84.0,73.292,63.0,9.625,15.75,2.955,17.458,25.5,23.812,22.2,190.25
2013-07-04,177.167,90.0,84.917,75.0,10.25,15.5,2.667,21.833,26.7,24.712,23.1,187.417
2013-07-05,172.217,95.0,84.375,75.0,8.87,17.565,1.609,25.739,28.1,26.179,24.1,181.087
2013-07-06,171.417,83.0,73.333,62.0,8.792,18.417,1.0,21.667,31.4,28.642,26.2,180.208
2013-07-07,175.87,86.0,72.792,55.0,15.652,23.792,3.208,27.292,33.5,29.042,25.8,191.522
2013-07-08,202.292,89.0,71.625,48.0,15.417,31.833,6.875,35.5,35.1,29.35,25.1,217.708
2013-07-09,199.875,85.0,70.042,50.0,22.625,39.167,7.091,41.792,34.5,29.862,26.3,222.5
2013-07-10,180.208,82.0,70.167,52.0,29.833,47.375,6.583,52.125,34.8,29.696,27.0,210.042
2013-07-11,193.583,79.0,69.958,57.0,29.625,49.542,9.167,55.583,33.2,30.025,27.8,223.208
2013-07-12,194.238,86.0,69.167,53.0,23.667,46.913,10.667,53.478,34.4,29.975,26.7,217.905
2013-07-13,214.0,82.0,69.75,53.0,25.087,51.042,12.542,60.083,33.6,30.0,27.2,239.087
2013-07-14,203.5,85.0,69.958,53.0,20.25,49.208,5.875,56.208,33.5,29.708,27.3,223.75
2013-07-15,183.0,83.0,65.333,34.0,14.875,31.5,3.727,33.875,34.8,28.733,22.8,197.875
2013-07-16,187.375,78.0,67.333,55.0,15.25,18.958,4.5,20.583,28.7,25.208,22.3,202.625
2013-07-17,197.0,92.0,78.25,61.0,16.25,21.458,5.75,24.583,28.5,24.65,22.2,213.25
2013-07-18,182.542,91.0,75.208,58.0,20.583,30.167,6.091,34.917,32.1,27.738,23.8,203.125
2013-07-19,186.714,80.0,68.375,51.0,12.286,17.217,5.217,19.87,29.6,25.171,21.4,199.0
2013-07-20,190.292,77.0,66.833,58.0,11.0,16.458,5.125,17.083,27.3,24.008,21.4,201.292
2013-07-21,193.958,80.0,63.5,52.0,13.833,22.292,5.273,22.375,29.0,24.492,21.2,207.792
2013-07-22,186.625,88.0,79.0,69.0,15.583,28.625,4.083,32.542,28.8,26.142,23.3,202.208
2013-07-23,201.708,95.0,79.375,52.0,18.958,34.583,5.625,42.125,33.4,27.725,24.3,220.667
2013-07-24,191.875,91.0,88.167,81.0,13.625,21.917,3.818,27.0,26.4,25.104,24.2,205.5
2013-07-25,187.522,91.0,78.292,64.0,14.522,25.25,6.042,28.667,29.5,26.796,24.5,202.043
2013-07-26,181.043,89.0,78.167,62.0,18.087,30.478,5.0,36.913,31.6,28.133,25.7,199.13
2013-07-27,182.208,89.0,77.458,61.0,16.375,27.833,4.409,33.625,31.9,27.804,22.9,198.583
2013-07-28,188.25,84.0,68.458,51.0,16.917,23.667,3.958,23.208,31.3,27.671,23.7,205.167
2013-07-29,196.875,92.0,83.375,73.0,18.25,30.208,3.917,36.083,27.0,26.121,24.6,215.125
2013-07-30,192.417,89.0,77.833,64.0,21.167,38.333,5.091,42.292,31.3,27.667,25.4,213.583
2013-07-31,195.0,88.0,78.542,67.0,15.304,41.625,9.083,47.625,30.1,27.25,25.2,210.304
2013-08-01,192.0,91.0,79.708,59.0,15.917,35.208,7.833,41.917,33.1,27.729,24.6,207.917
2013-08-02,182.913,85.0,75.5,66.0,13.87,18.435,5.1,23.435,28.2,25.379,23.2,196.783
2013-08-03,190.708,82.0,71.0,55.0,15.5,24.417,7.458,29.333,31.2,26.625,23.7,206.208
2013-08-04,184.042,87.0,75.583,59.0,14.292,18.917,3.5,25.75,30.7,27.704,25.4,198.333
2013-08-05,185.667,88.0,75.542,62.0,16.167,23.125,4.909,31.333,31.7,28.933,26.7,201.833
