date,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,18.957,20.783,1.826,16.167
2011-01-02,14.208,15.875,1.667,12.083
2011-01-03,7.5,7.792,0.292,2.75
2011-01-04,15.083,17.5,2.417,7.542
2011-01-05,16.174,18.696,2.522,4.565
2011-01-06,31.917,46.458,14.542,11.292
2011-01-07,12.739,14.13,1.391,4.125
2011-01-08,10.792,11.333,0.542,3.375
2011-01-09,23.292,26.708,3.417,14.75
2011-01-10,33.875,45.458,11.583,17.083
2011-01-11,24.542,36.0,11.458,16.958
2011-01-12,22.13,26.696,4.565,5.478
2011-01-13,39.696,72.478,32.783,16.667
2011-01-14,18.25,20.583,2.333,7.125
2011-01-15,23.292,28.042,4.75,12.417
2011-01-16,24.55,28.65,4.1,16.75
2011-01-17,20.125,22.875,2.75,10.417
2011-01-18,40.667,62.417,21.75,24.042
2011-01-19,23.682,33.591,9.909,23.435
2011-01-20,18.25,22.667,4.417,15.625
2011-01-21,17.333,20.792,3.458,8.375
2011-01-22,15.167,23.667,8.5,6.375
2011-01-23,32.208,95.917,63.708,15.167
2011-01-24,23.417,31.0,7.583,7.292
2011-01-25,32.652,56.913,24.261,18.667
2011-01-26,23.261,30.304,7.043,10.0
2011-01-27,30.833,53.708,22.875,14.292
2011-01-28,20.583,26.833,6.25,13.667
2011-01-29,7.958,8.333,0.375,5.0
2011-01-30,17.292,21.792,4.5,5.75
2011-01-31,29.826,43.261,13.435,10.958
2011-02-01,22.792,34.458,11.667,12.333
2011-02-02,13.273,19.435,3.273,11.522
2011-02-03,31.25,43.542,12.292,12.542
2011-02-04,31.583,47.75,16.167,16.667
2011-02-05,16.833,18.625,1.792,15.125
2011-02-06,35.0,51.652,16.652,36.208
2011-02-07,34.083,57.333,23.25,32.917
2011-02-08,16.75,19.125,2.375,7.333
2011-02-09,19.273,22.955,3.682,6.136
2011-02-10,31.958,43.542,11.583,14.167
2011-02-11,16.792,18.0,1.208,10.25
2011-02-12,10.217,10.957,0.739,7.375
2011-02-13,28.375,34.792,6.417,14.875
2011-02-14,32.5,44.958,12.458,31.125
2011-02-15,29.167,47.042,17.875,26.375
2011-02-16,20.13,23.0,2.87,11.217
2011-02-17,24.083,30.75,6.667,20.0
2011-02-18,11.087,12.696,1.609,6.833
2011-02-19,14.917,16.667,1.75,10.167
2011-02-20,36.417,48.0,11.583,16.083
2011-02-21,42.667,56.583,13.917,20.042
2011-02-22,19.542,21.083,1.542,21.083
2011-02-23,32.583,45.833,13.25,27.833
2011-02-24,22.545,24.955,2.409,24.13
2011-02-25,19.875,22.708,2.833,14.333
2011-02-26,9.625,10.917,1.292,5.833
2011-02-27,9.0,11.042,2.042,7.542
2011-02-28,15.417,17.833,2.417,8.25
2011-03-01,31.591,42.5,10.909,17.304
2011-03-02,25.625,34.25,8.625,16.292
2011-03-03,12.875,14.625,1.75,12.75
2011-03-04,7.833,8.167,0.333,14.875
2011-03-05,26.875,37.417,10.542,11.292
2011-03-06,37.75,80.833,43.083,27.583
2011-03-07,25.87,32.435,6.565,30.625
2011-03-08,17.625,19.333,1.708,16.208
2011-03-09,21.211,25.105,3.895,16.13
2011-03-10,13.5,14.667,1.167,4.958
2011-03-11,14.167,15.083,0.917,12.708
2011-03-12,13.167,14.833,1.667,5.167
2011-03-13,14.13,15.783,1.652,5.792
2011-03-14,26.042,30.208,4.167,13.375
2011-03-15,23.909,34.409,10.5,18.136
2011-03-16,22.333,26.0,3.667,16.792
2011-03-17,41.583,57.375,15.792,34.625
2011-03-18,28.708,43.083,14.375,32.917
2011-03-19,17.652,21.304,3.652,10.25
2011-03-20,22.125,24.292,2.167,14.875
2011-03-21,11.417,12.417,1.0,8.667
2011-03-22,55.609,105.696,50.087,33.696
2011-03-23,41.25,51.667,10.417,34.417
2011-03-24,29.708,41.417,11.708,12.5
2011-03-25,20.87,26.174,5.304,9.792
2011-03-26,16.458,18.417,1.958,9.75
2011-03-27,25.792,29.208,3.417,16.25
2011-03-28,36.625,52.375,15.75,32.167
2011-03-29,21.261,25.174,3.913,16.478
2011-03-30,11.458,12.25,0.792,14.333
2011-03-31,6.391,6.87,0.478,11.875
2011-04-01,20.75,23.417,2.667,16.292
2011-04-02,32.667,39.417,6.75,30.667
2011-04-03,8.333,8.417,0.083,9.708
2011-04-04,10.917,11.583,0.667,9.875
2011-04-05,23.208,25.917,2.708,13.292
2011-04-06,39.913,49.87,9.957,25.167
2011-04-07,18.043,19.696,1.652,18.391
2011-04-08,6.375,6.458,0.083,10.208
2011-04-09,11.042,11.458,0.417,14.667
2011-04-10,9.083,9.208,0.125,14.458
