date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2011-01-01,5.783,25.958,38.958,13.0,,19.375
2011-01-02,4.167,16.913,25.261,8.348,,14.417
2011-01-03,3.208,11.458,17.125,5.667,,4.208
2011-01-04,5.167,22.583,40.917,18.333,,9.458
2011-01-05,5.348,26.652,59.174,32.522,,8.696
2011-01-06,7.083,39.042,87.292,48.25,,17.458
2011-01-07,3.913,20.25,37.625,17.375,,5.625
2011-01-08,3.667,14.261,22.304,8.043,,5.042
2011-01-09,5.375,29.667,49.958,20.292,,17.667
2011-01-10,5.583,41.292,82.375,41.083,,24.333
2011-01-11,6.042,32.708,75.917,43.208,,20.583
2011-01-12,4.87,31.217,66.565,35.348,,11.565
2011-01-13,8.783,47.583,126.208,78.625,,22.125
2011-01-14,5.708,25.435,48.826,23.391,,10.0
2011-01-15,5.708,24.875,39.708,14.833,,14.375
2011-01-16,4.958,29.458,58.417,28.958,,19.0
2011-01-17,3.583,24.292,38.375,14.083,,14.417
2011-01-18,7.833,47.25,109.5,62.25,,28.833
2011-01-19,4.864,30.217,65.0,34.783,,27.217
2011-01-20,4.625,27.087,57.043,29.957,,19.958
2011-01-21,3.792,21.583,37.375,15.792,,11.417
2011-01-22,5.875,21.292,45.833,24.542,,8.792
2011-01-23,8.708,38.375,139.542,101.167,,21.458
2011-01-24,5.083,32.208,64.875,32.667,,12.417
2011-01-25,8.087,42.583,110.833,68.25,,27.208
2011-01-26,5.913,32.591,73.273,40.682,,14.217
2011-01-27,7.958,39.875,105.792,65.917,,19.792
2011-01-28,5.458,27.625,56.708,29.083,,16.958
2011-01-29,3.375,11.125,17.125,6.0,,6.417
2011-01-30,4.167,24.583,47.958,23.375,,9.625
2011-01-31,6.217,38.75,83.833,45.083,,15.083
2011-02-01,6.458,31.609,71.478,39.87,,17.542
2011-02-02,4.217,18.636,38.182,19.545,,7.909
2011-02-03,7.0,39.458,87.0,47.542,,15.792
2011-02-04,6.625,36.625,77.667,41.042,,17.292
2011-02-05,4.333,19.542,24.833,5.292,,17.125
2011-02-06,8.261,42.458,95.417,52.958,,39.625
2011-02-07,9.708,43.174,120.913,77.739,,39.25
2011-02-08,5.625,25.958,53.792,27.833,,10.458
2011-02-09,4.542,27.542,59.708,32.167,,9.125
2011-02-10,5.391,37.087,74.043,36.957,,16.391
2011-02-11,4.333,21.333,35.25,13.917,,12.958
2011-02-12,3.913,15.083,24.375,9.292,,9.667
2011-02-13,4.875,34.217,54.696,20.478,,19.958
2011-02-14,7.0,40.083,88.542,48.458,,37.5
2011-02-15,8.0,37.333,94.458,57.125,,33.083
2011-02-16,4.174,25.652,44.87,19.217,,15.304
2011-02-17,5.083,30.667,61.583,30.917,,23.125
2011-02-18,3.739,16.542,30.292,13.75,,9.833
2011-02-19,4.375,20.174,30.261,10.087,,12.917
2011-02-20,8.083,45.5,97.875,52.375,,22.083
2011-02-21,7.25,48.958,100.0,51.042,,23.75
2011-02-22,4.174,24.579,32.947,8.368,,24.565
2011-02-23,8.333,41.25,97.792,56.542,,34.25
2011-02-24,5.565,30.0,48.75,18.75,,28.917
2011-02-25,4.5,24.565,38.435,13.87,,18.042
2011-02-26,2.833,11.083,13.75,2.667,,8.542
2011-02-27,3.833,17.458,34.667,17.208,,11.0
2011-02-28,3.625,21.833,35.875,14.042,,13.0
2011-03-01,6.0,38.696,83.826,45.13,,23.522
2011-03-02,5.25,32.043,62.565,30.522,,18.792
2011-03-03,3.5,16.167,22.917,6.75,,14.167
2011-03-04,3.125,9.208,10.208,1.0,,15.375
2011-03-05,7.5,35.042,77.208,42.167,,15.625
2011-03-06,8.583,43.833,118.75,74.917,,37.0
2011-03-07,5.304,32.375,58.0,25.625,,37.125
2011-03-08,4.739,23.955,37.818,13.864,,20.087
2011-03-09,6.5,33.792,72.333,38.542,,23.208
2011-03-10,4.625,22.125,38.625,16.5,,6.292
2011-03-11,4.125,17.958,24.167,6.208,,15.375
2011-03-12,4.917,24.667,47.833,23.167,,8.083
2011-03-13,4.478,22.875,43.25,20.375,,7.833
2011-03-14,4.792,33.043,56.304,23.261,,16.833
2011-03-15,5.75,30.375,65.125,34.75,,21.0
2011-03-16,5.087,33.087,57.174,24.087,,20.739
2011-03-17,7.833,45.958,86.542,40.583,,39.083
2011-03-18,6.917,33.0,58.542,25.542,,38.792
2011-03-19,4.739,25.708,50.375,24.667,,14.208
2011-03-20,4.333,27.043,38.391,11.348,,17.667
2011-03-21,4.292,21.5,39.542,18.042,,10.792
2011-03-22,9.391,62.826,150.261,87.435,,39.913
2011-03-23,7.625,50.625,93.833,43.208,,39.375
2011-03-24,6.5,37.958,67.417,29.458,,16.75
2011-03-25,5.087,24.167,40.167,16.0,,11.042
2011-03-26,5.333,30.826,57.913,27.087,,15.833
2011-03-27,6.833,41.167,77.5,36.333,,23.167
2011-03-28,6.458,43.375,79.292,35.917,,36.13
2011-03-29,6.435,37.739,69.739,32.0,,23.957
2011-03-30,6.292,34.5,64.042,29.542,,19.25
2011-03-31,3.522,17.458,28.917,11.458,,14.292
2011-04-01,6.25,37.13,66.043,28.913,,22.583
2011-04-02,5.333,36.5,56.875,20.375,,33.542
2011-04-03,2.5,8.667,10.375,1.708,,12.958
2011-04-04,3.333,19.417,35.417,16.0,,12.667
2011-04-05,4.792,30.917,50.333,19.417,,19.25
2011-04-06,7.739,51.833,93.0,41.167,,32.25
2011-04-07,6.13,40.955,77.045,36.091,,26.783
2011-04-08,4.542,28.0,53.25,25.25,,17.458
2011-04-09,4.5,26.125,43.667,17.542,,20.75
2011-04-10,2.667,9.167,9.833,0.667,,16.542
2011-04-11,5.792,36.833,66.833,30.0,,33.208
2011-04-12,3.783,21.083,36.417,15.333,,20.208
2011-04-13,6.667,50.391,90.957,40.565,,29.917
2011-04-14,7.696,52.783,84.304,31.522,,37.13
2011-04-15,6.542,39.708,73.417,33.708,,34.625
2011-04-16,4.417,23.833,37.167,13.333,,23.125
2011-04-17,3.083,11.542,14.208,2.667,,15.375
2011-04-18,2.565,17.667,20.0,2.333,,17.083
2011-04-19,4.708,27.13,52.348,25.217,,17.542
2011-04-20,3.375,24.292,37.292,13.0,,11.917
2011-04-21,2.957,23.565,28.087,4.522,,16.409
2011-04-22,6.917,43.708,85.833,42.125,,36.444
2011-04-23,5.417,28.167,47.0,18.833,,21.708
2011-04-24,3.522,13.417,16.75,3.333,,11.833
2011-04-25,5.125,31.957,49.391,17.435,,20.857
2011-04-26,6.0,38.958,69.708,30.75,,24.75
2011-04-27,6.667,34.458,61.458,27.0,,47.5
2011-04-28,5.739,31.174,56.391,25.217,,25.043
2011-04-29,2.958,14.792,16.708,1.917,,14.833
2011-04-30,5.174,23.0,31.417,8.417,,25.375
2011-05-01,3.792,13.565,18.043,4.478,,20.542
2011-05-02,6.167,33.375,55.542,22.167,,53.167
2011-05-03,4.208,17.708,22.917,5.208,,39.417
2011-05-04,4.042,15.833,19.125,3.292,,23.375
2011-05-05,2.917,8.333,9.333,1.0,,18.542
2011-05-06,2.957,18.5,20.5,2.0,,23.458
2011-05-07,4.042,32.13,42.261,10.13,,33.5
2011-05-08,5.542,25.875,34.333,8.458,,35.542
2011-05-09,6.667,38.583,64.917,26.333,,29.667
2011-05-10,6.0,40.833,80.875,40.042,,40.833
2011-05-11,3.083,23.958,26.542,2.583,,20.25
2011-05-12,5.864,34.043,57.609,23.565,,21.727
2011-05-13,6.167,35.522,72.261,36.739,,30.292
2011-05-14,6.125,36.375,56.083,19.708,,36.542
