date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,81.0,65.625,42.0,4.75,5.375,0.625,,0.417,11.625,5.8,-0.096,-3.4
2011-01-02,85.0,63.167,31.0,1.833,1.875,0.042,,0.208,6.833,8.0,1.054,-3.7
2011-01-03,69.0,53.292,28.0,1.583,1.583,0.0,,0.0,5.25,6.0,-0.379,-5.8
2011-01-04,82.0,63.167,31.0,2.591,2.727,0.136,,0.5,7.458,7.5,-0.179,-4.0
2011-01-05,67.0,51.125,25.0,2.125,2.25,0.125,,0.0,5.833,5.4,-1.792,-6.0
2011-01-06,76.0,58.25,30.0,5.792,6.417,0.625,,0.167,7.542,6.2,-1.138,-6.5
2011-01-07,72.0,54.667,24.0,2.333,2.417,0.083,,0.0,6.292,6.5,-1.225,-5.0
2011-01-08,70.0,53.875,26.0,2.417,2.708,0.292,,0.125,7.292,6.3,-1.004,-6.6
2011-01-09,77.0,63.042,42.0,4.375,4.958,0.583,,0.217,8.625,5.7,-0.388,-3.9
2011-01-10,82.0,67.833,46.0,8.318,9.455,1.136,,0.273,12.174,5.9,-0.488,-5.1
2011-01-11,87.0,60.917,30.0,4.792,6.208,1.417,,0.708,15.583,6.8,0.646,-3.7
2011-01-12,72.0,47.417,25.0,4.667,5.625,0.958,,0.083,6.833,3.4,-2.15,-6.8
2011-01-13,78.0,59.625,32.0,7.625,9.042,1.417,,0.25,10.375,6.9,-1.312,-5.9
2011-01-14,75.0,58.208,33.0,4.875,6.042,1.167,,0.583,9.125,4.7,-1.096,-5.3
2011-01-15,71.0,62.083,47.0,6.208,7.667,1.458,,0.391,11.958,3.3,-1.258,-4.9
2011-01-16,76.0,61.5,42.0,9.591,10.591,1.0,,0.87,17.783,2.3,-0.558,-3.1
2011-01-17,72.0,60.417,38.0,8.417,9.125,0.708,,0.417,14.458,4.4,-0.588,-4.3
2011-01-18,78.0,66.542,46.0,16.458,18.583,2.125,,0.542,19.125,5.1,-1.292,-5.6
2011-01-19,91.0,71.875,43.0,9.0,9.542,0.542,,0.375,12.792,6.2,0.712,-3.7
2011-01-20,91.0,89.417,87.0,4.042,4.375,0.333,,0.125,8.792,1.0,0.221,-0.1
2011-01-21,92.0,91.0,89.0,3.167,5.125,1.958,,0.0,6.375,1.6,0.421,-0.3
2011-01-22,92.0,90.917,88.0,1.625,2.875,1.25,,0.0,5.708,5.3,1.912,-0.3
2011-01-23,92.0,88.875,79.0,9.875,12.542,2.667,,0.208,9.625,5.1,1.675,-0.6
2011-01-24,89.0,84.667,79.0,6.25,6.792,0.542,,0.042,6.0,0.0,-2.321,-4.6
2011-01-25,88.0,79.875,62.0,2.227,2.545,0.318,,0.0,5.913,2.6,-2.508,-5.1
2011-01-26,80.0,68.292,37.0,2.125,2.5,0.375,,0.5,6.625,2.1,-3.262,-6.5
2011-01-27,86.0,70.5,43.0,4.875,5.917,1.042,,0.609,10.042,2.9,-2.846,-7.8
2011-01-28,83.0,68.625,45.0,3.5,4.042,0.542,,0.458,10.792,2.1,-3.367,-7.3
2011-01-29,78.0,54.833,26.0,1.5,1.625,0.125,,0.417,7.792,3.0,-3.025,-6.9
2011-01-30,71.0,55.708,28.0,3.727,4.136,0.409,,0.273,7.304,3.4,-3.438,-8.9
2011-01-31,76.0,63.0,41.0,9.478,11.739,2.261,,0.5,10.833,4.4,-2.879,-7.9
2011-02-01,76.0,53.958,28.0,2.5,2.708,0.208,,1.542,10.958,5.9,-0.558,-7.0
2011-02-02,58.0,34.75,22.0,1.292,1.542,0.25,,0.913,6.375,2.2,-2.35,-6.7
2011-02-03,65.0,49.083,21.0,3.958,4.333,0.375,,0.833,6.958,2.9,-3.371,-8.6
2011-02-04,71.0,46.875,17.0,2.542,2.875,0.333,,0.417,7.875,8.0,-0.333,-7.5
2011-02-05,81.0,60.875,36.0,5.25,5.875,0.625,,1.167,13.833,6.3,-0.5,-5.9
2011-02-06,92.0,86.375,76.0,4.826,6.478,1.652,,0.125,17.3,3.3,0.054,-3.8
2011-02-07,95.0,92.667,92.0,3.826,5.696,1.87,,0.0,6.833,6.5,3.529,1.2
2011-02-08,93.0,80.125,36.0,7.458,9.792,2.333,,0.0,9.167,3.6,1.45,-1.8
2011-02-09,72.0,45.083,19.0,2.958,3.792,0.833,,0.042,6.667,5.3,-0.604,-4.2
2011-02-10,80.0,62.25,31.0,6.708,8.208,1.5,,0.167,9.958,5.4,-0.775,-5.5
2011-02-11,81.0,59.5,37.0,4.292,5.25,0.958,,0.292,10.583,4.8,-0.367,-5.3
2011-02-12,78.0,56.792,27.0,2.957,3.435,0.478,,0.458,9.765,6.6,-0.467,-4.9
2011-02-13,78.0,61.208,38.0,8.13,9.043,0.913,,0.522,14.304,5.3,0.15,-4.2
2011-02-14,92.0,84.458,70.0,12.292,15.042,2.75,,0.217,21.292,2.8,0.346,-2.9
2011-02-15,92.0,87.333,77.0,3.292,4.208,0.917,,0.042,10.792,7.5,2.958,0.5
2011-02-16,87.0,81.0,67.0,10.792,12.292,1.5,,0.333,14.75,1.0,-0.408,-1.6
2011-02-17,87.0,76.208,46.0,7.583,8.458,0.875,,0.25,10.25,4.1,-0.475,-3.6
2011-02-18,85.0,41.583,20.0,1.783,1.87,0.087,,0.792,8.125,2.4,-1.479,-5.9
2011-02-19,75.0,53.375,26.0,2.75,3.375,0.625,,0.458,10.636,3.8,-2.454,-7.8
2011-02-20,75.0,54.667,26.0,4.375,5.042,0.667,,0.609,10.458,7.1,-0.346,-6.1
2011-02-21,78.0,56.792,26.0,8.087,8.826,0.739,,0.609,11.696,9.3,1.692,-4.7
2011-02-22,86.0,69.125,50.0,12.333,13.208,0.875,,1.542,23.542,7.2,2.708,-2.4
2011-02-23,94.0,91.208,83.0,5.333,6.875,1.542,,0.125,11.0,10.8,4.667,1.8
2011-02-24,91.0,73.667,35.0,5.174,5.435,0.261,,0.958,19.875,12.6,4.871,-0.7
2011-02-25,92.0,90.542,88.0,7.667,8.167,0.5,,0.708,12.167,4.2,3.012,1.0
2011-02-26,92.0,85.875,75.0,6.625,7.25,0.625,,0.478,8.375,4.2,1.662,-0.1
2011-02-27,87.0,63.083,29.0,2.652,2.87,0.217,,0.609,9.0,5.7,0.608,-2.9
2011-02-28,76.0,54.583,37.0,8.792,10.25,1.458,,1.25,13.217,3.5,-0.333,-3.0
2011-03-01,92.0,89.75,84.0,5.261,7.435,2.174,,0.125,5.583,5.9,1.95,-1.3
2011-03-02,93.0,91.958,91.0,5.333,6.167,0.833,,0.208,9.875,3.5,1.988,-0.4
2011-03-03,93.0,87.5,74.0,5.708,6.125,0.417,,0.435,10.25,6.8,3.45,1.8
2011-03-04,91.0,83.25,67.0,6.5,6.958,0.458,,0.708,19.167,3.0,1.438,0.2
2011-03-05,94.0,92.5,91.0,3.217,4.043,0.826,,0.0,6.217,6.0,2.338,0.3
