date,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,6.542,7.208,0.667,10.292
2011-01-02,3.208,3.25,0.042,5.208
2011-01-03,5.0,5.333,0.333,6.583
2011-01-04,3.75,3.917,0.167,7.625
2011-01-05,14.261,18.696,4.435,7.333
2011-01-06,18.375,26.875,8.5,13.167
2011-01-07,11.125,13.042,1.917,8.917
2011-01-08,7.375,8.583,1.208,8.5
2011-01-09,11.292,13.333,2.042,11.625
2011-01-10,12.333,15.292,2.958,15.375
2011-01-11,8.792,9.958,1.167,11.292
2011-01-12,14.0,17.0,3.0,5.958
2011-01-13,15.583,18.625,3.042,13.583
2011-01-14,12.0,16.167,4.167,9.958
2011-01-15,5.625,6.375,0.75,8.833
2011-01-16,13.0,22.625,9.625,13.417
2011-01-17,14.375,31.833,17.458,11.583
2011-01-18,18.75,36.958,18.208,16.125
2011-01-19,21.87,41.478,19.609,22.542
2011-01-20,19.417,28.708,9.292,13.208
2011-01-21,12.917,18.042,5.125,10.917
2011-01-22,7.708,9.25,1.542,9.125
2011-01-23,4.875,5.417,0.542,4.833
2011-01-24,8.625,10.625,2.0,3.5
2011-01-25,9.75,12.0,2.25,4.667
2011-01-26,17.826,23.696,5.87,7.25
2011-01-27,21.292,27.75,6.458,14.25
2011-01-28,7.583,9.167,1.583,12.375
2011-01-29,6.167,10.25,4.083,5.75
2011-01-30,11.833,13.875,2.042,8.542
2011-01-31,20.25,27.792,7.542,8.875
2011-02-01,9.0,13.208,4.208,10.667
2011-02-02,6.652,8.174,1.522,7.417
2011-02-03,20.25,27.417,7.167,10.792
2011-02-04,11.792,14.125,2.333,15.458
2011-02-05,17.833,24.667,6.833,21.833
2011-02-06,32.5,62.958,30.458,41.75
2011-02-07,30.167,83.583,53.417,29.75
2011-02-08,4.708,6.25,1.542,3.958
2011-02-09,15.348,19.0,3.652,7.125
2011-02-10,20.292,31.583,11.292,13.042
2011-02-11,9.667,12.333,2.667,10.25
2011-02-12,10.583,13.0,2.417,12.25
2011-02-13,26.917,40.417,13.5,21.125
2011-02-14,30.458,58.583,28.125,31.875
2011-02-15,15.667,25.792,10.125,20.958
2011-02-16,10.261,14.13,3.87,9.417
2011-02-17,11.333,14.292,2.958,9.25
2011-02-18,9.75,11.042,1.292,10.417
2011-02-19,10.792,13.167,2.375,10.417
2011-02-20,16.917,22.0,5.083,11.917
2011-02-21,29.5,49.292,19.792,22.167
2011-02-22,27.333,39.875,12.542,31.083
2011-02-23,30.957,56.043,25.087,38.167
2011-02-24,13.667,16.125,2.458,33.458
2011-02-25,18.875,26.5,7.625,26.583
2011-02-26,6.042,7.0,0.958,10.958
2011-02-27,5.708,7.0,1.292,10.458
2011-02-28,19.417,26.833,7.417,15.333
2011-03-01,21.375,33.708,12.333,20.417
2011-03-02,24.417,43.542,19.125,23.042
2011-03-03,4.667,5.667,1.0,16.083
2011-03-04,10.75,12.042,1.292,21.0
2011-03-05,26.87,40.0,13.13,17.042
2011-03-06,17.75,26.708,8.958,12.708
2011-03-07,12.208,16.292,4.083,32.167
2011-03-08,16.375,24.667,8.292,28.375
2011-03-09,16.667,24.917,8.25,24.375
2011-03-10,3.292,3.958,0.667,10.167
2011-03-11,4.208,5.0,0.792,10.917
2011-03-12,4.043,5.261,1.217,10.25
2011-03-13,11.042,13.667,2.625,12.833
2011-03-14,17.0,20.5,3.5,17.583
2011-03-15,15.5,20.542,5.042,15.292
2011-03-16,13.625,17.958,4.333,16.542
2011-03-17,14.25,16.458,2.208,11.958
2011-03-18,4.375,5.625,1.25,9.0
2011-03-19,5.913,6.696,0.783,10.042
2011-03-20,7.792,8.875,1.083,12.083
2011-03-21,9.917,10.875,0.958,13.25
2011-03-22,27.5,37.542,10.042,26.083
2011-03-23,19.792,26.167,6.375,16.917
2011-03-24,10.083,11.25,1.167,5.917
2011-03-25,4.875,4.958,0.083,10.417
2011-03-26,9.913,11.261,1.348,12.042
2011-03-27,14.261,16.696,2.435,20.708
2011-03-28,14.958,18.958,4.0,31.5
2011-03-29,16.375,24.167,7.792,18.917
2011-03-30,17.958,26.667,8.708,19.792
2011-03-31,5.5,6.583,1.083,10.958
2011-04-01,18.125,25.25,7.125,15.125
2011-04-02,11.708,14.708,3.0,18.958
2011-04-03,2.458,2.5,0.042,9.25
2011-04-04,12.333,14.917,2.583,11.75
2011-04-05,17.167,22.042,4.875,21.708
2011-04-06,17.125,23.875,6.75,17.667
2011-04-07,14.87,20.652,5.783,16.542
2011-04-08,10.167,11.208,1.042,18.333
2011-04-09,11.208,14.208,3.0,18.542
2011-04-10,7.208,8.042,0.833,29.0
2011-04-11,12.625,14.583,1.958,25.792
2011-04-12,15.083,20.75,5.667,31.417
2011-04-13,16.292,21.0,4.708,26.333
2011-04-14,18.0,20.87,2.87,36.667
2011-04-15,15.458,17.708,2.25,31.333
2011-04-16,10.625,11.583,0.958,29.708
2011-04-17,6.458,7.083,0.625,14.792
2011-04-18,8.542,10.542,2.0,19.5
2011-04-19,7.042,7.667,0.625,12.667
2011-04-20,5.542,6.375,0.833,5.25
2011-04-21,10.217,12.783,2.565,15.583
2011-04-22,15.042,17.292,2.25,27.917
2011-04-23,9.708,10.5,0.792,23.208
2011-04-24,4.792,4.958,0.167,18.292
2011-04-25,8.917,9.417,0.5,21.75
2011-04-26,19.042,23.167,4.125,27.042
2011-04-27,9.292,11.25,1.958,36.625
2011-04-28,7.826,8.043,0.217,12.667
2011-04-29,8.375,9.542,1.167,15.0
2011-04-30,8.417,10.083,1.667,24.292
2011-05-01,4.125,4.167,0.042,29.917
2011-05-02,9.083,10.333,1.25,80.25
2011-05-03,8.292,9.208,0.917,88.333
2011-05-04,3.708,3.875,0.167,39.667
2011-05-05,2.739,2.913,0.174,17.958
2011-05-06,6.125,7.375,1.25,29.625
2011-05-07,3.542,3.792,0.25,17.583
2011-05-08,5.042,5.25,0.208,28.333
2011-05-09,10.25,11.375,1.125,29.417
2011-05-10,14.083,16.708,2.625,30.375
2011-05-11,17.75,19.583,1.833,17.292
2011-05-12,10.435,13.261,2.826,51.083
2011-05-13,5.167,5.375,0.208,62.875
2011-05-14,7.75,9.0,1.25,42.917
2011-05-15,5.917,6.042,0.125,32.333
2011-05-16,11.083,12.375,1.292,42.083
2011-05-17,9.0,9.375,0.375,49.667
2011-05-18,10.958,11.833,0.875,32.0
2011-05-19,16.565,18.043,1.478,25.292
2011-05-20,16.417,17.417,1.0,41.958
2011-05-21,12.708,13.792,1.083,32.208
2011-05-22,4.083,4.25,0.167,16.292
2011-05-23,7.125,8.167,1.042,14.583
2011-05-24,6.917,7.542,0.625,11.167
2011-05-25,8.75,10.583,1.833,16.417
2011-05-26,10.043,10.87,0.826,23.083
2011-05-27,8.042,8.792,0.75,15.417
2011-05-28,9.333,10.5,1.167,14.833
2011-05-29,4.583,4.875,0.292,8.0
2011-05-30,1.083,1.25,0.167,13.708
2011-05-31,3.667,4.208,0.542,9.958
2011-06-01,12.542,15.083,2.542,11.583
2011-06-02,8.87,12.043,3.174,11.833
2011-06-03,8.583,9.792,1.208,30.957
2011-06-04,8.667,9.833,1.167,55.864
2011-06-05,5.0,5.125,0.125,57.042
2011-06-06,7.75,8.542,0.792,40.5
