date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,191.292,2.5,85.0,71.667,50.0,6.167,6.958,7.583,0.625,2.917,6.625,9.5,4.817,1.0,197.458
2011-01-02,190.542,2.458,90.0,82.208,71.0,4.667,5.333,5.417,0.083,1.542,8.0,6.5,3.708,1.5,195.208
2011-01-03,189.826,2.583,89.0,84.375,77.0,5.435,6.625,7.125,0.5,2.0,7.458,5.9,2.938,0.6,195.261
2011-01-04,190.583,3.0,93.0,87.583,83.0,4.875,7.304,7.957,0.652,2.875,7.5,5.0,2.35,0.8,195.458
2011-01-05,193.5,3.043,88.0,81.083,71.0,7.958,12.708,14.25,1.542,2.5,10.75,4.6,2.208,0.6,201.458
2011-01-06,193.292,3.0,91.0,88.5,84.0,12.958,17.75,21.125,3.375,3.333,12.458,2.9,1.817,1.1,206.25
2011-01-07,194.5,2.583,92.0,88.917,86.0,7.333,10.125,11.042,0.917,1.708,9.833,3.8,2.021,0.9,201.833
2011-01-08,194.333,2.542,93.0,84.875,64.0,8.208,8.208,9.042,0.833,2.292,7.708,6.2,2.275,0.0,202.542
2011-01-09,193.042,3.292,92.0,87.125,83.0,9.458,12.792,14.458,1.667,2.958,12.375,5.0,2.667,0.9,202.5
2011-01-10,192.25,3.458,96.0,93.167,89.0,10.0,13.167,15.625,2.458,3.25,16.875,8.2,4.292,1.3,202.25
2011-01-11,191.792,3.0,97.0,91.833,89.0,6.542,9.391,10.435,1.043,2.739,13.75,5.0,3.075,0.5,198.333
2011-01-12,192.667,2.5,92.0,73.292,54.0,7.167,11.208,12.417,1.208,3.208,6.833,4.3,2.008,-0.4,199.833
2011-01-13,191.478,3.542,90.0,85.0,70.0,10.87,14.625,17.042,2.417,3.5,13.833,5.2,3.012,1.0,202.348
2011-01-14,193.455,3.375,91.0,87.167,78.0,7.955,9.417,10.083,0.667,3.083,11.333,5.4,2.579,0.9,201.409
2011-01-15,194.375,3.417,91.0,89.75,87.0,9.708,7.875,8.458,0.583,2.75,18.875,4.4,2.533,1.5,204.083
2011-01-16,193.25,3.391,85.0,70.833,60.0,10.417,13.261,15.435,2.174,2.913,16.522,4.9,2.796,1.5,203.667
2011-01-17,192.167,3.0,85.0,74.042,57.0,10.5,13.042,16.375,3.333,3.042,14.125,6.6,2.833,0.0,202.667
2011-01-18,191.542,3.042,87.0,72.375,39.0,16.125,16.478,21.957,5.478,4.875,14.25,10.4,3.796,-0.9,207.667
2011-01-19,191.208,3.783,85.0,78.833,63.0,26.125,21.208,29.083,7.875,4.958,17.958,7.4,3.838,0.3,217.333
2011-01-20,189.25,3.292,91.0,89.125,86.0,13.333,18.458,22.458,4.0,2.958,14.375,8.6,5.846,3.9,202.583
2011-01-21,189.292,3.042,91.0,86.958,80.0,11.0,13.0,15.792,2.792,3.042,13.125,9.1,6.408,4.6,200.292
2011-01-22,187.583,2.333,90.0,83.292,66.0,7.792,6.792,7.542,0.75,2.833,8.833,10.5,5.921,2.8,195.375
2011-01-23,189.958,2.417,88.0,79.625,68.0,5.875,5.542,6.25,0.708,2.042,4.542,5.9,3.512,0.5,195.833
2011-01-24,192.087,2.417,85.0,71.792,59.0,5.826,8.304,9.522,1.217,2.375,6.167,3.9,1.279,-0.3,197.913
2011-01-25,192.625,2.917,94.0,92.625,86.0,5.542,9.417,10.625,1.208,2.875,6.208,1.4,0.483,0.0,198.167
2011-01-26,194.792,3.125,95.0,93.875,93.0,8.583,14.083,16.25,2.167,3.25,7.5,0.6,-0.021,-1.0,203.375
2011-01-27,195.292,4.167,94.0,93.25,92.0,13.083,20.5,23.625,3.125,4.125,16.125,2.7,1.117,0.5,208.375
2011-01-28,194.708,2.792,93.0,85.917,75.0,6.542,9.208,10.375,1.167,3.125,10.042,2.6,0.888,-1.0,201.25
2011-01-29,195.75,2.208,86.0,78.083,65.0,5.292,5.5,6.167,0.667,2.167,6.292,2.5,0.079,-1.9,201.042
2011-01-30,194.75,2.875,89.0,85.375,78.0,7.25,11.375,12.833,1.458,2.417,7.667,2.2,0.488,-0.5,202.0
2011-01-31,194.958,3.333,93.0,90.75,89.0,10.583,15.917,18.458,2.542,3.565,9.833,2.8,0.571,-1.1,205.542
2011-02-01,193.167,3.042,96.0,85.75,69.0,6.25,9.583,10.458,0.875,3.75,10.792,4.3,1.375,-1.0,199.417
2011-02-02,194.417,2.75,94.0,90.75,83.0,5.042,6.25,7.167,0.917,3.167,9.208,-0.1,-1.271,-2.8,199.458
2011-02-03,193.609,3.208,93.0,91.208,88.0,9.217,17.333,19.833,2.5,4.417,9.292,1.1,-0.521,-2.4,202.826
