date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,187.375,3.042,5.625,8.083,10.375,2.292,,9.542,193.0
2011-01-02,188.696,3.042,3.261,6.875,9.208,2.333,,6.375,191.957
2011-01-03,188.667,2.875,3.792,7.913,11.174,3.261,,7.125,192.458
2011-01-04,189.25,3.5,3.667,10.5,17.125,6.625,,9.25,192.917
2011-01-05,192.0,3.333,6.5,19.625,37.625,18.0,,8.708,198.5
2011-01-06,191.5,3.609,12.333,23.042,49.167,26.125,,11.458,203.833
2011-01-07,192.792,3.333,5.542,17.583,29.875,12.292,,6.417,198.333
2011-01-08,192.292,2.792,5.375,10.708,16.667,5.958,,8.042,197.667
2011-01-09,188.043,2.875,5.304,10.792,19.25,8.458,,8.167,193.348
2011-01-10,187.909,3.542,8.636,15.652,30.957,15.304,,15.708,196.545
2011-01-11,188.25,3.375,4.792,14.917,27.375,12.458,,10.75,193.042
2011-01-12,188.375,2.542,4.833,16.292,27.542,11.25,,6.042,193.208
2011-01-13,187.5,3.435,7.25,18.292,32.583,14.292,,12.167,194.75
2011-01-14,189.458,3.792,6.083,16.125,29.458,13.333,,9.333,195.542
2011-01-15,189.458,3.625,6.292,13.458,25.25,11.792,,10.417,195.75
2011-01-16,189.417,3.042,4.917,12.833,21.208,8.375,,15.125,194.333
2011-01-17,189.0,2.958,7.522,16.478,44.957,28.478,,13.25,196.522
2011-01-18,188.042,3.25,14.5,20.25,56.417,36.167,,18.208,202.542
2011-01-19,187.333,4.125,26.292,28.267,93.4,65.133,,24.417,213.625
2011-01-20,186.458,2.708,7.292,14.786,21.357,6.571,,8.304,193.75
2011-01-21,186.292,2.958,7.792,11.609,19.565,7.957,,10.5,194.083
2011-01-22,185.458,2.542,4.458,6.333,9.042,2.708,,7.458,189.917
2011-01-23,187.5,2.739,4.667,12.375,25.042,12.667,,6.542,192.167
2011-01-24,187.957,2.5,3.13,14.0,23.375,9.375,,5.208,191.087
2011-01-25,188.0,2.875,2.333,17.125,30.042,12.917,,5.583,190.333
2011-01-26,190.042,3.5,7.042,23.0,43.333,20.333,,7.875,197.083
2011-01-27,190.0,4.083,8.958,24.391,41.957,17.565,,12.913,198.958
2011-01-28,190.083,3.167,4.042,16.13,29.0,12.87,,12.167,194.125
2011-01-29,191.0,2.708,2.0,13.625,26.125,12.5,,6.375,193.0
2011-01-30,189.583,3.042,5.792,22.125,41.125,19.0,,9.708,195.375
2011-01-31,189.478,3.542,9.696,24.333,48.292,23.958,,13.833,199.174
2011-02-01,188.625,3.333,8.458,19.208,34.292,15.083,,11.292,197.083
2011-02-02,189.875,3.042,5.542,12.667,24.458,11.792,,7.75,195.417
2011-02-03,189.875,3.13,9.333,19.042,33.292,14.25,,9.0,199.208
2011-02-04,188.708,3.25,6.375,11.217,15.304,4.087,,14.375,195.083
2011-02-05,190.5,4.125,11.917,19.375,32.667,13.292,,19.583,202.417
2011-02-06,190.75,6.562,32.875,39.5,106.333,66.833,,43.955,223.625
2011-02-07,194.125,7.083,28.5,37.083,115.417,78.333,,28.833,222.625
2011-02-08,189.0,2.417,5.714,15.958,31.375,15.417,,5.292,194.714
2011-02-09,189.75,2.583,6.542,18.417,31.958,13.542,,8.708,196.292
2011-02-10,189.917,3.0,8.833,21.875,41.125,19.25,,11.083,198.75
2011-02-11,190.083,3.125,6.583,12.913,20.217,7.304,,12.833,196.667
2011-02-12,191.125,3.458,6.292,14.125,24.75,10.625,,13.667,197.417
2011-02-13,191.042,4.542,19.542,31.042,65.625,34.583,,19.125,210.583
2011-02-14,190.417,5.625,28.375,34.167,92.083,57.917,,30.917,218.792
2011-02-15,189.696,4.458,14.13,24.208,59.583,35.375,,24.417,203.826
2011-02-16,187.75,2.708,6.458,17.375,28.583,11.208,,9.667,194.208
2011-02-17,188.25,3.13,5.667,17.75,31.792,14.042,,10.375,193.917
2011-02-18,190.25,3.125,6.542,13.913,22.348,8.435,,12.292,196.792
2011-02-19,191.0,3.125,7.083,13.958,23.5,9.542,,11.417,198.083
2011-02-20,190.167,3.792,12.167,26.708,54.542,27.833,,16.25,202.333
2011-02-21,189.042,4.583,20.708,35.917,77.292,41.375,,23.208,209.75
2011-02-22,189.087,4.542,21.0,28.125,56.792,28.667,,30.75,210.087
2011-02-23,188.917,5.708,26.25,33.833,73.833,40.0,,34.583,215.167
2011-02-24,189.708,4.435,9.458,21.625,35.0,13.375,,35.708,199.167
2011-02-25,189.417,4.75,13.333,22.913,41.652,18.739,,27.75,202.75
2011-02-26,188.958,3.333,5.917,13.458,20.708,7.25,,10.542,194.875
2011-02-27,190.25,3.167,5.208,19.625,35.312,15.688,,13.0,195.458
2011-02-28,191.333,3.375,8.708,25.875,42.958,17.083,,14.5,200.042
2011-03-01,187.042,3.792,15.333,25.917,62.875,36.958,,20.917,202.375
2011-03-02,187.542,4.739,25.333,28.667,72.167,43.5,,23.875,212.875
2011-03-03,188.583,3.25,3.583,9.958,18.167,8.208,,16.5,192.167
2011-03-04,190.292,3.792,7.583,15.625,25.833,10.208,,22.75,197.875
2011-03-05,188.75,4.875,20.167,26.625,52.417,25.792,,14.25,208.917
2011-03-06,185.417,3.75,11.167,18.083,39.292,21.208,,9.667,196.583
2011-03-07,194.087,5.333,8.043,17.435,33.957,16.522,,31.25,202.13
2011-03-08,193.208,5.042,9.375,15.25,27.542,12.292,,26.208,202.583
2011-03-09,191.917,4.304,9.25,14.583,22.125,7.542,,24.042,201.167
2011-03-10,190.667,2.958,2.708,7.5,15.042,7.542,,10.583,193.375
2011-03-11,189.958,2.583,2.5,8.5,14.708,6.208,,9.875,192.458
2011-03-12,192.208,2.958,3.25,16.208,34.0,17.792,,12.5,195.458
2011-03-13,192.417,2.667,3.292,15.292,26.875,11.583,,11.083,195.708
2011-03-14,187.435,2.917,7.0,19.261,29.13,9.87,,15.292,194.435
2011-03-15,189.227,3.333,7.045,22.333,39.833,17.5,,15.917,196.273
2011-03-16,189.042,2.913,7.875,15.708,29.833,14.125,,16.708,196.917
2011-03-17,185.125,3.167,8.292,12.083,17.0,4.917,,6.958,193.417
2011-03-18,184.667,3.208,5.0,10.333,16.958,6.625,,8.042,189.667
2011-03-19,187.792,2.958,3.375,12.375,23.583,11.208,,9.75,191.167
