date,CO_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,5.478,23.5,33.417,9.917,18.917
2011-01-02,4.542,20.792,30.375,9.583,14.083
2011-01-03,4.083,24.783,32.522,7.739,5.292
2011-01-04,4.957,32.217,55.696,23.478,10.826
2011-01-05,4.542,39.792,79.875,40.083,7.875
2011-01-06,5.958,44.375,109.042,64.667,16.25
2011-01-07,4.522,35.667,66.375,30.708,8.5
2011-01-08,4.208,24.625,38.042,13.417,7.875
2011-01-09,7.083,34.217,77.174,42.957,22.542
2011-01-10,6.417,43.042,116.583,73.542,23.625
2011-01-11,5.667,39.5,111.958,72.458,22.083
2011-01-12,4.917,43.833,107.292,63.458,11.917
2011-01-13,7.182,47.565,134.522,86.957,18.478
2011-01-14,6.0,36.75,80.375,43.625,12.292
2011-01-15,5.5,29.739,51.391,21.652,18.125
2011-01-16,4.875,37.375,67.208,29.833,22.292
2011-01-17,4.708,39.0,74.417,35.417,19.792
2011-01-18,8.708,51.417,160.417,109.0,32.208
2011-01-19,5.478,35.458,108.75,73.292,28.75
2011-01-20,5.042,42.625,109.083,66.458,21.417
2011-01-21,4.75,35.913,76.565,40.652,16.458
2011-01-22,5.292,29.0,68.5,39.5,13.083
2011-01-23,8.917,39.417,154.0,114.583,22.042
2011-01-24,5.5,44.167,103.917,59.75,12.583
2011-01-25,7.0,46.895,144.737,97.842,21.368
2011-01-26,5.75,43.947,115.421,71.474,16.542
2011-01-27,7.565,48.348,141.174,92.826,21.042
2011-01-28,6.25,38.417,93.375,54.958,19.375
2011-01-29,4.167,22.625,33.917,11.292,10.375
2011-01-30,7.0,47.458,143.042,95.583,15.083
2011-01-31,5.75,42.875,103.667,60.792,17.0
2011-02-01,6.087,43.864,123.182,79.318,18.636
2011-02-02,4.565,37.826,77.13,39.304,9.583
2011-02-03,7.333,49.792,137.833,88.042,16.375
2011-02-04,7.792,43.667,107.125,63.458,23.625
2011-02-05,5.417,25.875,35.458,9.583,19.042
2011-02-06,8.375,45.958,137.042,91.083,51.958
2011-02-07,8.25,43.0,126.083,83.083,46.417
2011-02-08,4.783,41.0,80.913,39.913,11.167
2011-02-09,5.083,44.542,102.75,58.208,12.625
2011-02-10,6.917,46.167,127.0,80.833,23.083
2011-02-11,4.875,32.083,67.292,35.208,16.375
2011-02-12,4.333,26.5,37.958,11.458,11.958
2011-02-13,5.875,46.375,100.542,54.167,25.917
2011-02-14,7.045,44.136,132.0,87.864,44.783
2011-02-15,6.667,41.917,118.083,76.167,35.667
2011-02-16,4.25,38.5,68.042,29.542,17.458
2011-02-17,4.875,32.875,77.167,44.292,24.417
2011-02-18,3.958,30.917,46.875,15.958,11.375
2011-02-19,5.292,31.708,55.333,23.625,16.167
2011-02-20,5.913,41.87,98.348,56.478,21.167
2011-02-21,6.542,49.458,116.625,67.167,26.833
2011-02-22,4.708,31.667,49.958,18.292,26.375
2011-02-23,7.13,46.522,112.783,66.261,38.913
2011-02-24,5.125,39.917,51.458,11.542,28.292
2011-02-25,5.667,35.417,60.917,25.5,21.625
2011-02-26,3.739,18.652,22.783,4.13,11.042
2011-02-27,4.083,39.875,61.875,22.0,11.792
2011-02-28,3.833,30.375,44.708,14.333,13.5
2011-03-01,8.957,57.0,176.818,119.818,33.136
2011-03-02,6.75,42.875,126.125,83.25,29.75
2011-03-03,3.87,20.545,25.682,5.136,15.542
2011-03-04,3.208,11.875,13.083,1.208,17.958
2011-03-05,6.417,43.833,105.792,61.958,19.958
2011-03-06,7.833,44.917,124.792,79.875,32.917
2011-03-07,5.667,37.542,73.958,36.417,37.167
2011-03-08,4.75,33.625,49.625,16.0,22.042
2011-03-09,5.609,46.045,93.455,47.409,24.958
2011-03-10,4.625,35.917,50.958,15.042,9.875
2011-03-11,4.25,22.583,28.25,5.667,16.583
2011-03-12,4.333,44.458,77.542,33.083,10.333
2011-03-13,4.304,44.091,69.0,24.909,9.955
2011-03-14,4.375,38.792,64.167,25.375,17.75
2011-03-15,5.043,42.522,92.957,50.435,22.042
2011-03-16,4.417,34.875,49.917,15.042,20.083
2011-03-17,6.792,47.0,101.542,54.542,43.167
2011-03-18,6.875,33.042,63.583,30.542,42.375
2011-03-19,4.542,41.958,76.5,34.542,14.625
2011-03-20,4.125,31.458,41.792,10.333,17.292
2011-03-21,4.0,44.826,64.217,19.391,11.833
2011-03-22,8.042,61.917,139.958,78.042,35.75
2011-03-23,6.826,56.5,93.227,36.727,40.591
2011-03-24,5.75,40.083,64.792,24.708,17.375
2011-03-25,4.958,28.583,50.167,21.583,12.333
