date,HUM_max,HUM_mean,HUM_min,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,75.0,56.541666666666664,37.0,75.0,30.416666666666668,2.0
2011-01-02,84.0,57.041666666666664,29.0,110.0,35.208333333333336,-16.0
2011-01-03,61.0,40.958333333333336,17.0,101.0,39.958333333333336,-18.0
2011-01-04,79.0,53.5,35.0,76.0,27.041666666666668,-21.0
2011-01-05,63.0,38.333333333333336,16.0,85.0,29.125,-16.0
2011-01-06,67.0,49.708333333333336,23.0,94.0,26.541666666666668,-32.0
2011-01-07,56.0,40.041666666666664,18.0,84.0,39.708333333333336,-6.0
2011-01-08,61.0,38.416666666666664,21.0,89.0,37.291666666666664,-27.0
2011-01-09,74.0,54.541666666666664,34.0,83.0,29.25,-26.0
2011-01-10,82.0,58.833333333333336,34.0,94.0,33.875,-25.0
2011-01-11,84.0,54.208333333333336,27.0,98.0,32.875,-9.0
2011-01-12,61.0,38.833333333333336,20.0,62.0,13.208333333333334,-37.0
2011-01-13,77.0,47.416666666666664,21.0,104.0,30.125,-48.0
2011-01-14,63.0,42.708333333333336,25.0,71.0,31.541666666666668,-12.0
2011-01-15,70.0,51.125,38.0,59.0,21.375,-22.0
2011-01-16,55.0,44.458333333333336,37.0,44.0,29.5,16.0
2011-01-17,63.0,50.5,30.0,68.0,26.75,-1.0
2011-01-18,75.0,57.625,36.0,80.0,21.041666666666668,-34.0
2011-01-19,91.0,64.16666666666667,41.0,87.0,40.083333333333336,-19.0
2011-01-20,97.0,94.79166666666667,84.0,26.0,13.416666666666666,4.0
2011-01-21,98.0,95.58333333333333,91.0,33.0,24.166666666666668,15.0
2011-01-22,98.0,92.08333333333333,76.0,76.0,43.375,18.0
2011-01-23,98.0,90.58333333333333,70.0,74.0,35.708333333333336,1.0
2011-01-24,97.0,73.25,43.0,41.0,8.208333333333334,-21.0
2011-01-25,96.0,70.33333333333333,32.0,81.0,16.708333333333332,-39.0
2011-01-26,90.0,59.375,31.0,48.0,4.041666666666667,-36.0
2011-01-27,89.0,64.375,33.0,61.0,-2.2083333333333335,-61.0
2011-01-28,87.0,53.791666666666664,31.0,50.0,3.4583333333333335,-38.0
2011-01-29,56.0,38.541666666666664,19.0,57.0,11.208333333333334,-22.0
2011-01-30,61.0,41.166666666666664,23.0,56.0,8.458333333333334,-34.0
2011-01-31,71.0,46.666666666666664,26.0,80.0,15.583333333333334,-48.0
2011-02-01,80.0,52.5,28.0,110.0,21.75,-43.0
2011-02-02,60.0,32.5,13.0,44.0,4.083333333333333,-31.0
2011-02-03,66.0,43.208333333333336,17.0,58.0,-0.75,-66.0
2011-02-04,80.0,47.333333333333336,16.0,96.0,22.291666666666668,-58.0
2011-02-05,70.0,50.625,30.0,88.0,36.583333333333336,-23.0
2011-02-06,97.0,82.375,61.0,41.0,27.375,3.0
2011-02-07,98.0,94.91666666666667,75.0,93.0,65.0,36.0
2011-02-08,86.0,48.625,36.0,77.0,48.25,8.0
2011-02-09,69.0,42.041666666666664,19.0,69.0,18.833333333333332,-35.0
2011-02-10,81.0,54.75,25.0,89.0,29.166666666666668,-28.0
2011-02-11,87.0,49.208333333333336,26.0,75.0,29.666666666666668,-24.0
2011-02-12,70.0,43.541666666666664,26.0,82.0,26.0,-28.0
2011-02-13,67.0,47.75,33.0,75.0,28.75,-20.0
