date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,189.783,2.708,69.0,52.083,37.0,0.87,1.333,1.375,0.042,,0.875,10.25,29.0,2.375,-25.0,190.652
2011-01-02,188.652,2.167,70.0,55.458,50.0,0.174,0.0,0.0,0.0,,0.417,8.25,30.0,7.75,-25.0,188.826
2011-01-03,188.913,1.565,55.0,47.958,32.0,0.087,0.0,0.0,0.0,,0.042,7.375,27.0,-11.875,-31.0,189.0
2011-01-04,189.15,2.273,91.0,61.125,39.0,0.1,0.286,0.286,0.0,,0.524,8.5,38.0,-17.458,-43.0,189.25
2011-01-05,190.826,2.0,61.0,48.625,33.0,0.217,0.0,0.0,0.0,,0.0,8.292,8.0,-26.958,-48.0,191.043
2011-01-06,189.565,2.333,64.0,47.208,28.0,2.087,3.609,3.739,0.13,,0.083,9.083,23.0,-10.542,-40.0,191.652
2011-01-07,190.435,,65.0,49.417,29.0,0.261,0.042,0.042,0.0,,0.083,7.083,15.0,-20.542,-40.0,190.696
2011-01-08,190.13,,64.0,51.125,33.0,0.087,0.0,0.042,0.042,,0.208,6.625,21.0,-22.542,-43.0,190.217
2011-01-09,189.739,,62.0,53.125,40.0,2.261,2.625,2.75,0.125,,0.125,11.708,21.0,-5.708,-30.0,192.0
2011-01-10,190.696,,76.0,61.208,42.0,5.696,9.75,10.167,0.417,,0.375,12.625,26.0,-3.083,-24.0,196.391
2011-01-11,191.13,,89.0,63.042,44.0,3.826,5.375,5.875,0.5,,0.792,13.333,29.0,-14.042,-61.0,194.957
2011-01-12,189.818,,55.0,43.792,29.0,0.273,0.5,0.5,0.0,,0.0,7.182,2.0,-42.292,-70.0,190.091
2011-01-13,189.13,,67.0,46.0,27.0,2.913,4.522,4.826,0.304,,0.375,8.708,40.0,-2.458,-42.0,192.043
2011-01-14,193.0,,72.0,53.333,36.0,1.739,1.292,1.292,0.0,,1.0,10.167,18.0,-21.417,-46.0,194.739
2011-01-15,192.652,,72.0,58.542,46.0,1.783,1.042,1.125,0.083,,0.333,8.75,7.0,-21.583,-49.0,194.435
2011-01-16,191.087,,72.0,57.417,47.0,1.826,1.792,1.833,0.042,,0.083,12.167,-10.0,-28.25,-43.0,192.913
2011-01-17,190.304,,67.0,53.5,33.0,3.478,4.583,4.667,0.083,,0.25,15.5,21.0,-24.0,-43.0,193.783
2011-01-18,190.652,,65.0,56.667,46.0,7.0,11.292,11.75,0.458,,0.875,21.583,6.0,-12.292,-37.0,197.652
2011-01-19,189.522,,92.0,63.625,44.0,2.609,4.708,4.833,0.125,,0.227,15.583,29.0,3.667,-25.0,192.13
2011-01-20,188.826,,92.0,90.833,89.0,0.304,0.913,0.913,0.0,,0.458,16.542,-25.0,-29.125,-33.0,189.13
2011-01-21,187.478,,93.0,90.875,87.0,0.0,0.0,0.0,0.0,,0.0,10.083,-7.0,-17.917,-34.0,187.478
2011-01-22,187.609,,94.0,91.0,76.0,0.174,0.0,0.042,0.042,,0.0,11.292,25.0,7.708,-6.0,187.783
2011-01-23,189.905,,92.0,80.083,64.0,2.857,3.182,3.273,0.091,,0.0,11.091,33.0,1.0,-48.0,192.762
2011-01-24,190.0,,89.0,71.083,47.0,1.174,2.125,2.25,0.125,,0.042,8.167,-18.0,-45.167,-66.0,191.174
2011-01-25,189.348,,81.0,50.708,32.0,1.609,2.25,2.5,0.25,,0.25,8.625,17.0,-26.208,-51.0,190.957
2011-01-26,191.261,,73.0,56.167,42.0,0.696,0.458,0.625,0.167,,0.591,8.25,-16.0,-46.917,-71.0,191.957
2011-01-27,190.913,,78.0,57.583,37.0,0.696,0.826,0.913,0.087,,1.042,9.0,-3.0,-37.458,-60.0,191.609
2011-01-28,190.652,,82.0,61.917,40.0,0.783,0.708,0.875,0.167,,0.625,11.792,-13.0,-51.0,-76.0,191.435
2011-01-29,190.652,,62.0,50.958,37.0,0.087,0.0,0.0,0.0,,0.417,8.417,-25.0,-54.542,-69.0,190.739
2011-01-30,190.391,,62.0,50.083,30.0,0.87,1.333,1.333,0.0,,0.25,8.25,-6.0,-46.958,-72.0,191.261
2011-01-31,190.174,,63.0,50.333,26.0,0.826,1.708,2.0,0.292,,0.0,9.292,19.0,-32.375,-63.0,191.0
2011-02-01,189.87,,76.0,59.25,43.0,1.696,2.381,2.381,0.0,,1.083,11.708,28.0,-29.667,-75.0,191.565
2011-02-02,191.217,,71.0,52.458,33.0,0.217,1.87,1.87,0.0,,1.091,8.833,-37.0,-67.833,-88.0,191.435
2011-02-03,191.652,,68.0,46.125,25.0,1.565,4.125,4.125,0.0,,1.0,9.292,-13.0,-50.833,-88.0,193.217
2011-02-04,189.609,,61.0,39.167,25.0,0.522,3.125,3.292,0.167,,1.042,10.042,35.0,-9.25,-40.0,190.13
2011-02-05,191.435,,89.0,64.708,41.0,2.652,6.208,6.208,0.0,,1.792,14.25,10.0,-18.125,-42.0,194.087
2011-02-06,191.217,,96.0,88.75,79.0,4.261,7.042,7.167,0.125,,1.292,20.167,12.0,-9.667,-24.0,195.478
2011-02-07,189.087,,97.0,91.875,81.0,2.087,3.167,3.167,0.0,,0.042,7.667,62.0,31.083,5.0,191.174
2011-02-08,190.87,,87.0,64.458,40.0,1.087,2.708,2.75,0.042,,0.458,7.958,6.0,-20.75,-49.0,191.957
2011-02-09,189.652,,62.0,43.833,24.0,0.043,1.783,1.826,0.043,,0.0,7.25,6.0,-32.458,-61.0,189.696
2011-02-10,189.091,,68.0,47.375,31.0,2.364,4.217,4.304,0.087,,0.273,9.087,12.0,-16.917,-43.0,191.455
2011-02-11,189.478,,71.0,54.875,33.0,0.783,1.75,1.75,0.0,,0.333,9.958,27.0,-25.0,-51.0,190.261
2011-02-12,189.609,,65.0,53.125,40.0,0.478,1.708,1.708,0.0,,0.333,8.75,20.0,-26.625,-54.0,190.087
2011-02-13,189.565,,73.0,57.292,46.0,3.913,7.792,7.792,0.0,,0.625,16.542,6.0,-18.625,-49.0,193.478
2011-02-14,189.522,,94.0,84.375,69.0,5.087,7.333,7.333,0.0,,0.708,17.292,6.0,-7.833,-29.0,194.609
2011-02-15,189.957,,95.0,80.958,63.0,2.348,2.792,2.792,0.0,,0.542,12.333,44.0,-0.583,-36.0,192.304
2011-02-16,189.609,,89.0,69.292,50.0,4.304,6.913,6.957,0.043,,0.045,12.542,-11.0,-36.458,-54.0,193.913
2011-02-17,189.714,,90.0,75.083,42.0,3.0,4.957,4.957,0.0,,0.227,11.455,11.0,-36.583,-61.0,192.714
2011-02-18,191.348,3.0,90.0,57.375,31.0,0.652,1.333,1.333,0.0,,0.75,9.917,-22.0,-58.542,-82.0,192.0
2011-02-19,190.565,3.083,68.0,45.667,25.0,1.0,2.375,2.375,0.0,,0.833,9.792,-4.0,-41.208,-81.0,191.565
2011-02-20,190.391,3.125,56.0,44.625,28.0,2.0,4.958,4.958,0.0,,0.417,9.333,23.0,-11.875,-51.0,192.391
2011-02-21,189.304,3.0,66.0,44.958,24.0,2.913,6.833,6.833,0.0,,0.5,13.167,50.0,11.583,-21.0,192.217
2011-02-22,191.043,3.833,92.0,73.0,55.0,6.478,11.917,11.958,0.042,,1.542,21.208,24.0,5.25,-7.0,197.522
2011-02-23,188.478,3.5,97.0,89.417,73.0,3.174,4.565,4.565,0.0,,0.318,12.625,74.0,24.208,-13.0,191.652
2011-02-24,193.522,4.542,90.0,62.333,36.0,3.826,5.833,5.833,0.0,,2.458,25.875,83.0,32.583,3.0,197.348
