date,CO_mean,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,3.2083333333333335,73.0,54.333333333333336,39.0,16.666666666666668,25.708333333333332,9.041666666666666,,7.916666666666667,79.0,33.416666666666664,1.0
2011-01-02,3.25,79.0,57.458333333333336,33.0,15.0,30.458333333333332,15.458333333333334,,4.333333333333333,107.0,36.375,-19.0
2011-01-03,1.608695652173913,58.0,40.166666666666664,20.0,8.478260869565217,11.173913043478262,2.6956521739130435,,0.6666666666666666,101.0,48.0,1.0
2011-01-04,2.5833333333333335,69.0,49.75,33.0,13.708333333333334,22.0,8.291666666666666,,1.875,81.0,34.208333333333336,-10.0
2011-01-05,2.347826086956522,54.0,36.458333333333336,19.0,16.304347826086957,31.043478260869566,14.73913043478261,,0.782608695652174,85.0,39.333333333333336,-1.0
2011-01-06,3.75,61.0,43.583333333333336,22.0,32.541666666666664,82.0,49.458333333333336,,6.0,100.0,42.625,-7.0
2011-01-07,1.875,58.0,41.166666666666664,19.0,10.833333333333334,16.333333333333332,5.5,,0.4583333333333333,88.0,42.583333333333336,11.0
2011-01-08,1.625,52.0,38.416666666666664,24.0,7.791666666666667,9.75,1.9583333333333333,,0.75,86.0,42.25,-5.0
2011-01-09,4.75,68.0,52.0,33.0,25.833333333333332,54.5,28.666666666666668,,13.541666666666666,88.0,35.958333333333336,-9.0
2011-01-10,5.0,77.0,54.25,35.0,37.391304347826086,112.69565217391305,75.30434782608695,,15.458333333333334,93.0,42.208333333333336,-16.0
2011-01-11,3.3333333333333335,74.0,51.625,28.0,19.541666666666668,54.208333333333336,34.666666666666664,,9.541666666666666,97.0,35.583333333333336,-1.0
2011-01-12,3.2083333333333335,53.0,38.75,22.0,22.875,56.708333333333336,33.833333333333336,,2.5416666666666665,67.0,18.666666666666668,-21.0
2011-01-13,4.833333333333333,69.0,45.083333333333336,24.0,36.041666666666664,127.375,91.33333333333333,,10.333333333333334,109.0,37.416666666666664,-37.0
