date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,THC_mean
2011-01-01,188.66666666666666,16.041666666666668,9.25,10.125,0.875,204.70833333333334
2011-01-02,189.04166666666666,13.208333333333334,6.5,6.75,0.25,202.25
2011-01-03,190.08333333333334,14.041666666666666,7.416666666666667,8.083333333333334,0.6666666666666666,204.125
2011-01-04,190.04166666666666,11.583333333333334,5.958333333333333,6.375,0.4166666666666667,201.625
2011-01-05,188.375,15.041666666666666,10.625,11.666666666666666,1.0416666666666667,203.41666666666666
2011-01-06,187.25,16.916666666666668,15.833333333333334,18.75,2.9166666666666665,204.16666666666666
2011-01-07,188.8695652173913,14.695652173913043,10.217391304347826,11.826086956521738,1.608695652173913,203.56521739130434
2011-01-08,188.16666666666666,15.333333333333334,9.625,10.791666666666666,1.1666666666666667,203.5
2011-01-09,192.29166666666666,20.791666666666668,17.25,23.5,6.25,213.08333333333334
2011-01-10,189.75,18.166666666666668,16.291666666666668,19.875,3.5833333333333335,207.91666666666666
2011-01-11,189.6153846153846,15.153846153846153,11.166666666666666,12.666666666666666,1.5,204.76923076923077
2011-01-12,188.0909090909091,18.181818181818183,16.043478260869566,20.391304347826086,4.3478260869565215,206.27272727272728
2011-01-13,189.75,13.25,12.375,14.541666666666666,2.1666666666666665,203.0
2011-01-14,192.08695652173913,19.043478260869566,19.608695652173914,28.043478260869566,8.434782608695652,211.1304347826087
2011-01-15,190.29166666666666,19.0,17.208333333333332,21.166666666666668,3.9583333333333335,209.29166666666666
2011-01-16,189.75,14.208333333333334,11.958333333333334,12.875,0.9166666666666666,203.95833333333334
2011-01-17,186.625,12.375,10.791666666666666,12.708333333333334,1.9166666666666667,199.0
2011-01-18,187.29166666666666,18.916666666666668,18.916666666666668,32.25,13.333333333333334,206.20833333333334
2011-01-19,186.625,25.166666666666668,18.7,54.2,35.5,211.79166666666666
2011-01-20,184.125,15.916666666666666,15.545454545454545,17.636363636363637,2.090909090909091,200.04166666666666
2011-01-21,186.7826086956522,18.47826086956522,15.391304347826088,17.608695652173914,2.217391304347826,205.2608695652174
2011-01-22,185.83333333333334,12.625,10.375,12.25,1.875,198.45833333333334
2011-01-23,188.5,11.791666666666666,10.458333333333334,12.166666666666666,1.7083333333333333,200.29166666666666
2011-01-24,191.375,11.125,8.666666666666666,9.708333333333334,1.0416666666666667,202.5
2011-01-25,192.9090909090909,13.090909090909092,11.5,14.090909090909092,2.590909090909091,206.0
2011-01-26,192.08333333333334,11.791666666666666,10.875,12.583333333333334,1.7083333333333333,203.875
2011-01-27,193.29166666666666,19.0,19.375,25.666666666666668,6.291666666666667,212.29166666666666
2011-01-28,190.7391304347826,21.608695652173914,16.043478260869566,21.47826086956522,5.434782608695652,212.34782608695653
2011-01-29,188.29166666666666,14.416666666666666,12.5,14.541666666666666,2.0416666666666665,202.70833333333334
2011-01-30,189.33333333333334,15.625,16.166666666666668,24.166666666666668,8.0,204.95833333333334
2011-01-31,189.16666666666666,15.291666666666666,15.708333333333334,19.291666666666668,3.5833333333333335,204.45833333333334
2011-02-01,191.16666666666666,12.166666666666666,9.583333333333334,10.625,1.0416666666666667,203.33333333333334
2011-02-02,192.0,9.458333333333334,5.5,6.041666666666667,0.5416666666666666,201.45833333333334
2011-02-03,191.20833333333334,12.833333333333334,11.291666666666666,13.541666666666666,2.25,204.04166666666666
2011-02-04,188.3913043478261,13.08695652173913,9.434782608695652,10.652173913043478,1.2173913043478262,201.47826086956522
2011-02-05,189.70833333333334,14.125,12.833333333333334,14.083333333333334,1.25,203.83333333333334
2011-02-06,189.08333333333334,19.833333333333332,21.25,27.041666666666668,5.791666666666667,208.91666666666666
2011-02-07,187.95833333333334,19.0,19.416666666666668,29.666666666666668,10.25,206.95833333333334
2011-02-08,188.5,8.727272727272727,5.869565217391305,6.521739130434782,0.6521739130434783,197.22727272727272
2011-02-09,190.41666666666666,10.166666666666666,8.875,9.958333333333334,1.0833333333333333,200.58333333333334
2011-02-10,189.25,14.375,16.666666666666668,23.041666666666668,6.375,203.625
2011-02-11,187.30434782608697,12.91304347826087,11.478260869565217,13.782608695652174,2.3043478260869565,200.2173913043478
2011-02-12,187.5,13.583333333333334,10.958333333333334,12.041666666666666,1.0833333333333333,201.08333333333334
2011-02-13,189.0,16.875,23.541666666666668,27.333333333333332,3.7916666666666665,205.875
2011-02-14,189.375,20.875,22.666666666666668,36.666666666666664,14.0,210.25
2011-02-15,188.0,18.833333333333332,20.166666666666668,29.708333333333332,9.541666666666666,206.83333333333334
2011-02-16,186.45833333333334,13.083333333333334,10.791666666666666,12.791666666666666,2.0,199.54166666666666
2011-02-17,187.375,9.708333333333334,8.541666666666666,9.5,0.9583333333333334,197.08333333333334
2011-02-18,192.56521739130434,11.130434782608695,8.304347826086957,9.304347826086957,1.0,203.69565217391303
2011-02-19,191.33333333333334,11.125,8.791666666666666,9.958333333333334,1.1666666666666667,202.45833333333334
2011-02-20,188.75,15.416666666666666,15.375,18.5,3.125,204.16666666666666
2011-02-21,187.45833333333334,18.583333333333332,22.541666666666668,29.625,7.083333333333333,206.04166666666666
2011-02-22,187.0909090909091,18.772727272727273,21.90909090909091,25.818181818181817,3.909090909090909,205.86363636363637
2011-02-23,188.95833333333334,20.25,21.833333333333332,31.666666666666668,9.833333333333334,209.20833333333334
2011-02-24,190.33333333333334,16.166666666666668,17.416666666666668,19.625,2.2083333333333335,206.5
2011-02-25,188.65217391304347,15.391304347826088,16.91304347826087,18.565217391304348,1.6521739130434783,204.04347826086956
2011-02-26,188.625,11.0,7.541666666666667,7.958333333333333,0.4166666666666667,199.625
2011-02-27,190.54166666666666,12.666666666666666,13.5,16.291666666666668,2.7916666666666665,203.20833333333334
2011-02-28,190.0,13.916666666666666,14.166666666666666,19.5,5.333333333333333,203.91666666666666
2011-03-01,187.5,23.208333333333332,23.375,40.25,16.875,210.70833333333334
2011-03-02,185.16666666666666,22.333333333333332,24.291666666666668,40.5,16.208333333333332,207.5
2011-03-03,188.6086956521739,12.304347826086957,10.304347826086957,11.0,0.6956521739130435,200.91304347826087
2011-03-04,190.75,12.208333333333334,8.708333333333334,9.041666666666666,0.3333333333333333,202.95833333333334
2011-03-05,191.75,20.958333333333332,21.125,30.375,9.25,212.70833333333334
2011-03-06,190.45833333333334,21.666666666666668,14.708333333333334,27.041666666666668,12.333333333333334,212.125
2011-03-07,193.0,17.818181818181817,16.272727272727273,19.136363636363637,2.8636363636363638,210.8181818181818
2011-03-08,191.875,18.083333333333332,16.125,22.458333333333332,6.333333333333333,209.95833333333334
2011-03-09,190.45833333333334,17.541666666666668,16.5,17.625,1.125,208.0
2011-03-10,189.1304347826087,15.26086956521739,11.695652173913043,14.08695652173913,2.391304347826087,204.3913043478261
2011-03-11,189.08333333333334,12.541666666666666,8.416666666666666,9.125,0.7083333333333334,201.625
2011-03-12,189.5,11.125,7.625,8.333333333333334,0.7083333333333334,200.625
2011-03-13,188.54166666666666,13.0,12.5,14.208333333333334,1.7083333333333333,201.54166666666666
2011-03-14,187.91666666666666,15.583333333333334,17.458333333333332,22.166666666666668,4.708333333333333,203.5
2011-03-15,188.33333333333334,13.541666666666666,11.416666666666666,11.916666666666666,0.5,201.875
2011-03-16,189.54166666666666,15.666666666666666,20.125,23.416666666666668,3.2916666666666665,205.20833333333334
2011-03-17,187.69565217391303,20.130434782608695,21.782608695652176,24.956521739130434,3.1739130434782608,207.82608695652175
2011-03-18,189.83333333333334,21.958333333333332,24.125,28.458333333333332,4.333333333333333,211.79166666666666
2011-03-19,186.95833333333334,12.916666666666666,11.666666666666666,12.708333333333334,1.0416666666666667,199.875
2011-03-20,190.9090909090909,20.181818181818183,14.083333333333334,18.125,4.041666666666667,211.0909090909091
2011-03-21,190.66666666666666,22.0,16.375,18.625,2.25,212.66666666666666
2011-03-22,191.36363636363637,22.863636363636363,20.181818181818183,25.818181818181817,5.636363636363637,214.22727272727272
2011-03-23,191.54166666666666,23.791666666666668,20.125,22.375,2.25,215.33333333333334
2011-03-24,193.04347826086956,16.956521739130434,6.043478260869565,6.478260869565218,0.43478260869565216,210.0
2011-03-25,195.83333333333334,17.708333333333332,6.458333333333333,6.708333333333333,0.25,213.54166666666666
2011-03-26,195.16666666666666,18.208333333333332,10.208333333333334,10.833333333333334,0.625,213.375
2011-03-27,194.95833333333334,25.416666666666668,18.583333333333332,22.208333333333332,3.625,220.375
2011-03-28,192.16666666666666,20.458333333333332,12.583333333333334,13.125,0.5416666666666666,212.625
2011-03-29,192.20833333333334,22.916666666666668,17.416666666666668,19.541666666666668,2.125,215.125
2011-03-30,189.66666666666666,21.375,17.291666666666668,22.791666666666668,5.5,211.04166666666666
2011-03-31,191.56521739130434,18.08695652173913,8.304347826086957,8.91304347826087,0.6086956521739131,209.65217391304347
2011-04-01,182.91666666666666,13.0,27.666666666666668,32.083333333333336,4.416666666666667,195.91666666666666
2011-04-02,184.95652173913044,10.956521739130435,19.347826086956523,21.17391304347826,1.826086956521739,195.91304347826087
2011-04-03,185.41666666666666,4.625,5.75,6.041666666666667,0.2916666666666667,190.04166666666666
2011-04-04,186.91666666666666,5.0,8.916666666666666,9.541666666666666,0.625,191.91666666666666
2011-04-05,187.54166666666666,9.0,14.916666666666666,16.208333333333332,1.2916666666666667,196.54166666666666
2011-04-06,185.5,11.166666666666666,20.0,24.083333333333332,4.083333333333333,196.66666666666666
2011-04-07,184.5909090909091,12.227272727272727,16.52173913043478,19.304347826086957,2.782608695652174,196.8181818181818
2011-04-08,186.58333333333334,19.708333333333332,22.625,24.541666666666668,1.9166666666666667,206.29166666666666
2011-04-09,189.30434782608697,21.17391304347826,19.73913043478261,22.434782608695652,2.6956521739130435,210.47826086956522
2011-04-10,190.375,17.875,13.666666666666666,14.166666666666666,0.5,208.25
2011-04-11,190.83333333333334,18.041666666666668,16.666666666666668,18.541666666666668,1.875,208.875
2011-04-12,191.04166666666666,17.25,14.875,16.083333333333332,1.2083333333333333,208.29166666666666
2011-04-13,190.625,16.833333333333332,15.666666666666666,17.0,1.3333333333333333,207.45833333333334
2011-04-14,190.45833333333334,19.625,19.75,20.666666666666668,0.9166666666666666,210.08333333333334
2011-04-15,191.5,28.25,34.208333333333336,39.166666666666664,4.958333333333333,219.75
2011-04-16,191.8695652173913,25.652173913043477,20.130434782608695,34.52173913043478,14.391304347826088,217.52173913043478
2011-04-17,190.25,16.416666666666668,10.416666666666666,11.083333333333334,0.6666666666666666,206.66666666666666
2011-04-18,190.125,20.125,22.375,27.25,4.875,210.25
2011-04-19,191.33333333333334,12.583333333333334,6.041666666666667,6.5,0.4583333333333333,203.91666666666666
2011-04-20,189.56521739130434,14.173913043478262,10.608695652173912,11.434782608695652,0.8260869565217391,203.7391304347826
2011-04-21,189.5,20.0,20.958333333333332,25.541666666666668,4.583333333333333,209.5
2011-04-22,188.95833333333334,26.333333333333332,30.708333333333332,35.958333333333336,5.25,215.29166666666666
2011-04-23,189.2608695652174,19.217391304347824,16.82608695652174,19.652173913043477,2.8260869565217392,208.47826086956522
2011-04-24,190.91666666666666,13.916666666666666,6.916666666666667,6.916666666666667,0.0,204.83333333333334
2011-04-25,190.66666666666666,14.375,9.5,9.791666666666666,0.2916666666666667,205.04166666666666
2011-04-26,189.20833333333334,20.166666666666668,23.541666666666668,25.75,2.2083333333333335,209.375
2011-04-27,187.75,18.5,17.708333333333332,20.083333333333332,2.375,206.25
2011-04-28,191.125,14.416666666666666,8.208333333333334,8.583333333333334,0.375,205.54166666666666
2011-04-29,191.58333333333334,17.833333333333332,14.375,15.125,0.75,209.41666666666666
2011-04-30,190.82608695652175,21.130434782608695,19.47826086956522,21.956521739130434,2.4782608695652173,211.95652173913044
2011-05-01,187.875,16.375,13.375,14.291666666666666,0.9166666666666666,204.25
2011-05-02,190.66666666666666,20.666666666666668,17.833333333333332,20.541666666666668,2.7083333333333335,211.33333333333334
2011-05-03,191.375,21.458333333333332,20.916666666666668,25.041666666666668,4.125,212.83333333333334
2011-05-04,190.33333333333334,20.416666666666668,16.291666666666668,18.583333333333332,2.2916666666666665,210.75
2011-05-05,189.95833333333334,18.416666666666668,16.25,17.125,0.875,208.375
2011-05-06,187.0,18.318181818181817,17.47826086956522,20.130434782608695,2.652173913043478,205.3181818181818
2011-05-07,186.0,14.956521739130435,14.08695652173913,15.391304347826088,1.3043478260869565,200.95652173913044
2011-05-08,185.0,18.708333333333332,14.5,15.666666666666666,1.1666666666666667,203.70833333333334
2011-05-09,188.54166666666666,27.208333333333332,23.833333333333332,28.208333333333332,4.375,215.75
2011-05-10,181.04166666666666,25.666666666666668,20.5,28.916666666666668,8.416666666666666,206.70833333333334
