date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean
2017-07-02,5.083333333333333,17.666666666666668,12.583333333333334,3.0416666666666665,19.782608695652176
2017-07-03,5.583333333333333,21.25,15.666666666666666,6.375,25.166666666666668
2017-07-04,4.166666666666667,27.0,22.833333333333332,1.9583333333333333,15.08695652173913
2017-07-05,2.6956521739130435,5.173913043478261,2.4782608695652173,3.652173913043478,12.238095238095237
2017-07-06,12.791666666666666,50.791666666666664,38.0,1.7916666666666667,12.458333333333334
2017-07-07,10.708333333333334,29.458333333333332,18.75,1.125,13.958333333333334
2017-07-08,8.208333333333334,63.166666666666664,54.958333333333336,1.2916666666666667,18.708333333333332
2017-07-09,5.708333333333333,20.541666666666668,14.833333333333334,2.8333333333333335,16.227272727272727
2017-07-10,5.875,25.875,20.0,2.2916666666666665,19.166666666666668
2017-07-11,6.208333333333333,46.25,40.041666666666664,3.1666666666666665,19.125
2017-07-12,7.541666666666667,18.875,11.333333333333334,3.9166666666666665,17.083333333333332
2017-07-13,8.0,11.916666666666666,3.9166666666666665,6.625,32.041666666666664
2017-07-14,11.291666666666666,40.041666666666664,28.75,4.75,33.791666666666664
2017-07-15,11.041666666666666,37.208333333333336,26.166666666666668,2.5416666666666665,28.083333333333332
2017-07-16,7.708333333333333,21.958333333333332,14.25,3.125,23.291666666666668
2017-07-17,5.166666666666667,10.75,5.583333333333333,3.5416666666666665,13.08695652173913
2017-07-18,5.208333333333333,8.041666666666666,2.8333333333333335,2.4583333333333335,12.5
2017-07-19,6.5,12.708333333333334,6.208333333333333,5.041666666666667,16.333333333333332
2017-07-20,12.666666666666666,27.583333333333332,14.916666666666666,2.8333333333333335,16.0
2017-07-21,14.583333333333334,31.375,16.791666666666668,4.75,14.625
2017-07-22,14.958333333333334,39.208333333333336,24.25,2.5416666666666665,14.458333333333334
2017-07-23,11.208333333333334,32.0,20.791666666666668,2.9583333333333335,21.625
2017-07-24,8.416666666666666,25.458333333333332,17.041666666666668,3.3333333333333335,38.25
2017-07-25,11.25,23.416666666666668,12.166666666666666,1.5833333333333333,49.083333333333336
2017-07-26,12.375,35.0,22.625,2.5,51.125
2017-07-27,13.5,19.958333333333332,6.458333333333333,2.4166666666666665,49.291666666666664
2017-07-28,9.958333333333334,23.791666666666668,13.833333333333334,1.0,74.16666666666667
2017-07-29,13.208333333333334,19.958333333333332,6.75,2.75,81.375
2017-07-30,15.333333333333334,27.75,12.416666666666666,3.5416666666666665,62.5
2017-07-31,16.23076923076923,29.846153846153847,13.615384615384615,2.0,64.875
2017-08-01,,,,4.083333333333333,61.458333333333336
2017-08-02,,,,5.083333333333333,18.565217391304348
2017-08-03,4.846153846153846,12.538461538461538,7.6923076923076925,2.3333333333333335,15.791666666666666
2017-08-04,4.125,9.75,5.625,1.6666666666666667,14.26086956521739
2017-08-05,0.7083333333333334,3.3333333333333335,2.625,1.0,27.791666666666668
2017-08-06,0.2916666666666667,2.3333333333333335,2.0416666666666665,1.0,22.708333333333332
2017-08-07,3.25,5.541666666666667,2.2916666666666665,2.2083333333333335,15.041666666666666
2017-08-08,5.125,7.875,2.75,2.6666666666666665,41.166666666666664
2017-08-09,13.541666666666666,24.041666666666668,10.5,4.458333333333333,36.608695652173914
2017-08-10,12.5,20.375,7.875,4.291666666666667,39.583333333333336
2017-08-11,8.208333333333334,10.916666666666666,2.7083333333333335,3.25,28.583333333333332
2017-08-12,5.041666666666667,7.333333333333333,2.2916666666666665,3.2916666666666665,10.863636363636363
2017-08-13,7.458333333333333,11.166666666666666,3.7083333333333335,5.833333333333333,15.625
2017-08-14,15.458333333333334,30.708333333333332,15.25,4.875,27.666666666666668
2017-08-15,10.583333333333334,23.125,12.541666666666666,3.1666666666666665,27.0
2017-08-16,10.875,32.75,21.875,2.7916666666666665,28.82608695652174
2017-08-17,7.708333333333333,11.041666666666666,3.3333333333333335,2.5416666666666665,22.625
2017-08-18,10.666666666666666,22.708333333333332,12.041666666666666,2.8333333333333335,22.791666666666668
2017-08-19,13.375,19.375,6.0,4.125,25.708333333333332
2017-08-20,18.0,28.416666666666668,10.416666666666666,5.625,36.458333333333336
2017-08-21,10.166666666666666,21.125,10.958333333333334,1.5416666666666667,23.869565217391305
2017-08-22,4.791666666666667,31.916666666666668,27.125,1.4583333333333333,11.478260869565217
2017-08-23,8.625,25.0,16.375,3.0833333333333335,28.416666666666668
2017-08-24,5.125,10.333333333333334,5.208333333333333,13.083333333333334,25.958333333333332
2017-08-25,4.875,9.416666666666666,4.541666666666667,5.416666666666667,17.318181818181817
2017-08-26,5.5,8.25,2.75,3.5416666666666665,15.375
2017-08-27,9.291666666666666,12.25,2.9583333333333335,3.2083333333333335,27.833333333333332
2017-08-28,8.652173913043478,13.434782608695652,4.782608695652174,2.3181818181818183,32.77272727272727
2017-08-29,11.708333333333334,25.333333333333332,13.625,3.9583333333333335,39.208333333333336
2017-08-30,7.208333333333333,8.75,1.5416666666666667,3.5416666666666665,24.041666666666668
2017-08-31,7.208333333333333,8.5,1.2916666666666667,5.625,11.458333333333334
2017-09-01,4.791666666666667,6.0,1.2083333333333333,4.25,11.272727272727273
2017-09-02,4.5,5.75,1.25,2.875,8.863636363636363
2017-09-03,2.6666666666666665,3.9166666666666665,1.25,2.75,8.636363636363637
2017-09-04,15.083333333333334,20.333333333333332,5.25,3.0833333333333335,15.181818181818182
2017-09-05,5.375,6.833333333333333,1.4583333333333333,1.1666666666666667,14.0
2017-09-06,10.791666666666666,21.25,10.458333333333334,1.875,33.208333333333336
2017-09-07,10.666666666666666,28.791666666666668,18.125,2.9583333333333335,16.833333333333332
2017-09-08,6.0,7.291666666666667,1.2916666666666667,3.2083333333333335,12.5
2017-09-09,13.25,22.583333333333332,9.333333333333334,4.875,24.625
