date,SO2_mean
2011-01-01,2.792
2011-01-02,2.875
2011-01-03,3.875
2011-01-04,3.042
2011-01-05,2.783
2011-01-06,3.417
2011-01-07,2.75
2011-01-08,3.875
2011-01-09,6.167
2011-01-10,5.75
2011-01-11,4.375
2011-01-12,3.333
2011-01-13,4.125
2011-01-14,5.25
2011-01-15,3.458
2011-01-16,2.417
2011-01-17,2.208
2011-01-18,3.25
2011-01-19,2.25
2011-01-20,1.957
2011-01-21,1.958
2011-01-22,2.583
2011-01-23,2.708
2011-01-24,2.333
2011-01-25,2.792
2011-01-26,3.208
2011-01-27,3.958
2011-01-28,4.208
2011-01-29,3.375
2011-01-30,4.292
2011-01-31,4.208
2011-02-01,3.25
2011-02-02,2.087
2011-02-03,4.625
2011-02-04,3.708
2011-02-05,3.125
2011-02-06,2.333
2011-02-07,2.458
2011-02-08,1.952
2011-02-09,2.542
2011-02-10,3.917
2011-02-11,4.333
2011-02-12,4.5
2011-02-13,2.208
2011-02-14,2.348
2011-02-15,2.208
2011-02-16,4.042
2011-02-17,2.708
2011-02-18,2.75
2011-02-19,3.75
2011-02-20,3.667
2011-02-21,4.208
2011-02-22,2.292
2011-02-23,3.583
2011-02-24,6.0
2011-02-25,3.708
2011-02-26,2.667
2011-02-27,2.417
2011-02-28,2.542
2011-03-01,2.208
2011-03-02,2.609
2011-03-03,3.458
2011-03-04,2.125
2011-03-05,2.167
2011-03-06,5.458
2011-03-07,5.333
2011-03-08,3.5
2011-03-09,2.75
2011-03-10,3.458
2011-03-11,5.625
2011-03-12,4.167
2011-03-13,4.167
2011-03-14,3.739
2011-03-15,6.708
2011-03-16,3.5
2011-03-17,3.667
2011-03-18,2.792
2011-03-19,2.625
2011-03-20,4.042
2011-03-21,4.542
2011-03-22,7.917
2011-03-23,3.25
2011-03-24,4.375
2011-03-25,4.042
2011-03-26,4.417
2011-03-27,5.042
2011-03-28,6.917
2011-03-29,5.0
2011-03-30,4.208
2011-03-31,4.125
2011-04-01,6.625
2011-04-02,6.0
2011-04-03,4.667
2011-04-04,3.958
2011-04-05,4.833
2011-04-06,4.042
2011-04-07,4.042
2011-04-08,3.375
2011-04-09,5.417
2011-04-10,6.583
2011-04-11,6.0
2011-04-12,4.917
2011-04-13,7.458
2011-04-14,3.818
2011-04-15,5.667
2011-04-16,5.5
2011-04-17,4.75
2011-04-18,4.25
2011-04-19,3.417
2011-04-20,4.125
2011-04-21,4.875
2011-04-22,3.958
2011-04-23,5.583
2011-04-24,6.375
2011-04-25,4.417
2011-04-26,7.208
2011-04-27,4.292
2011-04-28,6.348
2011-04-29,8.875
2011-04-30,4.5
2011-05-01,7.75
2011-05-02,6.417
2011-05-03,3.5
2011-05-04,4.542
2011-05-05,5.042
2011-05-06,2.417
2011-05-07,2.25
2011-05-08,3.625
2011-05-09,3.875
2011-05-10,3.583
2011-05-11,2.913
2011-05-12,2.75
2011-05-13,5.042
2011-05-14,8.292
2011-05-15,6.708
2011-05-16,6.0
2011-05-17,5.333
2011-05-18,6.0
2011-05-19,4.375
2011-05-20,2.625
2011-05-21,3.0
2011-05-22,3.25
2011-05-23,2.167
2011-05-24,1.917
2011-05-25,2.667
2011-05-26,1.727
2011-05-27,1.667
2011-05-28,1.833
2011-05-29,1.583
2011-05-30,3.875
2011-05-31,3.625
2011-06-01,3.167
2011-06-02,3.792
2011-06-03,3.0
2011-06-04,3.875
2011-06-05,1.958
2011-06-06,3.292
2011-06-07,1.739
