date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,57.0,46.542,37.0,16.25,17.958,1.708,1.0,17.25,9.8,6.542,3.7
2011-01-02,65.0,44.917,24.0,11.958,13.667,1.708,0.833,11.792,12.5,6.612,3.4
2011-01-03,57.0,40.083,24.0,12.583,15.292,2.708,0.667,6.583,10.6,5.25,0.0
2011-01-04,62.0,44.667,25.0,13.208,16.0,2.792,1.375,10.958,12.1,5.692,0.3
2011-01-05,49.0,29.875,16.0,14.292,19.292,5.0,0.875,7.875,11.2,5.904,1.3
2011-01-06,64.0,47.917,36.0,28.042,51.25,23.208,0.958,10.875,10.1,4.775,-0.2
2011-01-07,57.0,39.167,17.0,21.417,27.542,6.125,1.0,8.292,10.0,5.125,1.5
2011-01-08,56.0,37.75,26.0,16.25,21.5,5.25,0.958,7.0,10.0,5.246,0.2
2011-01-09,59.0,45.458,33.0,24.375,34.792,10.417,1.333,17.5,10.1,5.662,1.6
2011-01-10,69.0,54.917,37.0,26.682,40.364,13.682,1.136,18.783,9.8,5.958,0.8
2011-01-11,73.0,47.25,29.0,20.417,33.25,12.833,1.083,16.875,11.2,5.888,1.9
2011-01-12,58.0,38.125,22.0,22.417,33.708,11.292,1.042,10.042,7.1,3.204,0.4
2011-01-13,68.0,52.917,36.0,30.292,63.042,32.75,1.042,18.417,11.1,4.729,-0.5
2011-01-14,57.0,47.333,39.0,24.083,33.167,9.083,1.583,13.958,7.7,4.45,2.0
2011-01-15,62.0,48.0,36.0,21.375,25.667,4.292,1.583,17.167,6.7,4.008,1.0
2011-01-16,51.0,40.458,32.0,24.217,27.478,3.261,1.0,16.261,5.1,4.217,2.6
2011-01-17,61.0,44.875,28.0,26.5,37.583,11.083,1.125,19.958,7.8,4.279,1.5
2011-01-18,68.0,56.75,41.0,36.042,70.417,34.375,1.5,28.833,8.6,4.142,-0.9
2011-01-19,84.0,56.125,41.0,25.0,35.333,10.333,1.375,22.167,10.3,6.475,2.8
2011-01-20,85.0,78.875,66.0,7.458,8.583,1.125,0.0,11.333,4.1,3.117,2.0
2011-01-21,87.0,77.25,65.0,8.625,9.583,0.958,0.0,6.0,5.2,4.4,3.7
2011-01-22,86.0,73.667,64.0,12.625,15.75,3.125,0.083,7.75,10.1,6.85,4.4
2011-01-23,89.0,76.292,52.0,24.333,55.5,31.167,0.696,14.783,9.7,5.804,1.1
2011-01-24,87.0,68.792,46.0,24.708,35.167,10.458,0.125,12.917,3.7,1.908,0.4
2011-01-25,81.0,59.458,33.0,23.25,46.958,23.708,0.417,11.708,9.5,3.771,-0.8
2011-01-26,67.0,44.125,28.0,23.75,34.208,10.458,1.083,11.417,7.3,3.017,-0.4
2011-01-27,67.0,46.917,29.0,23.0,45.042,22.042,1.083,14.083,9.4,3.596,-2.0
2011-01-28,69.0,45.75,31.0,18.5,25.083,6.583,1.0,14.125,5.9,2.375,-0.7
2011-01-29,47.0,32.708,17.0,11.958,13.125,1.167,1.0,12.083,8.4,3.4,0.3
2011-01-30,59.0,38.708,19.0,24.0,32.958,8.958,1.042,11.042,7.7,2.846,-1.2
2011-01-31,68.0,46.833,31.0,24.348,47.478,23.13,0.783,11.304,10.1,3.671,-2.0
2011-02-01,56.0,40.875,21.0,11.375,12.208,0.833,2.083,18.708,11.3,7.042,0.3
2011-02-02,50.0,28.208,10.0,17.792,25.375,7.583,1.083,8.542,6.1,2.45,-0.8
2011-02-03,57.0,40.417,19.0,23.417,33.792,10.375,1.167,9.708,6.5,2.029,-3.3
2011-02-04,63.0,42.375,28.0,19.75,30.542,10.792,0.75,11.667,12.2,5.062,-1.9
2011-02-05,67.0,50.042,31.0,25.542,33.667,8.125,1.833,19.458,8.6,4.6,-0.5
2011-02-06,90.0,74.667,57.0,29.667,41.792,12.125,0.583,42.708,6.3,4.983,3.1
2011-02-07,97.0,86.25,79.0,26.5,38.792,12.292,0.542,52.542,16.1,9.804,4.6
2011-02-08,82.0,55.625,41.0,18.174,21.0,2.826,1.043,11.522,9.3,6.538,3.0
2011-02-09,74.0,43.042,20.0,19.0,23.667,4.667,0.708,8.167,9.1,4.704,0.2
2011-02-10,59.0,47.792,40.0,23.667,33.792,10.125,1.167,13.625,9.6,5.117,0.0
2011-02-11,65.0,48.958,30.0,19.917,22.75,2.833,1.125,15.75,8.4,5.096,1.4
2011-02-12,72.0,42.0,25.0,16.083,19.042,2.958,0.958,12.875,10.5,4.988,0.3
2011-02-13,59.0,47.727,33.0,34.591,48.682,14.091,1.545,21.652,9.6,5.05,0.3
2011-02-14,84.0,65.125,44.0,28.583,32.417,3.833,0.875,37.583,6.5,5.938,5.5
2011-02-15,80.0,63.0,38.0,25.25,37.625,12.375,0.833,29.75,10.5,7.508,5.4
2011-02-16,86.0,56.0,39.0,20.542,23.375,2.833,0.167,18.5,4.7,3.204,1.5
2011-02-17,83.0,64.625,31.0,25.0,33.042,8.042,0.667,26.958,7.8,3.821,1.4
2011-02-18,82.0,39.792,13.0,11.667,12.542,0.875,0.542,10.417,7.9,3.279,0.1
2011-02-19,66.0,46.542,33.0,15.875,16.958,1.083,0.833,14.125,7.2,2.721,-1.0
2011-02-20,66.0,44.625,24.0,20.792,26.5,5.708,1.0,13.75,10.6,5.512,0.4
2011-02-21,67.0,47.0,31.0,33.087,49.087,16.0,1.0,18.478,11.2,6.85,1.0
2011-02-22,80.0,54.792,40.0,20.042,22.0,1.958,2.75,27.583,10.0,8.017,6.5
2011-02-23,91.0,83.458,64.0,27.042,35.708,8.667,0.042,37.542,10.6,7.458,4.6
2011-02-24,81.0,52.875,30.0,18.375,23.083,4.708,2.125,23.208,14.6,11.129,6.1
2011-02-25,88.0,78.208,67.0,18.708,20.958,2.25,0.125,21.333,10.6,6.758,4.2
2011-02-26,68.0,51.625,37.0,12.667,13.875,1.208,0.708,11.667,8.4,6.088,3.6
2011-02-27,60.0,32.875,23.0,11.0,12.375,1.375,0.042,9.708,9.1,4.996,2.0
2011-02-28,53.0,37.792,28.0,18.182,20.0,1.818,1.409,13.609,7.7,4.05,0.9
2011-03-01,80.0,66.667,52.0,26.042,40.458,14.417,0.5,14.583,12.3,8.129,3.8
2011-03-02,89.0,82.917,74.0,28.958,53.583,24.625,0.042,26.833,8.6,6.633,5.4
2011-03-03,85.0,63.333,44.0,14.625,15.833,1.208,1.333,15.958,12.1,7.754,4.9
2011-03-04,87.0,63.875,53.0,13.083,13.542,0.458,1.375,23.833,6.9,5.538,3.0
2011-03-05,90.0,86.042,78.0,22.652,28.304,5.652,0.043,20.682,10.6,6.404,2.7
2011-03-06,92.0,81.083,63.0,35.667,61.083,25.417,0.625,44.0,17.3,12.467,8.6
2011-03-07,90.0,64.583,38.0,21.375,23.792,2.417,1.625,33.5,15.2,12.808,11.5
2011-03-08,77.0,62.625,55.0,20.583,22.375,1.792,1.0,25.75,11.2,9.933,8.6
2011-03-09,86.0,80.417,56.0,16.833,18.5,1.667,0.125,18.167,9.8,7.021,4.9
2011-03-10,85.0,76.5,68.0,9.083,9.583,0.5,0.0,5.125,7.5,5.804,3.9
2011-03-11,76.0,64.542,41.0,12.833,13.792,0.958,0.833,16.333,11.0,7.412,4.5
2011-03-12,72.0,41.5,22.0,13.0,13.417,0.417,0.667,7.167,11.9,7.138,2.3
2011-03-13,59.0,40.208,14.0,14.5,15.318,0.818,0.455,8.5,11.2,6.571,2.7
2011-03-14,66.0,49.083,36.0,19.083,21.208,2.125,0.875,11.75,10.8,6.992,3.4
2011-03-15,70.0,42.75,20.0,23.25,32.292,9.042,1.0,16.583,13.7,7.5,2.6
2011-03-16,59.0,45.583,30.0,15.833,19.708,3.875,1.125,15.042,11.6,7.362,0.8
2011-03-17,90.0,81.708,60.0,33.417,46.708,13.292,0.5,58.333,11.1,7.638,5.1
2011-03-18,89.0,82.792,73.0,28.042,38.25,10.208,0.667,70.208,12.9,10.271,8.2
2011-03-19,87.0,48.0,27.0,18.478,19.957,1.478,0.87,13.826,12.3,9.675,6.7
2011-03-20,64.0,41.875,26.0,15.875,16.25,0.375,0.583,13.917,11.8,8.008,3.8
2011-03-21,53.0,36.625,17.0,13.833,14.25,0.417,0.625,9.167,12.5,8.283,4.6
2011-03-22,64.0,45.833,34.0,31.625,45.75,14.125,1.208,19.792,16.7,10.338,3.0
2011-03-23,91.0,72.958,44.0,32.167,37.417,5.25,0.375,25.917,11.3,9.3,7.7
2011-03-24,90.0,81.25,61.0,25.917,30.417,4.5,0.0,26.333,10.8,8.704,7.6
2011-03-25,77.0,42.958,25.0,10.375,10.667,0.292,0.375,8.25,14.1,9.642,5.4
2011-03-26,64.0,45.125,27.0,26.045,29.727,3.682,0.636,12.913,11.1,7.162,2.8
2011-03-27,66.0,48.292,29.0,23.625,29.792,6.167,0.958,15.667,12.9,8.225,2.3
2011-03-28,70.0,52.042,34.0,24.25,31.0,6.75,1.333,22.708,18.3,10.392,4.3
2011-03-29,54.0,42.375,30.0,16.792,18.958,2.167,1.208,15.042,14.5,10.779,4.1
2011-03-30,64.0,55.625,41.0,3.833,3.875,0.042,1.0,18.542,18.9,15.425,12.4
2011-03-31,88.0,72.333,60.0,4.25,4.333,0.083,0.042,28.417,17.1,13.667,7.5
2011-04-01,61.0,52.0,36.0,15.75,17.583,1.833,1.417,16.958,14.6,10.446,4.2
2011-04-02,73.0,45.375,27.0,18.958,21.167,2.208,1.75,26.625,20.6,14.058,7.0
2011-04-03,65.0,44.25,28.0,10.958,11.083,0.125,1.708,16.083,9.9,8.35,7.1
2011-04-04,47.0,28.417,17.0,10.522,11.435,0.913,1.13,10.455,14.6,9.596,5.8
2011-04-05,49.0,35.75,24.0,22.083,25.042,2.958,1.25,14.625,13.2,8.929,3.0
2011-04-06,64.0,49.458,34.0,24.958,34.25,9.292,1.417,18.792,16.7,12.171,5.0
2011-04-07,69.0,56.917,41.0,12.625,14.625,2.0,1.0,18.458,19.7,15.258,10.5
2011-04-08,74.0,61.208,52.0,2.458,2.667,0.208,0.917,19.333,18.6,16.908,15.7
2011-04-09,93.0,84.167,70.0,5.625,6.167,0.542,0.0,28.583,17.0,15.758,14.1
2011-04-10,83.0,66.875,47.0,6.708,7.292,0.583,0.875,18.958,16.9,14.079,11.3
2011-04-11,78.0,66.375,42.0,13.682,14.773,1.091,0.727,29.043,18.7,14.383,9.6
2011-04-12,62.0,37.458,18.0,9.25,9.542,0.292,0.875,18.708,15.6,11.588,7.9
2011-04-13,57.0,45.333,26.0,14.542,15.208,0.667,1.125,23.167,21.1,13.921,7.0
2011-04-14,65.0,50.958,32.0,22.375,23.708,1.333,1.792,30.5,19.2,15.625,10.5
2011-04-15,84.0,64.167,50.0,10.0,10.25,0.25,1.458,31.208,20.4,17.008,13.8
2011-04-16,90.0,62.375,29.0,5.875,6.208,0.333,0.583,26.458,23.5,17.533,12.5
2011-04-17,70.0,48.708,29.0,5.375,5.583,0.208,1.083,15.583,16.7,13.325,10.0
