date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,200.542,9.167,72.0,59.292,45.0,24.667,23.625,31.583,7.958,,17.875,10.3,6.612,2.4,225.208
2011-01-02,193.208,7.292,71.0,53.583,37.0,15.417,14.458,17.958,3.5,,10.542,12.2,6.562,3.6,208.625
2011-01-03,192.875,7.25,66.0,44.833,22.0,13.708,14.5,17.667,3.167,,1.792,11.4,5.708,0.6,206.583
2011-01-04,195.182,8.565,74.0,55.667,29.0,17.864,18.478,27.043,8.565,,7.913,12.8,5.529,0.5,213.045
2011-01-05,197.667,9.208,73.0,46.25,25.0,23.667,26.667,45.0,18.333,,4.792,10.1,4.633,-0.9,221.333
2011-01-06,204.083,10.792,84.0,59.417,33.0,33.5,35.083,72.042,36.958,,9.083,9.6,4.388,-0.7,237.583
2011-01-07,191.833,6.958,62.0,44.792,24.0,12.5,15.625,18.083,2.458,,3.292,10.4,5.383,1.6,204.333
2011-01-08,194.958,7.333,63.0,42.042,27.0,15.833,15.292,17.958,2.667,,4.375,10.4,5.5,0.8,210.792
2011-01-09,202.75,10.25,68.0,56.833,41.0,30.042,31.0,50.917,19.917,,18.625,11.1,5.375,0.9,232.792
2011-01-10,197.458,9.917,81.0,64.458,41.0,25.625,33.833,56.167,22.333,,18.25,10.3,6.117,0.5,223.083
2011-01-11,194.905,8.217,82.0,54.625,31.0,21.905,24.909,42.591,17.682,,15.826,11.3,5.858,1.8,216.81
2011-01-12,196.208,8.292,65.0,44.25,28.0,28.208,24.042,44.75,20.708,,7.75,7.3,3.217,-0.1,224.417
2011-01-13,201.667,10.25,69.0,56.917,45.0,35.083,36.667,77.542,40.875,,14.25,10.8,4.842,-1.5,236.75
2011-01-14,200.25,9.333,71.0,54.208,39.0,28.208,24.25,42.0,17.75,,11.125,9.1,4.504,1.4,228.458
2011-01-15,203.333,9.5,77.0,58.042,44.0,29.292,25.667,40.5,14.833,,12.708,6.6,3.758,0.3,232.625
2011-01-16,194.792,7.292,55.0,47.333,40.0,16.167,25.625,31.542,5.917,,15.042,5.1,4.238,3.1,210.958
2011-01-17,198.5,8.583,81.0,55.75,37.0,28.25,32.875,50.958,18.083,,19.542,7.7,4.192,0.6,226.75
2011-01-18,209.053,11.833,79.0,63.583,45.0,50.842,45.5,95.125,49.625,,28.875,8.7,4.267,-0.5,259.895
2011-01-19,194.864,7.304,93.0,65.125,52.0,20.909,29.455,40.182,10.727,,21.435,10.1,6.196,2.9,215.773
2011-01-20,189.917,6.083,97.0,94.261,85.0,11.208,13.917,17.167,3.25,,9.833,3.3,2.335,1.1,201.125
2011-01-21,188.5,5.75,97.0,92.333,84.0,10.25,11.917,14.583,2.667,,3.667,4.1,3.521,2.9,198.75
2011-01-22,193.417,6.875,97.0,91.375,75.0,17.708,14.583,23.917,9.333,,3.833,9.4,5.596,3.3,211.125
2011-01-23,204.333,10.417,97.0,87.792,64.0,32.792,26.333,75.458,49.125,,12.042,9.8,5.696,1.1,237.125
2011-01-24,195.5,8.083,97.0,78.917,45.0,19.458,23.333,36.25,12.917,,8.375,6.1,2.412,-0.1,214.958
2011-01-25,197.375,9.958,97.0,70.5,39.0,29.708,31.292,69.667,38.375,,13.917,8.9,3.567,-0.9,227.083
2011-01-26,197.13,8.783,86.0,56.042,33.0,24.565,27.652,42.565,14.913,,7.783,8.2,3.008,-0.7,221.696
2011-01-27,202.292,9.917,89.0,60.542,37.0,27.375,28.5,67.208,38.708,,12.458,9.3,3.146,-2.8,229.667
2011-01-28,197.042,8.25,82.0,54.667,37.0,18.0,20.542,30.958,10.417,,11.25,6.6,2.446,-1.1,215.042
2011-01-29,192.625,7.0,57.0,38.333,22.0,10.333,9.458,10.875,1.417,,4.875,7.9,3.138,0.0,202.958
2011-01-30,196.125,8.542,66.0,42.375,26.0,20.167,23.792,35.208,11.417,,8.625,7.8,3.058,-0.9,216.292
2011-01-31,200.333,9.458,80.0,55.625,38.0,26.292,29.792,61.833,32.042,,9.5,9.1,3.408,-2.5,226.625
2011-02-01,193.083,8.625,71.0,51.833,41.0,17.833,21.083,32.208,11.125,,15.75,11.9,6.725,-0.5,210.917
2011-02-02,197.952,9.217,70.0,41.792,20.0,20.286,25.304,44.609,19.304,,5.478,5.7,1.942,-1.6,218.238
2011-02-03,202.5,11.25,85.0,52.5,22.0,33.667,32.125,70.208,38.083,,9.833,6.5,1.846,-3.4,236.167
2011-02-04,208.125,12.583,87.0,57.833,33.0,41.792,33.375,79.417,46.042,,16.75,11.6,4.317,-2.4,249.917
2011-02-05,209.5,12.292,76.0,61.625,40.0,37.208,31.667,52.5,20.833,,20.25,8.3,4.017,-0.5,246.708
2011-02-06,199.875,10.625,97.0,85.625,70.0,26.0,35.375,49.125,13.75,,35.75,5.5,4.329,2.8,225.875
2011-02-07,196.0,10.167,98.0,96.667,95.0,27.208,30.875,52.375,21.5,,34.208,16.3,9.679,4.4,223.208
2011-02-08,192.591,8.391,97.0,65.875,50.0,20.227,20.182,28.227,8.045,,6.826,8.4,6.238,3.6,212.818
2011-02-09,194.625,9.167,84.0,52.542,31.0,23.667,26.292,50.375,24.083,,6.917,8.4,4.7,-0.2,218.292
