date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,200.333,17.208,20.167,21.458,1.292,,20.625,217.542
2011-01-02,194.708,10.25,12.833,15.458,2.625,,13.0,204.958
2011-01-03,190.042,5.833,8.542,8.917,0.375,,2.417,195.875
2011-01-04,194.333,8.042,9.792,10.208,0.417,,11.0,202.375
2011-01-05,191.042,6.125,8.25,8.458,0.208,,3.208,197.167
2011-01-06,195.636,10.5,18.087,20.696,2.609,,6.375,206.136
2011-01-07,191.583,7.5,11.292,12.292,1.0,,3.708,199.083
2011-01-08,193.0,7.958,9.875,10.625,0.75,,4.292,200.958
2011-01-09,200.208,17.625,27.667,34.583,6.917,,17.875,217.833
2011-01-10,194.625,14.208,22.208,26.375,4.167,,16.417,208.833
2011-01-11,194.682,16.682,23.909,30.864,6.955,,24.625,211.364
2011-01-12,195.667,10.75,16.708,20.25,3.542,,5.583,206.417
2011-01-13,197.125,16.75,22.833,32.25,9.417,,10.833,213.875
2011-01-14,197.208,11.958,19.0,23.083,4.083,,6.042,209.167
2011-01-15,199.542,13.0,18.625,21.25,2.625,,12.0,212.542
2011-01-16,193.682,7.955,14.045,16.182,2.136,,10.875,201.636
2011-01-17,192.0,11.417,14.542,17.0,2.458,,10.417,203.417
2011-01-18,201.833,27.833,39.875,60.0,20.125,,33.208,229.667
2011-01-19,195.417,20.417,26.958,37.292,10.333,,27.542,215.833
2011-01-20,191.0,10.458,14.708,17.167,2.458,,17.917,201.458
2011-01-21,189.542,8.75,10.708,12.917,2.208,,10.208,198.292
2011-01-22,192.417,13.292,14.417,17.75,3.333,,9.417,205.708
2011-01-23,202.81,20.524,24.864,43.0,18.136,,20.625,223.333
2011-01-24,193.417,7.792,13.375,16.333,2.958,,7.125,201.208
2011-01-25,193.375,9.5,11.5,15.292,3.792,,5.583,202.875
2011-01-26,195.167,12.125,18.917,22.125,3.208,,11.958,207.292
2011-01-27,201.083,15.125,20.542,27.375,6.833,,13.042,216.208
2011-01-28,199.042,13.208,20.042,25.417,5.375,,13.708,212.25
2011-01-29,193.125,5.333,6.417,7.5,1.083,,3.833,198.458
2011-01-30,193.545,9.045,15.0,17.364,2.364,,4.435,202.591
2011-01-31,194.917,11.75,18.833,23.417,4.583,,8.75,206.667
2011-02-01,191.542,6.375,5.5,6.375,0.875,,10.833,197.917
2011-02-02,192.208,9.292,12.042,14.333,2.292,,4.625,201.5
2011-02-03,195.458,9.375,11.375,14.917,3.542,,4.167,204.833
2011-02-04,192.5,9.167,10.083,12.333,2.25,,8.125,201.667
2011-02-05,197.167,11.875,18.958,21.333,2.375,,17.25,209.042
2011-02-06,201.636,24.591,39.5,54.227,14.727,,50.625,226.227
2011-02-07,194.167,14.542,18.417,28.708,10.292,,39.083,208.708
2011-02-08,191.583,11.5,15.458,19.083,3.625,,14.958,203.083
2011-02-09,190.625,6.875,8.25,10.125,1.875,,4.458,197.5
2011-02-10,194.125,11.667,18.792,23.5,4.708,,8.417,205.792
2011-02-11,193.25,9.667,14.125,16.25,2.125,,12.917,202.917
2011-02-12,192.708,8.292,12.5,14.625,2.125,,9.125,201.0
2011-02-13,195.6,16.65,29.2,35.5,6.3,,18.792,212.25
2011-02-14,195.875,23.792,35.708,44.583,8.875,,47.542,219.667
2011-02-15,199.042,28.667,35.542,51.625,16.083,,49.833,227.708
2011-02-16,191.208,10.792,19.125,21.625,2.5,,16.833,202.0
2011-02-17,194.292,16.0,24.5,33.875,9.375,,27.333,210.292
2011-02-18,190.542,6.417,8.5,10.083,1.583,,8.375,196.958
2011-02-19,193.917,8.208,11.833,14.083,2.25,,9.458,202.125
2011-02-20,195.909,13.227,23.176,29.471,6.294,,13.458,209.136
2011-02-21,196.667,17.958,27.458,34.417,6.958,,14.75,214.625
2011-02-22,193.417,12.083,18.25,21.458,3.208,,35.417,205.5
2011-02-23,194.917,19.917,30.833,41.375,10.542,,38.458,214.833
2011-02-24,192.5,9.167,13.167,16.208,3.042,,25.042,201.667
2011-02-25,193.458,11.458,19.792,24.792,5.0,,27.125,204.917
2011-02-26,190.917,7.167,11.958,14.625,2.667,,8.125,198.083
2011-02-27,190.917,7.208,10.792,13.583,2.792,,8.375,198.125
2011-02-28,191.545,6.318,11.364,13.591,2.227,,9.25,197.864
2011-03-01,191.917,16.125,24.542,32.792,8.25,,19.667,208.042
2011-03-02,190.833,15.333,28.875,35.167,6.292,,26.625,206.167
2011-03-03,189.75,6.292,9.875,11.292,1.417,,13.875,196.042
