date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2011-01-01,5.542,26.75,37.5,10.75,,21.708
2011-01-02,4.208,17.583,23.917,6.333,,13.958
2011-01-03,3.0,10.417,12.833,2.417,,3.875
2011-01-04,4.5,22.542,30.0,7.458,,10.0
2011-01-05,3.391,20.957,28.783,7.826,,5.542
2011-01-06,5.391,40.636,66.955,26.318,,12.773
2011-01-07,2.125,14.583,17.917,3.333,,5.0
2011-01-08,2.292,13.583,16.833,3.25,,5.208
2011-01-09,5.0,36.375,58.208,21.833,,19.167
2011-01-10,5.833,45.875,82.25,36.375,,24.75
2011-01-11,3.667,30.833,52.333,21.5,,19.5
2011-01-12,3.773,31.455,56.682,25.227,,8.75
2011-01-13,5.292,45.0,88.0,43.0,,19.917
2011-01-14,4.4,34.562,52.5,17.938,,12.75
2011-01-15,4.5,32.375,53.083,20.708,,17.75
2011-01-16,3.125,31.958,52.75,20.792,,17.042
2011-01-17,3.958,38.458,67.833,29.375,,14.333
2011-01-18,5.917,53.458,104.042,50.583,,29.542
2011-01-19,4.174,34.13,55.304,21.174,,29.042
2011-01-20,4.348,22.542,29.625,7.083,,21.083
2011-01-21,2.292,19.25,23.583,4.333,,12.708
2011-01-22,3.208,20.333,31.333,11.0,,8.75
2011-01-23,6.917,36.208,116.917,80.708,,18.25
2011-01-24,3.667,28.5,49.125,20.625,,9.958
2011-01-25,5.667,41.292,84.5,43.208,,23.875
2011-01-26,5.043,28.609,42.957,14.348,,12.5
2011-01-27,6.609,39.7,84.35,44.65,,18.417
2011-01-28,4.542,24.625,38.375,13.75,,17.5
2011-01-29,3.083,10.208,12.667,2.458,,7.458
2011-01-30,4.375,27.667,44.833,17.167,,9.333
2011-01-31,5.458,35.042,55.667,20.625,,14.0
2011-02-01,4.583,23.75,32.0,8.25,,15.583
2011-02-02,3.261,17.261,22.043,4.783,,8.042
2011-02-03,6.652,39.773,76.136,36.364,,15.318
2011-02-04,6.273,40.591,69.409,28.818,,16.636
2011-02-05,6.292,33.875,49.125,15.25,,22.333
2011-02-06,5.542,43.458,60.625,17.167,,38.417
2011-02-07,6.083,41.125,78.958,37.833,,34.208
2011-02-08,4.5,28.125,44.125,16.0,,9.333
2011-02-09,4.273,33.591,53.273,19.682,,8.652
2011-02-10,6.125,42.167,77.75,35.583,,17.25
2011-02-11,4.583,29.25,43.208,13.958,,16.167
2011-02-12,3.417,13.958,16.583,2.625,,10.667
2011-02-13,5.542,42.458,75.25,32.792,,21.542
2011-02-14,4.875,37.292,49.875,12.583,,38.458
2011-02-15,5.125,29.417,44.542,15.125,,30.083
2011-02-16,3.522,27.261,45.957,18.696,,14.625
2011-02-17,4.364,36.5,56.208,19.708,,22.917
2011-02-18,2.667,14.792,17.708,2.917,,8.917
2011-02-19,4.667,25.708,34.875,9.167,,14.042
2011-02-20,5.875,45.5,71.208,25.708,,19.042
2011-02-21,6.042,51.5,80.917,29.417,,26.125
2011-02-22,4.5,35.136,51.0,15.864,,25.864
2011-02-23,5.727,37.636,67.545,29.909,,37.333
2011-02-24,4.75,32.208,43.667,11.458,,29.25
2011-02-25,4.083,27.0,34.75,7.75,,20.0
2011-02-26,2.917,19.458,27.583,8.125,,10.333
2011-02-27,2.25,12.0,14.292,2.292,,10.708
2011-02-28,3.542,31.25,50.5,19.25,,11.792
2011-03-01,4.739,38.565,64.348,25.783,,20.625
2011-03-02,6.391,36.304,76.522,40.217,,21.227
2011-03-03,5.5,24.583,33.625,9.042,,14.292
2011-03-04,5.292,20.417,27.042,6.625,,20.75
2011-03-05,5.958,32.167,49.958,17.792,,12.25
2011-03-06,10.917,46.417,115.417,69.0,,28.167
2011-03-07,7.125,38.792,70.75,31.958,,32.5
2011-03-08,4.476,35.048,50.238,15.19,,19.042
2011-03-09,4.333,28.042,35.917,7.875,,20.125
2011-03-10,3.417,18.708,22.5,3.792,,4.708
2011-03-11,4.417,25.208,33.833,8.625,,16.125
2011-03-12,3.125,18.667,26.042,7.375,,6.833
2011-03-13,3.083,19.167,23.375,4.208,,7.167
2011-03-14,4.208,36.75,52.208,15.458,,13.583
2011-03-15,4.091,24.87,35.435,10.565,,20.167
2011-03-16,4.917,27.417,37.292,9.875,,21.458
2011-03-17,6.375,46.542,66.5,19.958,,44.833
2011-03-18,6.833,36.542,56.792,20.25,,43.833
2011-03-19,3.458,20.583,26.083,5.5,,12.167
2011-03-20,3.792,27.958,34.792,6.833,,15.875
2011-03-21,2.75,17.083,20.042,2.958,,9.5
2011-03-22,7.591,68.091,137.864,69.773,,36.292
2011-03-23,6.083,47.167,68.75,21.583,,38.542
2011-03-24,5.708,38.417,60.458,22.042,,20.0
2011-03-25,4.875,29.667,45.125,15.458,,11.917
2011-03-26,4.792,27.375,38.167,10.792,,11.542
2011-03-27,6.375,35.833,47.0,11.167,,16.75
2011-03-28,6.625,41.375,57.75,16.375,,33.083
2011-03-29,5.19,30.478,40.652,10.174,,20.217
2011-03-30,2.333,16.208,18.0,1.792,,15.083
2011-03-31,2.25,10.25,11.125,0.875,,12.042
2011-04-01,5.0,37.292,51.042,13.75,,20.417
2011-04-02,6.208,49.333,70.75,21.417,,31.333
2011-04-03,3.958,19.458,27.708,8.25,,12.458
2011-04-04,3.773,20.75,26.583,5.833,,11.167
2011-04-05,4.875,41.25,55.167,13.917,,16.333
2011-04-06,5.875,45.0,61.333,16.333,,24.542
2011-04-07,3.13,24.19,29.857,5.667,,17.708
2011-04-08,1.625,12.75,14.25,1.5,,13.5
2011-04-09,2.0,16.0,18.583,2.583,,24.292
2011-04-10,3.75,21.5,27.958,6.458,,15.833
2011-04-11,4.333,32.542,41.5,8.958,,25.792
2011-04-12,2.875,19.333,23.375,4.042,,17.625
2011-04-13,3.667,40.125,48.708,8.583,,23.125
2011-04-14,4.783,50.043,62.174,12.13,,31.375
2011-04-15,2.375,17.458,18.917,1.458,,26.25
2011-04-16,2.833,15.792,19.167,3.375,,19.792
2011-04-17,3.25,18.958,23.583,4.625,,15.708
2011-04-18,4.417,38.708,57.208,18.5,,15.5
2011-04-19,3.042,19.292,23.208,3.917,,9.875
2011-04-20,4.458,41.25,67.583,26.333,,8.917
2011-04-21,5.043,37.263,63.421,26.158,,14.917
2011-04-22,3.417,30.75,37.875,7.125,,21.417
2011-04-23,2.042,17.083,19.625,2.542,,22.125
2011-04-24,3.292,15.833,18.25,2.417,,13.5
2011-04-25,3.833,30.292,40.042,9.75,,17.75
2011-04-26,4.0,32.542,43.417,10.875,,22.083
2011-04-27,2.458,15.208,16.417,1.208,,37.375
2011-04-28,3.381,16.087,18.261,2.174,,18.5
