date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,191.917,4.958,63.0,45.917,33.0,18.833,18.917,31.417,12.5,,22.583,9.7,5.725,3.5,210.75
2011-01-02,189.917,4.375,73.0,46.792,24.0,17.0,17.958,32.458,14.5,,17.625,12.1,5.862,2.0,206.917
2011-01-03,188.833,4.458,60.0,39.125,15.0,17.458,20.042,40.75,20.708,,15.083,11.2,4.779,-0.9,206.292
2011-01-04,190.167,5.458,65.0,47.417,21.0,19.708,24.917,59.167,34.25,,17.792,12.4,4.662,-0.1,209.875
2011-01-05,192.333,5.917,56.0,34.875,12.0,23.083,35.75,115.375,79.625,,18.917,10.2,4.071,-0.6,215.417
2011-01-06,191.917,6.083,66.0,46.958,30.0,25.208,41.042,148.375,107.333,,21.042,10.8,4.512,-0.6,217.125
2011-01-07,191.417,4.583,68.0,41.25,14.0,20.708,30.375,98.667,68.292,,19.125,10.5,4.292,0.4,212.125
2011-01-08,191.083,4.208,54.0,34.292,19.0,17.333,19.833,41.542,21.708,,15.708,10.7,5.096,0.0,208.417
2011-01-09,192.833,6.042,62.0,44.75,30.0,23.875,31.542,88.292,56.75,,21.958,9.6,5.196,0.8,216.708
2011-01-10,193.667,6.958,69.0,53.458,31.0,28.542,43.591,149.045,105.455,,27.792,11.1,5.517,0.6,222.208
2011-01-11,190.542,5.083,71.0,46.167,27.0,19.75,32.208,101.458,69.25,,23.667,10.7,5.429,2.0,210.292
2011-01-12,192.625,5.417,62.0,35.958,19.0,22.25,39.583,116.292,76.708,,20.25,7.5,2.846,-0.1,214.875
2011-01-13,193.143,6.826,74.0,52.25,29.0,31.81,39.273,146.273,107.0,,24.333,10.5,4.138,-1.5,224.952
2011-01-14,195.792,7.042,68.0,50.875,34.0,26.75,36.167,114.0,77.833,,23.625,9.0,3.575,-0.3,222.542
2011-01-15,196.792,6.208,66.0,50.125,33.0,28.25,27.75,62.167,34.417,,25.625,6.9,3.2,-0.4,225.042
2011-01-16,193.708,5.208,56.0,40.333,32.0,25.208,38.708,114.292,75.583,,27.783,5.5,4.062,2.0,218.917
2011-01-17,193.042,5.042,62.0,44.375,27.0,27.583,37.417,115.125,77.708,,25.25,7.9,4.029,0.7,220.625
2011-01-18,194.25,6.875,67.0,53.458,31.0,34.958,44.042,159.292,115.25,,31.125,10.5,4.238,-0.5,229.208
2011-01-19,192.045,4.5,85.0,56.0,35.0,24.409,34.545,95.682,61.136,,27.955,10.4,6.288,2.6,216.455
2011-01-20,189.833,2.917,87.0,82.083,72.0,12.0,18.833,50.208,31.375,,18.292,3.5,2.829,1.9,201.833
2011-01-21,188.333,2.792,89.0,81.875,69.0,13.875,19.333,48.792,29.458,,14.917,4.5,3.771,3.0,202.208
2011-01-22,189.75,4.708,88.0,77.625,67.0,20.583,19.917,52.083,32.167,,17.083,9.5,6.321,3.6,210.333
2011-01-23,192.583,6.792,92.0,81.625,62.0,30.958,36.083,153.875,117.792,,22.25,8.9,4.942,0.7,223.542
