date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,195.208,6.167,12.667,15.75,22.792,7.042,,13.542,207.875
2011-01-02,191.708,5.292,10.375,13.417,19.25,5.833,,10.042,202.083
2011-01-03,190.833,5.0,8.25,12.125,18.667,6.542,,6.625,199.083
2011-01-04,190.625,6.0,10.833,16.333,27.083,10.75,,10.167,201.458
2011-01-05,193.091,6.182,17.955,28.273,59.182,30.909,,7.909,211.045
2011-01-06,192.708,6.083,22.542,35.75,92.708,56.958,,11.75,215.25
2011-01-07,195.435,5.375,14.826,20.304,46.522,26.217,,9.167,210.261
2011-01-08,193.875,4.417,10.667,12.625,17.292,4.667,,6.5,204.542
2011-01-09,195.083,5.75,15.042,21.583,36.875,15.292,,13.542,210.125
2011-01-10,195.667,6.875,18.083,34.208,84.375,50.167,,16.833,213.75
2011-01-11,192.0,5.458,14.875,20.5,43.25,22.75,,15.042,206.875
2011-01-12,194.917,6.708,17.167,33.625,91.583,57.958,,12.167,212.083
2011-01-13,194.25,7.542,23.042,37.292,105.833,68.542,,16.542,217.292
2011-01-14,200.13,9.042,28.261,34.696,115.087,80.391,,17.042,228.391
2011-01-15,201.25,8.167,20.375,26.333,57.958,31.625,,19.583,221.625
2011-01-16,197.792,6.417,16.5,29.333,58.833,29.5,,16.625,214.292
2011-01-17,196.333,6.042,18.667,29.167,58.833,29.667,,18.417,215.0
2011-01-18,198.333,7.0,22.25,36.125,73.75,37.625,,22.5,220.583
2011-01-19,194.917,5.417,15.583,23.375,40.25,16.875,,19.833,210.5
2011-01-20,193.5,4.5,10.333,12.792,18.792,6.0,,13.0,203.833
2011-01-21,190.522,4.542,12.435,16.609,27.783,11.174,,9.042,202.957
2011-01-22,190.833,5.792,16.125,15.625,33.5,17.875,,12.583,206.958
2011-01-23,191.783,7.478,22.304,31.565,104.957,73.391,,15.522,214.087
2011-01-24,193.25,6.333,20.875,33.875,100.125,66.25,,13.042,214.125
2011-01-25,191.0,5.833,17.5,34.375,99.5,65.125,,10.667,208.5
2011-01-26,193.25,5.958,17.292,26.042,60.25,34.208,,11.375,210.542
2011-01-27,193.583,6.375,17.667,29.875,83.292,53.417,,11.75,211.25
2011-01-28,194.826,5.417,12.783,20.087,38.826,18.739,,12.375,207.609
2011-01-29,193.625,4.417,9.417,12.292,16.417,4.125,,9.458,203.042
2011-01-30,194.375,6.0,14.083,26.25,61.917,35.667,,11.25,208.458
2011-01-31,193.708,5.917,15.625,30.958,76.792,45.833,,11.167,209.333
2011-02-01,193.042,6.5,15.583,32.833,98.25,65.417,,16.333,208.625
2011-02-02,193.458,6.792,16.0,34.667,112.292,77.625,,10.458,209.458
2011-02-03,194.542,6.75,15.792,36.417,104.083,67.667,,12.333,210.333
2011-02-04,194.652,7.25,19.739,35.826,90.478,54.652,,14.958,214.391
2011-02-05,197.292,7.25,19.25,24.417,44.542,20.125,,17.833,216.542
2011-02-06,196.833,8.261,17.417,32.652,78.87,46.217,,37.652,214.25
2011-02-07,,8.625,,35.708,97.333,61.625,,33.708,
2011-02-08,187.2,6.042,20.0,25.292,64.417,39.125,,12.75,207.2
2011-02-09,189.667,5.5,16.25,30.458,76.208,45.75,,10.042,205.917
2011-02-10,190.625,6.625,21.208,35.25,98.583,63.333,,14.958,211.833
2011-02-11,194.739,6.0,17.304,24.652,45.87,21.217,,14.708,212.043
2011-02-12,195.042,5.417,12.25,15.542,27.375,11.833,,12.375,207.292
2011-02-13,197.625,6.792,18.083,34.25,77.208,42.958,,18.583,215.708
2011-02-14,195.5,6.542,21.708,31.5,54.208,22.708,,33.667,217.208
2011-02-15,193.333,6.5,17.0,28.0,82.625,54.625,,20.875,210.333
2011-02-16,193.542,5.875,14.917,28.833,75.667,46.833,,20.0,208.458
2011-02-17,195.417,6.333,18.708,33.042,72.917,39.875,,24.583,214.125
2011-02-18,194.565,4.833,10.652,18.217,37.652,19.435,,12.542,205.217
2011-02-19,196.667,6.125,13.042,20.458,39.292,18.833,,13.25,209.708
2011-02-20,195.958,6.042,13.792,30.458,67.375,36.917,,14.125,209.75
2011-02-21,195.292,6.417,18.333,37.625,83.917,46.292,,17.625,213.625
2011-02-22,196.125,6.25,16.167,32.208,59.083,26.875,,27.0,212.292
2011-02-23,194.0,7.125,20.25,33.542,76.042,42.5,,34.958,214.25
2011-02-24,193.913,7.261,18.783,37.565,85.087,47.522,,26.435,212.696
2011-02-25,195.087,6.25,16.435,20.391,29.043,8.652,,18.083,211.522
2011-02-26,195.583,6.208,15.167,21.042,38.958,17.917,,14.542,210.75
2011-02-27,195.0,4.458,9.792,15.958,26.625,10.667,,10.917,204.792
2011-02-28,197.958,4.792,11.792,20.125,32.125,12.0,,12.958,209.75
2011-03-01,196.833,6.375,22.25,30.208,57.458,27.25,,14.625,219.083
2011-03-02,196.333,6.458,23.792,28.125,62.333,34.208,,22.417,220.125
2011-03-03,194.565,5.333,10.739,17.826,28.391,10.565,,15.292,205.304
2011-03-04,197.375,5.042,11.667,13.875,18.542,4.667,,24.083,209.042
2011-03-05,194.5,6.5,16.875,29.833,64.292,34.458,,11.0,211.375
2011-03-06,195.458,7.667,26.625,35.333,85.833,50.5,,29.208,222.083
2011-03-07,192.652,6.348,19.217,22.545,37.909,15.364,,27.913,211.87
2011-03-08,196.125,6.042,20.167,23.208,34.75,11.542,,25.208,216.292
2011-03-09,197.375,5.875,21.667,27.833,44.833,17.0,,19.292,219.042
2011-03-10,193.522,4.917,10.913,14.348,19.826,5.478,,7.875,204.435
2011-03-11,193.25,6.125,13.042,21.083,34.917,13.833,,15.333,206.292
2011-03-12,192.458,5.333,10.625,25.75,57.208,31.458,,9.042,203.083
2011-03-13,193.583,5.083,10.5,28.708,62.458,33.75,,9.875,204.083
2011-03-14,195.042,5.708,16.125,34.667,72.083,37.417,,13.833,211.167
2011-03-15,193.958,5.125,12.0,24.333,57.75,33.417,,18.417,205.958
2011-03-16,196.042,6.25,17.667,39.75,103.333,63.583,,17.25,213.708
2011-03-17,197.652,7.417,24.783,39.261,63.739,24.478,,49.833,222.435
2011-03-18,196.958,8.0,24.042,28.0,56.833,28.833,,39.25,221.0
2011-03-19,190.625,4.667,12.125,17.333,34.5,17.167,,10.083,202.75
2011-03-20,191.333,5.333,14.0,27.792,49.625,21.833,,14.875,205.333
2011-03-21,191.208,5.125,12.958,27.292,63.125,35.833,,12.708,204.167
2011-03-22,193.292,6.458,21.375,42.292,86.5,44.208,,23.042,214.667
2011-03-23,192.167,7.375,24.417,45.292,109.708,64.417,,27.042,216.583
2011-03-24,195.435,7.167,20.913,33.522,66.739,33.217,,21.458,216.348
2011-03-25,196.167,5.5,12.917,17.667,34.0,16.333,,9.625,209.083
2011-03-26,200.391,6.783,20.609,36.773,99.182,62.409,,13.909,221.0
2011-03-27,199.042,5.958,15.375,38.125,80.0,41.875,,15.792,214.417
2011-03-28,196.958,5.708,15.708,33.125,71.75,38.625,,22.625,212.667
2011-03-29,198.375,6.0,15.792,40.917,80.083,39.167,,19.292,214.167
2011-03-30,197.0,6.458,21.0,40.167,99.292,59.125,,20.458,218.0
2011-03-31,188.13,4.458,10.043,17.13,30.652,13.522,,16.958,198.174
2011-04-01,,5.792,,38.333,75.75,37.417,,21.042,
2011-04-02,,5.25,,24.652,37.87,13.217,,24.667,
2011-04-03,,4.667,,14.708,19.542,4.833,,20.75,
2011-04-04,,4.125,,16.917,26.708,9.792,,13.5,
2011-04-05,,5.375,,36.875,74.625,37.75,,20.083,
2011-04-06,,5.583,,44.0,85.083,41.083,,26.333,
2011-04-07,,5.227,,39.273,81.227,41.955,,25.087,
2011-04-08,,4.125,,23.75,47.5,23.75,,20.042,
2011-04-09,,4.417,,21.478,37.391,15.913,,21.542,
2011-04-10,,5.083,,16.625,25.375,8.75,,19.667,
2011-04-11,,5.625,,30.708,61.792,31.083,,29.792,
2011-04-12,,4.833,,22.708,39.333,16.625,,24.583,
2011-04-13,,5.667,,39.917,73.083,33.167,,31.625,
2011-04-14,,6.458,,42.958,68.083,25.125,,36.542,
2011-04-15,,5.125,,35.042,66.167,31.125,,35.417,
2011-04-16,,4.958,,22.087,44.348,22.261,,31.042,
2011-04-17,,4.75,,13.5,20.292,6.792,,24.625,
2011-04-18,,5.542,,35.083,71.958,36.875,,22.75,
2011-04-19,,4.792,,23.542,42.25,18.708,,14.75,
2011-04-20,,6.083,,34.0,89.292,55.292,,19.667,
2011-04-21,,5.043,,28.435,54.174,25.739,,21.13,
2011-04-22,,5.792,,39.625,89.5,49.875,,32.435,
2011-04-23,,4.042,,23.783,46.478,22.696,,20.0,
2011-04-24,,5.0,,17.5,27.125,9.625,,16.417,
2011-04-25,,5.458,,33.125,69.625,36.5,,18.792,
2011-04-26,,5.208,,37.542,66.542,29.0,,23.542,
2011-04-27,,4.625,,25.875,45.917,20.042,,46.417,
2011-04-28,,4.583,,25.375,47.458,22.083,,24.417,
2011-04-29,,5.167,,28.625,50.167,21.542,,18.375,
2011-04-30,,5.458,,30.0,51.565,21.565,,29.417,
2011-05-01,,4.5,,19.083,28.042,8.958,,25.667,
2011-05-02,,5.125,,28.375,49.125,20.75,,65.958,
2011-05-03,,4.792,,16.583,20.917,4.333,,66.875,
2011-05-04,,5.0,,20.042,31.625,11.583,,31.75,
2011-05-05,,4.125,,13.292,17.458,4.167,,26.375,
2011-05-06,,5.455,,31.591,54.318,22.727,,32.435,
2011-05-07,,5.625,,25.652,44.609,18.957,,35.667,
2011-05-08,,5.875,,19.417,36.917,17.5,,28.042,
2011-05-09,,6.125,,41.25,77.333,36.083,,37.75,
2011-05-10,,5.708,,32.792,65.833,33.042,,31.375,
2011-05-11,,6.25,,34.833,68.958,34.125,,21.167,
2011-05-12,,4.958,,24.125,40.792,16.667,,13.458,
2011-05-13,,5.375,,29.833,57.875,28.042,,30.917,
2011-05-14,,4.583,,28.217,59.13,30.913,,46.583,
2011-05-15,,3.917,,20.208,29.958,9.75,,27.792,
2011-05-16,,4.542,,41.375,78.458,37.083,,36.167,
2011-05-17,,5.292,,43.167,87.167,44.0,,40.375,
2011-05-18,,5.208,,44.458,87.333,42.875,,39.917,
2011-05-19,,5.167,,49.667,92.583,42.917,,37.875,
2011-05-20,,4.875,,48.25,93.5,45.25,,50.042,
2011-05-21,,5.292,,37.652,72.609,34.957,,63.208,
2011-05-22,,3.458,,13.375,21.5,8.125,,29.208,
2011-05-23,,4.087,,23.043,38.174,15.13,,16.739,
2011-05-24,,5.083,,22.792,42.208,19.417,,16.125,
2011-05-25,187.083,5.708,15.667,41.083,97.75,56.667,,26.875,202.75
