date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,73.0,59.125,38.0,9.435,11.435,2.0,,0.478,7.5,7.5,3.0,-0.2
2011-01-02,81.0,59.875,31.0,7.75,11.25,3.5,,0.333,4.125,10.1,3.538,-1.2
2011-01-03,68.0,48.25,22.0,7.208,11.458,4.25,,0.0,2.542,9.5,2.779,-2.8
2011-01-04,75.0,57.75,33.0,8.333,16.542,8.208,,0.708,4.542,9.7,2.871,-1.6
2011-01-05,63.0,43.375,21.0,12.458,23.458,11.0,,0.333,4.083,8.7,2.033,-2.4
2011-01-06,76.0,53.125,32.0,16.042,27.167,11.125,,0.292,6.208,8.9,2.588,-2.4
2011-01-07,82.0,56.0,21.0,13.364,26.955,13.591,,0.318,3.955,8.9,1.764,-2.9
2011-01-08,59.0,45.042,27.0,7.696,9.217,1.522,,0.217,3.208,8.4,2.958,-2.4
2011-01-09,69.0,56.25,38.0,14.0,15.833,1.833,,0.458,5.125,8.2,3.196,-0.3
2011-01-10,79.0,65.0,41.0,19.542,22.875,3.333,,0.417,6.167,9.1,2.896,-1.7
2011-01-11,85.0,59.708,32.0,14.833,19.708,4.875,,0.417,6.458,8.4,3.125,-0.5
2011-01-12,66.0,48.917,25.0,17.625,23.333,5.708,,0.458,3.708,5.7,1.017,-3.7
2011-01-13,77.0,62.0,36.0,22.792,35.125,12.333,,0.292,6.167,9.6,2.358,-2.5
2011-01-14,82.0,62.625,39.0,19.417,31.583,12.167,,0.667,6.25,5.9,1.208,-3.2
2011-01-15,76.0,65.167,48.0,17.043,24.391,7.348,,0.391,10.042,4.4,0.721,-2.5
2011-01-16,80.0,60.458,43.0,22.333,26.583,4.25,,0.5,11.125,4.0,1.475,-1.1
2011-01-17,79.0,60.174,37.0,18.714,23.286,4.571,,0.227,10.739,6.9,1.978,-1.2
2011-01-18,78.0,63.042,40.0,26.5,35.792,9.292,,0.5,10.875,8.1,2.204,-2.3
2011-01-19,92.0,70.542,43.0,19.75,22.583,2.833,,0.083,9.333,8.5,3.842,0.2
2011-01-20,94.0,90.042,85.0,6.125,6.125,0.0,,0.208,4.917,2.2,1.662,1.0
2011-01-21,99.0,95.208,89.0,10.667,11.5,0.833,,0.0,3.625,2.6,1.654,0.7
2011-01-22,98.0,91.25,75.0,8.087,8.087,0.0,,0.0,3.25,8.9,4.292,2.0
2011-01-23,99.0,92.625,82.0,16.125,19.042,2.917,,0.0,4.375,6.7,3.217,0.0
2011-01-24,99.0,86.292,66.0,14.417,17.333,2.917,,0.208,3.667,2.2,-0.042,-2.6
2011-01-25,91.0,75.292,43.0,11.25,11.333,0.083,,0.042,2.75,7.2,1.025,-2.4
