date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,THC_mean
2014-01-01,185.857,5.792,6.929,10.875,15.5,4.625,3.042,192.786
2014-01-02,177.417,7.292,23.833,18.792,36.958,18.167,4.25,201.25
2014-01-03,194.25,7.333,20.0,16.958,33.792,16.833,4.167,214.25
2014-01-04,191.467,8.042,29.333,20.0,40.0,20.0,5.5,220.8
2014-01-05,200.583,9.2,36.417,,,,14.3,237.0
2014-01-06,188.565,5.167,14.174,,,,7.708,202.739
2014-01-07,187.083,4.792,11.917,,,,2.375,199.0
2014-01-08,188.875,5.792,16.583,,,,6.208,205.458
2014-01-09,188.875,7.167,18.542,,,,7.625,207.417
2014-01-10,189.417,7.875,26.917,,,,6.333,216.333
2014-01-11,189.833,7.25,28.417,,,,7.208,218.25
2014-01-12,187.067,5.417,13.2,,,,2.833,200.267
2014-01-13,194.571,6.833,30.857,,,,5.792,225.429
2014-01-14,195.333,9.25,29.542,,,,18.792,224.875
2014-01-15,193.958,7.417,22.625,,,,17.292,216.583
2014-01-16,194.333,7.75,22.125,,,,9.208,216.458
2014-01-17,193.625,7.292,16.875,,,,8.292,210.5
2014-01-18,193.917,6.167,13.333,,,,3.917,207.25
2014-01-19,196.273,7.455,23.636,,,,7.636,219.909
2014-01-20,198.882,6.5,20.0,,,,11.542,218.882
2014-01-21,198.917,6.833,18.208,,,,16.375,217.125
2014-01-22,195.833,6.583,17.417,,,,8.333,213.25
2014-01-23,193.042,6.25,15.125,,,,3.958,208.167
2014-01-24,199.75,8.875,26.875,44.375,111.25,66.875,9.667,226.625
2014-01-25,201.708,8.5,26.792,31.217,57.435,26.217,17.458,228.5
2014-01-26,198.542,7.958,21.292,40.458,85.375,44.917,19.708,219.833
2014-01-27,196.696,6.583,13.87,28.542,60.333,31.792,12.292,210.565
2014-01-28,196.792,4.625,6.667,11.583,16.875,5.292,2.458,203.458
2014-01-29,202.125,6.667,19.542,32.875,82.292,49.417,7.167,221.667
2014-01-30,200.083,6.667,17.75,36.833,83.625,46.792,8.917,217.833
2014-01-31,196.542,6.208,14.333,23.333,62.833,39.5,2.583,210.875
2014-02-01,197.0,5.167,7.458,16.348,29.435,13.087,3.208,204.458
2014-02-02,198.091,5.864,12.273,27.273,69.273,42.0,4.273,210.364
2014-02-03,197.0,5.458,13.261,26.958,58.125,31.167,5.875,210.261
2014-02-04,198.625,6.542,18.25,34.0,74.083,40.083,10.292,216.875
2014-02-05,196.917,6.208,15.25,34.875,72.792,37.917,9.917,212.167
2014-02-06,194.542,5.917,13.5,32.542,81.542,49.0,6.75,208.042
2014-02-07,198.583,8.042,21.542,35.625,93.042,57.417,10.333,220.125
2014-02-08,197.083,7.958,19.417,27.304,51.348,24.043,17.625,216.5
2014-02-09,198.708,8.083,21.833,28.083,70.708,42.625,6.625,220.542
2014-02-10,200.0,7.833,20.826,36.542,104.042,67.5,7.375,220.826
2014-02-11,198.792,8.0,17.833,32.875,63.5,30.625,13.542,216.625
2014-02-12,199.625,9.042,25.292,44.75,99.042,54.292,21.083,224.917
2014-02-13,197.292,7.208,15.0,32.292,75.625,43.333,13.0,212.292
2014-02-14,199.042,7.083,16.625,32.083,75.083,43.0,6.542,215.667
2014-02-15,198.083,6.583,16.125,17.87,37.348,19.478,7.625,214.208
2014-02-16,199.625,7.833,20.542,38.625,80.0,41.375,8.75,220.167
2014-02-17,198.913,6.917,13.043,34.583,66.125,31.542,15.292,211.957
2014-02-18,183.25,6.417,11.75,30.333,60.375,30.042,7.917,195.0
2014-02-19,195.417,6.208,10.0,26.667,56.375,29.708,5.042,205.417
2014-02-20,199.583,6.458,13.792,25.042,59.292,34.25,5.917,213.375
2014-02-21,200.333,7.5,13.917,30.625,66.583,35.958,11.875,214.25
2014-02-22,202.875,7.833,18.0,26.739,36.609,9.87,26.458,220.875
2014-02-23,197.857,6.429,16.619,26.095,43.952,17.857,20.304,214.476
2014-02-24,200.87,6.333,17.696,28.333,40.75,12.417,22.25,218.565
2014-02-25,200.792,5.5,15.333,25.083,37.042,11.958,22.542,216.125
2014-02-26,198.875,5.75,14.917,29.375,53.083,23.708,16.042,213.792
2014-02-27,196.958,5.833,14.625,22.375,58.625,36.25,5.708,211.583
2014-02-28,199.333,5.042,12.042,22.833,39.917,17.083,8.583,211.375
2014-03-01,199.25,6.0,16.25,22.087,33.652,11.565,7.792,215.5
2014-03-02,195.417,4.833,10.625,18.0,31.792,13.792,6.167,206.042
2014-03-03,197.476,6.091,15.857,30.364,57.136,26.773,14.087,213.333
2014-03-04,193.667,6.625,18.208,33.917,66.375,32.458,11.417,211.875
2014-03-05,193.792,4.208,8.458,13.667,21.667,8.0,6.208,202.25
2014-03-06,197.458,4.417,9.958,17.0,25.792,8.792,5.167,207.417
2014-03-07,196.375,5.583,10.625,24.417,41.833,17.417,9.417,207.0
2014-03-08,194.25,4.958,8.375,14.565,22.13,7.565,4.833,202.625
2014-03-09,192.375,5.375,10.333,27.375,54.125,26.75,2.208,202.708
2014-03-10,196.217,5.125,11.304,21.292,46.667,25.375,0.667,207.522
2014-03-11,200.25,4.833,10.375,27.542,63.458,35.917,3.583,210.625
2014-03-12,198.75,5.0,10.0,25.958,52.375,26.417,9.542,208.75
2014-03-13,201.292,5.542,14.333,32.625,68.458,35.833,12.0,215.625
2014-03-14,203.583,6.458,15.75,31.333,48.375,17.042,16.0,219.333
2014-03-15,205.208,7.083,16.667,27.348,42.957,15.609,19.958,221.875
2014-03-16,208.042,7.958,22.5,39.875,67.625,27.75,32.583,230.542
2014-03-17,196.174,7.167,21.261,36.667,73.375,36.708,17.625,217.435
2014-03-18,196.708,6.458,22.417,32.083,62.708,30.625,19.042,219.125
2014-03-19,196.458,6.625,19.125,30.042,47.5,17.458,25.083,215.583
2014-03-20,198.125,7.125,17.625,37.667,62.292,24.625,13.833,215.75
2014-03-21,198.875,6.583,14.583,25.958,35.667,9.708,14.5,213.458
2014-03-22,194.917,6.75,14.792,21.043,33.043,12.0,17.333,209.708
2014-03-23,192.957,5.13,10.261,23.913,39.043,15.13,14.783,203.217
2014-03-24,196.435,5.0,11.13,25.5,51.25,25.75,3.875,207.565
2014-03-25,198.5,4.583,8.833,21.333,40.25,18.917,3.458,207.333
2014-03-26,198.708,5.583,11.333,28.542,50.583,22.042,8.417,210.042
2014-03-27,197.708,6.583,16.625,42.708,87.208,44.5,11.542,214.333
2014-03-28,195.75,7.25,22.792,40.125,73.833,33.708,15.625,218.542
2014-03-29,192.667,5.75,14.542,23.217,36.478,13.261,12.167,207.208
2014-03-30,193.625,6.042,14.458,33.333,68.917,35.583,15.042,208.083
2014-03-31,193.174,5.958,13.826,30.208,61.625,31.417,22.083,207.0
2014-04-01,196.542,5.125,15.375,24.125,43.125,19.0,11.417,211.917
2014-04-02,197.625,5.5,19.0,34.208,64.083,29.875,11.833,216.625
2014-04-03,193.75,6.083,18.0,38.542,84.75,46.208,6.625,211.75
2014-04-04,189.542,5.042,14.5,24.0,54.042,30.042,4.083,204.042
2014-04-05,193.417,5.083,12.542,18.167,31.125,12.958,4.167,205.958
2014-04-06,195.043,5.375,13.565,18.435,28.174,9.739,6.833,208.609
2014-04-07,197.227,6.0,21.773,30.045,59.727,29.682,7.739,219.0
2014-04-08,195.542,6.542,23.583,37.083,69.667,32.583,17.083,219.125
2014-04-09,198.167,6.0,18.542,34.625,56.625,22.0,21.333,216.708
2014-04-10,198.125,6.208,19.375,32.458,62.75,30.292,22.375,217.5
2014-04-11,196.917,4.792,11.75,23.333,37.375,14.042,12.25,208.667
2014-04-12,198.375,5.75,16.25,29.375,50.125,20.75,17.292,214.625
2014-04-13,195.913,5.875,20.043,22.348,31.783,9.435,16.583,215.957
2014-04-14,195.333,5.375,16.958,28.792,47.417,18.625,12.292,212.292
2014-04-15,193.75,6.125,19.75,38.667,74.583,35.917,16.042,213.5
2014-04-16,193.375,7.417,29.667,47.292,85.5,38.208,28.583,223.042
2014-04-17,193.958,7.0,23.125,36.125,58.125,22.0,30.792,217.083
2014-04-18,195.625,5.542,20.5,25.708,36.542,10.833,20.583,216.125
2014-04-19,194.833,4.667,14.125,16.667,25.75,9.083,16.5,208.958
2014-04-20,194.478,5.625,14.13,18.826,29.0,10.174,10.375,208.609
2014-04-21,191.083,5.583,14.5,26.375,48.875,22.5,11.792,205.583
2014-04-22,187.043,6.435,17.0,36.087,66.913,30.826,15.739,204.043
2014-04-23,177.875,5.458,22.458,29.792,54.292,24.5,14.833,200.333
