date,CH4_mean,CO2_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,192.375,4212.75,100.0,84.16666666666667,66.0,7.166666666666667,8.041666666666666,9.5,1.4583333333333333,,0.375,13.0,84.0,27.208333333333332,-24.0,199.54166666666666
2011-01-02,189.45833333333334,4090.5833333333335,100.0,65.125,32.0,4.875,5.375,5.5,0.125,,0.25,9.041666666666666,103.0,36.458333333333336,-15.0,194.33333333333334
2011-01-03,194.22727272727272,4179.304347826087,85.0,52.958333333333336,27.0,8.727272727272727,11.608695652173912,12.869565217391305,1.2608695652173914,,0.34782608695652173,5.083333333333333,96.0,29.25,-37.0,202.95454545454547
2011-01-04,189.4090909090909,4047.8695652173915,86.0,57.541666666666664,34.0,5.818181818181818,6.090909090909091,6.2272727272727275,0.13636363636363635,,0.782608695652174,5.826086956521739,99.0,33.041666666666664,-20.0,195.22727272727272
2011-01-05,191.5,4078.875,78.0,57.25,35.0,6.0,9.291666666666666,10.166666666666666,0.875,,0.4583333333333333,6.541666666666667,74.0,18.541666666666668,-19.0,197.5
2011-01-06,192.33333333333334,4177.083333333333,95.0,67.25,34.0,9.5,12.541666666666666,15.625,3.0833333333333335,,0.5,10.583333333333334,87.0,19.333333333333332,-51.0,201.83333333333334
2011-01-07,191.79166666666666,4157.208333333333,79.0,58.666666666666664,33.0,6.833333333333333,9.583333333333334,11.583333333333334,2.0,,0.0,4.541666666666667,77.0,24.25,-16.0,198.625
2011-01-08,193.41666666666666,4220.083333333333,98.0,64.95833333333333,32.0,8.125,9.375,10.583333333333334,1.2083333333333333,,0.0,4.375,76.0,8.666666666666666,-54.0,201.54166666666666
2011-01-09,190.08333333333334,4186.791666666667,99.0,76.95833333333333,59.0,8.375,9.5,10.708333333333334,1.2083333333333333,,0.375,7.791666666666667,83.0,24.708333333333332,-23.0,198.45833333333334
2011-01-10,191.27272727272728,4189.0,100.0,66.95833333333333,34.0,11.227272727272727,13.565217391304348,19.782608695652176,6.217391304347826,,0.43478260869565216,10.375,86.0,37.333333333333336,-20.0,202.5
