date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,200.5,4.541666666666667,96.0,71.83333333333333,64.0,15.333333333333334,11.5,13.583333333333334,2.0833333333333335,0,2.7916666666666665,21.416666666666668,78.0,40.583333333333336,0.0,215.83333333333334
2011-01-02,196.20833333333334,2.782608695652174,99.0,71.0,36.0,9.166666666666666,6.166666666666667,7.166666666666667,1.0,0,2.5833333333333335,14.833333333333334,99.0,49.083333333333336,9.0,205.375
2011-01-03,191.77272727272728,2.2916666666666665,74.0,50.5,32.0,8.590909090909092,4.375,5.041666666666667,0.6666666666666666,0,2.5833333333333335,2.2916666666666665,92.0,38.541666666666664,-3.0,200.36363636363637
2011-01-04,192.91666666666666,3.0416666666666665,70.0,46.041666666666664,34.0,10.041666666666666,7.125,9.333333333333334,2.2083333333333335,0,3.4166666666666665,5.5,92.0,43.0,-11.0,202.95833333333334
2011-01-05,192.5,2.3333333333333335,74.0,50.291666666666664,29.0,8.166666666666666,6.958333333333333,8.583333333333334,1.625,0,2.7083333333333335,2.8333333333333335,75.0,29.75,-9.0,200.66666666666666
2011-01-06,196.29166666666666,3.7083333333333335,78.0,59.708333333333336,36.0,16.833333333333332,23.125,35.75,12.625,0,3.2083333333333335,16.916666666666668,84.0,32.416666666666664,-17.0,213.125
2011-01-07,193.33333333333334,2.375,73.0,48.5,31.0,9.958333333333334,6.125,7.375,1.25,0,2.7083333333333335,4.416666666666667,78.0,36.625,-3.0,203.29166666666666
2011-01-08,196.08333333333334,3.4583333333333335,82.0,50.916666666666664,33.0,17.333333333333332,12.25,16.333333333333332,4.083333333333333,0,3.2083333333333335,8.333333333333334,71.0,19.75,-31.0,213.41666666666666
2011-01-09,194.125,2.652173913043478,91.0,69.375,56.0,13.166666666666666,11.708333333333334,15.083333333333334,3.375,0,5.25,9.666666666666666,93.0,53.666666666666664,11.0,207.29166666666666
2011-01-10,191.36363636363637,2.7083333333333335,99.0,66.41666666666667,33.0,8.181818181818182,12.5,15.5,3.0,0,6.125,5.208333333333333,90.0,60.166666666666664,10.0,199.54545454545453
2011-01-11,190.375,2.1666666666666665,98.0,69.95833333333333,41.0,5.75,4.208333333333333,6.125,1.9166666666666667,0,2.875,5.916666666666667,98.0,51.958333333333336,-4.0,196.125
2011-01-12,193.45833333333334,3.8333333333333335,75.0,48.375,26.0,12.791666666666666,22.652173913043477,30.782608695652176,8.130434782608695,0,6.478260869565218,11.08695652173913,51.0,5.958333333333333,-33.0,206.25
2011-01-13,197.625,4.0,76.0,57.833333333333336,33.0,21.208333333333332,28.458333333333332,43.291666666666664,14.833333333333334,0,4.375,16.958333333333332,100.0,34.25,-30.0,218.83333333333334
2011-01-14,195.875,3.2916666666666665,60.0,44.875,29.0,9.541666666666666,10.541666666666666,13.625,3.0833333333333335,0,3.625,10.583333333333334,69.0,27.541666666666668,-13.0,205.41666666666666
2011-01-15,194.95833333333334,2.6666666666666665,54.0,44.583333333333336,36.0,8.458333333333334,6.375,7.666666666666667,1.2916666666666667,0,3.4583333333333335,13.875,58.0,32.208333333333336,3.0,203.41666666666666
2011-01-16,191.54166666666666,2.260869565217391,63.0,56.875,39.0,5.833333333333333,4.375,5.125,0.75,0,3.0,10.125,56.0,42.333333333333336,20.0,197.375
2011-01-17,190.5909090909091,2.25,74.0,58.916666666666664,48.0,6.2727272727272725,4.791666666666667,5.875,1.0833333333333333,0,2.9583333333333335,4.833333333333333,62.0,41.666666666666664,14.0,196.86363636363637
2011-01-18,192.33333333333334,3.25,86.0,61.333333333333336,42.0,11.166666666666666,17.0,22.416666666666668,5.416666666666667,0,5.916666666666667,12.291666666666666,84.0,42.708333333333336,-16.0,203.5
2011-01-19,193.20833333333334,2.625,72.0,66.04166666666667,59.0,9.125,8.125,11.333333333333334,3.2083333333333335,0,3.875,16.5,92.0,62.791666666666664,4.0,202.33333333333334
2011-01-20,189.29166666666666,2.0,98.0,83.70833333333333,66.0,5.5,0.7916666666666666,0.7916666666666666,0.0,6,2.4583333333333335,10.166666666666666,74.0,59.791666666666664,49.0,194.79166666666666
2011-01-21,189.04166666666666,2.0,99.0,92.54166666666667,79.0,6.0,1.5,1.5416666666666667,0.041666666666666664,35,1.875,10.75,93.0,65.54166666666667,41.0,195.04166666666666
2011-01-22,189.16666666666666,2.125,99.0,94.08333333333333,79.0,7.458333333333333,4.375,4.958333333333333,0.5833333333333334,28,1.4583333333333333,9.5,87.0,69.08333333333333,26.0,196.625
2011-01-23,194.75,2.8260869565217392,99.0,88.54166666666667,56.0,12.833333333333334,11.041666666666666,19.833333333333332,8.791666666666666,26,2.125,7.875,92.0,39.791666666666664,4.0,207.58333333333334
2011-01-24,192.86363636363637,2.9583333333333335,99.0,59.958333333333336,34.0,9.772727272727273,13.833333333333334,19.791666666666668,5.958333333333333,3,3.25,8.75,43.0,19.916666666666668,-5.0,202.63636363636363
2011-01-25,195.41666666666666,2.875,92.0,68.54166666666667,29.0,14.166666666666666,15.791666666666666,24.416666666666668,8.625,0,3.0416666666666665,15.5,80.0,29.75,-12.0,209.58333333333334
2011-01-26,193.25,2.2916666666666665,91.0,49.125,24.0,7.333333333333333,7.391304347826087,8.652173913043478,1.2608695652173914,0,2.8260869565217392,6.0,50.0,16.208333333333332,-14.0,200.58333333333334
2011-01-27,195.41666666666666,2.7083333333333335,65.0,48.25,35.0,9.791666666666666,11.125,16.75,5.625,0,3.5416666666666665,8.791666666666666,63.0,10.333333333333334,-39.0,205.20833333333334
2011-01-28,193.33333333333334,2.375,53.0,39.75,27.0,4.375,3.375,3.9583333333333335,0.5833333333333334,0,3.7083333333333335,10.708333333333334,50.0,14.375,-16.0,197.70833333333334
2011-01-29,193.5,2.0,59.0,38.375,30.0,3.3333333333333335,2.4166666666666665,3.0416666666666665,0.625,0,2.625,6.166666666666667,50.0,11.875,-18.0,196.83333333333334
2011-01-30,194.54166666666666,2.9565217391304346,66.0,51.791666666666664,28.0,7.916666666666667,13.25,17.291666666666668,4.041666666666667,0,2.75,9.791666666666666,53.0,5.666666666666667,-28.0,202.45833333333334
2011-01-31,195.0909090909091,3.125,68.0,51.208333333333336,29.0,9.954545454545455,14.958333333333334,18.875,3.9166666666666665,0,3.25,10.083333333333334,80.0,20.0,-37.0,205.04545454545453
