date,CH4_mean,CO2_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2015-07-06,189.375,4017.0,1.3333333333333333,98.0,94.45833333333333,84.0,11.833333333333334,12.416666666666666,12.916666666666666,0.5,5.291666666666667,0.9166666666666666,8.291666666666666,207.0,198.29166666666666,192.0,201.20833333333334
2015-07-07,202.55,4303.8,4.25,98.0,88.58333333333333,69.0,14.15,15.45,18.3,2.85,21.416666666666668,1.7,28.8,246.0,215.16666666666666,193.0,216.7
2015-07-08,216.0909090909091,4564.458333333333,4.565217391304348,98.0,90.5,64.0,29.272727272727273,18.583333333333332,23.208333333333332,4.625,21.333333333333332,2.3333333333333335,45.125,259.0,218.41666666666666,195.0,245.36363636363637
2015-07-09,189.54166666666666,4024.6666666666665,1.2916666666666667,98.0,93.70833333333333,87.0,17.583333333333332,10.458333333333334,11.375,0.9166666666666666,4.333333333333333,1.5416666666666667,10.375,202.0,196.79166666666666,189.0,207.125
2015-07-10,196.20833333333334,4055.9166666666665,2.4166666666666665,98.0,78.54166666666667,53.0,16.958333333333332,13.434782608695652,18.043478260869566,4.608695652173913,16.208333333333332,1.3333333333333333,19.291666666666668,278.0,222.33333333333334,183.0,213.16666666666666
2015-07-11,198.83333333333334,4119.478260869565,2.0416666666666665,98.0,80.5,55.0,11.291666666666666,7.583333333333333,10.958333333333334,3.375,14.916666666666666,0.4782608695652174,18.708333333333332,303.0,248.29166666666666,203.0,210.125
2015-07-12,194.54166666666666,4062.5833333333335,1.625,98.0,79.95833333333333,54.0,11.0,5.166666666666667,6.875,1.7083333333333333,15.625,0.625,21.75,325.0,261.4583333333333,214.0,205.54166666666666
2015-07-13,187.20833333333334,3976.1666666666665,1.0,98.0,78.75,53.0,9.5,3.8333333333333335,8.583333333333334,4.75,9.458333333333334,0.0,21.375,340.0,279.0,233.0,196.70833333333334
2015-07-14,185.08333333333334,3963.2083333333335,1.0,98.0,75.5,49.0,8.875,3.1666666666666665,7.208333333333333,4.041666666666667,6.25,0.0,13.375,341.0,285.125,244.0,193.95833333333334
2015-07-15,184.22727272727272,3996.875,1.0,98.0,81.79166666666667,55.0,9.136363636363637,3.7916666666666665,8.041666666666666,4.25,5.166666666666667,0.0,16.458333333333332,306.0,266.25,238.0,193.36363636363637
