date,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,7.625,9.917,2.292,5.167
2011-01-02,4.5,6.375,1.875,8.333
2011-01-03,2.125,2.625,0.5,1.958
2011-01-04,2.542,3.208,0.667,7.75
2011-01-05,3.625,4.125,0.5,4.042
2011-01-06,7.417,9.792,2.375,4.417
2011-01-07,3.458,4.458,1.0,2.667
2011-01-08,4.833,6.083,1.25,3.208
2011-01-09,7.25,9.333,2.083,2.625
2011-01-10,9.917,14.333,4.417,6.5
2011-01-11,5.917,7.625,1.708,6.667
2011-01-12,9.958,13.708,3.75,3.333
2011-01-13,5.391,6.957,1.565,5.913
2011-01-14,5.333,7.208,1.875,3.042
2011-01-15,3.917,5.167,1.25,7.333
2011-01-16,6.625,9.542,2.917,11.583
2011-01-17,8.083,10.542,2.458,8.375
2011-01-18,11.292,16.208,4.917,11.0
2011-01-19,8.875,11.708,2.833,16.167
2011-01-20,3.917,5.333,1.417,10.583
2011-01-21,3.042,4.458,1.417,6.625
2011-01-22,6.792,9.083,2.292,1.667
2011-01-23,8.583,12.875,4.292,6.083
2011-01-24,6.722,8.444,1.722,5.722
2011-01-25,10.292,13.208,2.917,8.375
2011-01-26,5.292,7.167,1.875,2.917
2011-01-27,5.217,7.739,2.522,9.522
2011-01-28,2.0,3.0,1.0,9.792
2011-01-29,3.125,3.833,0.708,2.833
2011-01-30,7.792,9.667,1.875,3.625
2011-01-31,5.417,7.333,1.917,4.167
2011-02-01,6.167,8.333,2.167,4.292
2011-02-02,1.208,1.375,0.167,4.375
2011-02-03,5.25,6.208,0.958,3.875
2011-02-04,6.333,7.417,1.083,8.375
2011-02-05,3.208,3.708,0.5,9.5
2011-02-06,12.417,15.125,2.708,14.25
2011-02-07,19.417,25.5,6.083,13.958
2011-02-08,3.25,3.917,0.667,4.75
2011-02-09,2.208,2.917,0.708,3.083
2011-02-10,7.957,14.913,6.957,5.609
2011-02-11,3.417,11.125,7.708,4.542
2011-02-12,2.5,10.958,8.458,4.583
2011-02-13,5.833,14.375,8.542,6.667
2011-02-14,9.625,19.083,9.458,10.292
2011-02-15,7.875,17.458,9.583,12.917
2011-02-16,4.375,9.458,5.083,4.375
2011-02-17,6.625,12.667,6.042,5.958
2011-02-18,2.5,5.792,3.292,5.25
2011-02-19,4.5,8.083,3.583,3.542
2011-02-20,9.75,16.0,6.25,9.125
2011-02-21,10.958,18.0,7.042,7.333
2011-02-22,7.125,11.75,4.625,24.75
2011-02-23,14.0,20.208,6.208,18.208
2011-02-24,4.208,7.125,2.917,26.958
2011-02-25,4.542,7.167,2.625,9.958
2011-02-26,3.042,4.833,1.792,3.792
2011-02-27,2.208,4.458,2.25,6.333
2011-02-28,6.478,9.826,3.348,3.739
2011-03-01,10.417,15.917,5.5,8.458
2011-03-02,13.208,21.417,8.208,7.292
2011-03-03,2.458,4.417,1.958,10.458
2011-03-04,3.375,5.458,2.083,12.333
2011-03-05,9.875,14.0,4.125,5.458
2011-03-06,10.417,14.958,4.542,6.792
2011-03-07,4.583,6.833,2.25,13.167
2011-03-08,7.375,10.833,3.458,15.708
2011-03-09,9.083,13.0,3.917,15.917
2011-03-10,3.667,5.625,1.958,2.708
2011-03-11,4.042,6.292,2.25,6.5
2011-03-12,1.667,3.042,1.375,2.042
2011-03-13,4.5,6.708,2.208,4.75
2011-03-14,6.652,9.696,3.043,1.826
2011-03-15,5.75,7.25,1.5,8.625
2011-03-16,4.292,5.25,0.958,15.958
2011-03-17,22.25,26.292,4.042,28.667
2011-03-18,13.0,15.5,2.5,30.833
2011-03-19,2.917,3.833,0.917,6.542
2011-03-20,3.25,4.167,0.917,11.583
2011-03-21,1.0,1.208,0.208,4.333
2011-03-22,13.542,16.75,3.208,12.75
2011-03-23,6.833,8.333,1.5,34.167
2011-03-24,4.375,5.083,0.708,3.417
2011-03-25,2.833,3.542,0.708,4.917
2011-03-26,5.167,6.458,1.292,7.167
2011-03-27,6.625,8.042,1.417,9.292
2011-03-28,4.208,5.292,1.083,13.333
2011-03-29,6.583,7.792,1.208,16.917
2011-03-30,12.304,18.261,5.957,19.217
2011-03-31,1.958,2.542,0.583,19.75
2011-04-01,5.375,6.917,1.542,13.875
2011-04-02,3.708,4.958,1.25,18.542
2011-04-03,1.458,2.125,0.667,6.792
2011-04-04,1.667,2.375,0.708,7.333
2011-04-05,6.375,8.125,1.75,6.292
2011-04-06,8.542,11.25,2.708,13.958
2011-04-07,11.083,14.333,3.25,22.667
2011-04-08,6.5,8.875,2.375,17.833
2011-04-09,3.375,4.417,1.042,12.792
2011-04-10,2.708,3.833,1.125,15.458
2011-04-11,3.583,5.083,1.5,19.833
2011-04-12,1.583,2.417,0.833,12.208
2011-04-13,3.696,5.13,1.435,19.391
2011-04-14,7.25,9.208,1.958,23.417
2011-04-15,8.042,10.125,2.083,28.625
2011-04-16,1.833,2.208,0.375,18.792
2011-04-17,1.208,1.667,0.458,10.167
2011-04-18,3.125,4.25,1.125,12.75
2011-04-19,1.458,2.25,0.792,11.125
2011-04-20,1.667,2.625,0.958,5.042
2011-04-21,3.042,4.208,1.167,11.167
2011-04-22,3.417,4.667,1.25,11.958
2011-04-23,4.292,5.917,1.625,26.167
2011-04-24,1.875,2.958,1.083,10.833
2011-04-25,2.5,3.667,1.167,12.25
2011-04-26,3.875,5.542,1.667,13.0
2011-04-27,6.0,7.708,1.708,47.375
2011-04-28,3.565,4.783,1.217,20.261
2011-04-29,2.304,3.565,1.261,10.696
2011-04-30,5.167,6.375,1.208,14.333
2011-05-01,4.208,5.375,1.167,22.333
2011-05-02,2.0,2.667,0.667,73.583
2011-05-03,2.417,3.292,0.875,23.292
2011-05-04,2.042,2.958,0.917,15.667
2011-05-05,2.125,3.0,0.875,15.542
2011-05-06,4.167,5.333,1.167,7.542
2011-05-07,8.583,10.708,2.125,18.125
2011-05-08,3.583,4.833,1.25,18.625
2011-05-09,5.75,7.417,1.667,14.042
2011-05-10,6.167,8.25,2.083,26.875
2011-05-11,4.583,6.875,2.292,16.417
2011-05-12,4.625,6.542,1.917,9.042
2011-05-13,3.958,6.125,2.167,43.375
2011-05-14,5.125,7.542,2.417,63.625
2011-05-15,4.25,6.292,2.042,19.208
2011-05-16,6.208,8.542,2.333,30.667
2011-05-17,4.708,7.042,2.333,31.375
2011-05-18,3.609,5.13,1.522,14.304
2011-05-19,7.208,9.042,1.833,34.958
2011-05-20,6.708,8.458,1.75,32.958
2011-05-21,7.375,9.042,1.667,38.333
2011-05-22,5.042,6.208,1.167,23.542
2011-05-23,4.0,5.333,1.333,9.542
2011-05-24,3.0,3.792,0.792,8.667
2011-05-25,3.542,4.5,0.958,13.292
2011-05-26,3.042,4.0,0.958,20.292
2011-05-27,7.167,8.75,1.583,19.542
2011-05-28,3.792,4.75,0.958,15.25
2011-05-29,3.375,4.25,0.875,11.625
2011-05-30,0.652,0.87,0.217,1.783
2011-05-31,1.87,2.696,0.826,20.13
2011-06-01,2.125,3.0,0.875,26.25
2011-06-02,13.125,17.708,4.583,38.75
2011-06-03,7.75,10.375,2.625,28.833
2011-06-04,9.958,12.25,2.292,37.25
2011-06-05,5.458,6.958,1.5,54.25
2011-06-06,3.542,4.417,0.875,33.583
2011-06-07,8.375,10.583,2.208,46.25
2011-06-08,4.542,6.083,1.542,17.917
2011-06-09,4.375,5.833,1.458,15.583
2011-06-10,15.542,19.917,4.375,44.833
2011-06-11,10.625,13.75,3.125,35.5
2011-06-12,7.833,10.458,2.625,34.125
2011-06-13,3.125,5.25,2.125,23.417
2011-06-14,5.583,8.042,2.458,10.792
2011-06-15,4.696,6.609,1.913,6.261
2011-06-16,5.667,7.5,1.833,16.917
2011-06-17,4.75,5.958,1.208,19.708
2011-06-18,10.958,12.917,1.958,28.542
2011-06-19,4.417,5.417,1.0,19.0
2011-06-20,14.667,17.75,3.083,28.625
2011-06-21,12.458,16.75,4.292,34.417
2011-06-22,6.375,8.25,1.875,22.333
2011-06-23,11.125,14.0,2.875,43.167
2011-06-24,10.292,15.333,5.042,26.833
2011-06-25,2.458,3.292,0.833,9.833
2011-06-26,2.542,3.292,0.75,10.333
2011-06-27,4.792,6.167,1.375,14.958
2011-06-28,10.125,14.708,4.583,15.0
2011-06-29,8.435,12.435,4.0,20.5
2011-06-30,7.542,9.458,1.917,27.292
2011-07-01,6.353,8.588,2.235,28.0
2011-07-02,3.958,5.167,1.208,43.375
2011-07-03,2.083,2.958,0.875,19.667
2011-07-04,11.583,14.292,2.708,50.458
2011-07-05,6.25,8.0,1.75,23.625
2011-07-06,4.583,6.208,1.625,21.708
2011-07-07,13.167,17.125,3.958,32.167
2011-07-08,13.708,19.167,5.458,36.583
2011-07-09,9.25,15.458,6.208,50.875
2011-07-10,7.75,10.0,2.25,34.708
2011-07-11,6.708,9.542,2.833,38.125
2011-07-12,14.25,27.875,13.625,29.125
2011-07-13,15.348,30.261,14.913,24.043
2011-07-14,12.458,19.5,7.042,23.0
2011-07-15,10.833,14.583,3.75,41.708
2011-07-16,16.333,24.083,7.75,44.625
2011-07-17,11.792,17.375,5.583,37.375
2011-07-18,5.375,7.458,2.083,52.333
2011-07-19,10.042,16.333,6.292,38.625
2011-07-20,8.167,12.25,4.083,43.167
2011-07-21,2.667,3.708,1.042,15.667
2011-07-22,2.375,3.583,1.208,12.75
2011-07-23,3.083,4.625,1.542,16.0
2011-07-24,7.792,10.625,2.833,25.583
2011-07-25,11.875,17.5,5.625,46.583
2011-07-26,8.958,13.167,4.208,49.583
2011-07-27,8.542,10.792,2.25,40.208
2011-07-28,9.304,11.783,2.478,37.545
2011-07-29,10.417,15.667,5.25,10.625
2011-07-30,4.25,6.792,2.542,19.5
2011-07-31,2.458,4.25,1.792,22.833
2011-08-01,4.0,6.208,2.208,17.083
2011-08-02,4.75,6.792,2.042,19.083
2011-08-03,6.208,11.292,5.083,23.125
2011-08-04,3.208,5.875,2.667,16.25
2011-08-05,6.083,10.0,3.917,20.75
2011-08-06,8.583,14.167,5.583,47.375
2011-08-07,8.292,12.833,4.542,69.0
2011-08-08,5.917,8.75,2.833,50.917
2011-08-09,6.0,9.292,3.292,60.167
2011-08-10,12.083,16.042,3.958,76.667
2011-08-11,6.174,8.783,2.609,63.652
2011-08-12,2.0,3.125,1.125,39.917
2011-08-13,1.417,2.208,0.792,57.833
2011-08-14,1.125,1.917,0.792,58.833
2011-08-15,1.083,1.917,0.833,44.125
2011-08-16,1.167,1.958,0.792,41.5
2011-08-17,1.708,2.625,0.917,59.0
2011-08-18,1.739,2.565,0.826,66.13
2011-08-19,1.182,1.591,0.409,22.636
2011-08-20,0.458,0.708,0.25,15.917
2011-08-21,0.208,0.25,0.042,9.417
2011-08-22,1.042,1.417,0.375,37.4
2011-08-23,0.958,1.333,0.375,59.5
2011-08-24,1.875,4.167,2.292,60.542
2011-08-25,2.042,4.833,2.792,61.583
2011-08-26,0.826,2.087,1.261,30.913
2011-08-27,0.583,0.625,0.042,20.833
2011-08-28,0.042,0.042,0.0,12.042
2011-08-29,0.292,0.333,0.042,12.958
2011-08-30,,,,9.292
2011-08-31,,,,20.75
2011-09-01,,,,24.25
2011-09-02,,,,44.875
2011-09-03,,,,70.667
2011-09-04,,,,47.542
2011-09-05,,,,31.625
2011-09-06,,,,20.417
2011-09-07,10.875,12.875,2.0,12.333
2011-09-08,5.375,6.917,1.542,28.75
2011-09-09,8.75,11.75,3.0,35.125
2011-09-10,7.25,11.0,3.75,31.792
2011-09-11,2.292,3.083,0.792,28.292
2011-09-12,9.833,14.542,4.708,19.083
2011-09-13,12.542,18.333,5.792,23.875
2011-09-14,7.957,12.217,4.261,31.087
2011-09-15,8.0,11.875,3.875,23.708
2011-09-16,7.333,11.083,3.75,14.083
2011-09-17,9.417,15.917,6.5,22.625
2011-09-18,8.875,13.917,5.042,18.583
2011-09-19,4.0,6.25,2.25,18.708
2011-09-20,6.333,7.792,1.458,5.083
2011-09-21,3.708,4.917,1.208,27.583
2011-09-22,4.792,6.125,1.333,8.083
2011-09-23,4.958,6.875,1.917,9.292
2011-09-24,2.708,4.042,1.333,6.875
2011-09-25,2.25,3.417,1.167,8.375
2011-09-26,5.958,7.792,1.833,10.833
2011-09-27,5.25,7.375,2.125,8.083
2011-09-28,5.042,6.917,1.875,16.042
2011-09-29,4.292,6.042,1.75,8.833
2011-09-30,6.043,8.043,2.0,27.957
2011-10-01,1.583,2.208,0.625,7.75
2011-10-02,2.125,2.875,0.75,8.333
2011-10-03,2.375,3.167,0.792,5.625
2011-10-04,4.208,5.375,1.167,4.083
2011-10-05,5.375,6.667,1.292,11.542
2011-10-06,2.833,3.667,0.833,9.208
2011-10-07,2.833,3.75,0.917,7.542
2011-10-08,4.958,6.083,1.125,29.25
2011-10-09,3.583,4.75,1.167,31.208
2011-10-10,6.792,8.75,1.958,24.708
2011-10-11,5.125,7.042,1.917,28.625
2011-10-12,5.875,7.417,1.542,20.125
2011-10-13,8.0,10.609,2.609,28.609
2011-10-14,10.667,12.458,1.792,46.417
2011-10-15,15.0,18.458,3.458,41.833
2011-10-16,6.75,8.458,1.708,20.458
2011-10-17,3.833,5.0,1.167,26.292
2011-10-18,3.667,4.542,0.875,13.208
2011-10-19,6.042,7.542,1.5,9.875
2011-10-20,3.208,4.292,1.083,13.792
2011-10-21,3.958,5.042,1.083,12.75
