date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean
2013-03-03,6.541666666666667,7.791666666666667,1.25,,2.3333333333333335,6.125
2013-03-04,12.869565217391305,20.347826086956523,7.478260869565218,,2.652173913043478,9.478260869565217
2013-03-05,11.25,17.166666666666668,5.916666666666667,,2.0416666666666665,13.25
2013-03-06,4.666666666666667,8.166666666666666,3.5,,2.2083333333333335,9.583333333333334
2013-03-07,7.5,12.75,5.25,,2.25,9.708333333333334
2013-03-08,6.416666666666667,8.791666666666666,2.375,,2.4583333333333335,10.666666666666666
2013-03-09,3.875,5.208333333333333,1.3333333333333333,,2.8333333333333335,16.458333333333332
2013-03-10,6.25,9.208333333333334,2.9583333333333335,,2.8333333333333335,10.043478260869565
2013-03-11,6.916666666666667,10.0,3.0833333333333335,,3.3333333333333335,16.583333333333332
2013-03-12,14.041666666666666,17.875,3.8333333333333335,,5.166666666666667,20.375
2013-03-13,20.0,31.083333333333332,11.083333333333334,,2.9166666666666665,29.666666666666668
2013-03-14,5.958333333333333,8.208333333333334,2.25,,2.4166666666666665,7.666666666666667
2013-03-15,8.458333333333334,10.625,2.1666666666666665,,2.875,17.791666666666668
2013-03-16,3.6666666666666665,4.75,1.0833333333333333,,4.625,36.708333333333336
2013-03-17,11.083333333333334,13.541666666666666,2.4583333333333335,,4.958333333333333,49.083333333333336
2013-03-18,11.916666666666666,15.375,3.4583333333333335,,3.3333333333333335,36.791666666666664
2013-03-19,9.434782608695652,11.304347826086957,1.8695652173913044,,4.130434782608695,30.695652173913043
2013-03-20,14.333333333333334,18.625,4.291666666666667,,2.75,15.875
2013-03-21,2.8333333333333335,3.8333333333333335,1.0,,2.0,5.875
2013-03-22,6.0,7.041666666666667,1.0416666666666667,,2.625,10.708333333333334
2013-03-23,3.625,4.625,1.0,,4.0,21.791666666666668
2013-03-24,9.166666666666666,10.291666666666666,1.125,,6.041666666666667,36.083333333333336
2013-03-25,6.875,7.958333333333333,1.0833333333333333,,5.583333333333333,25.875
2013-03-26,18.791666666666668,22.5,3.7083333333333335,,3.0,34.458333333333336
2013-03-27,9.75,11.416666666666666,1.6666666666666667,,3.0833333333333335,20.291666666666668
2013-03-28,9.583333333333334,11.333333333333334,1.75,,4.5,28.375
2013-03-29,4.958333333333333,6.083333333333333,1.125,,3.4166666666666665,19.458333333333332
