date,CO_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean
2011-01-01,3.708,13.083,17.625,4.542,2.458,6.833
2011-01-02,2.833,4.375,5.708,1.333,2.375,14.208
2011-01-03,2.917,8.333,10.917,2.583,3.5,13.458
2011-01-04,3.125,5.083,6.625,1.542,5.875,21.75
2011-01-05,2.917,13.333,19.042,5.708,2.667,5.708
2011-01-06,3.583,23.083,34.167,11.083,3.542,8.125
2011-01-07,2.333,8.958,12.375,3.417,2.292,5.583
2011-01-08,2.875,11.792,16.667,4.875,2.042,4.667
2011-01-09,3.625,14.375,19.917,5.542,3.583,13.167
2011-01-10,5.043,22.609,36.696,14.087,3.522,24.478
2011-01-11,3.167,12.708,17.292,4.583,4.375,21.208
2011-01-12,3.0,17.042,25.5,8.458,2.542,5.167
2011-01-13,3.75,19.25,31.0,11.75,4.042,8.458
2011-01-14,4.292,15.167,19.708,4.542,6.417,26.333
2011-01-15,3.0,12.375,16.5,4.125,3.5,11.375
2011-01-16,2.417,11.625,15.167,3.542,2.542,8.25
2011-01-17,2.625,12.5,21.125,8.625,2.333,6.458
2011-01-18,4.125,24.625,43.625,19.0,2.625,10.375
2011-01-19,2.542,21.083,27.625,6.542,2.458,12.208
2011-01-20,2.042,11.125,14.0,2.875,1.542,4.0
2011-01-21,1.958,9.875,12.792,2.917,2.0,5.833
2011-01-22,2.958,13.292,18.0,4.708,2.458,11.083
2011-01-23,2.19,9.435,12.696,3.261,3.0,7.304
2011-01-24,2.5,15.583,23.333,7.75,3.292,6.875
2011-01-25,3.25,14.0,20.125,6.125,5.083,17.167
2011-01-26,2.875,15.917,22.417,6.5,3.708,4.083
2011-01-27,3.625,17.5,24.375,6.875,6.5,21.75
2011-01-28,3.333,13.667,17.458,3.792,5.75,17.417
2011-01-29,2.583,8.875,11.292,2.417,2.917,3.292
2011-01-30,3.542,19.958,29.208,9.25,3.083,8.125
2011-01-31,3.458,19.125,31.417,12.292,3.458,10.25
2011-02-01,3.625,16.75,23.167,6.417,4.292,14.75
2011-02-02,2.333,7.583,10.083,2.5,3.167,5.333
2011-02-03,3.917,19.083,30.917,11.833,3.833,10.167
2011-02-04,3.458,13.875,19.792,5.917,5.667,16.458
