date,NO2_mean,NOX_mean,NO_mean,PM25_mean,TEMP_max,TEMP_mean,TEMP_min
2012-01-01,4.208333333333333,5.291666666666667,1.0833333333333333,,64.0,21.125,-18.0
2012-01-02,4.625,5.708333333333333,1.0833333333333333,,107.0,48.208333333333336,6.0
2012-01-03,1.1666666666666667,2.1666666666666665,1.0,,55.0,15.541666666666666,0.0
2012-01-04,3.9583333333333335,5.666666666666667,1.7083333333333333,,17.0,-3.7083333333333335,-13.0
2012-01-05,9.791666666666666,11.541666666666666,1.75,,52.0,-3.375,-40.0
2012-01-06,11.125,14.833333333333334,3.7083333333333335,,66.0,13.166666666666666,-43.0
2012-01-07,16.833333333333332,21.75,4.916666666666667,,96.0,33.958333333333336,-9.0
2012-01-08,18.791666666666668,28.583333333333332,9.791666666666666,,99.0,25.75,-23.0
2012-01-09,13.652173913043478,24.47826086956522,10.826086956521738,,89.0,27.083333333333332,-21.0
2012-01-10,8.75,11.166666666666666,2.4166666666666665,,61.0,26.291666666666668,0.0
2012-01-11,13.083333333333334,16.08695652173913,2.9130434782608696,,47.0,16.541666666666668,-21.0
2012-01-12,21.666666666666668,29.0,7.333333333333333,,104.0,18.0,-38.0
2012-01-13,17.666666666666668,22.208333333333332,4.541666666666667,,96.0,38.416666666666664,-25.0
2012-01-14,6.708333333333333,7.75,1.0416666666666667,,64.0,44.541666666666664,22.0
2012-01-15,7.458333333333333,9.083333333333334,1.625,,36.0,24.208333333333332,7.0
2012-01-16,13.0,14.826086956521738,1.826086956521739,,87.0,42.875,9.0
2012-01-17,8.083333333333334,9.541666666666666,1.4583333333333333,,56.0,31.625,-3.0
2012-01-18,5.833333333333333,7.75,1.9166666666666667,,21.0,-1.9583333333333333,-18.0
2012-01-19,10.0,12.416666666666666,2.4166666666666665,,84.0,29.125,-35.0
2012-01-20,5.041666666666667,6.041666666666667,1.0,,68.0,38.083333333333336,-7.0
2012-01-21,16.583333333333332,20.083333333333332,3.5,,94.0,31.708333333333332,-26.0
2012-01-22,16.0,19.541666666666668,3.5416666666666665,,101.0,61.625,47.0
2012-01-23,9.956521739130435,11.782608695652174,1.826086956521739,,84.0,50.0,10.0
2012-01-24,13.125,19.5,6.375,,110.0,51.625,-8.0
2012-01-25,4.875,6.166666666666667,1.2916666666666667,,69.0,39.916666666666664,-4.0
2012-01-26,2.625,3.625,1.0,,47.0,9.666666666666666,-12.0
2012-01-27,4.5,5.5,1.0,,48.0,7.916666666666667,-17.0
2012-01-28,4.25,5.791666666666667,1.5416666666666667,,66.0,16.458333333333332,-23.0
2012-01-29,13.041666666666666,15.083333333333334,2.0416666666666665,,87.0,40.916666666666664,9.0
2012-01-30,14.043478260869565,15.652173913043478,1.608695652173913,,78.0,49.166666666666664,6.0
2012-01-31,19.5,28.125,8.625,,112.0,33.666666666666664,-22.0
2012-02-01,18.291666666666668,30.625,12.333333333333334,,119.0,55.0,-23.0
2012-02-02,14.083333333333334,17.666666666666668,3.5833333333333335,,143.0,91.5,64.0
2012-02-03,3.9166666666666665,4.916666666666667,1.0,,89.0,59.5,43.0
2012-02-04,19.375,25.0,5.625,,71.0,52.875,29.0
2012-02-05,7.458333333333333,8.916666666666666,1.4583333333333333,,65.0,47.75,35.0
2012-02-06,17.5,21.125,3.625,,65.0,35.625,7.0
2012-02-07,20.1,31.4,11.3,,88.0,43.291666666666664,2.0
2012-02-08,6.285714285714286,6.714285714285714,0.42857142857142855,,18.0,-1.5833333333333333,-16.0
2012-02-09,5.375,5.5,0.125,,50.0,3.0833333333333335,-24.0
2012-02-10,7.541666666666667,7.833333333333333,0.2916666666666667,,89.0,22.708333333333332,-34.0
2012-02-11,2.1666666666666665,2.1666666666666665,0.0,,76.0,32.958333333333336,-4.0
2012-02-12,10.041666666666666,11.125,1.0833333333333333,,72.0,26.708333333333332,-8.0
2012-02-13,8.833333333333334,9.208333333333334,0.375,,72.0,35.666666666666664,12.0
2012-02-14,13.652173913043478,15.869565217391305,2.217391304347826,,101.0,45.416666666666664,2.0
2012-02-15,20.125,28.541666666666668,8.416666666666666,,57.0,31.75,8.0
2012-02-16,2.375,3.0,0.625,,27.0,-0.75,-19.0
2012-02-17,4.833333333333333,5.208333333333333,0.375,,32.0,7.25,-20.0
2012-02-18,17.458333333333332,21.583333333333332,4.125,,51.0,29.666666666666668,6.0
2012-02-19,3.0416666666666665,3.75,0.7083333333333334,,40.0,21.166666666666668,6.0
2012-02-20,4.826086956521739,5.608695652173913,0.782608695652174,,64.0,21.25,-17.0
2012-02-21,8.0,9.0,1.0,,78.0,16.541666666666668,-12.0
2012-02-22,8.0,8.791666666666666,0.7916666666666666,,77.0,38.666666666666664,-5.0
2012-02-23,6.818181818181818,7.318181818181818,0.5,,68.0,22.636363636363637,-15.0
2012-02-24,4.291666666666667,5.166666666666667,0.875,,39.0,6.166666666666667,-16.0
2012-02-25,7.041666666666667,8.541666666666666,1.5,,36.0,1.9166666666666667,-30.0
2012-02-26,16.545454545454547,22.272727272727273,5.7272727272727275,,82.0,28.458333333333332,-34.0
2012-02-27,18.291666666666668,37.583333333333336,19.291666666666668,,110.0,59.333333333333336,26.0
2012-02-28,13.125,14.291666666666666,1.1666666666666667,,138.0,73.25,29.0
