date,CO_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,4.708,15.375,23.042,7.667,
2011-01-02,3.5,5.043,6.304,1.261,
2011-01-03,3.208,4.042,4.417,0.375,
2011-01-04,4.042,4.625,5.25,0.625,
2011-01-05,2.826,13.75,28.458,14.708,
2011-01-06,3.25,19.542,34.5,14.958,
2011-01-07,3.125,17.458,28.583,11.125,
2011-01-08,3.583,13.708,22.0,8.292,
2011-01-09,3.667,18.087,30.783,12.696,
2011-01-10,4.292,28.458,65.458,37.0,
2011-01-11,3.913,15.708,21.333,5.625,
2011-01-12,3.292,27.667,64.792,37.125,
2011-01-13,3.583,17.583,30.375,12.792,
2011-01-14,4.083,7.0,7.375,0.375,
2011-01-15,3.25,9.542,12.708,3.167,
2011-01-16,3.083,20.913,33.043,12.13,
2011-01-17,3.208,29.625,71.208,41.583,
2011-01-18,3.958,45.208,129.083,83.875,
2011-01-19,3.957,42.333,112.208,69.875,
2011-01-20,2.958,28.333,49.25,20.917,
2011-01-21,3.375,24.792,38.958,14.167,
2011-01-22,2.833,15.292,26.708,11.417,
2011-01-23,2.667,3.783,4.348,0.565,
2011-01-24,2.125,5.667,7.125,1.458,
2011-01-25,3.042,6.375,7.667,1.292,
2011-01-26,2.652,7.208,8.458,1.25,
2011-01-27,3.375,13.25,24.083,10.833,
2011-01-28,3.542,14.042,22.125,8.083,
2011-01-29,3.333,18.583,34.625,16.042,
2011-01-30,2.875,14.348,23.304,8.957,
2011-01-31,2.375,21.0,54.875,33.875,
2011-02-01,2.957,17.955,41.5,23.545,
2011-02-02,2.375,5.542,6.625,1.083,
2011-02-03,2.917,8.75,10.375,1.625,
2011-02-04,3.333,9.792,10.625,0.833,
2011-02-05,3.75,13.125,18.5,5.375,
2011-02-06,5.0,33.174,59.435,26.261,
2011-02-07,4.292,19.167,35.25,16.083,
2011-02-08,2.13,5.042,5.208,0.167,
2011-02-09,3.125,13.708,25.125,11.417,
2011-02-10,2.833,9.5,12.375,2.875,
2011-02-11,2.833,7.083,10.208,3.125,
2011-02-12,3.75,15.583,26.917,11.333,
2011-02-13,3.958,33.13,63.826,30.696,
2011-02-14,4.0,31.792,61.833,30.042,
2011-02-15,3.783,29.792,57.75,27.958,
2011-02-16,2.625,17.75,25.875,8.125,
2011-02-17,2.667,5.417,6.375,0.958,
2011-02-18,2.958,16.958,27.708,10.75,
2011-02-19,3.792,22.292,40.583,18.292,
2011-02-20,3.292,31.435,69.609,38.174,
2011-02-21,4.478,40.25,99.833,59.583,
2011-02-22,4.083,35.458,67.25,31.792,
2011-02-23,4.167,26.75,39.5,12.75,
2011-02-24,3.875,24.417,42.708,18.292,
2011-02-25,4.333,27.083,43.583,16.5,
2011-02-26,3.333,19.875,33.667,13.792,
2011-02-27,3.0,23.783,40.87,17.087,
2011-02-28,3.043,36.478,72.87,36.391,
2011-03-01,3.708,37.125,93.167,56.042,
2011-03-02,4.417,37.417,85.625,48.208,
2011-03-03,3.417,19.417,26.625,7.208,
2011-03-04,3.833,20.125,28.333,8.208,
2011-03-05,4.0,28.261,44.391,16.13,
2011-03-06,5.0,21.909,33.909,12.0,
2011-03-07,5.333,34.917,67.958,33.042,
2011-03-08,5.458,36.958,65.708,28.75,
2011-03-09,4.167,19.792,27.375,7.583,
2011-03-10,3.25,10.958,14.583,3.625,
2011-03-11,2.625,4.458,4.5,0.042,
2011-03-12,2.75,5.348,5.913,0.565,
2011-03-13,2.87,23.261,46.739,23.478,
2011-03-14,3.042,31.458,61.708,30.25,
2011-03-15,3.333,27.958,52.542,24.583,
2011-03-16,2.833,23.583,38.333,14.75,
2011-03-17,4.25,28.208,41.292,13.083,
2011-03-18,5.958,25.625,41.083,15.458,
2011-03-19,2.958,18.565,33.174,14.609,
2011-03-20,2.833,22.833,40.5,17.667,
2011-03-21,2.583,25.417,41.792,16.375,
2011-03-22,3.542,39.375,74.375,35.0,
2011-03-23,3.522,37.545,67.182,29.636,
2011-03-24,3.958,10.333,14.083,3.75,
2011-03-25,3.208,2.0,2.042,0.042,
2011-03-26,2.625,8.652,11.739,3.087,
2011-03-27,3.167,14.167,19.542,5.375,
2011-03-28,3.875,26.792,43.958,17.167,
2011-03-29,3.348,36.409,77.455,41.045,
2011-03-30,3.0,20.958,38.042,17.083,
2011-03-31,2.542,5.917,6.917,1.0,
2011-04-01,3.75,35.083,60.792,25.708,
2011-04-02,4.583,30.5,51.333,20.833,
2011-04-03,3.583,17.0,26.708,9.708,
2011-04-04,3.125,21.0,37.739,16.739,
2011-04-05,3.043,34.652,60.957,26.304,
2011-04-06,3.083,25.875,45.417,19.542,
2011-04-07,3.0,23.042,38.292,15.25,
2011-04-08,3.583,26.5,40.833,14.333,
2011-04-09,4.417,22.917,37.125,14.208,
2011-04-10,4.833,25.958,36.542,10.583,
2011-04-11,4.375,31.304,45.522,14.217,
2011-04-12,3.208,31.083,51.542,20.458,
2011-04-13,3.917,27.625,53.167,25.542,
2011-04-14,4.25,25.708,47.75,22.042,
2011-04-15,4.208,26.542,39.042,12.5,
2011-04-16,3.958,15.875,23.042,7.167,
2011-04-17,3.708,20.792,33.083,12.292,
2011-04-18,3.583,23.739,45.043,21.304,
2011-04-19,3.609,17.458,25.75,8.292,
2011-04-20,3.167,14.375,30.792,16.417,
2011-04-21,3.417,23.542,47.75,24.208,
2011-04-22,5.417,39.417,70.417,31.0,
2011-04-23,4.708,27.208,42.958,15.75,
2011-04-24,4.667,17.75,28.042,10.292,
2011-04-25,2.25,19.0,37.0,9.391,
2011-04-26,0.0,,,0.0,
2011-04-27,1.783,7.308,9.167,0.87,
2011-04-28,4.333,18.542,29.417,10.875,
2011-04-29,4.917,24.375,42.833,18.458,
2011-04-30,6.292,25.417,41.125,15.708,
2011-05-01,4.542,14.292,21.083,6.792,
2011-05-02,5.208,21.087,32.783,11.696,
2011-05-03,5.792,23.333,32.583,9.25,
2011-05-04,5.5,15.375,21.792,6.417,
2011-05-05,4.652,14.583,18.292,3.708,
2011-05-06,4.208,20.625,33.833,13.208,
2011-05-07,3.125,8.667,10.25,1.583,
2011-05-08,4.125,12.333,14.375,2.042,
2011-05-09,4.417,21.522,29.87,8.348,
2011-05-10,3.333,12.542,17.917,5.375,
2011-05-11,3.208,20.958,31.125,10.167,
2011-05-12,3.182,17.0,27.625,10.625,
2011-05-13,3.583,18.667,27.708,9.042,
2011-05-14,4.583,19.458,28.708,9.25,
2011-05-15,4.167,19.917,28.667,8.75,
2011-05-16,3.667,20.565,28.391,7.826,
2011-05-17,3.917,24.625,37.583,12.958,
2011-05-18,3.917,27.25,41.875,14.625,
2011-05-19,3.739,27.875,41.458,13.583,
2011-05-20,3.333,15.917,23.083,7.167,
2011-05-21,3.208,10.292,14.625,4.333,
2011-05-22,3.25,10.667,12.917,2.25,
2011-05-23,3.125,15.0,18.304,3.304,
2011-05-24,2.87,12.417,14.75,2.333,
