date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,,4.041666666666667,88.0,73.45833333333333,45.0,,8.166666666666666,15.625,7.458333333333333,90.0,28.375,-22.0,
2011-01-02,,3.5,93.0,86.75,52.0,,5.625,10.333333333333334,4.708333333333333,57.0,23.875,6.0,
2011-01-03,,4.130434782608695,88.0,66.04166666666667,47.0,,7.041666666666667,13.916666666666666,6.875,59.0,28.291666666666668,-4.0,
2011-01-04,,4.375,91.0,62.0,27.0,,8.291666666666666,14.791666666666666,6.5,68.0,21.25,-7.0,
2011-01-05,,3.4782608695652173,92.0,84.70833333333333,70.0,,19.304347826086957,41.43478260869565,22.130434782608695,33.0,6.958333333333333,-21.0,
2011-01-06,,4.458333333333333,93.0,72.66666666666667,38.0,,28.0,87.79166666666667,59.791666666666664,76.0,25.208333333333332,-13.0,
2011-01-07,,3.3333333333333335,92.0,82.33333333333333,60.0,,16.333333333333332,33.5,17.166666666666668,39.0,17.75,6.0,
2011-01-08,,3.875,93.0,80.83333333333333,58.0,,11.75,28.75,17.0,43.0,3.0,-24.0,
2011-01-09,,4.666666666666667,91.0,71.95833333333333,50.0,,19.625,48.083333333333336,28.458333333333332,74.0,24.708333333333332,-13.0,
2011-01-10,,5.695652173913044,92.0,78.16666666666667,48.0,,28.833333333333332,99.375,70.54166666666667,78.0,20.333333333333332,-24.0,
2011-01-11,,4.869565217391305,93.0,70.58333333333333,32.0,,22.26086956521739,56.391304347826086,34.130434782608695,86.0,25.5,-15.0,
2011-01-12,,4.166666666666667,89.0,77.95833333333333,58.0,,29.791666666666668,81.75,51.958333333333336,27.0,-4.666666666666667,-29.0,
2011-01-13,,4.708333333333333,89.0,64.0,38.0,,25.458333333333332,83.83333333333333,58.375,78.0,23.125,-36.0,
2011-01-14,,4.833333333333333,82.0,67.41666666666667,51.0,,16.25,34.125,17.875,56.0,33.958333333333336,16.0,
2011-01-15,,3.3333333333333335,77.0,64.95833333333333,44.0,,9.333333333333334,17.166666666666668,7.833333333333333,69.0,38.416666666666664,12.0,
2011-01-16,,4.375,87.0,66.0,52.0,,28.125,72.95833333333333,44.833333333333336,33.0,19.0,-2.0,
2011-01-17,196.625,4.173913043478261,97.0,70.95833333333333,35.0,7.5,23.25,66.75,43.5,61.0,13.625,-36.0,204.125
2011-01-18,198.54545454545453,4.869565217391305,90.0,69.83333333333333,38.0,11.272727272727273,33.59090909090909,119.4090909090909,85.81818181818181,84.0,12.625,-37.0,209.8181818181818
2011-01-19,197.5,5.541666666666667,93.0,81.16666666666667,45.0,15.291666666666666,36.666666666666664,126.66666666666667,90.0,67.0,26.541666666666668,-13.0,212.79166666666666
2011-01-20,194.20833333333334,3.875,92.0,88.875,82.0,7.791666666666667,30.666666666666668,74.25,43.583333333333336,72.0,50.791666666666664,33.0,202.0
2011-01-21,195.70833333333334,4.416666666666667,92.0,89.20833333333333,82.0,9.541666666666666,24.875,56.625,31.75,64.0,53.5,47.0,205.25
2011-01-22,195.83333333333334,3.625,92.0,79.75,55.0,8.541666666666666,12.375,26.041666666666668,13.666666666666666,93.0,55.083333333333336,26.0,204.375
