date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,191.20833333333334,78.0,64.83333333333333,50.0,2.3333333333333335,,,,14.916666666666666,0,2.0416666666666665,122.0,62.125,-3.0,193.54166666666666
2011-01-02,189.20833333333334,74.0,57.416666666666664,40.0,1.1666666666666667,,,,8.125,0,1.8333333333333333,105.0,60.666666666666664,30.0,190.375
2011-01-03,189.29166666666666,69.0,58.958333333333336,48.0,1.125,,,,16.541666666666668,0,2.6666666666666665,72.0,49.25,21.0,190.41666666666666
2011-01-04,189.95833333333334,78.0,58.583333333333336,26.0,0.9583333333333334,,,,22.666666666666668,0,3.5,78.0,36.166666666666664,0.0,190.91666666666666
2011-01-05,190.2608695652174,85.0,69.33333333333333,43.0,3.1739130434782608,,,,8.25,0,0.9130434782608695,101.0,33.291666666666664,-19.0,193.43478260869566
2011-01-06,188.33333333333334,88.0,62.291666666666664,33.0,6.5,37.0,64.86666666666666,27.866666666666667,11.75,0,0.8695652173913043,101.0,39.041666666666664,-21.0,194.83333333333334
2011-01-07,194.625,84.0,65.79166666666667,39.0,3.875,55.0,104.5,49.5,6.583333333333333,0,0.3333333333333333,96.0,38.0,0.0,198.5
2011-01-08,195.70833333333334,82.0,65.08333333333333,41.0,3.7083333333333335,13.333333333333334,20.77777777777778,7.444444444444445,7.166666666666667,0,0.125,79.0,37.291666666666664,5.0,199.41666666666666
2011-01-09,196.625,81.0,64.54166666666667,45.0,4.458333333333333,32.57142857142857,58.285714285714285,25.714285714285715,18.791666666666668,0,2.0416666666666665,110.0,51.125,10.0,201.08333333333334
2011-01-10,199.08333333333334,88.0,67.375,39.0,11.166666666666666,46.93333333333333,84.64285714285714,37.5,35.291666666666664,0,2.75,119.0,47.375,-14.0,210.25
2011-01-11,191.95833333333334,71.0,58.708333333333336,36.0,1.375,,,,20.291666666666668,0,2.4166666666666665,93.0,51.416666666666664,-2.0,193.33333333333334
2011-01-12,193.47826086956522,80.0,64.54166666666667,46.0,4.3478260869565215,,,,6.375,0,1.2608695652173914,71.0,27.666666666666668,-12.0,197.82608695652175
2011-01-13,193.04166666666666,82.0,61.041666666666664,35.0,8.291666666666666,,,44.666666666666664,17.666666666666668,0,1.608695652173913,97.0,43.875,-10.0,201.33333333333334
2011-01-14,193.125,63.0,53.375,34.0,2.8333333333333335,,,,32.416666666666664,0,3.125,98.0,59.333333333333336,35.0,195.95833333333334
2011-01-15,192.75,81.0,62.5,42.0,4.625,,,,13.5,0,0.7916666666666666,88.0,52.25,11.0,197.375
2011-01-16,189.41666666666666,74.0,58.083333333333336,52.0,0.4166666666666667,,,,8.625,0,0.5833333333333334,72.0,52.375,35.0,189.83333333333334
2011-01-17,189.41666666666666,78.0,56.708333333333336,35.0,2.5416666666666665,,,,6.25,0,0.4583333333333333,96.0,54.833333333333336,0.0,191.95833333333334
2011-01-18,193.75,85.0,66.58333333333333,42.0,9.916666666666666,72.33333333333333,81.33333333333333,9.0,16.291666666666668,0,3.5416666666666665,108.0,41.5,-17.0,203.66666666666666
2011-01-19,188.52173913043478,89.0,75.41666666666667,60.0,3.9130434782608696,,,,8.375,20,0.6956521739130435,77.0,55.875,36.0,192.43478260869566
2011-01-20,188.375,88.0,78.45833333333333,69.0,1.25,,,,7.25,2,0.13043478260869565,98.0,72.25,35.0,189.625
2011-01-21,188.20833333333334,87.0,81.625,72.0,1.5416666666666667,,,,6.041666666666667,6,0.041666666666666664,93.0,74.25,50.0,189.75
2011-01-22,192.125,94.0,79.41666666666667,54.0,6.916666666666667,,,,9.166666666666666,0,1.4583333333333333,116.0,61.5,9.0,199.04166666666666
2011-01-23,190.91666666666666,84.0,65.33333333333333,46.0,2.625,,,,5.625,0,1.125,103.0,58.541666666666664,21.0,193.54166666666666
2011-01-24,191.04166666666666,65.0,52.666666666666664,38.0,1.0833333333333333,,,,5.666666666666667,0,1.4166666666666667,60.0,25.291666666666668,0.0,192.125
2011-01-25,192.91666666666666,68.0,56.041666666666664,37.0,1.4166666666666667,17.0,22.25,5.25,14.458333333333334,0,2.0,60.0,16.833333333333332,-7.0,194.33333333333334
2011-01-26,194.17391304347825,71.0,53.25,29.0,1.6956521739130435,32.5,60.333333333333336,27.833333333333332,6.6521739130434785,0,1.434782608695652,65.0,16.375,-26.0,195.8695652173913
2011-01-27,194.41666666666666,78.0,55.666666666666664,34.0,3.9166666666666665,21.3,41.5,20.2,22.333333333333332,0,1.826086956521739,88.0,28.291666666666668,-24.0,198.33333333333334
2011-01-28,194.5,76.0,62.291666666666664,41.0,2.7083333333333335,,,,20.25,0,1.0,94.0,39.375,2.0,197.20833333333334
2011-01-29,193.25,85.0,68.41666666666667,45.0,0.25,,,,7.583333333333333,0,0.4166666666666667,75.0,25.958333333333332,-5.0,193.5
2011-01-30,194.66666666666666,85.0,66.0,47.0,1.0,14.636363636363637,22.454545454545453,7.818181818181818,6.0,0,0.9166666666666666,78.0,25.833333333333332,-23.0,195.66666666666666
2011-01-31,192.5,72.0,53.708333333333336,34.0,2.4166666666666665,20.23076923076923,28.46153846153846,8.23076923076923,7.5,0,1.2916666666666667,84.0,25.041666666666668,-12.0,194.91666666666666
2011-02-01,192.25,78.0,54.75,29.0,2.5416666666666665,16.416666666666668,28.666666666666668,12.25,15.208333333333334,0,2.2916666666666665,84.0,31.583333333333332,-21.0,194.79166666666666
2011-02-02,191.1304347826087,71.0,54.5,30.0,0.0,7.304347826086956,25.130434782608695,17.82608695652174,5.625,0,1.0869565217391304,34.0,1.75,-36.0,191.1304347826087
2011-02-03,192.33333333333334,83.0,57.625,34.0,2.4583333333333335,15.666666666666666,63.25,47.583333333333336,9.708333333333334,0,1.173913043478261,56.0,7.541666666666667,-57.0,194.79166666666666
2011-02-04,192.33333333333334,79.0,53.041666666666664,30.0,2.7083333333333335,15.833333333333334,40.416666666666664,24.583333333333332,18.333333333333332,0,2.875,77.0,33.208333333333336,-12.0,195.04166666666666
2011-02-05,194.08333333333334,78.0,56.5,33.0,2.3333333333333335,15.833333333333334,24.916666666666668,9.083333333333334,34.541666666666664,0,4.041666666666667,88.0,45.75,-10.0,196.41666666666666
2011-02-06,192.83333333333334,90.0,80.04166666666667,68.0,7.833333333333333,25.458333333333332,53.0,27.541666666666668,38.5,8,2.2083333333333335,88.0,65.625,35.0,200.66666666666666
2011-02-07,188.625,91.0,73.33333333333333,48.0,4.416666666666667,16.791666666666668,51.875,35.083333333333336,18.041666666666668,16,1.25,105.0,77.125,35.0,193.04166666666666
2011-02-08,187.54166666666666,61.0,47.083333333333336,28.0,0.20833333333333334,9.333333333333334,44.583333333333336,35.25,6.75,0,0.9166666666666666,74.0,27.125,-12.0,187.75
2011-02-09,190.82608695652175,74.0,55.875,42.0,1.5217391304347827,14.869565217391305,56.78260869565217,41.91304347826087,10.541666666666666,0,1.2608695652173914,56.0,12.291666666666666,-33.0,192.34782608695653
2011-02-10,190.875,67.0,54.86363636363637,43.0,1.7083333333333333,16.291666666666668,58.541666666666664,42.25,9.208333333333334,0,0.9130434782608695,68.0,27.727272727272727,-16.0,192.58333333333334
2011-02-11,192.04166666666666,84.0,59.791666666666664,38.0,3.625,15.083333333333334,49.0,33.916666666666664,10.416666666666666,0,1.0833333333333333,93.0,33.291666666666664,-20.0,195.66666666666666
2011-02-12,192.70833333333334,79.0,61.291666666666664,37.0,1.3333333333333333,10.541666666666666,33.875,23.333333333333332,12.625,0,0.875,88.0,29.375,-17.0,194.04166666666666
2011-02-13,191.56521739130434,91.0,80.83333333333333,60.0,2.6956521739130435,16.133333333333333,39.46666666666667,23.333333333333332,15.916666666666666,15,0.782608695652174,56.0,34.166666666666664,7.0,194.2608695652174
2011-02-14,192.13636363636363,90.0,87.95833333333333,82.0,9.409090909090908,28.0,38.0,10.0,14.083333333333334,12,0.5,78.0,57.708333333333336,37.0,201.54545454545453
2011-02-15,191.875,92.0,80.20833333333333,66.0,6.875,16.125,22.333333333333332,6.208333333333333,13.416666666666666,0,0.4583333333333333,74.0,48.166666666666664,16.0,198.75
2011-02-16,190.69565217391303,81.0,60.625,41.0,4.391304347826087,18.0,23.125,5.125,9.0,0,1.2608695652173914,68.0,33.75,-6.0,195.08695652173913
2011-02-17,191.375,76.0,50.541666666666664,29.0,1.2916666666666667,11.125,12.916666666666666,1.7916666666666667,9.125,0,0.6521739130434783,88.0,33.416666666666664,-9.0,192.66666666666666
2011-02-18,193.20833333333334,85.0,70.375,53.0,1.7916666666666667,11.75,12.333333333333334,0.5833333333333334,6.458333333333333,1,0.20833333333333334,37.0,4.625,-24.0,195.0
2011-02-19,196.125,87.0,68.625,41.0,1.7916666666666667,14.791666666666666,17.416666666666668,2.625,8.333333333333334,0,1.1666666666666667,71.0,16.375,-43.0,197.91666666666666
2011-02-20,195.79166666666666,91.0,64.66666666666667,33.0,4.625,23.375,30.583333333333332,7.208333333333333,11.75,0,1.9583333333333333,94.0,26.25,-40.0,200.41666666666666
2011-02-21,195.875,82.0,68.79166666666667,49.0,10.458333333333334,34.130434782608695,51.21739130434783,17.08695652173913,30.041666666666668,0,4.666666666666667,86.0,40.333333333333336,-19.0,206.33333333333334
2011-02-22,194.04166666666666,90.0,74.29166666666667,47.0,8.25,28.708333333333332,38.458333333333336,9.75,24.75,11,2.375,119.0,73.54166666666667,30.0,202.29166666666666
2011-02-23,190.7826086956522,91.0,77.16666666666667,51.0,6.782608695652174,22.75,30.75,8.0,17.041666666666668,17,1.4782608695652173,126.0,94.70833333333333,73.0,197.56521739130434
2011-02-24,193.20833333333334,66.0,51.458333333333336,33.0,0.375,8.541666666666666,8.541666666666666,0.0,26.625,0,0.6521739130434783,137.0,81.91666666666667,47.0,193.58333333333334
2011-02-25,193.08333333333334,87.0,77.0,65.0,1.2083333333333333,16.875,17.791666666666668,0.9166666666666666,24.083333333333332,3,0.3333333333333333,93.0,64.33333333333333,44.0,194.29166666666666
2011-02-26,193.29166666666666,86.0,61.25,41.0,0.3333333333333333,6.458333333333333,6.458333333333333,0.0,10.166666666666666,0,0.041666666666666664,65.0,41.166666666666664,-6.0,193.625
2011-02-27,196.7391304347826,85.0,64.625,39.0,0.6521739130434783,12.291666666666666,15.041666666666666,2.75,12.173913043478262,0,0.08333333333333333,72.0,14.416666666666666,-26.0,197.3913043478261
2011-02-28,197.29166666666666,86.0,61.166666666666664,37.0,0.8333333333333334,15.130434782608695,18.17391304347826,3.0434782608695654,10.125,0,0.625,86.0,29.583333333333332,-28.0,198.125
2011-03-01,194.34782608695653,86.0,70.33333333333333,49.0,5.391304347826087,29.916666666666668,37.041666666666664,7.125,17.583333333333332,0,2.4782608695652173,139.0,81.0,21.0,199.7391304347826
2011-03-02,191.70833333333334,90.0,80.625,72.0,10.041666666666666,23.833333333333332,33.083333333333336,9.25,16.541666666666668,14,0.8260869565217391,119.0,97.25,75.0,201.75
2011-03-03,192.66666666666666,82.0,63.708333333333336,47.0,1.6666666666666667,10.833333333333334,11.458333333333334,0.625,15.625,0,0.7083333333333334,120.0,78.16666666666667,42.0,194.33333333333334
2011-03-04,193.41666666666666,90.0,76.79166666666667,54.0,1.125,7.333333333333333,7.333333333333333,0.0,11.291666666666666,13,0.5416666666666666,91.0,63.458333333333336,30.0,194.54166666666666
2011-03-05,192.41666666666666,91.0,89.20833333333333,85.0,7.458333333333333,21.833333333333332,29.458333333333332,7.625,7.625,29,0.7916666666666666,129.0,104.375,77.0,199.875
2011-03-06,194.41666666666666,92.0,79.0,59.0,9.25,25.608695652173914,41.30434782608695,15.695652173913043,17.0,15,2.6666666666666665,166.0,120.54166666666667,91.0,203.66666666666666
2011-03-07,195.33333333333334,77.0,62.041666666666664,49.0,5.0,17.041666666666668,17.833333333333332,0.7916666666666666,30.5,0,2.0833333333333335,121.0,101.25,63.0,200.33333333333334
2011-03-08,193.6086956521739,78.0,59.5,44.0,2.652173913043478,12.875,12.916666666666666,0.041666666666666664,27.541666666666668,0,1.173913043478261,133.0,90.54166666666667,44.0,196.2608695652174
2011-03-09,192.95833333333334,88.0,77.08333333333333,59.0,3.375,12.958333333333334,12.958333333333334,0.0,20.541666666666668,12,0.13043478260869565,87.0,72.08333333333333,60.0,196.33333333333334
2011-03-10,192.0,86.0,63.875,43.0,2.3333333333333335,11.958333333333334,12.0,0.041666666666666664,12.041666666666666,0,0.041666666666666664,113.0,76.58333333333333,40.0,194.33333333333334
2011-03-11,192.875,85.0,59.916666666666664,40.0,2.5833333333333335,10.375,11.416666666666666,1.0416666666666667,14.125,0,1.4166666666666667,108.0,44.125,-3.0,195.45833333333334
2011-03-12,193.95833333333334,73.0,54.875,31.0,1.1666666666666667,8.708333333333334,8.875,0.16666666666666666,10.583333333333334,0,1.2083333333333333,100.0,41.458333333333336,2.0,195.125
2011-03-13,196.75,87.0,64.83333333333333,36.0,4.333333333333333,20.434782608695652,29.304347826086957,8.869565217391305,10.375,0,0.9583333333333334,82.0,33.875,-17.0,201.08333333333334
2011-03-14,195.83333333333334,86.0,57.291666666666664,27.0,6.416666666666667,24.791666666666668,30.875,6.083333333333333,13.125,0,1.7083333333333333,110.0,48.583333333333336,-12.0,202.25
2011-03-15,197.0,81.0,58.291666666666664,28.0,7.304347826086956,20.291666666666668,30.25,9.958333333333334,18.416666666666668,0,1.173913043478261,123.0,57.125,4.0,204.30434782608697
2011-03-16,194.375,77.0,53.75,28.0,11.583333333333334,32.095238095238095,38.23809523809524,6.142857142857143,14.083333333333334,0,1.1304347826086956,127.0,67.375,-5.0,205.95833333333334
2011-03-17,192.79166666666666,91.0,87.25,79.0,14.916666666666666,34.625,42.083333333333336,7.458333333333333,20.083333333333332,19,1.1666666666666667,159.0,111.5,66.0,207.70833333333334
2011-03-18,194.0,92.0,88.29166666666667,83.0,11.208333333333334,24.625,29.875,5.25,18.25,1,1.125,132.0,106.79166666666667,67.0,205.20833333333334
2011-03-19,189.08333333333334,85.0,60.625,43.0,1.0416666666666667,6.958333333333333,7.375,0.4166666666666667,4.333333333333333,1,0.0,114.0,74.20833333333333,23.0,190.125
