date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean
2011-01-01,5.458333333333333,22.833333333333332,31.875,9.041666666666666,15.833333333333334,1.3333333333333333
2011-01-02,4.083333333333333,10.166666666666666,14.791666666666666,4.625,11.583333333333334,1.434782608695652
2011-01-03,4.791666666666667,18.583333333333332,26.416666666666668,7.833333333333333,19.166666666666668,2.375
2011-01-04,4.217391304347826,14.478260869565217,24.08695652173913,9.608695652173912,24.375,3.9166666666666665
2011-01-05,4.708333333333333,30.666666666666668,62.041666666666664,31.375,9.0,1.2916666666666667
2011-01-06,6.391304347826087,41.041666666666664,98.5,57.458333333333336,15.375,1.3333333333333333
2011-01-07,3.0,13.25,23.666666666666668,10.416666666666666,5.833333333333333,0.2916666666666667
2011-01-08,4.375,20.875,32.75,11.875,6.708333333333333,0.5416666666666666
2011-01-09,5.083333333333333,25.125,41.666666666666664,16.541666666666668,15.458333333333334,1.7826086956521738
2011-01-10,7.541666666666667,40.25,99.375,59.125,33.416666666666664,3.125
2011-01-11,4.130434782608695,21.08695652173913,47.04347826086956,25.956521739130434,23.375,2.3043478260869565
2011-01-12,4.416666666666667,29.916666666666668,70.04166666666667,40.125,8.125,1.0833333333333333
2011-01-13,5.434782608695652,33.625,82.91666666666667,49.291666666666664,17.91304347826087,2.125
2011-01-14,6.416666666666667,31.416666666666668,69.625,38.208333333333336,37.0,3.9166666666666665
2011-01-15,5.083333333333333,22.25,40.708333333333336,18.458333333333332,14.5,1.0833333333333333
2011-01-16,2.9565217391304346,14.375,26.625,12.25,10.083333333333334,0.30434782608695654
2011-01-17,4.291666666666667,28.166666666666668,70.45833333333333,42.291666666666664,13.041666666666666,0.6666666666666666
2011-01-18,5.625,44.82608695652174,96.6086956521739,51.78260869565217,14.041666666666666,0.8333333333333334
2011-01-19,4.458333333333333,26.916666666666668,50.958333333333336,24.041666666666668,9.083333333333334,0.5833333333333334
2011-01-20,2.8260869565217392,14.125,22.583333333333332,8.458333333333334,5.208333333333333,0.0
2011-01-21,3.75,22.833333333333332,35.458333333333336,12.625,8.166666666666666,0.125
2011-01-22,5.75,30.958333333333332,59.875,28.916666666666668,11.0,2.5416666666666665
2011-01-23,4.083333333333333,28.3,61.0,32.7,5.25,0.9
2011-01-24,3.2916666666666665,21.09090909090909,41.09090909090909,20.0,7.625,0.4
2011-01-25,5.0,32.869565217391305,84.1304347826087,51.26086956521739,18.458333333333332,1.5833333333333333
2011-01-26,4.85,32.0,72.5,40.5,10.666666666666666,0.7083333333333334
2011-01-27,6.086956521739131,39.208333333333336,98.375,59.166666666666664,27.782608695652176,3.7083333333333335
2011-01-28,4.5,23.208333333333332,42.0,18.791666666666668,21.458333333333332,1.7916666666666667
2011-01-29,2.875,8.541666666666666,11.916666666666666,3.375,6.625,0.0
2011-01-30,5.086956521739131,33.625,73.625,40.0,9.958333333333334,0.6086956521739131
2011-01-31,4.541666666666667,32.0,73.25,41.25,9.958333333333334,0.9166666666666666
2011-02-01,5.25,26.91304347826087,58.95652173913044,32.04347826086956,19.458333333333332,2.25
2011-02-02,3.0416666666666665,12.625,23.833333333333332,11.208333333333334,7.708333333333333,0.9166666666666666
2011-02-03,5.260869565217392,31.291666666666668,63.083333333333336,31.791666666666668,13.583333333333334,1.0833333333333333
2011-02-04,5.291666666666667,25.958333333333332,50.75,24.791666666666668,22.375,3.2916666666666665
