date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean
2011-01-01,5.458,16.042,23.833,7.792,12.333
2011-01-02,4.043,5.875,6.917,1.042,11.875
2011-01-03,4.125,11.043,14.348,3.304,16.875
2011-01-04,4.174,7.261,9.13,1.87,22.917
2011-01-05,3.542,10.875,15.625,4.75,7.583
2011-01-06,4.583,20.333,36.042,15.708,11.875
2011-01-07,2.875,7.917,11.25,3.333,6.583
2011-01-08,4.042,12.375,19.583,7.208,7.583
2011-01-09,4.174,11.792,19.375,7.583,15.5
2011-01-10,5.652,24.5,52.227,27.727,26.667
2011-01-11,3.333,9.5,12.083,2.583,21.708
2011-01-12,4.417,16.4,29.6,13.2,9.625
2011-01-13,3.667,19.818,28.182,8.364,14.545
2011-01-14,5.333,17.792,27.917,10.125,30.25
2011-01-15,3.708,10.292,15.333,5.042,13.583
2011-01-16,2.739,12.625,19.375,6.75,10.833
2011-01-17,4.652,23.545,55.591,32.045,14.917
2011-01-18,5.333,27.75,57.375,29.625,13.292
2011-01-19,4.417,21.708,43.125,21.417,9.625
2011-01-20,2.583,9.667,12.167,2.5,6.167
2011-01-21,4.417,18.125,34.25,16.125,9.042
2011-01-22,5.333,20.417,38.667,18.25,8.542
2011-01-23,2.522,7.208,10.5,3.292,3.042
2011-01-24,1.783,8.182,10.773,2.591,5.083
2011-01-25,2.789,12.333,17.875,5.542,15.583
2011-01-26,2.667,13.417,22.083,8.667,7.958
2011-01-27,4.583,18.875,29.917,11.042,24.5
2011-01-28,3.375,13.542,20.042,6.5,20.25
2011-01-29,2.708,9.083,12.75,3.667,7.833
2011-01-30,4.696,23.958,50.292,26.333,10.292
2011-01-31,4.304,16.182,26.455,10.273,9.75
2011-02-01,4.375,14.042,26.833,12.792,14.375
2011-02-02,2.542,5.417,6.125,0.708,7.167
2011-02-03,5.167,21.25,34.917,13.667,11.667
2011-02-04,4.792,16.375,25.0,8.625,19.167
2011-02-05,6.542,22.625,33.417,10.792,31.958
2011-02-06,7.478,30.708,63.042,32.333,26.208
2011-02-07,4.565,19.045,37.591,18.545,11.833
2011-02-08,1.833,11.958,17.25,5.292,9.958
2011-02-09,3.042,15.5,24.792,9.292,11.958
2011-02-10,2.667,14.375,24.292,9.917,11.042
2011-02-11,3.5,15.625,26.208,10.583,11.042
2011-02-12,3.083,10.708,13.833,3.125,13.125
2011-02-13,4.652,24.708,45.792,21.083,16.583
2011-02-14,6.458,29.304,68.522,39.217,12.917
2011-02-15,4.435,14.826,32.435,17.609,11.167
2011-02-16,4.542,24.75,47.917,23.167,11.625
2011-02-17,3.042,11.375,17.25,5.875,9.208
2011-02-18,2.625,5.958,7.667,1.708,7.083
2011-02-19,3.833,11.875,18.708,6.833,10.75
2011-02-20,5.435,27.125,51.25,24.125,12.292
2011-02-21,6.609,27.955,53.136,25.182,19.792
2011-02-22,4.958,22.792,35.708,12.917,18.625
2011-02-23,5.375,20.583,48.583,28.0,11.833
2011-02-24,3.542,8.833,12.0,3.167,25.917
2011-02-25,4.542,16.5,25.25,8.75,20.208
2011-02-26,3.042,6.083,7.5,1.417,10.0
2011-02-27,3.696,13.75,21.167,7.417,12.75
2011-02-28,3.957,17.091,27.773,10.682,10.583
2011-03-01,6.083,33.5,64.25,30.75,15.792
2011-03-02,5.125,26.708,68.208,41.5,14.25
2011-03-03,3.042,11.5,15.583,4.083,16.542
2011-03-04,3.583,9.708,12.625,2.917,13.5
2011-03-05,5.913,26.75,62.125,35.375,7.583
2011-03-06,8.087,39.364,105.0,65.636,15.333
2011-03-07,4.792,14.917,21.708,6.792,28.375
2011-03-08,4.125,11.333,18.167,6.833,25.542
2011-03-09,4.125,18.833,28.458,9.625,18.625
2011-03-10,1.958,8.25,11.375,3.125,11.417
2011-03-11,2.583,12.0,16.333,4.333,14.0
2011-03-12,1.261,5.917,6.458,0.542,10.542
2011-03-13,3.174,9.727,14.364,4.636,11.0
2011-03-14,5.5,33.0,58.375,25.375,16.304
2011-03-15,4.333,14.958,22.625,7.667,16.75
2011-03-16,6.455,29.125,46.042,16.917,14.167
2011-03-17,9.75,36.75,73.875,37.125,14.667
2011-03-18,11.125,28.167,57.625,29.458,16.833
2011-03-19,4.955,8.522,11.391,2.87,6.125
2011-03-20,4.208,20.174,32.913,12.739,12.25
2011-03-21,3.625,19.042,30.333,11.292,12.833
2011-03-22,6.125,33.708,68.917,35.208,19.625
2011-03-23,4.583,24.708,41.5,16.792,10.875
2011-03-24,5.25,22.042,32.25,10.208,11.0
2011-03-25,2.958,6.917,8.125,1.208,13.417
2011-03-26,3.391,14.542,21.583,7.042,11.875
2011-03-27,5.87,34.455,57.045,22.591,19.5
