date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,THC_mean
2011-01-01,202.25,4.333333333333333,17.333333333333332,17.75,26.666666666666668,8.916666666666666,219.58333333333334
2011-01-02,197.75,3.6666666666666665,9.291666666666666,8.583333333333334,14.166666666666666,5.583333333333333,207.04166666666666
2011-01-03,198.0,4.708333333333333,12.125,20.083333333333332,34.458333333333336,14.375,210.125
2011-01-04,199.0,4.608695652173913,10.833333333333334,17.125,33.25,16.125,209.83333333333334
2011-01-05,199.8181818181818,3.782608695652174,13.772727272727273,22.0,35.63636363636363,13.636363636363637,213.5909090909091
2011-01-06,201.58333333333334,5.416666666666667,21.958333333333332,36.0,82.95833333333333,46.958333333333336,223.54166666666666
2011-01-07,198.29166666666666,2.375,8.083333333333334,9.625,14.5,4.875,206.375
2011-01-08,201.79166666666666,3.5833333333333335,14.375,18.375,30.041666666666668,11.666666666666666,216.16666666666666
2011-01-09,202.75,4.416666666666667,17.625,21.208333333333332,35.166666666666664,13.958333333333334,220.375
2011-01-10,204.04166666666666,6.75,25.916666666666668,38.916666666666664,97.41666666666667,58.5,229.95833333333334
2011-01-11,197.91666666666666,4.782608695652174,11.666666666666666,26.791666666666668,72.0,45.208333333333336,209.58333333333334
2011-01-12,201.20833333333334,4.708333333333333,14.625,28.166666666666668,65.20833333333333,37.041666666666664,215.83333333333334
2011-01-13,201.86363636363637,5.478260869565218,22.545454545454547,35.0,94.56521739130434,59.56521739130435,224.4090909090909
2011-01-14,202.25,5.916666666666667,16.25,30.541666666666668,65.66666666666667,35.125,218.5
2011-01-15,200.91666666666666,4.541666666666667,17.083333333333332,18.291666666666668,30.625,12.333333333333334,218.0
2011-01-16,198.04347826086956,2.6956521739130435,11.26086956521739,9.652173913043478,12.304347826086957,2.652173913043478,209.30434782608697
2011-01-17,201.875,3.9166666666666665,20.25,26.25,66.16666666666667,39.916666666666664,222.125
2011-01-18,204.375,4.956521739130435,30.791666666666668,34.25,63.083333333333336,28.833333333333332,235.16666666666666
2011-01-19,201.08333333333334,4.375,32.416666666666664,30.083333333333332,47.75,17.666666666666668,233.5
